"","survey","event_id","EQLatitude","EQLongitude"
"1",201608,49,"57.7171666667","-166.43639"
"2",201608,53,"55.2177266667","-166.889861667"
"3",201608,54,"55.2174066667","-166.887898333"
"4",201608,51,"56.5729733333","-166.95017"
"5",201608,64,"56.5400266667","-167.604946667"
"6",201608,66,"57.1567633333","-167.65199"
"7",201608,74,"55.8994483333","-168.74255"
"8",201608,77,"56.5749183333","-168.844451667"
"9",201608,67,"57.1544833333","-167.65139"
"10",201608,68,"57.281395","-168.294105"
"11",201608,69,"56.44488","-168.20571"
"12",201608,90,"59.4892216667","-170.488131667"
"13",201608,91,"59.4050816667","-171.141746667"
"14",201608,92,"58.0218383333","-170.903415"
"15",201608,98,"56.788985","-171.301813333"
"16",201608,85,"56.5303866667","-170.014088333"
"17",201608,87,"58.4881366667","-170.338771667"
"18",201608,76,"55.90068","-168.746128333"
"19",201608,84,"56.0221333333","-169.953355"
"20",201608,93,"57.4230133333","-170.802488333"
"21",201608,176,"58.708875","-176.803031667"
"22",201608,177,"58.7055466667","-176.821235"
"23",201608,188,"60.2262616667","-177.356166667"
"24",201608,207,"59.2849416667","-178.180935"
"25",201608,208,"59.2845666667","-178.188296667"
"26",201608,209,"59.2855133333","-178.1973"
"27",201608,210,"59.2870283333","-178.209296667"
"28",201608,211,"59.2814283333","-178.169523333"
"29",201608,80,"58.334200","-169.029833333"
"30",201608,88,"58.799575","-170.362158333"
"31",201608,47,"54.8542766667","-166.199568333"
"32",201608,48,"55.56986","-166.312035"
"33",201608,50,"57.7161266667","-166.432905"
"34",201608,52,"56.09927","-166.937366667"
"35",201608,103,"58.0732933333","-171.411481667"
"36",201608,72,"56.3514766667","-168.214288333"
"37",201608,73,"55.9046983333","-168.17228"
"38",201608,78,"58.3396966667","-169.033538333"
"39",201608,79,"58.3353183333","-169.035346667"
"40",201608,83,"56.782035","-169.464923333"
"41",201608,95,"56.2565066667","-170.607918333"
"42",201608,96,"56.1581333333","-170.59735"
"43",201608,97,"56.3375616667","-171.223456667"
"44",201608,116,"57.046005","-172.577315"
"45",201608,119,"59.9587233333","-173.20185"
"46",201608,121,"59.6626366667","-173.806761667"
