ship,survey,event_id,species_code,specimen_id,fork_length,organism_weight,age,sex,eq_longitude
157,201608,4,21740,65,43.0,0.542,4,Female,-162.1219
157,201608,4,21740,66,47.9,0.732,7,Male,-162.1219
157,201608,4,21740,67,41.8,0.484,4,Female,-162.1219
157,201608,4,21740,71,44.0,0.602,4,Female,-162.1219
157,201608,4,21740,42,46.6,0.676,8,Male,-162.1219
157,201608,4,21740,69,39.9,0.414,4,Female,-162.1219
157,201608,4,21740,78,53.1,0.912,8,Female,-162.1219
157,201608,4,21740,43,47.3,0.576,6,Female,-162.1219
157,201608,4,21740,61,40.1,0.51,5,Male,-162.1219
157,201608,4,21740,68,50.5,0.974,7,Female,-162.1219
157,201608,4,21740,73,43.5,0.568,5,Male,-162.1219
157,201608,4,21740,76,45.6,0.682,5,Female,-162.1219
157,201608,4,21740,79,55.8,0.94,8,Male,-162.1219
157,201608,4,21740,37,53.3,0.92,9,Female,-162.1219
157,201608,4,21740,41,45.4,0.526,5,Female,-162.1219
157,201608,4,21740,60,32.0,0.256,3,Female,-162.1219
157,201608,4,21740,72,49.7,0.822,7,Male,-162.1219
157,201608,4,21740,77,41.1,0.58,4,Male,-162.1219
157,201608,4,21740,44,50.6,0.708,8,Male,-162.1219
157,201608,4,21740,74,42.3,0.558,4,Male,-162.1219
157,201608,4,21740,64,41.4,0.47,4,Female,-162.1219
157,201608,4,21740,36,47.4,0.754,4,Female,-162.1219
157,201608,4,21740,38,47.5,0.606,7,Male,-162.1219
157,201608,4,21740,39,49.5,0.86,8,Male,-162.1219
157,201608,4,21740,40,51.0,0.864,8,Female,-162.1219
157,201608,4,21740,50,46.6,0.672,5,Female,-162.1219
157,201608,4,21740,70,51.2,0.958,8,Male,-162.1219
157,201608,4,21740,75,43.0,0.554,5,Female,-162.1219
157,201608,4,21740,80,43.6,0.642,4,Female,-162.1219
157,201608,4,21740,63,42.1,0.504,4,Male,-162.1219
157,201608,5,21740,301,48.2,0.73,8,Female,-162.154
157,201608,5,21740,304,49.9,0.842,8,Male,-162.154
157,201608,5,21740,309,38.9,0.31,4,Male,-162.154
157,201608,5,21740,320,42.1,0.628,4,Female,-162.154
157,201608,5,21740,322,50.9,0.824,8,Male,-162.154
157,201608,5,21740,297,40.7,0.556,3,Male,-162.154
157,201608,5,21740,305,50.0,0.75,7,Male,-162.154
157,201608,5,21740,312,42.7,0.516,4,Female,-162.154
