"","survey","length","age","proportion"
"92",201608,44,6,0.175057208238103
"93",201608,45,6,0.168579626972907
"94",201608,46,6,0.221362229102221
"95",201608,47,6,0.273795534664973
"96",201608,48,6,0.131578947368526
"97",201608,49,6,0.0826330532215248
"98",201608,50,6,0.0777777777778078
"99",201608,51,6,0.0624999999999938
"100",201608,53,6,0.10000000000005
"101",201608,59,6,1.73446308765758e-05
"102",201608,43,7,0.069962686567164
"103",201608,44,7,0.0657894736840197
"104",201608,45,7,0.156384505021914
"105",201608,46,7,0.257739938080758
"106",201608,47,7,0.240893066979976
"107",201608,48,7,0.447368421052589
"108",201608,49,7,0.372549019607612
"109",201608,50,7,0.369444444444537
"110",201608,51,7,0.308423913043469
"111",201608,52,7,0.076923076923
"112",201608,53,7,0.10000000000005
"113",201608,55,7,0.347222222222174
"114",201608,59,7,0.00742679964786729
"115",201608,62,7,0.250188122260019
"116",201608,63,7,8.8351133461099e-05
"117",201608,64,7,1.39393218500451e-05
"118",201608,65,7,3.17828562603151e-06
"119",201608,66,7,1.04171515413545e-06
"120",201608,41,8,0.00746268656714675
"121",201608,42,8,0.0175438596490982
"122",201608,43,8,0.0104166666666521
"123",201608,44,8,0.0326086956521598
"124",201608,45,8,0.0756814921089084
"125",201608,46,8,0.149380804953449
"126",201608,47,8,0.186839012925981
"127",201608,48,8,0.25000000000005
"128",201608,49,8,0.361344537815108
"129",201608,50,8,0.472222222222047
"130",201608,51,8,0.457880434782454
"131",201608,52,8,0.703296703297
"132",201608,53,8,0.414285714285707
"133",201608,54,8,0.7666666666665
"134",201608,55,8,0.236111111111118
"135",201608,56,8,0.5833333333335
"136",201608,57,8,0.4166666666665
"137",201608,58,8,0.4166666666665
"138",201608,59,8,0.404931721139625
"139",201608,60,8,0.416666666666708
"140",201608,61,8,0.375
"141",201608,62,8,0.271386478401602
"142",201608,63,8,0.123530304469099
"143",201608,64,8,0.0718322660149749
"144",201608,65,8,0.0458809822857717
"145",201608,66,8,0.0298894741506529
"146",201608,44,9,0.0131578947368539
"147",201608,45,9,0.0416068866570771
"148",201608,46,9,0.0131578947368632
"149",201608,47,9,0.0135135135134987
"150",201608,48,9,0.0657894736840132
"151",201608,49,9,0.124649859943937
"152",201608,50,9,0.0277777777778028
"153",201608,51,9,0.0624999999999938
"154",201608,52,9,0.21978021978
"155",201608,53,9,0.242857142857121
"156",201608,54,9,0.15
"157",201608,55,9,0.166666666666583
"158",201608,56,9,0.2916666666665
"159",201608,57,9,0.25
"160",201608,59,9,0.119808912193037
"161",201608,61,9,0.125
"162",201608,62,9,0.0483163461527181
"163",201608,63,9,0.0443737788359995
"164",201608,64,9,0.0291377185094898
"165",201608,65,9,0.0207783062171598
"166",201608,66,9,0.0146265588663313
"167",201608,67,9,0.00933097319610373
"168",201608,68,9,0.00573279326370134
"169",201608,69,9,0.00330134836857605
"170",201608,70,9,0.0022202272543575
"171",201608,49,10,0.0294117647059088
"172",201608,50,10,0.0277777777778028
"173",201608,53,10,0.0714285714285357
"174",201608,55,10,0.125000000000063
"175",201608,56,10,0.125
"176",201608,57,10,0.25
"177",201608,58,10,0.25
"178",201608,59,10,0.196313192492361
"179",201608,60,10,0.166666666666583
"180",201608,61,10,0.25
"181",201608,62,10,0.184525716913569
"182",201608,63,10,0.270032038875497
"183",201608,64,10,0.0782496647379726
"184",201608,65,10,0.335419456218159
"185",201608,66,10,0.251180803630608
"186",201608,67,10,0.346635362991639
"187",201608,68,10,0.223390989897955
"188",201608,69,10,0.204475795285984
"189",201608,51,11,0.0217391304347978
"190",201608,53,11,0.0714285714285357
"191",201608,54,11,0.0833333333335
"192",201608,57,11,0.0833333333335
"193",201608,58,11,0.3333333333335
"194",201608,59,11,0.203046828353063
"195",201608,60,11,0.416666666666708
"196",201608,61,11,0.25
"197",201608,62,11,0.194046930061573
"198",201608,63,11,0.400674102965496
"199",201608,64,11,0.231354319902419
"200",201608,65,11,0.48470375142923
"201",201608,66,11,0.44194130908269
"202",201608,67,11,0.468362838032687
"203",201608,68,11,0.416889859768416
"204",201608,69,11,0.38989271219197
"205",201608,70,11,0.441867223605342
"206",201608,71,11,0.3918959094095
"207",201608,51,12,0.0217391304347978
"208",201608,59,12,0.0188064989332558
"209",201608,62,12,0.0515364062105193
"210",201608,63,12,0.0688219641014992
"211",201608,64,12,0.0894120915134687
"212",201608,65,12,0.113214325564054
"213",201608,66,12,0.14015286381006
"214",201608,67,12,0.17567082577957
"215",201608,68,12,0.206376156885958
"216",201608,69,12,0.239801993917982
"217",201608,70,12,0.33484074023188
"218",201608,71,12,0.373076658353
"219",201608,55,15,0.125000000000063
"220",201608,59,15,0.0306198360640594
"221",201608,63,15,0.0584916590619993
"222",201608,64,15,0.249999999999913
"223",201608,66,15,0.0771951248540333
"224",201608,68,15,0.0922762159609813
"225",201608,69,15,0.100773498919492
"226",201608,70,15,0.135671192733451
"227",201608,71,15,0.142448764461
"228",201608,59,16,0.0190288665458559
"229",201608,63,16,0.0339878005569496
"230",201608,64,16,0.249999999999913
"231",201608,66,16,0.0450128238904694
"232",201608,68,16,0.0553339842229888
"233",201608,69,16,0.0617546513159953
"234",201608,70,16,0.0854006161749694
"235",201608,71,16,0.0925786677765
