"","survey","event_id","EQLongitude","EQLatitude"
"1",201006,17,"-165.40874667","55.57068333"
"2",201006,18,"-165.42902833","56.103915"
"3",201006,19,"-165.93698","54.92793167"
"4",201006,20,"-166.53923667","55.032215"
"5",201006,21,"-166.54517667","55.14183"
"6",201006,22,"-166.55451","55.12373833"
"7",201006,23,"-166.55554","55.11569167"
"8",201006,24,"-166.03461167","56.38229667"
"9",201006,25,"-166.658175","56.614565"
"10",201006,26,"-166.70187","57.27015"
"11",201006,27,"-166.69252333","57.26259"
"12",201006,28,"-166.68442333","57.258155"
"13",201006,29,"-167.28619167","56.92134667"
"14",201006,30,"-167.26809833","56.68884833"
"15",201006,31,"-167.85747167","56.462345"
"16",201006,32,"-168.61069667","57.53923167"
"17",201006,33,"-168.591125","57.539795"
"18",201006,34,"-168.57538167","57.54072"
"19",201006,35,"-168.477555","56.63582667"
"20",201006,36,"-168.48439667","56.63843833"
"21",201006,37,"-168.44650167","56.41686"
"22",201006,38,"-168.40908833","55.88018667"
"23",201006,39,"-168.38752","55.87817667"
"24",201006,40,"-168.37652667","55.87696333"
"25",201006,41,"-168.40811833","55.87653"
"26",201006,42,"-168.3802","55.88050833"
"27",201006,43,"-168.36658333","55.883365"
"28",201006,44,"-168.96415333","56.010385"
"29",201006,45,"-169.13122","56.80198167"
"30",201006,46,"-169.69144","56.681205"
"31",201006,47,"-170.212765","56.21190667"
"32",201006,48,"-170.21463667","56.20909833"
"33",201006,49,"-170.29614833","56.65262"
"34",201006,50,"-170.29624833","56.67148"
"35",201006,51,"-171.24286667","58.37878833"
"36",201006,52,"-171.81931833","58.14692833"
"37",201006,53,"-172.82856833","59.65920333"
"38",201006,54,"-172.55938","58.59048833"
"39",201006,55,"-172.42960833","58.01360333"
"40",201006,56,"-172.41957833","57.89396333"
"41",201006,57,"-173.07465167","57.93183167"
"42",201006,58,"-173.16745833","58.27871333"
"43",201006,59,"-173.22758833","58.55109667"
"44",201006,60,"-173.30247167","58.91109833"
"45",201006,61,"-173.40847167","59.256705"
"46",201006,62,"-174.18723333","59.70475333"
"47",201006,63,"-174.21313","59.69180333"
"48",201006,64,"-174.06639167","59.30849"
"49",201006,65,"-173.98407333","59.06644167"
"50",201006,66,"-173.90880333","58.72765"
"51",201006,67,"-173.82777","58.32545167"
"52",201006,68,"-174.17537833","58.32018"
"53",201006,69,"-174.67521333","59.18247167"
"54",201006,70,"-174.84544","59.68756333"
"55",201006,71,"-174.902655","59.86054167"
"56",201006,72,"-175.885245","60.77522167"
"57",201006,73,"-175.82527","60.59887"
"58",201006,74,"-175.83676667","60.56549333"
"59",201006,75,"-175.68975333","60.217715"
"60",201006,76,"-175.561455","59.85953"
"61",201006,77,"-175.44025333","59.514995"
"62",201006,78,"-174.435115","58.42995833"
"63",201006,79,"-173.36560167","56.74609"
"64",201006,80,"-175.90625","58.932685"
"65",201006,81,"-176.17862167","59.58734667"
"66",201006,82,"-176.204345","59.831145"
"67",201006,83,"-176.293215","59.98865333"
"68",201006,84,"-176.367315","60.20260667"
"69",201006,85,"-176.48645667","60.51701667"
"70",201006,86,"-176.66059667","60.98559667"
"71",201006,87,"-176.82506333","61.41248667"
"72",201006,88,"-177.08920833","61.99503333"
"73",201006,89,"-177.15580667","62.23169167"
"74",201006,90,"-177.85231","62.10455167"
"75",201006,91,"-177.54631833","61.46474167"
"76",201006,92,"-177.46794","61.17898167"
"77",201006,93,"-177.26812333","60.698175"
"78",201006,94,"-177.21772333","60.57235833"
"79",201006,95,"-177.007935","60.079175"
"80",201006,96,"-176.97866167","60.06570667"
"81",201006,97,"-176.86973167","59.71417833"
"82",201006,98,"-176.78929833","59.526155"
"83",201006,99,"-177.40363","59.397995"
"84",201006,100,"-177.47889167","59.57550833"
"85",201006,101,"-177.76302333","60.24856333"
"86",201006,102,"-177.970845","60.74904"
"87",201006,103,"-178.25133833","61.351225"
"88",201006,104,"-178.86118333","61.14059333"
"89",201006,105,"-178.62213833","60.64035"
"90",201006,106,"-178.47929","60.32438167"
"91",201006,107,"-178.22978167","59.758135"
"92",201006,108,"-179.61638833","61.29592167"
"93",201006,109,"-179.98257","62.05868833"
"94",201006,110,"179.79897167","61.06028167"
"95",201006,111,"177.91578667","61.862505"
"96",201006,112,"-178.01003333","59.773505"
"97",201006,113,"-175.28549167","58.35572167"
"98",201006,114,"-174.21188667","57.79713167"
"99",201006,1,"-161.22345","56.52561"
"100",201006,2,"-161.22244833","56.53209"
"101",201006,3,"-161.22191667","56.537755"
"102",201006,4,"-162.42078833","56.66588"
"103",201006,5,"-162.43419167","55.93230667"
"104",201006,6,"-162.45081667","55.936765"
"105",201006,7,"-162.46078667","55.93776167"
"106",201006,8,"-163.03374833","55.723905"
"107",201006,9,"-163.598965","56.88067333"
"108",201006,12,"-163.64193833","55.4238"
"109",201006,13,"-164.22586167","55.21473"
"110",201006,14,"-164.24036","56.13112833"
"111",201006,15,"-164.78989167","55.12643"
"112",201006,16,"-164.78566333","54.85080167"
"113",201006,10,"-163.62695667","56.87464167"
"114",201006,11,"-163.64100833","56.87155333"
