transect,class,x,y,lon,lat,nasc
7,BT,510.0,6300.0,-164.84633614545456,56.845446745454545,0.5046169090909091
7,BT,510.0,6290.0,-164.8436461,56.75338142727273,0.1067369090909091
7,BT,510.0,6280.0,-164.8423113181818,56.66139706363636,3.3979852727272726
7,BT,510.0,6270.0,-164.84164983,56.57351695000001,0.055523600000000006
7,BT,510.0,6260.0,-164.83926572727273,56.48555437272727,1.9625174545454547
7,BT,510.0,6250.0,-164.83788117272726,56.39342485454545,10.301608181818182
7,BT,510.0,6240.0,-164.83605013999997,56.30556824,20.939725000000003
7,BT,510.0,6230.0,-164.83344807272726,56.21762687272728,55.39181981818182
7,BT,510.0,6220.0,-164.83171938181817,56.125638263636354,58.77235436363637
7,BT,510.0,6210.0,-164.82965076363635,56.03371475454546,29.262174
7,BT,510.0,6200.0,-164.82788051,55.94583901,47.12507720000001
7,BT,510.0,6190.0,-164.82602999090906,55.85801075454545,0.1677076363636364
7,BT,510.0,6180.0,-164.82419147272728,55.76596171818182,0.6784941818181818
7,BT,510.0,6170.0,-164.8222814,55.67395482727273,5.463678181818182
7,BT,510.0,6160.0,-164.82048476,55.586332649999996,11.489063999999999
7,BT,510.0,6150.0,-164.81841675454547,55.49864798181819,56.528718181818185
7,BT,510.0,6140.0,-164.8144136090909,55.40675724545454,99.62328090909092
7,BT,510.0,6130.0,-164.81265104545454,55.31472529090909,119.69050072727273
7,BT,510.0,6120.0,-164.81270651000003,55.22699720000001,103.2749006
7,BT,510.0,6110.0,-164.81124289090909,55.139359454545456,134.75791963636362
7,BT,510.0,6100.0,-164.8089553818182,55.049684172727275,78.42953309090909
7,BT,510.0,6090.0,-164.80762747272726,54.9587559909091,63.67863127272728
7,BT,510.0,6080.0,-164.80570208181814,54.867119200000005,540.3934767272727
7,BT,510.0,6070.0,-164.8048838125,54.788049775000005,122.54044400000001
8,BT,480.0,6010.0,-165.3666867,54.2726646,8.27281
8,BT,480.0,6020.0,-165.36593075454545,54.32686482727272,3.028380272727273
8,BT,480.0,6030.0,-165.36815466363637,54.418886009090905,9.133215090909092
8,BT,480.0,6040.0,-165.3714627,54.50681772,9.377780699999999
8,BT,480.0,6050.0,-165.37426183636364,54.594648718181816,15.607231909090906
8,BT,480.0,6060.0,-165.3704350909091,54.685753500000004,83.97577300000002
8,BT,480.0,6070.0,-165.38103939090908,54.77644291818182,17.449196181818177
8,BT,480.0,6080.0,-165.38403919090908,54.868121781818175,5.383795272727273
8,BT,480.0,6090.0,-165.38691378181818,54.95961940909091,3.459294
8,BT,480.0,6100.0,-165.3902782090909,55.04844410909091,10.580802545454544
8,BT,480.0,6110.0,-165.3914904333333,55.106716733333336,5.541578
8,BT,470.0,6110.0,-165.3925720857143,55.14845734285715,3.949450857142857
8,BT,470.0,6120.0,-165.39609609090905,55.22363744545455,1.6714758181818181
8,BT,470.0,6130.0,-165.3997582090909,55.31548157272727,1.415281272727273
8,BT,470.0,6140.0,-165.40309016363636,55.407276618181825,0.23876654545454548
8,BT,470.0,6150.0,-165.40616836,55.49497497,0.0007211
8,BT,470.0,6160.0,-165.40959088461537,55.58265440769231,0.003306307692307692
8,BT,470.0,6170.0,-165.41236308000003,55.67612974,0.1843621
8,BT,470.0,6180.0,-165.41554415454547,55.763933200000004,2.9428734545454542
8,BT,470.0,6190.0,-165.41929943636364,55.85589856363636,2.0421720909090912
8,BT,470.0,6200.0,-165.42289183999998,55.9436502,27.72899
8,BT,470.0,6210.0,-165.4249606909091,56.03144090909091,63.60260454545453
8,BT,470.0,6220.0,-165.4284832666667,56.12467867500001,93.61586266666666
8,BT,470.0,6230.0,-165.43144553,56.213860739999994,64.8848389
8,BT,470.0,6240.0,-165.43436086363636,56.301756,44.642632727272726
8,BT,470.0,6250.0,-165.4378362090909,56.39383465454545,26.95713463636364
8,BT,470.0,6260.0,-165.44072323636362,56.485900372727265,6.2822428181818175
8,BT,470.0,6270.0,-165.44378435000002,56.57382684,0.016985800000000002
8,BT,470.0,6280.0,-165.4474519272727,56.661701136363625,0.07335090909090909
8,BT,470.0,6290.0,-165.45085323636366,56.75378874545456,0.008696545454545455
8,BT,470.0,6300.0,-165.45403677272728,56.845959381818176,0.030678454545454547
8,BT,470.0,6310.0,-165.45699932999997,56.93384863,0.0
8,BT,470.0,6320.0,-165.46050957272726,57.02179817272727,0.005114
8,BT,470.0,6330.0,-165.46350641818182,57.11399917272728,0.034912454545454545
8,BT,470.0,6340.0,-165.46733317,57.20195306999999,8.6593795
8,BT,470.0,6350.0,-165.4688807,57.285766079999995,0.6513185
9,BT,430.0,6360.0,-166.0877092,57.3368908,0.0
9,BT,430.0,6350.0,-166.08500579090907,57.286667581818186,0.0
9,BT,430.0,6340.0,-166.07973738000004,57.19881352000001,0.0
9,BT,430.0,6330.0,-166.0750343818182,57.11093603636363,0.08751572727272726
9,BT,430.0,6320.0,-166.07194746666667,57.0523725,4.621958
9,BT,440.0,6320.0,-166.069389775,57.00666632499999,0.014742125
9,BT,440.0,6310.0,-166.06553104545452,56.927643845454554,0.09087845454545455
9,BT,440.0,6300.0,-166.06161280909092,56.83651352727271,0.12841972727272727
9,BT,440.0,6290.0,-166.05743824,56.74967375999999,0.0176783
9,BT,440.0,6280.0,-166.0516721181818,56.66317646363636,0.24146563636363635
9,BT,440.0,6270.0,-166.04783806363636,56.57276840909091,7.067511545454545
9,BT,440.0,6260.0,-166.04334029090907,56.48209667272727,52.03756154545456
9,BT,440.0,6250.0,-166.03862925454544,56.39168472727274,195.1794523636364
9,BT,440.0,6240.0,-166.03407094545457,56.30217989999999,95.99525336363635
9,BT,440.0,6230.0,-166.02877440909091,56.212757927272726,1.471332
9,BT,440.0,6220.0,-166.02672104545456,56.12369773636363,1141.6891279999998
9,BT,440.0,6210.0,-166.023205525,56.031437625,3.39498075
9,BT,440.0,6200.0,-166.0162637818182,55.938423827272715,1.4933894545454545
9,BT,440.0,6190.0,-166.0116762090909,55.84903573636364,2.7262724545454544
9,BT,440.0,6180.0,-166.00735576363638,55.75957071818182,0.08336054545454546
9,BT,440.0,6170.0,-166.0023355090909,55.67077134545455,4.4787419090909095
9,BT,440.0,6160.0,-165.99805287272727,55.58116923636364,1.5392302727272726
9,BT,440.0,6150.0,-165.9948241818182,55.49239500909091,0.034686636363636364
9,BT,440.0,6140.0,-165.98918582500002,55.398798275,0.1729591666666667
9,BT,440.0,6130.0,-165.98499728181818,55.310767727272726,0.5804450909090909
9,BT,440.0,6120.0,-165.97950928,55.22320952,1.0711699
9,BT,440.0,6110.0,-165.97608901818182,55.13548632727272,1.252819727272727
9,BT,440.0,6100.0,-165.97050519090908,55.043677363636355,2.6162310909090905
9,BT,440.0,6090.0,-165.96685615454547,54.95197359090909,0.011065272727272727
9,BT,440.0,6080.0,-165.96185362727272,54.86187857272727,2.8617193636363636
9,BT,440.0,6070.0,-165.95991645454546,54.77086912727273,17.906525000000002
9,BT,440.0,6060.0,-165.95513392727273,54.68135196363637,9.468936181818181
9,BT,440.0,6050.0,-165.94961587272726,54.59233399090908,2.5414179999999997
9,BT,440.0,6040.0,-165.94539892000003,54.5045747,322.15567699999997
9,BT,440.0,6030.0,-165.94052068333332,54.415834733333334,0.34622925
9,BT,440.0,6020.0,-165.93713111250003,54.3368104,8.027006624999999
10,BT,400.0,6000.0,-166.4959348375,54.125502000000004,11.009574625
10,BT,400.0,6020.0,-166.50721701999996,54.31798359,4.532385200000001
10,BT,400.0,6030.0,-166.51222630909092,54.40586237272726,0.08152263636363637
10,BT,400.0,6040.0,-166.5185158818182,54.49793710909091,0.4525847272727273
10,BT,400.0,6050.0,-166.52451832727272,54.589958736363634,0.9217553636363636
10,BT,400.0,6060.0,-166.53027591,54.677881879999994,2.4346076
10,BT,400.0,6070.0,-166.53567612727272,54.7658392,2.137924454545454
10,BT,400.0,6080.0,-166.54168458181817,54.85796228181818,0.704660818181818
10,BT,400.0,6090.0,-166.54673182000002,54.94614349000001,0.013145
10,BT,400.0,6100.0,-166.552752775,55.03513540000001,0.0024339166666666667
10,BT,400.0,6110.0,-166.55952653636362,55.129361836363636,2.9294669090909093
10,BT,400.0,6120.0,-166.5647018,55.21748895,27.869456500000002
10,BT,400.0,6130.0,-166.57015446363636,55.305403172727274,1.128033909090909
10,BT,400.0,6140.0,-166.57666301818185,55.39754216363635,0.0024157272727272725
10,BT,400.0,6150.0,-166.58190453,55.485586850000004,0.10510800000000001
10,BT,400.0,6160.0,-166.58772373636364,55.57356550909091,0.006662272727272728
10,BT,400.0,6170.0,-166.5937041090909,55.665782809090906,1.683964090909091
10,BT,400.0,6180.0,-166.5995560272727,55.75793651818182,0.701963
10,BT,400.0,6190.0,-166.60528813000002,55.84598144999999,3.8036026
10,BT,400.0,6200.0,-166.61110899090912,55.9340295,1.0773620909090909
10,BT,400.0,6210.0,-166.61707257272727,56.026255809090905,4.064680090909091
10,BT,400.0,6220.0,-166.62282354999996,56.114220970000005,4.761207300000001
10,BT,400.0,6230.0,-166.62866872727272,56.20218884545455,5.264138272727274
10,BT,400.0,6240.0,-166.63419773636363,56.29435106363637,21.126291272727272
10,BT,400.0,6250.0,-166.6404629818182,56.38653143636363,73.49429854545455
10,BT,400.0,6260.0,-166.64650169,56.47455566,22.7193208
10,BT,400.0,6270.0,-166.65295506666666,56.564475291666675,71.10940083333334
10,BT,400.0,6280.0,-166.658124,56.650290027272725,81.00381845454545
10,BT,400.0,6290.0,-166.6638423727273,56.741242099999994,19.43095081818182
10,BT,400.0,6300.0,-166.6704305636364,56.833500454545465,0.19664781818181815
10,BT,400.0,6310.0,-166.67630637999997,56.92164555000001,0.2568381
10,BT,400.0,6320.0,-166.68240097272727,57.00975729999998,3.618785181818182
10,BT,400.0,6330.0,-166.6887200818182,57.10203923636363,2.9565489090909085
10,BT,400.0,6340.0,-166.69483043636365,57.19435040909091,0.29163754545454545
10,BT,400.0,6350.0,-166.70121803636366,57.27804436363636,0.29394672727272725
10,BT,400.0,6360.0,-166.70665793636363,57.36947099090908,2.0905227272727274
10,BT,400.0,6370.0,-166.71296654545452,57.46175470909091,4.5984252727272725
10,BT,400.0,6380.0,-166.71906413,57.54985574999999,4.149869000000001
10,BT,400.0,6390.0,-166.7258613181818,57.6378291,1.6206555454545453
10,BT,400.0,6400.0,-166.72827,57.700722975,29.74889525
11,BT,360.0,6400.0,-167.35117156666666,57.702773549999996,0.7661755
11,BT,360.0,6390.0,-167.3452978363636,57.63149838181818,3.5551650909090906
11,BT,360.0,6380.0,-167.33747916363637,57.53921417272728,2.1796749090909096
11,BT,360.0,6370.0,-167.33007149,57.45118393,8.095268299999999
11,BT,360.0,6360.0,-167.32271144545453,57.363175327272735,4.9697985454545455
11,BT,360.0,6350.0,-167.3149065,57.270967454545456,0.7053476363636363
11,BT,360.0,6340.0,-167.30757844,57.18275254,0.017105500000000003
11,BT,360.0,6330.0,-167.30026487272727,57.09462761818182,0.1557709090909091
11,BT,360.0,6320.0,-167.29221272727273,57.0024093090909,0.8572290909090909
11,BT,360.0,6310.0,-167.28415277500002,56.91091252500001,0.0764565
11,BT,360.0,6300.0,-167.27728666,56.823456969999995,0.2336538
11,BT,360.0,6290.0,-167.27020074545453,56.735397181818186,35.14168
11,BT,360.0,6280.0,-167.26288932499997,56.64338630833333,19.591536166666664
11,BT,360.0,6270.0,-167.25589203636366,56.55319392727272,15.430791
11,BT,360.0,6260.0,-167.2476936545455,56.46118004545454,4.009875363636364
11,BT,360.0,6250.0,-167.24076856000002,56.3735185,13.5362927
11,BT,360.0,6240.0,-167.23345174545454,56.28572509090909,5.764770818181819
11,BT,360.0,6230.0,-167.2259583090909,56.19392196363637,3.8399659090909086
11,BT,360.0,6220.0,-167.2186622363636,56.10204608181818,3.6372435454545458
11,BT,360.0,6210.0,-167.21144551999998,56.01465258999999,0.6519526
11,BT,360.0,6200.0,-167.20489145454547,55.92731246363637,1.4176928181818182
11,BT,360.0,6190.0,-167.1978569272727,55.83581452727272,2.621516909090909
11,BT,360.0,6180.0,-167.18995035454546,55.74459357272727,0.8848967272727273
11,BT,360.0,6170.0,-167.18255427272726,55.65381407272728,0.100684
11,BT,360.0,6160.0,-167.1752403454545,55.56303722727272,0.14525163636363636
11,BT,360.0,6150.0,-167.16806617999998,55.476848399999994,0.025628500000000005
11,BT,360.0,6140.0,-167.1616661909091,55.390731099999996,0.108636
11,BT,360.0,6130.0,-167.15574638333337,55.29793995833334,0.14782908333333336
11,BT,360.0,6120.0,-167.1474186416667,55.20656131666667,0.02781866666666667
11,BT,360.0,6110.0,-167.14209947272727,55.11668817272726,1.8493622727272727
11,BT,360.0,6100.0,-167.13259403636363,55.02729067272728,0.7783768181818183
11,BT,360.0,6090.0,-167.12495950000002,54.937865463636356,30.97709881818182
11,BT,360.0,6080.0,-167.11917717272726,54.848056227272735,10.107314363636364
11,BT,360.0,6070.0,-167.10960064545455,54.758036818181814,3.4746071818181816
12,BT,330.0,6090.0,-167.70410628333332,54.95006803333333,1.9427241666666666
12,BT,330.0,6100.0,-167.71043617,55.016410789999995,0.46760540000000006
12,BT,330.0,6110.0,-167.71852941818182,55.10356912727273,4.250865
12,BT,330.0,6120.0,-167.7275095,55.19467316363637,5.119215181818182
12,BT,330.0,6130.0,-167.7368038181818,55.28238897272727,15.741064454545455
12,BT,330.0,6140.0,-167.74717628181816,55.37331351818182,16.60991609090909
12,BT,330.0,6150.0,-167.7539397090909,55.46519063636363,0.9287569999999999
12,BT,330.0,6160.0,-167.7615164090909,55.55702646363637,8.569890636363636
12,BT,330.0,6170.0,-167.76992965000002,55.644773980000004,0.0932509
12,BT,330.0,6180.0,-167.77847233636365,55.7325129,0.0
12,BT,330.0,6190.0,-167.78729733636365,55.82446283636364,0.002356727272727273
12,BT,330.0,6200.0,-167.79630290000003,55.916599409090914,0.018962363636363635
12,BT,330.0,6210.0,-167.80464721999996,56.00458145,0.5362464
12,BT,330.0,6220.0,-167.81083944000002,56.067393499999994,0.035188
12,BT,320.0,6220.0,-167.81530155,56.11343395,0.0
12,BT,320.0,6230.0,-167.82218036363636,56.18454371818182,0.34046872727272726
12,BT,320.0,6240.0,-167.83077354,56.27237487,0.2028419
12,BT,320.0,6250.0,-167.8398498363636,56.36026193636363,6.909462454545454
12,BT,320.0,6260.0,-167.8482144090909,56.452326318181825,120.03975818181817
12,BT,320.0,6270.0,-167.85665563636366,56.544261772727275,39.881595545454545
12,BT,320.0,6280.0,-167.86564287000002,56.63198141,36.7046736
12,BT,320.0,6290.0,-167.87416760000005,56.718587649999996,24.219032
12,BT,320.0,6300.0,-167.88444834,56.810102570000005,13.331892700000001
12,BT,320.0,6310.0,-167.89298442727275,56.89794207272728,6.69804190909091
12,BT,320.0,6320.0,-167.90142178181816,56.99006466363637,0.7489556363636364
12,BT,320.0,6330.0,-167.90990576363635,57.08220936363636,0.2730496363636364
12,BT,320.0,6340.0,-167.91964731000002,57.170103080000004,0.033346799999999996
12,BT,320.0,6350.0,-167.92886836363635,57.25807808181817,0.04900090909090909
12,BT,320.0,6360.0,-167.93600865454547,57.350170145454555,0.7219521818181818
12,BT,320.0,6370.0,-167.94522824000003,57.43810308,1.2764821
12,BT,320.0,6380.0,-167.95256118333336,57.50517248333333,0.22796216666666666
13,BT,290.0,6400.0,-168.59161487999998,57.684805659999995,0.4684869
13,BT,290.0,6390.0,-168.58184556999998,57.60105529,0.3861663
13,BT,290.0,6380.0,-168.57162311666664,57.51447915833333,0.20174808333333336
13,BT,290.0,6370.0,-168.56072279999998,57.42024932727273,1.885994
13,BT,290.0,6360.0,-168.55057157000002,57.33254336,1.5315192
13,BT,290.0,6350.0,-168.53979675454545,57.24468860000001,4.450263363636364
13,BT,290.0,6340.0,-168.5294508272727,57.15260635454546,2.074701
13,BT,290.0,6330.0,-168.51934921,57.064775010000005,10.0958232
13,BT,290.0,6320.0,-168.5091483818182,56.977029145454544,45.18150345454546
13,BT,290.0,6310.0,-168.4984253636364,56.884990536363645,114.87123672727274
13,BT,290.0,6300.0,-168.48780843636362,56.792561209090906,121.48475390909088
13,BT,290.0,6290.0,-168.47764641,56.7045937,279.1689467
13,BT,290.0,6280.0,-168.46730505000002,56.61310365,974.6744416666666
13,BT,290.0,6270.0,-168.45759831000004,56.526542240000005,18.8190217
13,BT,290.0,6260.0,-168.4472342909091,56.43872053636364,32.82678718181818
13,BT,290.0,6250.0,-168.43695665833334,56.34785404999999,48.8445365
13,BT,290.0,6240.0,-168.4259189727273,56.25452573636364,18.57118354545455
13,BT,290.0,6230.0,-168.41531207000003,56.166600419999995,7.2876873
13,BT,290.0,6220.0,-168.40556605454546,56.0785105909091,3.361340909090909
13,BT,290.0,6210.0,-168.39595051818182,55.98627603636364,18.045147
13,BT,290.0,6200.0,-168.38618985454548,55.8950081,1.356967818181818
13,BT,290.0,6190.0,-168.37784245999998,55.80956523,0.0286765
13,BT,290.0,6180.0,-168.3688144181818,55.72158880909092,0.2665328181818181
13,BT,290.0,6170.0,-168.35658894545455,55.62948471818183,6.563658636363635
13,BT,290.0,6160.0,-168.34599257272725,55.53732963636364,45.43463163636364
13,BT,290.0,6150.0,-168.33728841428572,55.461913428571435,6.3245887142857145
14,BT,250.0,6210.0,-168.99564395,56.009367499999996,0.853895
14,BT,250.0,6220.0,-169.00122803999994,56.05950259,6.7693693999999995
14,BT,250.0,6230.0,-169.01302786363638,56.1472923,19.147775090909093
14,BT,250.0,6240.0,-169.02488962727273,56.2395658909091,57.49973881818182
14,BT,250.0,6250.0,-169.03615796,56.32766346,203.16105
14,BT,250.0,6260.0,-169.04806897272726,56.415649054545455,10.282472363636362
14,BT,250.0,6270.0,-169.0609454909091,56.507642354545446,0.5924765454545454
14,BT,250.0,6280.0,-169.07319932727273,56.59966691818181,97.48481509090908
14,BT,250.0,6290.0,-169.08507677272726,56.68632334545455,1528.787166090909
14,BT,250.0,6300.0,-169.09711055454545,56.77791506363637,842.2181175454546
14,BT,250.0,6310.0,-169.10877394545452,56.86232840909092,559.9159502727273
14,BT,250.0,6320.0,-169.12142262727272,56.952712163636356,92.42960781818182
14,BT,250.0,6330.0,-169.13305492727272,57.04483720909091,21.128261545454546
14,BT,250.0,6340.0,-169.14501775454548,57.13695758181818,36.41632572727273
14,BT,250.0,6350.0,-169.15747474,57.22485195999999,71.4554432
14,BT,250.0,6360.0,-169.1692053909091,57.31274311818181,7.623154727272728
14,BT,250.0,6370.0,-169.1819314090909,57.40488700909091,0.443578
14,BT,250.0,6380.0,-169.19292561,57.49289322,12.5062866
14,BT,250.0,6390.0,-169.20636041818182,57.58081547272727,2.6604489090909094
14,BT,250.0,6400.0,-169.21945636363637,57.673010827272726,2.099089818181818
14,BT,250.0,6410.0,-169.2313808,57.76100003000001,4.080903100000001
14,BT,250.0,6420.0,-169.24363419166667,57.84897345833334,0.06721008333333334
14,BT,250.0,6430.0,-169.2562584181818,57.94233920909091,0.07498463636363638
14,BT,250.0,6440.0,-169.26794232999998,58.03028983,0.025368199999999997
14,BT,250.0,6450.0,-169.28105884545454,58.118162481818175,0.0
