ship,survey,event_id,species_code,specimen_id,fork_length,organism_weight,age,sex,eq_longitude
157,201407,8,21740,407,59.8,1.53,15,Female,-162.1813
157,201407,8,21740,412,66.4,2.172,12,Male,-162.1813
157,201407,8,21740,415,62.3,1.91,8,Male,-162.1813
157,201407,8,21740,416,59.8,1.656,9,Male,-162.1813
157,201407,8,21740,418,64.7,1.746,12,Male,-162.1813
157,201407,8,21740,420,63.8,1.674,9,Female,-162.1813
157,201407,8,21740,575,14.6,0.02,1,,-162.1813
157,201407,8,21740,397,56.1,1.276,7,Female,-162.1813
157,201407,8,21740,404,53.0,1.034,7,Female,-162.1813
157,201407,8,21740,411,55.0,1.208,8,Male,-162.1813
157,201407,8,21740,576,16.4,0.026,1,Female,-162.1813
157,201407,8,21740,400,59.9,1.392,14,Male,-162.1813
157,201407,8,21740,402,60.5,1.534,7,Male,-162.1813
157,201407,8,21740,403,61.3,1.516,7,Male,-162.1813
157,201407,8,21740,410,60.7,1.614,12,Male,-162.1813
157,201407,8,21740,414,57.5,1.394,9,Female,-162.1813
157,201407,8,21740,396,57.7,1.372,6,Male,-162.1813
157,201407,8,21740,398,64.9,1.492,9,Female,-162.1813
157,201407,8,21740,399,62.6,1.582,7,Female,-162.1813
157,201407,8,21740,405,58.8,1.544,9,Female,-162.1813
157,201407,8,21740,413,58.3,1.552,7,Male,-162.1813
157,201407,8,21740,417,54.9,1.106,6,Male,-162.1813
157,201407,8,21740,395,61.5,1.722,7,Female,-162.1813
157,201407,8,21740,401,58.1,1.36,8,Male,-162.1813
157,201407,8,21740,408,62.9,1.43,10,Male,-162.1813
157,201407,8,21740,419,60.8,1.498,11,Male,-162.1813
157,201407,8,21740,406,63.7,1.874,11,Male,-162.1813
157,201407,8,21740,409,58.0,1.162,9,Male,-162.1813
157,201407,8,21740,421,58.7,1.53,8,Male,-162.1813
157,201407,9,21740,730,53.2,1.038,5,Female,-162.1733
157,201407,9,21740,731,56.3,1.264,6,Male,-162.1733
157,201407,9,21740,740,55.4,1.158,6,Female,-162.1733
157,201407,9,21740,745,52.1,1.004,6,Female,-162.1733
157,201407,9,21740,749,49.6,0.84,8,Male,-162.1733
157,201407,9,21740,753,50.1,0.926,7,Male,-162.1733
157,201407,9,21740,757,62.9,1.952,9,Female,-162.1733
157,201407,9,21740,883,53.3,1.01,8,Male,-162.1733
157,201407,9,21740,995,20.6,0.06,2,Female,-162.1733
157,201407,9,21740,724,45.1,0.7,4,Male,-162.1733
157,201407,9,21740,733,53.0,1.08,6,Male,-162.1733
157,201407,9,21740,741,52.2,0.974,7,Female,-162.1733
157,201407,9,21740,744,49.3,0.742,6,Male,-162.1733
157,201407,9,21740,747,54.7,1.13,8,Male,-162.1733
157,201407,9,21740,752,64.7,1.708,8,Male,-162.1733
157,201407,9,21740,997,13.1,0.014,1,,-162.1733
