"","survey","transect","interval","class","nasc","start_longitude","start_latitude","start_vessel_log","mean_bottom_depth","start_longitute"
"1",201407,1,517,"BT",28.190563,-162.1014137,57.1663925,258.001754,54.11,-162.1014137
"2",201407,1,517,"MIX3",379.624228,-162.1014137,57.1663925,258.001754,54.11,-162.1014137
"3",201407,1,517,"MIX5",55.339561,-162.1014137,57.1663925,258.001754,54.11,-162.1014137
"4",201407,1,517,"PK1",7.090664,-162.1014137,57.1663925,258.001754,54.11,-162.1014137
"5",201407,1,518,"BT",75.31623,-162.1019299,57.158078,258.500455,56.83,-162.1019299
"6",201407,1,518,"MIX3",348.652543,-162.1019299,57.158078,258.500455,56.83,-162.1019299
"7",201407,1,518,"MIX5",58.707376,-162.1019299,57.158078,258.500455,56.83,-162.1019299
"8",201407,1,518,"PK1",62.023992,-162.1019299,57.158078,258.500455,56.83,-162.1019299
"9",201407,1,519,"BT",113.828955,-162.1025873,57.14968,259.002457,55.4,-162.1025873
"10",201407,1,519,"MIX3",104.233821,-162.1025873,57.14968,259.002457,55.4,-162.1025873
"11",201407,1,519,"MIX5",72.734511,-162.1025873,57.14968,259.002457,55.4,-162.1025873
"12",201407,1,519,"PK1",11.692128,-162.1025873,57.14968,259.002457,55.4,-162.1025873
"13",201407,1,520,"BT",224.976548,-162.1032785,57.1413267,259.502523,54.4,-162.1032785
"14",201407,1,520,"MIX3",74.459878,-162.1032785,57.1413267,259.502523,54.4,-162.1032785
"15",201407,1,520,"MIX5",63.597557,-162.1032785,57.1413267,259.502523,54.4,-162.1032785
"16",201407,1,520,"PK1",84.866832,-162.1032785,57.1413267,259.502523,54.4,-162.1032785
"17",201407,1,521,"BT",133.756389,-162.1037867,57.1329708,260.000218,55.03,-162.1037867
"18",201407,1,521,"MIX3",1064.791532,-162.1037867,57.1329708,260.000218,55.03,-162.1037867
"19",201407,1,521,"MIX5",18.65073,-162.1037867,57.1329708,260.000218,55.03,-162.1037867
"20",201407,1,521,"PK1",131.82062,-162.1037867,57.1329708,260.000218,55.03,-162.1037867
"21",201407,1,522,"BT",19.586069,-162.104393,57.1245692,260.501027,56.38,-162.104393
"22",201407,1,522,"MIX3",1016.222343,-162.104393,57.1245692,260.501027,56.38,-162.104393
"23",201407,1,522,"MIX5",63.527156,-162.104393,57.1245692,260.501027,56.38,-162.104393
"24",201407,1,522,"PK1",16.366526,-162.104393,57.1245692,260.501027,56.38,-162.104393
"25",201407,1,523,"BT",30.89394,-162.1051653,57.116216,261.000109,53.99,-162.1051653
"26",201407,1,523,"MIX3",1122.009072,-162.1051653,57.116216,261.000109,53.99,-162.1051653
"27",201407,1,523,"MIX5",14.306444,-162.1051653,57.116216,261.000109,53.99,-162.1051653
"28",201407,1,523,"PK1",52.661192,-162.1051653,57.116216,261.000109,53.99,-162.1051653
"29",201407,1,524,"BT",43.957484,-162.1058406,57.1078402,261.501525,54.46,-162.1058406
"30",201407,1,524,"MIX3",683.543459,-162.1058406,57.1078402,261.501525,54.46,-162.1058406
"31",201407,1,524,"MIX5",17.599218,-162.1058406,57.1078402,261.501525,54.46,-162.1058406
"32",201407,1,524,"PK1",87.148386,-162.1058406,57.1078402,261.501525,54.46,-162.1058406
"33",201407,1,525,"BT",3.989296,-162.1065161,57.0994672,262.001514,56.87,-162.1065161
"34",201407,1,525,"MIX3",146.097168,-162.1065161,57.0994672,262.001514,56.87,-162.1065161
"35",201407,1,525,"MIX5",24.160913,-162.1065161,57.0994672,262.001514,56.87,-162.1065161
"36",201407,1,525,"PK1",25.290918,-162.1065161,57.0994672,262.001514,56.87,-162.1065161
"37",201407,1,526,"BT",10.669481,-162.1070968,57.0910943,262.500757,56.6,-162.1070968
"38",201407,1,526,"MIX3",57.761399,-162.1070968,57.0910943,262.500757,56.6,-162.1070968
"39",201407,1,526,"MIX5",11.497563,-162.1070968,57.0910943,262.500757,56.6,-162.1070968
"40",201407,1,526,"PK1",19.57047,-162.1070968,57.0910943,262.500757,56.6,-162.1070968
"41",201407,1,527,"BT",4.206995,-162.1076968,57.0826337,263.00139,54.83,-162.1076968
"42",201407,1,527,"MIX3",25.733724,-162.1076968,57.0826337,263.00139,54.83,-162.1076968
