"","survey","length","age","proportion"
"77",201407,43,5,0.553658395176252
"78",201407,44,5,0.402148444350907
"79",201407,45,5,0.257760989010989
"80",201407,46,5,0.26267016565524
"81",201407,47,5,0.1625
"82",201407,48,5,0.0729541945445188
"83",201407,49,5,0.110383064516129
"84",201407,50,5,0.0840080971659917
"85",201407,51,5,0.0131578947368421
"86",201407,53,5,0.064516129032258
"87",201407,54,5,0.0333333333333333
"88",201407,55,5,0.0277777777777778
"89",201407,56,5,0.03125
"90",201407,36,6,0.0075294384057971
"91",201407,39,6,0.00416927246195539
"92",201407,40,6,0.21506734006734
"93",201407,41,6,0.0885801128962223
"94",201407,42,6,0.240467171717172
"95",201407,43,6,0.293256222943723
"96",201407,44,6,0.477515872180715
"97",201407,45,6,0.523695054945055
"98",201407,46,6,0.533541085779891
"99",201407,47,6,0.568323863636364
"100",201407,48,6,0.670869788986104
"101",201407,49,6,0.578377016129032
"102",201407,50,6,0.563765182186235
"103",201407,51,6,0.580495356037152
"104",201407,52,6,0.533119658119658
"105",201407,53,6,0.297235023041474
"106",201407,54,6,0.233333333333333
"107",201407,55,6,0.366666666666667
"108",201407,56,6,0.15625
"109",201407,57,6,0.166666666666667
"110",201407,58,6,0.125
"111",201407,40,7,0.00484006734006734
"112",201407,42,7,0.0668560606060606
"113",201407,43,7,0.0667033858998147
"114",201407,44,7,0.0841225577887684
"115",201407,45,7,0.174381868131869
"116",201407,46,7,0.1629489913072
"117",201407,47,7,0.226278409090909
"118",201407,48,7,0.200463201235204
"119",201407,49,7,0.22328629032258
"120",201407,50,7,0.244433198380567
"121",201407,51,7,0.291795665634675
"122",201407,52,7,0.355769230769231
"123",201407,53,7,0.294930875576037
"124",201407,54,7,0.35
"125",201407,55,7,0.155555555555556
"126",201407,56,7,0.4375
"127",201407,57,7,0.25
"128",201407,58,7,0.166666666666666
"129",201407,59,7,0.357954545454545
"130",201407,60,7,0.1
"131",201407,61,7,0.111111111111111
"132",201407,62,7,0.2
"133",201407,63,7,0.1
"134",201407,64,7,0.0833333333333334
"135",201407,65,7,0.142857142857143
"136",201407,44,8,0.00584815321477428
"137",201407,45,8,0.0121565934065934
"138",201407,46,8,0.0054945054945055
"139",201407,47,8,0.0169034090909091
"140",201407,48,8,0.0396294390118374
"141",201407,49,8,0.0718245967741935
"142",201407,50,8,0.0885627530364371
"143",201407,51,8,0.0719814241486066
"144",201407,52,8,0.097222222222222
"145",201407,53,8,0.207373271889401
"146",201407,54,8,0.383333333333333
"147",201407,55,8,0.211111111111111
"148",201407,56,8,0.375
"149",201407,57,8,0.333333333333333
"150",201407,58,8,0.125
"151",201407,59,8,0.198863636363636
"152",201407,60,8,0.65
"153",201407,61,8,0.222222222222222
"154",201407,62,8,0.35
"155",201407,63,8,0.1
"156",201407,64,8,0.0833333333333334
"157",201407,65,8,0.285714285714286
"158",201407,46,9,0.0074626865671642
"159",201407,48,9,0.0086206896551724
"160",201407,50,9,0.0096153846153846
"161",201407,51,9,0.0425696594427245
"162",201407,52,9,0.0138888888888889
"163",201407,53,9,0.119815668202765
"164",201407,55,9,0.138888888888889
"165",201407,57,9,0.25
"166",201407,58,9,0.0833333333333335
"167",201407,59,9,0.170454545454545
"168",201407,60,9,0.15
"169",201407,61,9,0.25
"170",201407,62,9,0.1
"171",201407,63,9,0.211111111111111
"172",201407,64,9,0.303030303030303
"173",201407,65,9,0.142857142857143
"174",201407,67,9,0.0909090909090908
"175",201407,68,9,0.0909090909090909
"176",201407,49,10,0.0161290322580645
"177",201407,50,10,0.0096153846153846
"178",201407,55,10,0.1
"179",201407,58,10,0.5
"180",201407,62,10,0.1
"181",201407,63,10,0.266666666666667
"182",201407,64,10,0.0909090909090909
"183",201407,66,10,0.5
"184",201407,67,10,0.363636363636364
"185",201407,68,10,0.181818181818182
"186",201407,69,10,0.5
"187",201407,71,10,0.181818181818182
"188",201407,74,10,0.0909090909090909
"189",201407,53,11,0.0161290322580645
"190",201407,59,11,0.090909090909091
"191",201407,61,11,0.111111111111111
"192",201407,62,11,0.05
"193",201407,63,11,0.111111111111111
"194",201407,64,11,0.0833333333333334
"195",201407,67,11,0.363636363636364
"196",201407,68,11,0.0909090909090909
"197",201407,71,11,0.0909090909090908
"198",201407,74,11,0.0909090909090909
"199",201407,59,12,0.136363636363636
"200",201407,61,12,0.0555555555555555
"201",201407,62,12,0.05
"202",201407,63,12,0.0555555555555555
"203",201407,64,12,0.0909090909090909
"204",201407,65,12,0.142857142857143
"205",201407,66,12,0.5
"206",201407,67,12,0.0909090909090908
"207",201407,68,12,0.0909090909090909
"208",201407,71,12,0.0909090909090908
"209",201407,74,12,0.0909090909090909
"210",201407,61,13,0.25
"211",201407,62,13,0.05
"212",201407,63,13,0.1
"213",201407,64,13,0.174242424242424
"214",201407,68,13,0.181818181818182
"215",201407,70,13,1
"216",201407,71,13,0.0909090909090908
"217",201407,72,13,0.5
"218",201407,59,14,0.0454545454545454
"219",201407,60,14,0.05
"220",201407,64,14,0.0909090909090909
"221",201407,65,14,0.142857142857143
"222",201407,68,14,0.272727272727273
"223",201407,69,14,0.25
"224",201407,71,14,0.181818181818182
"225",201407,72,14,0.5
"226",201407,77,14,0.2
"227",201407,60,15,0.05
"228",201407,62,15,0.1
"229",201407,65,15,0.142857142857143
"230",201407,67,15,0.0909090909090908
"231",201407,68,15,0.0909090909090909
"232",201407,71,15,0.181818181818182
"233",201407,74,15,0.272727272727273
"234",201407,77,15,0.2
"235",201407,63,16,0.0555555555555555
"236",201407,69,16,0.25
"237",201407,71,16,0.181818181818182
"238",201407,74,16,0.0909090909090909
"239",201407,74,17,0.181818181818182
"240",201407,77,18,0.2
"241",201407,77,19,0.2
"242",201407,74,22,0.0909090909090909
"243",201407,74,23,0.0909090909090909
"244",201407,77,23,0.2
