ship,survey,event_id,species_code,specimen_id,fork_length,organism_weight,age,sex,eq_longitude
157,202104,5,21740,1072,37.3,0.346,3,Male,-161.8261
157,202104,5,21740,1048,46.8,0.618,9,Male,-161.8261
157,202104,5,21740,1060,40.2,0.41,3,Male,-161.8261
157,202104,5,21740,1062,53.6,0.98,8,Female,-161.8261
157,202104,5,21740,1067,38.6,0.388,4,Male,-161.8261
157,202104,5,21740,1078,41.2,0.514,4,Male,-161.8261
157,202104,5,21740,1045,16.0,0.03,1,,-161.8261
157,202104,5,21740,1064,44.7,0.636,4,Female,-161.8261
157,202104,5,21740,1056,48.7,0.77,9,Male,-161.8261
157,202104,5,21740,1071,42.3,0.58,3,Female,-161.8261
157,202104,5,21740,1054,48.7,0.866,9,Male,-161.8261
157,202104,5,21740,1061,46.7,0.65,10,Male,-161.8261
157,202104,5,21740,1063,45.9,0.786,4,Male,-161.8261
157,202104,7,21740,1278,12.3,0.01,1,,-160.797
157,202104,8,21740,1289,15.3,0.024,1,,-159.6493
157,202104,8,21740,1290,13.6,0.014,1,,-159.6493
157,202104,8,21740,1291,14.0,0.018,1,,-159.6493
157,202104,8,21740,1292,16.6,0.032,1,,-159.6493
157,202104,8,21740,1288,14.1,0.02,1,,-159.6493
157,202104,9,21740,1304,44.3,0.634,10,Male,-160.3592
157,202104,9,21740,1311,47.7,0.74,7,Male,-160.3592
157,202104,9,21740,1303,50.4,0.962,9,Female,-160.3592
157,202104,9,21740,1305,46.2,0.768,9,Male,-160.3592
157,202104,9,21740,1306,51.8,1.122,7,Female,-160.3592
157,202104,9,21740,1307,44.3,0.7,4,Female,-160.3592
157,202104,9,21740,1310,48.8,0.64,10,Female,-160.3592
157,202104,9,21740,1308,50.1,0.856,10,Male,-160.3592
157,202104,10,21740,1541,54.0,0.99,9,Female,-160.2102
157,202104,10,21740,1549,51.5,0.876,10,Female,-160.2102
157,202104,10,21740,1554,39.7,0.538,4,Male,-160.2102
157,202104,10,21740,1519,16.6,0.03,1,,-160.2102
157,202104,10,21740,1543,48.6,0.954,7,Male,-160.2102
157,202104,10,21740,1552,56.3,1.184,9,Female,-160.2102
157,202104,10,21740,1535,30.9,0.22,2,Female,-160.2102
157,202104,10,21740,1536,25.5,0.098,2,Female,-160.2102
157,202104,10,21740,1538,49.8,0.842,10,Female,-160.2102
157,202104,10,21740,1557,40.5,0.482,3,Female,-160.2102
157,202104,10,21740,1532,28.0,0.162,2,Female,-160.2102
157,202104,10,21740,1534,24.9,0.094,2,Female,-160.2102
157,202104,10,21740,1523,13.6,0.018,1,,-160.2102
157,202104,10,21740,1542,53.3,1.204,10,Female,-160.2102
157,202104,10,21740,1546,52.5,0.938,9,Female,-160.2102
157,202104,10,21740,1550,53.6,1.154,9,Female,-160.2102
157,202104,10,21740,1558,45.7,0.766,4,Female,-160.2102
157,202104,10,21740,1514,16.3,0.028,1,,-160.2102
157,202104,10,21740,1539,48.7,0.756,9,Male,-160.2102
157,202104,10,21740,1517,15.9,0.026,1,,-160.2102
157,202104,10,21740,1521,15.9,0.026,1,,-160.2102
157,202104,10,21740,1537,47.9,0.87,9,Male,-160.2102
157,202104,10,21740,1547,48.2,0.954,8,Male,-160.2102
157,202104,10,21740,1555,42.5,0.558,4,Female,-160.2102
157,202104,10,21740,1556,53.2,1.096,9,Female,-160.2102
157,202104,10,21740,1533,31.1,0.202,2,Male,-160.2102
157,202104,10,21740,1540,57.8,1.424,10,Female,-160.2102
157,202104,10,21740,1544,50.5,0.936,11,Male,-160.2102
157,202104,10,21740,1553,47.1,0.844,5,Male,-160.2102
157,202104,10,21740,1545,52.6,1.0,10,Male,-160.2102
157,202104,10,21740,1548,49.3,0.926,4,Female,-160.2102
157,202104,10,21740,1551,46.0,0.674,9,Male,-160.2102
157,202104,10,21740,1528,28.2,0.148,2,Female,-160.2102
157,202104,11,21740,1904,42.0,0.58,3,Male,-160.172
157,202104,11,21740,1889,41.9,0.59,3,Male,-160.172
157,202104,11,21740,1898,37.3,0.402,2,Female,-160.172
157,202104,11,21740,1922,43.4,0.674,4,Female,-160.172
157,202104,11,21740,1935,45.9,0.75,4,Female,-160.172
157,202104,11,21740,1855,31.1,0.238,2,Male,-160.172
157,202104,11,21740,1863,27.4,0.126,2,Male,-160.172
157,202104,11,21740,1867,27.8,0.162,2,Male,-160.172
157,202104,11,21740,1989,15.2,0.026,1,,-160.172
157,202104,11,21740,1887,45.8,0.622,11,Male,-160.172
157,202104,11,21740,1900,42.4,0.55,3,Male,-160.172
157,202104,11,21740,1907,48.4,0.854,8,Male,-160.172
157,202104,11,21740,1928,55.1,1.168,9,Male,-160.172
157,202104,11,21740,1933,38.1,0.422,3,Female,-160.172
157,202104,11,21740,1843,30.6,0.236,2,Male,-160.172
157,202104,11,21740,1852,28.2,0.17,2,Female,-160.172
157,202104,11,21740,1869,31.3,0.226,2,Male,-160.172
157,202104,11,21740,1881,41.4,0.62,4,Female,-160.172
157,202104,11,21740,1895,48.4,0.694,9,Male,-160.172
157,202104,11,21740,1910,50.1,1.244,5,Female,-160.172
157,202104,11,21740,1918,42.4,0.576,3,Female,-160.172
157,202104,11,21740,1944,52.0,0.93,6,Female,-160.172
157,202104,11,21740,1844,30.7,0.214,2,Male,-160.172
157,202104,11,21740,1953,15.8,0.028,1,,-160.172
157,202104,11,21740,1959,14.3,0.02,1,,-160.172
157,202104,11,21740,1937,45.8,0.722,9,Male,-160.172
157,202104,11,21740,1946,37.9,0.418,4,Male,-160.172
157,202104,11,21740,1860,26.9,0.138,2,Female,-160.172
157,202104,11,21740,1896,49.4,0.88,11,Male,-160.172
157,202104,11,21740,1924,53.5,1.066,10,Female,-160.172
157,202104,11,21740,1930,54.4,1.3,8,Female,-160.172
157,202104,11,21740,1969,15.5,0.024,1,,-160.172
157,202104,11,21740,1902,47.8,0.832,5,Male,-160.172
157,202104,11,21740,1941,41.0,0.528,3,Female,-160.172
157,202104,11,21740,1891,53.0,1.112,9,Female,-160.172
157,202104,11,21740,1915,54.4,1.004,10,Female,-160.172
157,202104,11,21740,1920,51.6,0.984,9,Male,-160.172
157,202104,11,21740,1939,42.2,0.57,3,Male,-160.172
157,202104,11,21740,1848,31.8,0.254,2,Female,-160.172
157,202104,11,21740,1872,29.2,0.192,2,Male,-160.172
157,202104,11,21740,1977,15.9,0.032,1,,-160.172
157,202104,14,21740,2137,13.9,0.018,1,,-159.0047
157,202104,14,21740,2160,61.5,1.296,9,Female,-159.0047
157,202104,14,21740,2169,49.9,0.9,9,Female,-159.0047
157,202104,14,21740,2138,15.4,0.026,1,,-159.0047
157,202104,14,21740,2134,14.5,0.022,1,,-159.0047
157,202104,14,21740,2139,32.0,0.248,2,Female,-159.0047
157,202104,14,21740,2136,14.3,0.018,1,,-159.0047
157,202104,14,21740,2146,50.6,0.936,8,Male,-159.0047
157,202104,14,21740,2150,55.9,1.21,10,Female,-159.0047
157,202104,14,21740,2157,40.6,0.562,4,Female,-159.0047
157,202104,14,21740,2140,27.6,0.16,2,Female,-159.0047
157,202104,14,21740,2135,13.7,0.018,1,,-159.0047
157,202104,15,21740,2265,56.6,1.278,9,Female,-158.4969
157,202104,15,21740,2269,49.0,0.804,9,Male,-158.4969
157,202104,15,21740,2275,46.7,0.714,9,Male,-158.4969
157,202104,15,21740,2302,52.6,0.926,10,Female,-158.4969
157,202104,15,21740,2260,15.1,0.028,1,,-158.4969
157,202104,15,21740,2290,49.8,0.798,7,Female,-158.4969
157,202104,15,21740,2300,52.3,1.092,9,Female,-158.4969
157,202104,15,21740,2282,52.9,1.046,9,Female,-158.4969
157,202104,15,21740,2286,51.2,0.994,9,Male,-158.4969
157,202104,15,21740,2298,53.2,1.11,10,Female,-158.4969
157,202104,15,21740,2310,51.4,1.018,9,Female,-158.4969
157,202104,15,21740,2271,57.3,1.256,9,Female,-158.4969
157,202104,15,21740,2277,52.0,0.886,9,Female,-158.4969
157,202104,15,21740,2294,48.8,0.764,9,Male,-158.4969
157,202104,15,21740,2308,42.1,0.472,4,Female,-158.4969
157,202104,15,21740,2261,15.6,0.026,1,,-158.4969
157,202104,15,21740,2262,14.1,0.018,1,,-158.4969
157,202104,15,21740,2296,49.5,0.84,9,Male,-158.4969
157,202104,15,21740,2303,56.2,1.228,9,Female,-158.4969
157,202104,15,21740,2311,49.8,0.952,10,Male,-158.4969
157,202104,15,21740,2312,50.8,0.81,10,Male,-158.4969
157,202104,15,21740,2256,15.3,0.026,1,,-158.4969
157,202104,15,21740,2273,46.0,0.728,9,Male,-158.4969
157,202104,15,21740,2284,42.4,0.592,4,Female,-158.4969
157,202104,15,21740,2292,45.9,0.714,9,Male,-158.4969
157,202104,15,21740,2263,15.5,0.026,1,,-158.4969
157,202104,15,21740,2266,50.9,0.854,9,Male,-158.4969
157,202104,15,21740,2280,53.6,1.196,9,Female,-158.4969
157,202104,15,21740,2288,55.1,1.176,10,Female,-158.4969
157,202104,15,21740,2306,54.6,1.194,10,Female,-158.4969
157,202104,16,21740,2328,51.5,1.1,10,Female,-157.7065
157,202104,16,21740,2336,50.0,0.906,10,Male,-157.7065
157,202104,16,21740,2330,48.6,0.836,9,Male,-157.7065
157,202104,16,21740,2331,41.6,0.56,4,Female,-157.7065
157,202104,16,21740,2333,48.6,0.902,9,Male,-157.7065
157,202104,16,21740,2334,47.9,0.916,9,Male,-157.7065
157,202104,16,21740,2326,53.9,0.872,10,Male,-157.7065
157,202104,16,21740,2327,54.6,1.036,10,Female,-157.7065
157,202104,16,21740,2329,48.0,0.754,10,Male,-157.7065
157,202104,16,21740,2335,48.3,0.756,10,Male,-157.7065
157,202104,16,21740,2332,38.8,0.458,4,Female,-157.7065
157,202104,16,21740,2337,40.9,0.594,4,Male,-157.7065
157,202104,16,21740,2339,43.3,0.614,4,Female,-157.7065
157,202104,16,21740,2338,41.5,0.588,4,Male,-157.7065
157,202104,17,21740,2647,37.1,0.374,4,Female,-157.6792
157,202104,17,21740,2656,46.0,0.676,4,Female,-157.6792
157,202104,17,21740,2671,52.6,0.96,6,Female,-157.6792
157,202104,17,21740,2674,54.5,0.982,10,Female,-157.6792
157,202104,17,21740,2641,43.0,0.546,4,Female,-157.6792
157,202104,17,21740,2657,45.9,0.7,4,Female,-157.6792
157,202104,17,21740,2664,41.6,0.55,4,Female,-157.6792
157,202104,17,21740,2667,49.5,0.906,12,Male,-157.6792
157,202104,17,21740,2670,42.9,0.64,4,Male,-157.6792
157,202104,17,21740,2672,43.2,0.604,5,Male,-157.6792
157,202104,17,21740,2659,40.6,0.46,4,Female,-157.6792
157,202104,17,21740,2673,51.9,1.002,10,Female,-157.6792
157,202104,17,21740,2658,41.2,0.522,4,Male,-157.6792
157,202104,17,21740,2666,45.7,0.662,4,Female,-157.6792
157,202104,17,21740,2668,45.5,0.628,4,Female,-157.6792
157,202104,17,21740,2639,41.1,0.55,4,Female,-157.6792
157,202104,17,21740,2640,41.7,0.588,4,Male,-157.6792
157,202104,17,21740,2645,52.3,1.03,9,Female,-157.6792
157,202104,17,21740,2650,53.5,1.232,9,Female,-157.6792
157,202104,17,21740,2651,38.6,0.462,4,Female,-157.6792
157,202104,17,21740,2661,39.1,0.508,3,Female,-157.6792
157,202104,17,21740,2663,42.1,0.596,3,Female,-157.6792
157,202104,17,21740,2642,49.9,0.954,8,Male,-157.6792
157,202104,17,21740,2643,42.9,0.574,4,Male,-157.6792
157,202104,17,21740,2652,37.7,0.468,4,Male,-157.6792
157,202104,17,21740,2669,45.2,0.752,8,Male,-157.6792
157,202104,17,21740,2675,52.2,1.146,11,Male,-157.6792
157,202104,17,21740,2644,45.3,0.654,4,Female,-157.6792
157,202104,17,21740,2646,43.4,0.582,4,Male,-157.6792
157,202104,17,21740,2649,48.6,0.804,10,Male,-157.6792
157,202104,17,21740,2653,38.7,0.476,4,Male,-157.6792
157,202104,17,21740,2654,46.0,0.702,4,Male,-157.6792
157,202104,17,21740,2660,38.1,0.458,4,Male,-157.6792
157,202104,17,21740,2655,42.2,0.618,4,Female,-157.6792
157,202104,17,21740,2662,50.3,0.98,8,Male,-157.6792
157,202104,17,21740,2665,43.2,0.664,4,Male,-157.6792
157,202104,19,21740,2695,56.1,1.158,9,Female,-157.3097
157,202104,20,21740,3066,38.1,0.466,4,Female,-156.1188
157,202104,20,21740,3069,38.4,0.452,3,Female,-156.1188
157,202104,20,21740,3078,39.6,0.462,4,Male,-156.1188
157,202104,20,21740,3072,44.6,0.71,4,Female,-156.1188
157,202104,20,21740,3079,40.4,0.53,4,Male,-156.1188
157,202104,20,21740,3064,42.1,0.53,4,Female,-156.1188
157,202104,20,21740,3067,45.2,0.746,4,Male,-156.1188
157,202104,20,21740,3071,51.2,1.14,11,Female,-156.1188
157,202104,20,21740,3073,43.7,0.664,4,Female,-156.1188
157,202104,20,21740,3081,52.9,0.904,10,Female,-156.1188
157,202104,20,21740,3083,49.1,0.762,10,Female,-156.1188
157,202104,20,21740,3065,42.0,0.542,3,Female,-156.1188
157,202104,20,21740,3068,40.2,0.492,4,Male,-156.1188
157,202104,20,21740,3059,40.4,0.546,4,Male,-156.1188
157,202104,20,21740,3063,43.8,0.728,4,Female,-156.1188
157,202104,20,21740,3074,48.9,0.924,9,Male,-156.1188
157,202104,20,21740,3075,53.0,1.096,10,Male,-156.1188
157,202104,20,21740,3076,36.5,0.418,3,Female,-156.1188
157,202104,20,21740,3060,40.2,0.548,4,Male,-156.1188
157,202104,20,21740,3062,42.7,0.634,4,Female,-156.1188
157,202104,20,21740,3077,44.6,0.698,4,Female,-156.1188
157,202104,20,21740,3082,42.7,0.57,5,Female,-156.1188
157,202104,20,21740,3061,47.4,0.71,4,Male,-156.1188
157,202104,20,21740,3070,42.6,0.582,4,Female,-156.1188
157,202104,20,21740,3080,42.7,0.552,4,Male,-156.1188
157,202104,21,21740,3594,40.4,0.526,3,Male,-156.2451
157,202104,21,21740,3599,36.5,0.35,4,Male,-156.2451
157,202104,21,21740,3633,31.9,0.244,3,Male,-156.2451
157,202104,21,21740,3645,38.4,0.418,4,Female,-156.2451
157,202104,21,21740,3622,35.5,0.324,3,Female,-156.2451
157,202104,21,21740,3627,37.7,0.376,3,Male,-156.2451
157,202104,21,21740,3628,39.4,0.46,4,Female,-156.2451
157,202104,21,21740,3596,35.5,0.32,3,Female,-156.2451
157,202104,21,21740,3614,33.9,0.314,3,Female,-156.2451
157,202104,21,21740,3616,42.5,0.586,5,Female,-156.2451
157,202104,21,21740,3619,37.8,0.384,4,Male,-156.2451
157,202104,21,21740,3591,37.8,0.404,3,Male,-156.2451
157,202104,21,21740,3624,38.3,0.438,4,Male,-156.2451
157,202104,21,21740,3626,37.3,0.37,3,Female,-156.2451
157,202104,21,21740,3631,38.4,0.386,3,Female,-156.2451
157,202104,21,21740,3589,36.7,0.344,3,Female,-156.2451
157,202104,21,21740,3623,33.7,0.274,3,Male,-156.2451
157,202104,21,21740,3635,41.1,0.462,3,Male,-156.2451
157,202104,21,21740,3639,38.3,0.352,4,Female,-156.2451
157,202104,21,21740,3640,39.9,0.472,4,Female,-156.2451
157,202104,21,21740,3641,39.0,0.42,3,Female,-156.2451
157,202104,21,21740,3610,37.2,0.404,4,Male,-156.2451
157,202104,21,21740,3615,36.1,0.336,3,Female,-156.2451
157,202104,21,21740,3618,44.0,0.676,4,Male,-156.2451
157,202104,21,21740,3621,42.3,0.54,4,Female,-156.2451
157,202104,21,21740,3625,40.4,0.486,3,Female,-156.2451
157,202104,21,21740,3604,32.9,0.248,3,Female,-156.2451
157,202104,21,21740,3607,40.9,0.55,4,Female,-156.2451
157,202104,21,21740,3617,39.5,0.454,4,Female,-156.2451
157,202104,21,21740,3632,43.8,0.616,4,Female,-156.2451
157,202104,21,21740,3638,34.6,0.274,3,Female,-156.2451
157,202104,21,21740,3642,39.6,0.446,5,Male,-156.2451
157,202104,21,21740,3644,31.9,0.208,3,Female,-156.2451
157,202104,21,21740,3593,39.3,0.386,4,Female,-156.2451
157,202104,21,21740,3613,36.8,0.34,3,Male,-156.2451
157,202104,21,21740,3620,41.8,0.492,3,Female,-156.2451
157,202104,21,21740,3630,35.2,0.306,3,Female,-156.2451
157,202104,21,21740,3634,34.5,0.31,3,Male,-156.2451
157,202104,21,21740,3636,38.6,0.394,4,Female,-156.2451
157,202104,21,21740,3637,42.6,0.526,4,Female,-156.2451
157,202104,21,21740,3643,39.1,0.454,4,Male,-156.2451
157,202104,22,21740,3993,41.5,0.574,4,Female,-155.4558
157,202104,22,21740,4002,44.9,0.73,4,Female,-155.4558
157,202104,22,21740,4004,43.7,0.63,4,Female,-155.4558
157,202104,22,21740,3975,42.2,0.548,4,Male,-155.4558
157,202104,22,21740,3990,51.5,0.826,9,Female,-155.4558
157,202104,22,21740,3991,39.5,0.48,4,Female,-155.4558
157,202104,22,21740,3996,38.5,0.39,4,Female,-155.4558
157,202104,22,21740,3979,40.0,0.524,4,Male,-155.4558
157,202104,22,21740,3987,50.3,0.882,7,Male,-155.4558
157,202104,22,21740,3992,43.1,0.652,4,Female,-155.4558
157,202104,22,21740,3994,38.7,0.466,5,Female,-155.4558
157,202104,22,21740,3998,44.1,0.652,4,Male,-155.4558
157,202104,22,21740,3972,40.7,0.524,4,Male,-155.4558
157,202104,22,21740,3983,47.4,0.854,5,Female,-155.4558
157,202104,22,21740,3989,42.6,0.542,4,Male,-155.4558
157,202104,22,21740,3999,38.4,0.488,4,Male,-155.4558
157,202104,22,21740,3985,47.1,0.774,4,Male,-155.4558
157,202104,22,21740,3986,42.2,0.572,4,Female,-155.4558
157,202104,22,21740,4001,37.9,0.402,4,Male,-155.4558
157,202104,22,21740,4003,40.8,0.488,4,Male,-155.4558
157,202104,22,21740,3982,39.2,0.468,4,Female,-155.4558
157,202104,22,21740,4000,37.0,0.394,4,Male,-155.4558
157,202104,22,21740,3968,41.9,0.526,4,Female,-155.4558
157,202104,22,21740,3984,37.5,0.476,3,Female,-155.4558
157,202104,22,21740,3995,40.8,0.494,4,Male,-155.4558
157,202104,22,21740,4005,38.8,0.434,4,Male,-155.4558
157,202104,22,21740,3981,38.6,0.392,3,Male,-155.4558
157,202104,22,21740,3988,42.2,0.584,4,Female,-155.4558
157,202104,23,21740,4367,45.0,0.636,4,Female,-154.8195
157,202104,23,21740,4370,42.4,0.518,4,Female,-154.8195
157,202104,23,21740,4373,38.6,0.462,3,Female,-154.8195
157,202104,23,21740,4364,50.0,0.97,9,Male,-154.8195
157,202104,23,21740,4365,50.2,0.962,10,Male,-154.8195
157,202104,23,21740,4376,42.9,0.616,4,Female,-154.8195
157,202104,23,21740,4379,41.9,0.6,4,Female,-154.8195
157,202104,23,21740,4369,35.5,0.376,3,Female,-154.8195
157,202104,23,21740,4375,40.1,0.502,3,Female,-154.8195
157,202104,23,21740,4382,37.8,0.422,3,Female,-154.8195
157,202104,23,21740,4372,40.0,0.436,3,Female,-154.8195
157,202104,23,21740,4380,42.1,0.556,5,Male,-154.8195
157,202104,23,21740,4383,41.5,0.502,4,Male,-154.8195
157,202104,23,21740,4387,45.4,0.706,4,Female,-154.8195
157,202104,23,21740,4374,45.2,0.704,4,Female,-154.8195
157,202104,23,21740,4381,36.0,0.348,3,Male,-154.8195
157,202104,23,21740,4384,37.9,0.41,3,Female,-154.8195
157,202104,23,21740,4385,37.4,0.394,3,Female,-154.8195
157,202104,23,21740,4366,44.3,0.636,6,Male,-154.8195
157,202104,23,21740,4368,43.9,0.594,4,Male,-154.8195
157,202104,23,21740,4377,39.4,0.404,4,Male,-154.8195
157,202104,23,21740,4378,39.4,0.43,3,Male,-154.8195
157,202104,23,21740,4386,45.8,0.664,4,Female,-154.8195
157,202104,23,21740,4388,39.8,0.452,4,Male,-154.8195
157,202104,24,21740,4509,48.1,0.84,9,Male,-153.9811
157,202104,26,21740,4923,41.3,0.518,4,Male,-152.9582
157,202104,26,21740,4932,35.9,0.352,3,Male,-152.9582
157,202104,26,21740,4939,38.4,0.448,3,Male,-152.9582
157,202104,26,21740,4941,42.1,0.62,4,Female,-152.9582
157,202104,26,21740,4943,35.9,0.358,3,Male,-152.9582
157,202104,26,21740,4934,38.9,0.464,4,Female,-152.9582
157,202104,26,21740,4942,39.7,0.484,4,Male,-152.9582
157,202104,26,21740,4938,38.7,0.452,4,Male,-152.9582
157,202104,26,21740,4924,38.0,0.394,4,Male,-152.9582
157,202104,26,21740,4931,41.8,0.558,4,Male,-152.9582
157,202104,26,21740,4922,38.4,0.462,3,Male,-152.9582
157,202104,26,21740,4933,38.7,0.454,3,Female,-152.9582
157,202104,26,21740,4937,37.1,0.402,4,Male,-152.9582
157,202104,26,21740,4945,38.2,0.422,4,Male,-152.9582
157,202104,26,21740,4946,37.0,0.372,3,Female,-152.9582
157,202104,26,21740,4929,46.1,0.66,5,Female,-152.9582
157,202104,26,21740,4936,33.6,0.302,3,Female,-152.9582
157,202104,26,21740,4925,41.5,0.55,4,Female,-152.9582
157,202104,26,21740,4928,39.1,0.48,4,Male,-152.9582
157,202104,26,21740,4935,40.7,0.53,3,Male,-152.9582
157,202104,26,21740,4940,44.0,0.544,4,Female,-152.9582
157,202104,26,21740,4926,35.6,0.378,4,Male,-152.9582
157,202104,26,21740,4927,38.3,0.412,3,Female,-152.9582
