transect,interval,lat,lon,class,nasc,x,y
1,20210604164556,52.510455,-169.1560583,SS2,0.0,218.0050161612127,5825.936337061394
1,20210604164833,52.5179645,-169.1616109,SS2,0.0,217.67663059896708,5826.792792865665
1,20210604165101,52.5257027,-169.1660806,SS2,0.0,217.42326660517645,5827.670451943935
1,20210604165333,52.5337712,-169.1698938,SS2,0.0,217.21664046075702,5828.582267408102
1,20210604165607,52.5417192,-169.1733898,SS2,0.0,217.0308367567829,5829.47945534702
1,20210604165852,52.5497181,-169.1773806,SS2,0.0,216.81192537383166,5830.384255099951
1,20210604170126,52.5576621,-169.1814511,SS2,0.0,216.58736495149338,5831.283279016133
1,20210604170357,52.5656205,-169.1855956,SS2,0.0,216.35799103797186,5832.184208619357
1,20210604170626,52.5735727,-169.1897649,SS2,3.049833,216.12700543321128,5833.084561051933
1,20210604170853,52.58147,-169.19404,SS2,438.974478,215.88860916812467,5833.979242711879
1,20210604171117,52.58919,-169.19865,SS2,1689.117875,215.62650206777488,5834.855553695116
1,20210604171342,52.5970459,-169.2032495,SS2,214.250101,215.36610337401922,5835.746947105893
1,20210604171608,52.6050193,-169.2077767,SS2,205.11391,215.1114785540768,5836.65113305088
1,20210604171831,52.6128205,-169.2121818,SS2,67.914907,214.8641127467038,5837.535711738086
1,20210604172315,52.6286057,-169.2205737,SS2,0.0,214.39920161765394,5839.323577560378
1,20210604172539,52.636533,-169.2250323,SS2,0.0,214.14937361999165,5840.222432326942
1,20210604172800,52.6443272,-169.2296109,SS2,0.0,213.89067789510497,5841.106985896849
2,20210604210812,52.8440137,-168.1752369,SS2,1.557841,286.17103312554553,5859.642874273046
2,20210604211046,52.8520626,-168.1788715,SS2,22.55701,285.9659549067722,5860.548677377499
2,20210604211312,52.8598153,-168.1829213,SS2,0.395244,285.73156934334537,5861.422795375321
2,20210604211537,52.867585,-168.1879733,SS2,17.360339,285.429933994652,5862.3018119794415
2,20210604211800,52.875404,-168.1922746,SS2,55.169895,285.17917202383654,5863.184086673832
2,20210604212023,52.8833841,-168.1963125,SS2,29.080069,284.9470334489143,5864.083501678708
2,20210604212243,52.8912211,-168.2005853,SS2,7.312297,284.69849268155536,5864.967723704292
2,20210604212506,52.8991947,-168.2051399,SS2,32.205612,284.4317908618383,5865.867996796515
2,20210604212726,52.9069991,-168.2098192,SS2,66.354227,284.155981682101,5866.7498492515615
2,20210604212946,52.9148926,-168.2142491,SS2,3.005478,283.89749715089096,5867.64087709903
2,20210604213207,52.9226481,-168.2188362,SS2,0.0,283.6278731270919,5868.517051507192
2,20210604213431,52.9305719,-168.2230956,SS2,0.0,283.3812226383859,5869.410968606001
2,20210604213655,52.9383788,-168.2278365,SS2,0.0,283.10175094133325,5870.293358681476
2,20210604213920,52.9463111,-168.232139,SS2,0.0,282.85247193960953,5871.188384790285
2,20210604214145,52.9541769,-168.2366683,SS2,0.00198,282.5877396206079,5872.076720133998
2,20210604214408,52.9620604,-168.2412406,SS2,0.0,282.3203243857974,5872.967171967945
2,20210604214630,52.9699574,-168.2456113,SS2,0.0,282.0666264564697,5873.85853045448
2,20210604214852,52.9777891,-168.2502945,SS2,0.0,281.79173758906836,5874.743595619093
2,20210604215114,52.9856586,-168.2547717,SS2,0.00495,281.530981197443,5875.632255258477
2,20210604215336,52.9935545,-168.2591967,SS2,0.0,281.2739743895699,5876.523708545682
2,20210604215557,53.0014,-168.26371,SS2,0.0,281.01090245411825,5877.409844515501
2,20210604215818,53.0092783,-168.268225,SS2,0.0,280.7479973840084,5878.299650492848
2,20210604220039,53.0171192,-168.2727978,SS2,0.0,280.4811417456551,5879.185492640853
2,20210604220303,53.0250517,-168.2773133,SS2,0.0,280.2187094742421,5880.081362404581
2,20210604220525,53.0329271,-168.2817574,SS2,0.0,279.96088813539035,5880.970681548537
2,20210604220746,53.0408133,-168.286235,SS2,0.0,279.70099018845,5881.861321699635
2,20210604221006,53.0486706,-168.2907044,SS2,0.0,279.441608376421,5882.748740547031
3,20210605015344,53.0197497,-167.1196242,SS2,0.0,357.82509018028844,5876.568765605181
3,20210605015629,53.0228586,-167.1110671,SS2,0.0,358.4091725746514,5876.8976077969855
3,20210605015906,53.0304977,-167.1169104,SS2,0.0,358.042397768932,5877.758794065962
3,20210605020131,53.0382512,-167.1213262,SS2,0.0,357.7718385756223,5878.629901868934
3,20210605020400,53.0462319,-167.1254734,SS2,0.0,357.52014126049727,5879.525763070286
3,20210605020628,53.0540926,-167.1301504,SS2,0.0,357.2326492507265,5880.409348777761
3,20210605020855,53.0618391,-167.1348039,SS2,0.0,356.94647049866677,5881.2802060735585
3,20210605021123,53.0696165,-167.1395588,SS2,0.0,356.65371652563397,5882.154722755358
3,20210605021353,53.0774907,-167.1442412,SS2,0.0,356.3662584896851,5883.03988097711
3,20210605021621,53.0852883,-167.1488585,SS2,0.0,356.0830218313507,5883.916408861888
3,20210605021850,53.0931103,-167.1534687,SS2,0.0,355.80045695794684,5884.7956557279085
3,20210605022119,53.1009564,-167.1580311,SS2,0.0,355.5212876498977,5885.677506013985
3,20210605022348,53.1088402,-167.1625356,SS2,0.0,355.2462343634632,5886.563451327182
4,20210605143946,53.1902092,-166.1245407,SS2,0.0,424.8650974585912,5894.0204368667
4,20210605144330,53.1982848,-166.1279227,SS2,0.0,424.65330239987657,5894.922317750812
4,20210605144624,53.2061987,-166.1331252,SS2,0.0,424.31972453742594,5895.808146737656
4,20210605144906,53.2139805,-166.1385843,SS2,0.0,423.96890821494867,5896.67957918508
4,20210605145149,53.2216668,-166.1441369,SS2,0.0,423.61181344451876,5897.5405160864875
4,20210605145425,53.228969,-166.1500051,SS2,0.0,423.23309955767417,5898.3590934245785
4,20210605145708,53.2369293,-166.1545149,SS2,0.0,422.9463614606958,5899.249445329415
4,20210605145947,53.244755,-166.1590233,SS2,0.0,422.65958742080636,5900.124842158759
4,20210605150227,53.2526873,-166.1634678,SS2,0.0,422.3773807764044,5901.012047086084
4,20210605150504,53.2605515,-166.1676317,SS2,0.0,422.1138782375459,5901.891389604309
