age,i,n_age,biomass_age
10,1,1.8713628392427465e8,2.1335395241439307e8
01,1,7.077165251694977e9,1.9920192422413564e8
09,1,1.7497202257806113e8,1.5001900556150046e8
08,1,3.811033441465538e8,3.0105481729343504e8
07,1,5.055327066951573e8,3.703667257247435e8
06,1,5.664922473971732e8,3.8604232085707814e8
02,1,9.803184840322369e9,1.2413028807554011e9
04,1,1.632576325263524e9,7.458503764481857e8
05,1,6.163296831351626e8,3.5662677690286946e8
03,1,3.0426477877840767e9,6.522565021748523e8
00,1,0.0,0.0
09,2,1.1765103192681819e8,9.609431151965128e7
10,2,1.924421511222418e8,2.2064924007079437e8
08,2,3.086672509378046e8,2.4134224809652406e8
07,2,4.5805433534208006e8,3.3104059140003407e8
01,2,7.78371450866189e9,2.19634634264402e8
05,2,1.023320105010396e9,5.8571454189149e8
06,2,5.0279627730810785e8,3.394811161443306e8
02,2,7.179625369178453e9,9.001960857202071e8
04,2,1.1439325334510415e9,5.1708643867410874e8
03,2,2.5678850708594875e9,5.831317435725638e8
00,2,0.0,0.0
07,3,4.2018632749410903e8,3.107612025800995e8
10,3,1.7611178208872253e8,2.0241343771441153e8
08,3,2.6531264745899922e8,2.112991936776894e8
09,3,9.56468270170033e7,7.701068033082598e7
01,3,7.276409691308523e9,1.9868119855005264e8
05,3,1.1046835182938845e9,6.258624340585612e8
06,3,5.51540668365353e8,3.75452409807243e8
04,3,1.2655939168759243e9,5.454275571926953e8
03,3,3.414544171407356e9,7.193032258990717e8
02,3,9.622192731114756e9,1.2019385431875842e9
00,3,0.0,0.0
10,4,1.672839799355932e8,1.9005629567697495e8
09,4,1.5099786713614178e8,1.2712444846967597e8
08,4,3.2888398806301117e8,2.617492672449361e8
07,4,4.8144570844682145e8,3.532687168051319e8
01,4,6.573472283209966e9,1.8054452665105826e8
06,4,5.128540612681563e8,3.509792616005155e8
05,4,9.680937336225303e8,5.604255252619365e8
02,4,7.183396273015934e9,8.90531002976637e8
04,4,1.4371556935272193e9,6.410959222065738e8
03,4,2.9767928607857723e9,6.219965335858347e8
00,4,0.0,0.0
10,5,1.7729508825567153e8,2.055393051692584e8
08,5,2.3052340486651695e8,1.815263054549318e8
09,5,1.1567659200457452e8,9.905656095813042e7
07,5,4.974303568585927e8,3.645637804265366e8
01,5,7.017025547275035e9,1.897127034788629e8
05,5,8.775608919096074e8,5.0159397793179667e8
06,5,6.22383391687242e8,4.2200261824663013e8
02,5,9.959225215455357e9,1.2260591891260772e9
03,5,2.6082573528437424e9,5.692548777080196e8
04,5,1.4803185176975784e9,6.430563785894536e8
00,5,0.0,0.0
10,6,1.7379663498753002e8,1.9389827973334426e8
08,6,2.2139413525354156e8,1.7096016788364497e8
09,6,1.8571602824413666e8,1.5926928058099836e8
07,6,5.528126525282085e8,3.9834744915813583e8
01,6,7.809647956733682e9,2.109151252749179e8
06,6,5.634257978860012e8,3.7912864610712355e8
02,6,8.729342135663387e9,1.0993425000385385e9
04,6,1.2844362523101912e9,5.791634187768389e8
05,6,7.604194764006369e8,4.3401941793764263e8
03,6,2.7234556337789383e9,6.076371731360543e8
00,6,0.0,0.0
10,7,1.9546502449418506e8,2.2480445894901386e8
08,7,2.5374942952716315e8,1.976628905605053e8
01,7,7.463604661696564e9,2.0920112765548927e8
09,7,9.592473740612787e7,8.053757878199556e7
07,7,3.984288794288859e8,2.898484489182134e8
06,7,8.146893271736012e8,5.585013937730643e8
05,7,5.836464524188206e8,3.394287999527476e8
02,7,7.697820407077064e9,9.739109123797975e8
04,7,1.2389733447574666e9,5.607350814329399e8
03,7,2.6601952796701164e9,5.854481182782072e8
00,7,0.0,0.0
10,8,1.3793958955742544e8,1.636482127426309e8
09,8,1.6938639727182502e8,1.4575249999025196e8
08,8,2.796425163290723e8,2.186874217253032e8
07,8,4.6495863446079844e8,3.331753994316455e8
05,8,7.737178930504313e8,4.388141045943021e8
01,8,5.754810643570088e9,1.562022121534708e8
06,8,6.299567897536156e8,4.235317074922762e8
02,8,6.8120470213384075e9,8.377349954069723e8
04,8,1.1172285703915675e9,4.978164337103087e8
03,8,3.427521638828023e9,7.379685753597826e8
00,8,0.0,0.0
10,9,2.0509563404676434e8,2.2897392698726177e8
07,9,6.868810542365186e8,4.875742745961856e8
08,9,3.001894481165915e8,2.298926803929519e8
09,9,1.46873255125257e8,1.2039115509101024e8
01,9,8.376420205994496e9,2.2885164818159544e8
05,9,7.266922542441019e8,4.056709432234832e8
06,9,4.6461113661708045e8,3.035946547429708e8
02,9,9.452474156285614e9,1.1938539481620789e9
03,9,2.441072478221593e9,5.470143974682636e8
04,9,1.5385078905293958e9,6.731351855158929e8
00,9,0.0,0.0
10,10,2.458910276457809e8,2.7738680690076786e8
09,10,1.8645437351920134e8,1.5294440063960955e8
