age,i,n_age,biomass_age
09,54,1.741982801964647e7,2.0367039587046538e7
08,54,2.0424348281917386e7,2.133682555979104e7
05,54,5.497647829604679e7,3.951474076099798e7
06,54,4.481146575863066e7,3.790502316396356e7
02,54,2.0965609128979474e8,1.4266592459358497e7
10,54,8.842280601423922e7,1.2424029446526729e8
10,55,8.096783943632144e7,1.1181428982558198e8
04,55,2.617012740356741e7,1.4111321881092738e7
01,55,1.2965611997344959e9,1.9807900434535492e7
05,55,5.512597105371663e7,3.7942172296334945e7
03,55,6.574449149030624e6,1.959190498632297e6
06,55,5.373582898284306e7,4.571894150868108e7
09,55,1.5190078377188427e7,1.7910586578429192e7
07,55,2.584621673181065e7,2.4110746295397464e7
08,55,8.104240260809981e6,8.823877448306512e6
02,55,1.9898554414280236e8,1.4374295619285548e7
03,56,1.0301845576900132e7,3.3033652760763858e6
10,56,7.755946942001842e7,1.0755751212423192e8
06,56,5.247134352508551e7,4.434793469276932e7
01,56,1.7491270169194531e9,2.503847456186072e7
04,56,1.9535023525805943e7,1.088340607238568e7
07,56,3.661718871813408e7,3.534758055417465e7
02,56,2.0616612705726573e8,1.3994746210670294e7
09,56,1.272594570342295e7,1.4868435358927311e7
