age,i,n_age,biomass_age
03,1,2.5593827598772097e9,6.99203390835079e8
09,1,4.690026233417518e7,3.440999017406156e7
10,1,1.1830917195399107e8,1.466000165697635e8
05,1,5.1191209508690804e8,2.759393332955716e8
02,1,6.952881626159364e9,7.585750308247312e8
04,1,1.8124223815479176e9,8.338877917283866e8
06,1,1.9340861041551912e8,1.1996817222117142e8
08,1,9.790007233142321e7,6.834042043779534e7
07,1,1.7506842820393294e8,1.1470030725774893e8
01,1,8.991180942271782e9,2.8432562320433336e8
02,2,8.169014799992751e9,9.207119594925541e8
07,2,8.75115406668261e7,5.6802362635122254e7
03,2,2.3212542954849133e9,6.326756029355743e8
04,2,1.8823101589248397e9,8.52935999856192e8
06,2,1.9900271078216437e8,1.2300722153015596e8
08,2,7.741195102410182e7,5.553085358776804e7
01,2,9.591796361130033e9,3.071983475976697e8
10,2,5.466903810033697e7,6.744549684669442e7
09,2,6.613005364655703e7,5.1905230051040925e7
05,2,7.268311257973859e8,3.8874530298816144e8
03,3,2.6086146830353713e9,7.099687009811641e8
06,3,9.763933682771155e7,5.917688137219091e7
08,3,6.311353512295144e7,4.4905581893421516e7
05,3,1.1199526813329618e9,5.983825530410854e8
02,3,9.72587575333176e9,1.0693402448603821e9
07,3,1.2833824793642884e8,8.600479058642882e7
04,3,2.0194346103088663e9,9.056788498148508e8
01,3,1.0194579386041908e10,3.1883591074735016e8
09,3,6.885989480447353e7,5.557827823310212e7
10,3,8.000196517756386e7,1.0223782792890716e8
06,4,3.2551242627863467e8,2.0286182518211523e8
05,4,8.067084590345287e8,4.3273450070244503e8
08,4,4.07610309660057e7,2.6868773373623297e7
02,4,9.123606796420816e9,1.021453419132657e9
04,4,1.6795902805584264e9,7.66834590302192e8
03,4,2.793286629809219e9,7.79639276517534e8
09,4,5.775087854718837e7,4.516184027172062e7
01,4,1.0543203229627073e10,3.395304281045497e8
07,4,5.781905967404716e7,3.472361664281883e7
10,4,1.325651646842163e8,1.574695285190233e8
06,5,2.8153204744974595e8,1.7300767986467984e8
07,5,8.155276959295675e7,5.119298090732204e7
02,5,7.811453464266821e9,8.559331566281173e8
03,5,2.6476412878770514e9,7.372341957337601e8
05,5,5.159308981183605e8,2.763048322021715e8
08,5,7.807777602147415e7,5.448703959044449e7
04,5,1.7568924767317622e9,8.080451879759494e8
01,5,8.631727638447687e9,2.7651012186074924e8
10,5,8.105381196524356e7,9.799156942044583e7
09,5,5.3671773268397406e7,4.032071985402781e7
02,6,8.225691916805945e9,9.171855783796604e8
04,6,1.7240742346772828e9,7.795429670885085e8
05,6,8.44585437993359e8,4.516723604983433e8
01,6,9.114450288643274e9,2.891733300219513e8
07,6,1.4823260283588096e8,9.78287018526176e7
03,6,1.929354743967694e9,5.3147909385187984e8
06,6,1.1694135896721718e8,7.028893909753235e7
08,6,3.643452472185446e7,2.3985645588299595e7
10,6,1.1964451194086914e8,1.4439903426572272e8
09,6,2.7572378463612e7,2.0831656034888655e7
02,7,7.599664950378299e9,8.270299766176722e8
03,7,3.2977907889883513e9,8.793263541892039e8
09,7,6.5549223202675365e7,5.050289702936177e7
04,7,1.6581486376074643e9,7.585973561899201e8
07,7,1.0652278912102759e8,6.904796299797414e7
05,7,5.266703079236377e8,2.8013467904097474e8
10,7,1.5986588727013114e8,1.951710349227501e8
06,7,2.6629141229899603e8,1.6552757248302922e8
01,7,9.685958098265213e9,3.190971982694003e8
08,7,4.377874535755959e7,2.925359313323997e7
02,8,8.307667178045625e9,9.418485194282315e8
10,8,1.0212993625110225e8,1.2809777361150725e8
08,8,5.232426291452904e7,3.6051692508335486e7
03,8,2.170344028985406e9,5.965286593482699e8
05,8,9.655073285602022e8,5.1420356073010397e8
06,8,1.7286536661037937e8,1.0672776152387139e8
09,8,3.7827526936905734e7,2.8293828833988547e7
01,8,9.608827210682167e9,3.0866036373428184e8
04,8,1.57733623625255e9,7.117407976741643e8
07,8,1.5012330591962823e8,9.992659316177648e7
05,9,6.894300034785938e8,3.743614753183148e8
02,9,9.67731016171434e9,1.077722976435392e9
04,9,2.0024127337570164e9,9.085533010553489e8
01,9,8.751212299787327e9,2.6900379705239725e8
06,9,1.983156996771735e8,1.2373087305112645e8
03,9,1.683421427119864e9,4.7385981275722575e8
09,9,3.01216290139122e7,2.2992986956801783e7
10,9,7.736014773287386e7,9.554983099080779e7
07,9,6.745849513848689e7,4.2496798581472114e7
08,9,3.613782145737823e7,2.4652377699719742e7
05,10,7.673087502994295e8,4.114784799644271e8
03,10,1.9797829165006878e9,5.623234570484134e8
02,10,9.39667881585509e9,1.045790884295194e9
10,10,8.507727432847758e7,1.0764367459588043e8
01,10,9.213131544224836e9,2.842546675834968e8
04,10,2.0135135328265781e9,9.113003338330431e8
06,10,1.613791356436596e8,9.946897541296239e7
07,10,1.2815269767507109e8,8.253805194730146e7
09,10,6.974100506205957e7,5.5471705753853075e7
08,10,9.174835462833004e7,6.46343646312164e7
02,11,7.862276636211858e9,8.725630464915423e8
01,11,1.0682849796367712e10,3.420167983971343e8
05,11,9.108422029335798e8,4.766746542294848e8
06,11,2.651292649700977e8,1.5987998227232546e8
04,11,1.177979848042643e9,5.299067428781515e8
03,11,3.407545293703096e9,9.44660919696864e8
09,11,3.544342811620201e7,2.7178827627962425e7
10,11,7.994173212350848e7,9.837277251982258e7
08,11,5.635565479776639e7,3.7809391909194455e7
07,11,1.1384101897072886e8,7.380088599404879e7
03,12,2.649463096449433e9,7.132210721957152e8
02,12,8.692817261220856e9,9.73334529454389e8
01,12,9.747815288027e9,3.0990771380724e8
05,12,1.298909145870268e9,6.85512485393725e8
06,12,1.4311452892185667e8,8.75273512082514e7
04,12,1.5942669350142765e9,7.094685155849775e8
07,12,1.2907349783201298e8,8.44003789478288e7
08,12,8.8454195706398e7,6.2273048767813124e7
09,12,3.9471605039044835e7,3.0318002056617886e7
10,12,8.635081585053281e7,1.0705902490972146e8
05,13,7.431886207309954e8,3.9458633430844456e8
10,13,7.236781376864615e7,8.683908798896275e7
02,13,8.275802307892094e9,9.288060767417226e8
01,13,1.0274724621734724e10,3.3276747724873424e8
03,13,2.3424897826191373e9,6.351505219084041e8
08,13,6.6716807063390344e7,4.7072157340341695e7
09,13,4.285047084499998e7,3.233933235951983e7
04,13,1.9494628078135753e9,8.833704127939802e8
06,13,2.1611561096928307e8,1.3157103177912346e8
07,13,1.0234805783625813e8,6.530054125407109e7
04,14,2.307581285567906e9,1.0360561038934227e9
02,14,8.902478132023281e9,9.995331675222154e8
06,14,4.046930601956518e8,2.5118577265660447e8
09,14,7.2349162374727e7,5.542971491830272e7
10,14,8.182299051521677e7,1.0506875172443214e8
05,14,7.284127935852728e8,3.839544685433827e8
07,14,1.6684362539857665e8,1.0771555377789292e8
01,14,1.147166991602399e10,3.675531939617764e8
08,14,5.674491722691231e7,3.726285742893865e7
03,14,2.608212789356364e9,6.928803034419699e8
02,15,8.358734488119927e9,9.316546752644675e8
04,15,1.6990736033870585e9,7.754380530531023e8
05,15,8.893928565714548e8,4.755086201818517e8
01,15,1.0341143246827757e10,3.3618132769591683e8
03,15,2.6630268068378606e9,7.401555391578057e8
08,15,4.676558557122513e7,3.089438565023969e7
09,15,6.937540631490166e7,5.408292004254591e7
06,15,1.8742353168963537e8,1.1586445920741856e8
07,15,1.4474034584596103e8,9.485955001347746e7
10,15,8.702289571028595e7,1.0879101108301945e8
09,16,4.2913436774323024e7,3.2267410260983896e7
04,16,1.8103203504263089e9,8.220366428975396e8
05,16,9.324832457601751e8,4.954500919464562e8
01,16,1.0440245259498625e10,3.3042107822524107e8
02,16,8.476611778136506e9,9.447785818709898e8
06,16,2.5034984499587795e8,1.5454018773754314e8
08,16,8.060387102992979e7,5.52639065813244e7
03,16,2.402907992462339e9,6.68936891127185e8
10,16,9.380523867066154e7,1.1189368832451114e8
07,16,7.477773463702187e7,4.7495616528551154e7
02,17,9.225889341552505e9,1.0499844624288461e9
03,17,2.439851363160578e9,6.836266217112787e8
04,17,1.7785569576704438e9,7.979025888772465e8
05,17,8.897653293318726e8,4.69795654929723e8
07,17,1.9484178647243533e8,1.2670129169866091e8
08,17,8.032781387033312e7,5.552860267154738e7
06,17,2.1576354460994807e8,1.3348229002295248e8
10,17,1.4054096228894767e8,1.7134305841832283e8
01,17,8.974287710040766e9,2.8524432741319764e8
09,17,7.754743028301133e7,5.895884451647566e7
02,18,1.043575627365471e10,1.1408357150214787e9
05,18,9.388838538416241e8,5.0138876705034816e8
03,18,3.232117083293657e9,9.19285552657941e8
06,18,3.581480687367454e8,2.186517095697433e8
04,18,1.8140096356365314e9,8.268868578691818e8
01,18,1.0265172920073875e10,3.222480069931321e8
10,18,8.22983948957143e7,1.0098678545169193e8
08,18,5.943130568913287e7,3.9585685278028324e7
07,18,1.18684289400647e8,7.638206481452826e7
09,18,6.96356808442428e7,5.5184933402291074e7
03,19,2.7710770684089723e9,7.445535156622956e8
02,19,7.536090506138965e9,8.305164232232103e8
07,19,1.1209795448187627e8,7.337006776518694e7
05,19,6.663805201356082e8,3.598123380371799e8
10,19,1.0022693717743342e8,1.2235131746004103e8
06,19,1.8210085053490165e8,1.1156700986895615e8
04,19,1.819366160614127e9,8.400180815360217e8
09,19,2.7083928368885394e7,1.856199507806812e7
01,19,1.0598339923616804e10,3.388077026104611e8
08,19,6.766179007795145e7,4.67169705086591e7
02,20,8.819635923068329e9,9.792326815555124e8
07,20,1.492199084800602e8,9.695227916970809e7
04,20,1.6363651502723298e9,7.486638135587345e8
05,20,7.328186046112006e8,3.8877858625877726e8
03,20,2.716027367721311e9,7.555604031542463e8
09,20,6.4906354695416555e7,5.147672493851039e7
08,20,6.565744418838116e7,4.571068049813273e7
06,20,2.3058564903001457e8,1.411076453743672e8
10,20,1.3210693637229404e8,1.6500008638143334e8
01,20,9.230808475548862e9,2.877646441874924e8
02,21,8.075755028741707e9,8.770227911743191e8
04,21,1.9645481242389925e9,8.912523230756296e8
06,21,1.6926046303832412e8,1.057825019618736e8
09,21,5.715102571436797e7,4.587747372347051e7
05,21,8.380093929833205e8,4.5211572129257905e8
08,21,5.069198052575531e7,3.4803141370085225e7
03,21,2.9250416293903837e9,7.471585744952933e8
01,21,1.0550829963528637e10,3.426718907109051e8
07,21,1.2321304576677418e8,8.178878226595423e7
10,21,8.839577371530233e7,1.1253221080702418e8
02,22,7.895593025227997e9,8.632291158423133e8
01,22,1.0936358450842052e10,3.517111208481213e8
06,22,1.8812288649293703e8,1.165608214238865e8
03,22,2.6257084867306094e9,7.080110075347326e8
04,22,1.642197480336008e9,7.582824093485247e8
08,22,7.153575291349033e7,5.0521017204176545e7
07,22,9.871613609035654e7,6.372310025134623e7
05,22,8.944339844738376e8,4.8559524194906e8
09,22,3.8612809607050076e7,2.9093004037755266e7
10,22,1.1760611390453516e8,1.498991856726278e8
02,23,8.366325823596949e9,9.236747072924979e8
03,23,2.5350640747022657e9,7.196910795083177e8
05,23,6.680867301633852e8,3.618191009947259e8
07,23,1.1774451294335088e8,7.584522289951919e7
04,23,2.065318777041616e9,9.533054801942009e8
08,23,6.723963651126881e7,4.69959255254057e7
06,23,2.209838489818013e8,1.374366405178494e8
10,23,1.2727206494153123e8,1.6334719995767093e8
01,23,8.220198700527178e9,2.5703449609494027e8
09,23,8.426664355552836e7,6.754974616309965e7
02,24,7.960679200992078e9,8.879892553124105e8
01,24,8.333942185490959e9,2.6617604597075698e8
05,24,7.371497814119223e8,3.922830818963211e8
06,24,1.9701119783442748e8,1.1953528245116767e8
03,24,2.365805254909733e9,6.501231224913063e8
08,24,7.01615383252806e7,4.861430152176603e7
04,24,1.5737010491021352e9,7.092631955605539e8
07,24,1.4752551981690332e8,9.552700357749446e7
10,24,1.032838645192416e8,1.28499018118328e8
09,24,4.9781761354284815e7,3.7806655941961735e7
01,25,9.57683432427756e9,3.018967602976527e8
04,25,2.0803358024211614e9,9.401407545671419e8
02,25,1.0357283738571869e10,1.155092252173846e9
08,25,8.03191012855039e7,5.508420090334064e7
03,25,2.6956119709333706e9,7.647159355563576e8
05,25,8.114212594209801e8,4.305575844710269e8
09,25,5.9047803102061585e7,4.537503522086492e7
06,25,1.9489592863741177e8,1.1907123069285329e8
07,25,1.277659371404447e8,8.144723806272465e7
10,25,1.147700736987336e8,1.4041673754263863e8
10,26,9.704414643830475e7,1.2214953452225763e8
09,26,5.387898028257573e7,4.1456408298332185e7
05,26,8.84588756003576e8,4.68394914380382e8
06,26,1.7858853801706114e8,1.0832307243269175e8
03,26,2.193855818487447e9,6.17721604869084e8
04,26,1.6317431637804334e9,7.351540516293331e8
01,26,9.229070963385685e9,2.912355773113194e8
08,26,8.184494347685562e7,5.776917299607804e7
02,26,8.890663297562805e9,9.967725608073615e8
07,26,1.1174974359544805e8,7.288632623129022e7
05,27,1.4424941611805365e9,7.657835097707413e8
06,27,3.533084025147953e8,2.1774205145537958e8
02,27,8.084659702028746e9,8.950777495276263e8
03,27,3.3423579927413206e9,9.051723427117512e8
04,27,2.0812800558187754e9,9.367584610954926e8
07,27,2.9735412985799766e8,1.9759085627464932e8
08,27,9.634850519821511e7,6.748901715270805e7
09,27,7.805803929748201e7,6.203492503136367e7
01,27,8.886481258833273e9,2.82168794856025e8
10,27,1.480185557217432e8,1.8749855540750393e8
02,28,8.047480648996756e9,8.851944218273344e8
03,28,2.8366171839430346e9,8.122228010175962e8
05,28,4.3870710190257806e8,2.3274041346597666e8
04,28,2.106675713184642e9,9.79428202366156e8
10,28,1.0041479543607834e8,1.2142110778994375e8
07,28,1.540973149272606e8,9.944775790016973e7
09,28,1.0343346128262383e8,7.880827716850421e7
01,28,8.366802648313868e9,2.6837058695442152e8
06,28,2.904924352883537e8,1.768475070673772e8
08,28,6.452639439878557e7,4.2604665993783265e7
04,29,1.8562075081618161e9,8.445225862727972e8
05,29,5.743042135852606e8,3.0692498123788613e8
02,29,7.801178499342623e9,8.559061995029151e8
01,29,9.759060663871342e9,3.170130291187984e8
10,29,1.94256734997076e8,2.3957293054929596e8
09,29,8.869560669138463e7,6.889804188849328e7
03,29,2.990516889900774e9,7.794969565727096e8
06,29,2.2185613549192128e8,1.3748061959661564e8
07,29,1.410443321652012e8,9.189659664059903e7
08,29,7.101964079592997e7,4.96160154730178e7
02,30,9.790638992379297e9,1.102292540946097e9
03,30,3.8199635043889246e9,9.728284713981166e8
05,30,9.972835031790509e8,5.370372456599236e8
04,30,2.7278031861942825e9,1.2470734281275194e9
07,30,1.3723832763086474e8,9.092666433883692e7
10,30,1.2833383254444891e8,1.5718974838879558e8
01,30,1.1705769908184948e10,3.797901443022088e8
06,30,4.0536387667363036e8,2.5332757672939414e8
08,30,6.371409328937989e7,4.2702579258484036e7
09,30,8.546302875753273e7,6.502946749964907e7
04,31,1.849864270422274e9,8.538667423028215e8
03,31,2.73399956033202e9,7.771431711485667e8
01,31,8.09190008354506e9,2.5437869135772142e8
09,31,7.605155635036182e7,5.918541653463416e7
02,31,8.723239950111437e9,9.538569382307649e8
05,31,8.267292326981169e8,4.4586278548213756e8
07,31,9.7862214616536e7,6.463725872003956e7
06,31,3.2344746934680337e8,2.0008176343792978e8
10,31,9.785376086641411e7,1.2417969737621877e8
