age,i,n_age,biomass_age
04,1,4.019936052558264e9,2.0600774506418257e9
06,1,6.215989305432402e8,3.9343474759245926e8
05,1,1.4844063371691413e9,8.565595379388988e8
09,1,1.4268487377897295e8,1.0672975942650501e8
10,1,1.2069846519661538e8,1.1350282583080211e8
07,1,4.380629064142476e8,2.9239723211064494e8
08,1,2.83188073434913e8,1.9806498163544437e8
03,1,4.2780406285524154e9,1.2795288501326318e9
02,1,1.0472155999059142e9,1.2859563839779486e8
01,1,6.343187480278933e7,1.6601978156417282e6
08,2,4.380316818745957e8,2.991879316301312e8
07,2,4.152570180032473e8,2.6535617278764147e8
10,2,1.175465442456957e8,9.818922467776273e7
05,2,1.7854893363682613e9,9.57636854716342e8
09,2,1.6913234018108845e8,1.1730063498616657e8
04,2,3.419004693890487e9,1.5577247843771377e9
06,2,4.577190278501124e8,2.7597455075870967e8
03,2,4.530905096293949e9,1.3317242827596211e9
01,2,6.283767024825703e7,1.7700792645114586e6
02,2,1.0925776149938164e9,1.3500130773955587e8
07,3,3.659003832641363e8,2.3943127212020096e8
04,3,4.549279764734077e9,2.0508916064192326e9
08,3,2.4217089767500454e8,1.6552509807724887e8
06,3,4.38701686382447e8,2.737156931840573e8
09,3,2.0485513375507334e8,1.5159474686936674e8
10,3,1.6657811406389096e8,1.4371178132880026e8
03,3,3.806727781037123e9,1.0781327813055294e9
05,3,1.0837957360653667e9,5.92104865366491e8
02,3,1.1889056254087994e9,1.4918405175670776e8
01,3,4.277956198029405e7,1.0560494548427525e6
06,4,5.531367859734429e8,3.3989504825646645e8
10,4,1.2702404840687507e8,1.1086074290876742e8
04,4,3.737275987325246e9,1.7637751154542234e9
08,4,3.010837441749922e8,2.087848383560463e8
05,4,1.7383898995172918e9,9.558333949607329e8
09,4,1.731596528719186e8,1.2428219412475626e8
03,4,3.9177676295964513e9,1.161388283754762e9
07,4,2.507130564762474e8,1.6064396025688058e8
02,4,1.323433930070731e9,1.718024315403859e8
01,4,6.8349039706656e7,1.9507614284153325e6
05,5,1.6854303475516398e9,9.675827088501631e8
07,5,3.340713226727456e8,2.1779817783876038e8
09,5,2.0148207405391017e8,1.4912200076212636e8
04,5,3.95136385739957e9,2.046098805895025e9
06,5,5.596649333045454e8,3.506452259955438e8
08,5,3.14843238697169e8,2.1316242355364677e8
03,5,3.990439619860746e9,1.186763069658695e9
10,5,1.1872275869703563e8,1.0681355007832064e8
02,5,1.0601159294659735e9,1.3164036412575148e8
01,5,4.690783191375144e7,1.2295674553076152e6
10,6,1.1608451370174454e8,1.02367912858355e8
07,6,2.615672998954162e8,1.7197796269205326e8
04,6,4.2347904759316416e9,2.0752969337153332e9
03,6,3.6357044363752604e9,1.059523127585798e9
08,6,3.2114786396074337e8,2.2488146116376382e8
09,6,1.9130056436296868e8,1.4181503667472e8
05,6,1.3731726076292255e9,7.743686499930613e8
06,6,7.785815751137346e8,4.876507525548599e8
02,6,1.0930706090019789e9,1.4216440206452182e8
01,6,6.5456368020835936e7,1.7840240083200482e6
04,7,4.0132857094883895e9,1.9765290819365158e9
06,7,8.513491588181585e8,5.229141287159687e8
08,7,3.7172525200179034e8,2.5028860307248697e8
05,7,1.2074650439860008e9,6.712532293908169e8
07,7,4.0069508396747833e8,2.5559429568753743e8
09,7,1.856524545571503e8,1.3417041480857518e8
10,7,1.3637950382998112e8,1.1670823314877234e8
03,7,4.550537534803946e9,1.38546482974517e9
02,7,1.005299862594799e9,1.2653293008328667e8
01,7,5.528965047289261e7,1.1430239562759507e6
10,8,1.38787804616749e8,1.2061230046195596e8
04,8,3.103715318892501e9,1.5202752639109218e9
08,8,3.772892104611079e8,2.5701913308996144e8
09,8,1.4289598927433458e8,1.0337234373965663e8
03,8,4.694502477017127e9,1.462669429348564e9
05,8,1.8782433841374931e9,1.04967821363634e9
06,8,5.776332804648968e8,3.570447814245457e8
07,8,3.774413304779857e8,2.4421474969206083e8
02,8,1.0479878989546669e9,1.3285524394480169e8
01,8,8.225175201525125e7,2.36616974241421e6
05,9,1.464925328541847e9,7.910329708090682e8
09,9,2.2825139503239328e8,1.6446442141687542e8
04,9,3.503618351919042e9,1.6153962817799828e9
07,9,5.592437073333766e8,3.560658891224385e8
10,9,1.2959545022856468e8,1.1460827680614403e8
06,9,5.307533529686251e8,3.2354266169156706e8
08,9,3.1667703330275226e8,2.1123793271702272e8
03,9,4.798615343473877e9,1.428262135243013e9
02,9,9.20122136283119e8,1.0325318658968918e8
01,9,5.965214258731243e7,1.4952475335613322e6
05,10,1.6227861826963885e9,8.921524534065753e8
04,10,4.08369837339902e9,1.9008777528698847e9
06,10,7.413483471056565e8,4.5878290901523006e8
09,10,1.999188693438308e8,1.4863384105615252e8
07,10,4.574822588496361e8,2.9921234027484566e8
10,10,1.238293591043753e8,1.0767397830964902e8
08,10,3.0934392138964814e8,2.1780583135434934e8
03,10,3.7537961935280056e9,1.108797573732165e9
02,10,1.150612559983744e9,1.546100691885561e8
01,10,5.999663662142401e7,1.416584776186885e6
04,11,4.690886117701631e9,2.1382192444905746e9
09,11,1.9073065017147905e8,1.408840997495189e8
08,11,2.4234291535765707e8,1.6696210196677738e8
10,11,9.160468518492217e7,8.366142195660098e7
05,11,1.4512308763746061e9,7.959891446765431e8
07,11,4.967036804394976e8,3.2719501673018867e8
06,11,5.400816955191492e8,3.343762051715896e8
03,11,2.907320753254167e9,8.227553565776514e8
02,11,1.3553735738903656e9,1.822645640305898e8
01,11,7.407522779040861e7,1.8281300199124059e6
08,12,3.964970306691109e8,2.700233754507213e8
10,12,1.1417317042506303e8,1.0192800024360736e8
04,12,4.234680640799199e9,2.0494746730702274e9
09,12,2.0052914273617706e8,1.5053652667461938e8
06,12,7.155686045943946e8,4.434629762458408e8
05,12,1.117548094105165e9,6.289969256721789e8
07,12,5.663737639215829e8,3.644381285349298e8
03,12,4.396956299593661e9,1.3465291622069466e9
02,12,1.2411722309374282e9,1.5729730802080664e8
01,12,6.275688530622514e7,1.517903129620082e6
09,13,2.0165019937526432e8,1.4358893444072217e8
10,13,1.6749080624350464e8,1.4512314302829218e8
08,13,3.787067862702186e8,2.5897768081393942e8
04,13,4.952058054724148e9,2.402638499488774e9
06,13,4.668119930805158e8,2.9020737893138534e8
03,13,4.862849084246198e9,1.5084822996724184e9
07,13,4.420158853765994e8,2.8765281881864417e8
05,13,1.314668614843099e9,7.336070815452667e8
02,13,1.1135990577196786e9,1.5302534620254755e8
01,13,7.641832614552715e7,1.708587364753993e6
06,14,5.766097026175166e8,3.5944400239700985e8
05,14,2.1805269405467997e9,1.1855217022699804e9
04,14,3.4100987189102287e9,1.5481471018760304e9
10,14,1.3503160250068584e8,1.2172100200473157e8
09,14,1.891513387467167e8,1.390496672466803e8
08,14,3.4729873722393215e8,2.4079602645688993e8
07,14,3.0418611313837177e8,1.9806638509367654e8
03,14,4.353502845385016e9,1.2974397693525038e9
02,14,1.320162377322213e9,1.7529358222128907e8
01,14,5.563418546003758e7,1.3263927262436277e6
06,15,4.068053061036818e8,2.502951781296337e8
05,15,1.681110930427951e9,9.106435409089173e8
08,15,3.756327041556472e8,2.6255699017376554e8
