age,i,n_age,biomass_age
05,1,1.0760605153749654e9,5.269879125260849e8
04,1,4.161465655354883e9,1.6685344495630908e9
02,1,5.40517468334301e8,6.650046658617575e7
01,1,4.334871681872857e9,1.0032549836869489e8
07,1,2.0033784345419574e8,1.3156133829290947e8
06,1,4.991450331734644e8,2.9445178793737537e8
03,1,3.2605468853659263e9,9.502802896287279e8
10,1,9.401644962324056e7,8.955610705346078e7
09,1,1.0585064604615496e8,8.176879683269948e7
08,1,1.761848278253163e8,1.2604964582345822e8
00,1,0.0,0.0
05,2,1.3844357937032979e9,6.82762076729224e8
04,2,3.578785299408315e9,1.4504828701217592e9
03,2,3.45978630741581e9,1.0024268084399571e9
09,2,9.22811846534674e7,7.167514159125178e7
06,2,3.097941513936293e8,1.8723198518408e8
02,2,4.5459796817196953e8,5.564362114929537e7
07,2,2.0273462150137287e8,1.3185036105000979e8
01,2,2.321095526272491e9,5.706694041564572e7
08,2,2.5139143629946992e8,1.781825977747259e8
10,2,1.0382670894728091e8,9.954146700152081e7
00,2,0.0,0.0
03,3,3.1329600454046097e9,9.028663841584007e8
04,3,3.2022951837460256e9,1.2885812958543735e9
01,3,3.2790336030415545e9,7.700322208961034e7
05,3,1.4440072992850711e9,6.995279492583883e8
02,3,4.457550531098487e8,5.332350214486396e7
07,3,2.1716810744583303e8,1.441308686820535e8
06,3,2.957259967954318e8,1.7614735676970965e8
09,3,8.3651932177907e7,6.13903094442164e7
08,3,1.6853240324779606e8,1.1655586520461637e8
10,3,1.1618078317836547e8,1.0914088925896898e8
00,3,0.0,0.0
04,4,3.69201081822875e9,1.4807664287521443e9
05,4,2.0323417943780856e9,9.929555205671248e8
03,4,3.583805435552227e9,1.0475473075392656e9
06,4,5.1990805486935556e8,3.0895584231570596e8
01,4,4.640469661311641e9,1.0434419727547705e8
08,4,1.2652487289287734e8,9.134926260240234e7
02,4,4.3120017232425183e8,5.298015913260254e7
09,4,7.407878126481587e7,5.725312498438922e7
07,4,2.3266149909806243e8,1.5451348952516925e8
10,4,1.0235218897903594e8,9.535065993921798e7
00,4,0.0,0.0
03,5,3.4259390036722965e9,9.970829238188127e8
04,5,3.816375127313449e9,1.5366903781031747e9
01,5,3.7933353531958044e8,8.967465277082736e6
05,5,1.485955665940003e9,7.334486239565816e8
02,5,5.0373230202134067e8,6.128406188319542e7
07,5,2.006195332691574e8,1.3131354288632831e8
06,5,4.2182968254105633e8,2.5580379083918148e8
10,5,1.1266166858840683e8,1.0700116036137956e8
08,5,1.333913920805989e8,9.485380442037866e7
09,5,6.582754066108403e7,4.952829219511773e7
00,5,0.0,0.0
04,6,5.30602071714858e9,2.0714180245807889e9
05,6,1.5114727949676094e9,7.164299405508407e8
01,6,3.964600461158369e9,9.608673300573052e7
07,6,3.679022455119855e8,2.3514210712493646e8
10,6,1.5739824975106317e8,1.4860559487987414e8
02,6,6.239574966439224e8,8.129132684094237e7
03,6,3.337055326282858e9,9.637642268106271e8
06,6,6.342688005901861e8,3.680548518545801e8
09,6,1.2643364526359631e8,9.368333991158894e7
08,6,1.6698695346349478e8,1.2016835393802029e8
00,6,0.0,0.0
04,7,3.4584360196564894e9,1.3646485227186556e9
01,7,4.725611001764637e9,1.0610373756218798e8
05,7,1.4810895571934435e9,7.280716548424386e8
07,7,2.0392070006559685e8,1.3338598523334774e8
03,7,2.76717714143055e9,7.926051011429331e8
06,7,4.495376034112153e8,2.7579830050285184e8
02,7,6.565987123062466e8,8.618528013883176e7
