age,i,n_age,biomass_age
10,1,1.7288733465748772e8,1.9274333219490248e8
09,1,9.861703751869275e7,8.59009044730498e7
07,1,1.3774170455880818e8,1.0061716135973525e8
08,1,1.0643293954533575e8,8.451187283082077e7
06,1,1.5607992893626666e8,1.0520813880344982e8
04,1,3.284118835844822e8,1.2483765345258765e8
05,1,1.379423145121256e8,7.814013298215911e7
03,1,1.0019363124581059e9,2.108121431716401e8
02,1,3.202534088209858e9,2.681924570358653e8
01,1,1.3256127180031507e8,4.655117472024222e6
10,2,2.1672554169473037e8,2.3950002162030464e8
09,2,5.794199429740525e7,4.9217303347318016e7
08,2,1.182272313911674e8,9.247349280427833e7
06,2,1.4913971626632506e8,9.820731428622833e7
07,2,1.952438670577366e8,1.4057420413297358e8
05,2,1.6453920388689166e8,9.177239449031438e7
04,2,2.0182152803816515e8,7.918996104227045e7
03,2,9.974742335573561e8,2.1770192126767102e8
02,2,2.8834219558311934e9,2.447010392728846e8
01,2,6.37064740550418e8,2.2402450235326815e7
08,3,1.4539004449140042e8,1.1322659387676685e8
09,3,9.466819633183883e7,8.178404008615719e7
10,3,1.8121352411558497e8,1.989144322786398e8
07,3,1.4779714170524675e8,1.0559655490537588e8
06,3,1.1720949501143846e8,7.69130445732938e7
04,3,1.9750710817557952e8,7.667101269376744e7
05,3,1.6682709167056203e8,9.177263371523866e7
03,3,1.0388631202469361e9,2.25672857751041e8
02,3,2.9111649298527317e9,2.4833189189952117e8
01,3,5.318269116979835e8,1.903172617841944e7
10,4,2.0003325083438823e8,2.1482101784781256e8
09,4,8.690379640114266e7,7.493765412407221e7
07,4,1.4775736364208275e8,1.0749948378923117e8
08,4,8.875200907679765e7,6.887528808763364e7
06,4,1.1425935653124496e8,7.586605002901064e7
05,4,2.0196598743175042e8,1.1205018002446687e8
03,4,1.172835970899056e9,2.58180243160469e8
04,4,2.430141827685011e8,9.065877168809651e7
02,4,4.927053210835196e9,4.206190756600802e8
01,4,6.770982562063444e8,2.4008582863766067e7
10,5,2.170666578476243e8,2.3464206058262503e8
08,5,1.5765291092252472e8,1.248775486033374e8
09,5,1.0261510956288172e8,8.80187883095643e7
07,5,1.6743702139039162e8,1.2081040210967912e8
06,5,1.314092548387584e8,8.695580193330579e7
05,5,1.802516467867118e8,1.0010692868532827e8
04,5,2.868378425689595e8,1.1243320757811375e8
03,5,9.807083312858284e8,2.121535638479206e8
02,5,3.7861383001257005e9,3.280350687586722e8
01,5,1.1176459908167264e9,4.2518390043421336e7
08,6,1.33865380092234e8,1.0561277685961695e8
10,6,1.911220461828772e8,2.1082589173404604e8
09,6,1.014051626659836e8,8.681826854402232e7
07,6,1.2992123902404408e8,9.437120107761765e7
06,6,2.099040550883858e8,1.4067802700117594e8
05,6,1.282869984648391e8,6.981087387525763e7
04,6,2.6534867094668517e8,1.0455097541427831e8
02,6,4.934231258891423e9,4.315337371028988e8
03,6,1.0627813826077156e9,2.2922680050649342e8
01,6,6.55341701656348e8,2.565113860956558e7
10,7,2.244714720663215e8,2.4554404594437808e8
09,7,8.462772615310831e7,7.18450765952412e7
07,7,1.8006063883674246e8,1.2899995536594181e8
08,7,1.5408287063983446e8,1.2147969927243946e8
06,7,1.1008599067329597e8,7.224894380761896e7
05,7,1.7245507089253324e8,9.373793345529734e7
03,7,1.0400705504973484e9,2.277438134921484e8
04,7,2.108006565637907e8,8.628000112370457e7
02,7,3.062527036292126e9,2.656040556073978e8
01,7,3.721707580836713e8,1.4173347327058457e7
10,8,1.7546636729620287e8,1.9156932720868635e8
09,8,6.784679240487057e7,5.796093644323157e7
08,8,1.1840383403283785e8,9.233569540056589e7
07,8,2.511928930562703e8,1.8113694908456418e8
06,8,1.1936705502493057e8,7.747601833649218e7
05,8,1.4860791723832923e8,8.144125428756823e7
03,8,1.1552214916069634e9,2.494180365578017e8
04,8,2.643202494520036e8,1.0283198506211233e8
02,8,4.0925220964116282e9,3.544029887003122e8
01,8,3.481473335331286e8,1.2691560429123465e7
10,9,2.0750687077830765e8,2.2319720490659022e8
09,9,7.640902505191493e7,6.3550141764838204e7
07,9,1.7808130413293928e8,1.2874564600809482e8
08,9,1.1359063514046282e8,8.949345715847307e7
06,9,1.381181867380006e8,9.074207266610134e7
03,9,1.290477851816427e9,2.8550402479837835e8
05,9,1.406060768528661e8,7.556956027246544e7
02,9,4.014337941850635e9,3.387779682908264e8
04,9,2.5333650177467853e8,9.88947810467503e7
01,9,1.7884544513942787e8,6.124443747610896e6
08,10,1.527483223924928e8,1.1975008075765583e8
10,10,2.0660563689790922e8,2.1722058285178784e8
09,10,8.57050334956311e7,7.180937174970762e7
07,10,1.5078115124741784e8,1.0738871947857063e8
06,10,8.444740343044057e7,5.459602983636908e7
05,10,1.2735584743776834e8,7.109464260812232e7
04,10,2.867539762665425e8,1.117103387488494e8
03,10,1.0362216375275913e9,2.2491951785496318e8
02,10,4.651374850297702e9,4.0141299355979025e8
01,10,2.359854508353752e8,8.397850729999742e6
09,11,1.031335986566913e8,9.101445281455265e7
10,11,1.9345210575038373e8,2.140055054212513e8
08,11,1.080350150979544e8,8.465534453219448e7
07,11,1.7817368473124278e8,1.3114269970847137e8
06,11,1.2828622864668667e8,8.599016777845496e7
05,11,1.4510763505631799e8,8.213013645071693e7
03,11,1.0603560678924959e9,2.2682867914322317e8
04,11,2.9687220310583943e8,1.1227592329271483e8
02,11,6.086563492060694e9,5.249982250339597e8
01,11,4.4120588621640915e8,1.6198763716726476e7
09,12,1.2222973337186703e8,1.0589761653019127e8
10,12,1.598133171972488e8,1.8043321254785365e8
08,12,1.3257736749304232e8,1.037505605668046e8
07,12,1.698912038831677e8,1.2322652210451305e8
06,12,1.2604489982730982e8,8.402319472376168e7
05,12,1.8738621149594358e8,1.0302203539674592e8
03,12,1.0388722848369308e9,2.2415617609979463e8
04,12,2.722761637363308e8,1.009312689773469e8
02,12,3.5319659367415266e9,3.021581385024811e8
01,12,4.018391871066052e8,1.492087733231647e7
10,13,1.7230162951334098e8,1.863671787319661e8
09,13,1.0371616489119188e8,8.803624226938634e7
08,13,1.1129016081579652e8,8.52130319113872e7
07,13,1.483464644330653e8,1.0682240355092292e8
06,13,8.85318115068311e7,5.838094551825371e7
04,13,2.111948650376758e8,8.405828167899424e7
05,13,1.3626411335436165e8,7.509874983351934e7
03,13,1.26294047167726e9,2.787779584401704e8
02,13,4.518057212907302e9,3.8257694468904406e8
01,13,3.247849977758592e8,1.196336214019709e7
10,14,1.8388352730669987e8,2.0698416259931138e8
08,14,1.3031580180266525e8,1.0332814834123512e8
07,14,1.6260101103896055e8,1.1718798017107156e8
09,14,7.636331130609547e7,6.479241114670854e7
06,14,1.8341093531333765e8,1.2249249922101748e8
05,14,1.286727203766863e8,7.160437318170018e7
04,14,2.0262704838423312e8,8.215210004920901e7
03,14,1.1114661914256256e9,2.429950656437478e8
02,14,3.564139355330005e9,2.9471972398095584e8
01,14,3.683725321974974e8,1.1932804354717283e7
10,15,1.812290256125379e8,2.0304154006777805e8
07,15,1.5295780698869175e8,1.1225740541332947e8
08,15,1.5110918389997658e8,1.202481609685679e8
