age,i,n_age,biomass_age
04,1,3.120557613471109e9,1.1004131555836859e9
05,1,1.3342626708987596e9,6.142009957559203e8
03,1,3.7083401420843844e9,8.670472226253341e8
07,1,1.8821628656718946e8,1.51258838319765e8
08,1,8.07748431100725e7,7.641700638989848e7
06,1,4.6385202280159235e8,3.018735387812461e8
10,1,3.956735183254094e7,5.7217599727738164e7
09,1,3.9094317534731805e7,4.583857185259676e7
02,1,2.992875237864242e9,3.8144452076801336e8
01,1,8.41805246683111e8,7.110598315029441e7
04,2,3.2155452300021515e9,1.1266078841017742e9
06,2,4.740605542718076e8,3.094501333005862e8
05,2,1.378975656633058e9,6.376100229666773e8
03,2,3.6778346838904214e9,8.616863506911722e8
07,2,2.0851522128151047e8,1.6777902890619048e8
08,2,8.37495673471296e7,7.903520260356219e7
10,2,4.409091848758594e7,6.359712092619138e7
09,2,5.201057636917342e7,6.1470334988607995e7
02,2,2.933618897446968e9,3.7500124520665085e8
01,2,8.044832422133101e8,6.797034553125343e7
03,3,3.7920641859164367e9,8.911615665494944e8
06,3,5.2505576576169056e8,3.429521727529944e8
05,3,1.4635091198761241e9,6.794290032469069e8
04,3,3.2219123074172955e9,1.1337221996529305e9
08,3,8.501717700753802e7,8.055133201559612e7
07,3,2.3569153893105143e8,1.9044043617917684e8
09,3,4.518048349073854e7,5.393968819160959e7
10,3,4.955816528254997e7,7.094584667284904e7
02,3,3.0477868384513135e9,3.873175395453922e8
01,3,8.844238256852415e8,7.442229249274011e7
04,4,3.538290136213249e9,1.2437911086467676e9
05,4,1.5814571167046618e9,7.279621595068586e8
06,4,6.180294114435437e8,4.028841561044019e8
08,4,1.0259737575319079e8,9.730447362015004e7
07,4,2.6010907346550745e8,2.0891913152891418e8
10,4,5.794989933489889e7,8.278879152671392e7
09,4,5.7161516952166e7,6.759786308383423e7
03,4,3.99266823382891e9,9.325806755982635e8
02,4,3.166303163662092e9,4.039028791720691e8
01,4,8.561265890114596e8,7.25197679722564e7
03,5,3.697997971877458e9,8.656145325636989e8
05,5,1.4247349255855207e9,6.597352824990358e8
06,5,4.897976242357944e8,3.189335430003189e8
04,5,3.2469647979880843e9,1.1427567790726714e9
08,5,8.540957639545318e7,8.074633066398968e7
09,5,4.687897707162991e7,5.513844063648334e7
07,5,2.1055662218852845e8,1.702515783824936e8
10,5,4.750988696770332e7,6.876146809856378e7
02,5,2.9942379745600877e9,3.8261788626873523e8
01,5,7.996380417364757e8,6.744733409679876e7
04,6,3.353256805996966e9,1.1760038006841872e9
05,6,1.526226195994804e9,7.045800115127422e8
08,6,8.725810144127691e7,8.319527375290264e7
07,6,2.1943748218081558e8,1.769377475432862e8
06,6,5.243673288085782e8,3.4282578552992135e8
10,6,5.5050940819751926e7,7.989224782075219e7
09,6,4.7411323475938e7,5.523603912267039e7
03,6,3.834303285269324e9,9.00372262007024e8
01,6,8.597349792049944e8,7.259337084788649e7
02,6,3.0480701090957584e9,3.907282419684577e8
04,7,3.276441152924213e9,1.1494860899704382e9
05,7,1.405838571768893e9,6.50417662002069e8
03,7,3.7858191782644224e9,8.893814213706878e8
08,7,7.127201538389592e7,6.763354257115376e7
07,7,1.98786608787874e8,1.6079983057556707e8
06,7,4.7589095679829615e8,3.1136192329261047e8
10,7,3.805097695287334e7,5.48090768537386e7
09,7,4.712312726757889e7,5.585064021824496e7
02,7,2.946096001706065e9,3.742971847566672e8
01,7,8.350594792259873e8,7.124143943781328e7
04,8,3.0505120287832565e9,1.0732537155814381e9
05,8,1.3296276181130297e9,6.138318553814813e8
03,8,3.5100700050265665e9,8.172856046793361e8
07,8,2.061632245344156e8,1.6647170077560282e8
08,8,8.131788721049556e7,7.738688009975828e7
06,8,4.7953279541938084e8,3.11388853843556e8
09,8,4.289252103417087e7,5.0559172984438986e7
10,8,4.044071296296184e7,5.8559284644131415e7
02,8,2.9449317399879146e9,3.749319734983089e8
01,8,8.675770527359965e8,7.325698009203525e7
03,9,3.842320535054525e9,8.95803910733475e8
05,9,1.495520021324184e9,6.933870651856762e8
04,9,3.239022607357134e9,1.1401311961413498e9
06,9,5.0097486647851956e8,3.2766694321318686e8
07,9,2.1884632227942723e8,1.7602873582873964e8
08,9,9.951050048092195e7,9.412888033248048e7
09,9,5.0791608790260926e7,5.9370377931446664e7
10,9,5.37782966093365e7,7.77650333426195e7
02,9,3.1422450790311236e9,3.9812952537559146e8
