i,species_code,age,n,biomass
1,21740,1,1.4135531034794235e8,2.8014513383457353e6
1,21740,2,9.759551544478655e8,1.0400178024631931e8
1,21740,3,4.0448101272297087e9,1.1234362350481763e9
1,21740,4,4.1738650466655674e9,2.05888769290449e9
1,21740,5,5.731850664400026e8,3.0325539325144076e8
1,21740,6,2.4680006135725036e8,1.450511928950964e8
1,21740,7,2.918850232452015e8,2.4809823290497154e8
1,21740,8,2.949486877712269e8,2.0701044622195703e8
1,21740,9,6.935959327412152e7,4.355040251493421e7
1,21740,10,4.869360542471008e7,4.159387339992121e7
2,21740,1,9.330163006918947e7,1.7924856550611812e6
2,21740,2,1.0271599348285587e9,1.0847546376684777e8
2,21740,3,4.467361031913259e9,1.2349896138881752e9
2,21740,4,4.197250828851163e9,2.0695961978172002e9
2,21740,5,5.736437194122361e8,3.0393520012103754e8
2,21740,6,2.3044637193658826e8,1.3841936703630003e8
2,21740,7,2.76660169636688e8,2.2731145268546292e8
2,21740,8,2.584842223350573e8,1.818087059589327e8
2,21740,9,6.1543630540584445e7,3.8343190669678316e7
2,21740,10,3.784028133961207e7,3.0674947952483244e7
3,21740,1,9.724120367849341e7,1.8241127050127261e6
3,21740,2,9.545215973635095e8,9.997950259709772e7
3,21740,3,4.668058221819309e9,1.2898937919992144e9
3,21740,4,4.0228111492203336e9,1.992539719356458e9
3,21740,5,5.55895828085588e8,2.92851176254424e8
3,21740,6,2.441970931831481e8,1.454110261564962e8
3,21740,7,3.130255363532732e8,2.6547593939281368e8
3,21740,8,2.858142586027285e8,1.9650231193497232e8
3,21740,9,8.155090373418905e7,4.9991021651945636e7
3,21740,10,6.1928735974859424e7,5.4424506168017365e7
4,21740,1,1.614457713189047e8,2.9064545448331796e6
4,21740,2,1.0298163885329193e9,1.0662204035741799e8
4,21740,3,5.123012842277657e9,1.4238929798540258e9
4,21740,4,4.653824167242301e9,2.267384287796867e9
4,21740,5,6.26933227482952e8,3.19321968732434e8
4,21740,6,2.7199567561971605e8,1.5409151452727038e8
4,21740,7,3.967842934680614e8,3.4278196219073516e8
4,21740,8,3.233239649610731e8,2.270437466910642e8
4,21740,9,9.204423734190819e7,5.442323543982187e7
4,21740,10,6.794869091601525e7,5.602546676635703e7
5,21740,1,8.489145800526415e7,1.5804747476648286e6
5,21740,2,1.284455387611918e9,1.3555597473466778e8
5,21740,3,5.040353011906438e9,1.3963809463082159e9
5,21740,4,4.107849157058187e9,2.0330712020794146e9
5,21740,5,5.383820449855806e8,2.848130055415981e8
5,21740,6,2.3134778343394393e8,1.4145539297121876e8
5,21740,7,2.5392196407787472e8,2.071632321658722e8
5,21740,8,2.621529495227571e8,1.8238103725776112e8
5,21740,9,6.000628831245141e7,3.805208952677972e7
5,21740,10,3.400593563749615e7,2.6769941917217486e7
6,21740,1,9.846600784104921e7,1.8348766996626442e6
6,21740,2,9.332646375079544e8,9.791457167925106e7
6,21740,3,4.1584366311675115e9,1.1475886469475758e9
6,21740,4,3.987843331475048e9,1.9464115074882746e9
6,21740,5,5.34613698233422e8,2.7682047776510763e8
6,21740,6,2.4434545702688783e8,1.421611113226422e8
6,21740,7,2.9396996082042855e8,2.4666468249161905e8
6,21740,8,2.8002859157868475e8,1.960612476342345e8
6,21740,9,6.753449317454548e7,4.11551232514628e7
6,21740,10,4.6120051546799734e7,3.5987188280767635e7
7,21740,1,1.1005085900529835e8,1.9950651525069803e6
7,21740,2,1.0089444900025356e9,1.0614046876841159e8
7,21740,3,4.268803211795201e9,1.1844947521144028e9
7,21740,4,3.763041502296931e9,1.8341658588593912e9
7,21740,5,5.148865369202616e8,2.663259624199498e8
7,21740,6,2.0466796485241804e8,1.1667151460316512e8
7,21740,7,2.9341813234848285e8,2.5158655058314598e8
7,21740,8,2.709670138078339e8,1.8784887035723966e8
7,21740,9,7.138969053657503e7,4.483306801839483e7
7,21740,10,5.366888880494872e7,4.4716246161284894e7
8,21740,1,1.4532255570864064e8,2.59312797349709e6
8,21740,2,1.006095684831257e9,1.0644374273632142e8
8,21740,3,4.017838022135386e9,1.118971593704929e9
8,21740,4,4.088404331690677e9,2.031073530849783e9
8,21740,5,5.508893772789606e8,2.858910886610077e8
8,21740,6,2.6250583070477736e8,1.5018343050732362e8
8,21740,7,3.4761742081076694e8,2.9317660673753494e8
8,21740,8,3.130735795705749e8,2.1652898961084226e8
8,21740,9,7.888165926041582e7,4.538643051538108e7
8,21740,10,7.924462558062416e7,6.703795509433662e7
9,21740,1,1.931551613978605e8,3.425833847809407e6
9,21740,2,1.078894782001519e9,1.0883226049606326e8
9,21740,3,3.986761766956376e9,1.0935523613108091e9
9,21740,4,3.848617964409846e9,1.9026447131611567e9
9,21740,5,5.729274638707968e8,2.889787096531041e8
9,21740,6,2.7820307748129994e8,1.573177380077814e8
9,21740,7,4.506626331782254e8,3.8802921970374763e8
9,21740,8,3.859853700084871e8,2.6612414297419912e8
9,21740,9,1.0892427663559276e8,5.6414172028218746e7
9,21740,10,1.1219951090201846e8,1.0484731294807538e8
10,21740,1,1.7294008013075012e8,3.1273349518077406e6
10,21740,2,1.0492676461035658e9,1.0884534088036732e8
10,21740,3,4.964601508277382e9,1.3696520554034379e9
10,21740,4,4.2914401702944975e9,2.133044414831888e9
10,21740,5,6.026806135890598e8,3.0835212772562456e8
10,21740,6,2.797377436910503e8,1.580914919960955e8
10,21740,7,4.032131809815867e8,3.434012731659919e8
10,21740,8,4.0192681642983747e8,2.839381914348494e8
10,21740,9,9.693287201740511e7,5.485777181697942e7
10,21740,10,1.0528257810309522e8,9.596548434410568e7
11,21740,1,1.1763951403943408e8,2.1851800986373774e6
11,21740,2,1.1323273035204291e9,1.2127714437166089e8
11,21740,3,4.484801789798542e9,1.2395693053962839e9
11,21740,4,4.1258794524315658e9,2.020824886993936e9
11,21740,5,5.662078822959892e8,2.927981850470643e8
11,21740,6,2.40743543682514e8,1.4295720923315293e8
11,21740,7,3.240971485533395e8,2.769006712643638e8
11,21740,8,3.060257123118024e8,2.1274000879844308e8
11,21740,9,7.006832473306201e7,4.0641661554142624e7
11,21740,10,5.46255132523914e7,4.7526472686283864e7
12,21740,1,1.2680473435289647e8,2.2500961849489e6
12,21740,2,8.731930951969055e8,9.079688876782826e7
12,21740,3,4.0116918410487003e9,1.1141111153751247e9
12,21740,4,3.88260497833078e9,1.9120002266728866e9
12,21740,5,5.1746995093840736e8,2.7051915446570706e8
12,21740,6,2.4976499634690148e8,1.44728496070048e8
12,21740,7,3.391206708027147e8,2.8812218537839776e8
12,21740,8,3.065323156241979e8,2.1490698648067963e8
12,21740,9,7.703134834288709e7,4.722474831523201e7
12,21740,10,6.048805205788274e7,4.928690769346252e7
13,21740,1,9.711016070636742e7,1.8690179083963088e6
13,21740,2,1.19855967616153e9,1.2616474550100258e8
13,21740,3,4.620686569484825e9,1.2986428051559455e9
13,21740,4,3.97726737136449e9,1.9811995823840177e9
13,21740,5,5.2220236152754635e8,2.7815653064935076e8
13,21740,6,2.098680685242647e8,1.2524102743582049e8
13,21740,7,2.5375863341607708e8,2.1293806505411965e8
13,21740,8,2.4694338562016016e8,1.7141410785201192e8
13,21740,9,6.329354514324027e7,4.153379683083838e7
13,21740,10,4.154956258912997e7,3.3689311545852415e7
14,21740,1,1.0547382959157349e8,2.0164282036207737e6
14,21740,2,8.56987394201606e8,8.89792415061455e7
14,21740,3,4.226458458379925e9,1.1856766490939705e9
14,21740,4,3.9353899237736807e9,1.944944401208395e9
14,21740,5,5.584112084069637e8,2.9262568276896983e8
14,21740,6,2.4814607946728006e8,1.4564348502108616e8
14,21740,7,3.257082824639554e8,2.7896904706770164e8
14,21740,8,2.96505265471891e8,2.0406913555720893e8
14,21740,9,7.734864253240862e7,4.6603052087038785e7
14,21740,10,7.209477123593953e7,6.613381127721541e7
15,21740,1,1.3890141986476076e8,2.5813353699311027e6
15,21740,2,1.006639965708184e9,1.035357585177307e8
15,21740,3,5.182761401209979e9,1.434552583196596e9
15,21740,4,4.32641031231689e9,2.1305591382354603e9
15,21740,5,6.114469909615328e8,3.1459235104176456e8
15,21740,6,2.770043235043238e8,1.6223008394573104e8
15,21740,7,4.371197459154297e8,3.7581908289375424e8
15,21740,8,3.4836787740862143e8,2.4545860347958344e8
15,21740,9,8.956821344152388e7,5.3142255868798055e7
15,21740,10,9.497479876393531e7,8.742309454863179e7
16,21740,1,9.776173831469777e7,1.970499101450494e6
16,21740,2,1.15488380437866e9,1.2241154137715356e8
16,21740,3,4.535676526221802e9,1.2559189568113883e9
16,21740,4,4.1204555328759375e9,2.0582235354243696e9
16,21740,5,6.02709827341406e8,3.227978322161101e8
16,21740,6,2.3337171380756962e8,1.4177681180413494e8
16,21740,7,2.666191013145646e8,2.2211057581612855e8
