i,species_code,age,n,biomass
1,21740,1,5.947532636863948e9,9.938062898824075e7
1,21740,2,1.7389442323221188e9,1.516212033352845e8
1,21740,3,7.75529181584187e8,2.398679027078212e8
1,21740,4,4.1062668519129366e8,1.763370323984537e8
1,21740,5,7.91888100717618e8,4.056590007443636e8
1,21740,6,2.3374102413376703e9,1.2697871846433249e9
1,21740,7,3.706456851324356e8,2.3237645798893422e8
1,21740,8,6.799898025052361e7,5.022505093860351e7
1,21740,9,5.79661054028707e7,4.856262749725869e7
1,21740,10,8.112938631411295e7,7.749078812493424e7
2,21740,1,6.234484328521809e9,1.0728993321264566e8
2,21740,2,2.1069451158280401e9,1.8731264639492774e8
2,21740,3,1.11583515968271e9,3.4054709662236285e8
2,21740,4,6.065196222367443e8,2.6162542068346018e8
2,21740,5,1.2107423313643072e9,6.16188276493863e8
2,21740,6,3.4706215802611113e9,1.8813579820364964e9
2,21740,7,5.921013642516243e8,3.667339669120062e8
2,21740,8,1.2863828789725578e8,9.433348584372027e7
2,21740,9,9.455541077781643e7,8.255246401119162e7
2,21740,10,1.3279050215124185e8,1.3073204470004421e8
3,21740,1,3.341528341895215e9,5.939525128175521e7
3,21740,2,1.6274301696690683e9,1.4447649119907334e8
3,21740,3,9.00832656955284e8,2.753373860898701e8
3,21740,4,5.100550391614844e8,2.1912164990587023e8
3,21740,5,1.0175019607150006e9,5.09658199826889e8
3,21740,6,3.044331524643458e9,1.6327312642974727e9
3,21740,7,5.082474359859493e8,3.1237859571371037e8
3,21740,8,1.1096154402646965e8,7.985374891625269e7
3,21740,9,7.78749504711974e7,6.747553880925371e7
3,21740,10,1.0408231864859022e8,1.0150882855122192e8
4,21740,1,3.1902677810619426e9,5.519869581186762e7
4,21740,2,1.1541224524691386e9,9.944336533367267e7
4,21740,3,5.589536324880782e8,1.769129436098038e8
4,21740,4,3.047095409883432e8,1.3473019799000397e8
4,21740,5,6.302768630292629e8,3.224252337192537e8
4,21740,6,1.8425273378504176e9,1.0007564355624722e9
4,21740,7,3.203560565463975e8,2.003185239133355e8
4,21740,8,6.72716731565282e7,4.854047351208091e7
4,21740,9,4.992623742537481e7,4.2372312785877645e7
4,21740,10,7.956673124240343e7,7.650565861029294e7
5,21740,1,2.7232495392133303e9,4.770720344943443e7
5,21740,2,1.115694666340528e9,1.0016332345676577e8
5,21740,3,7.021525702071835e8,2.1370989699617386e8
5,21740,4,3.3510925730197483e8,1.4465288240719646e8
5,21740,5,7.126588312973019e8,3.6172963996952367e8
5,21740,6,2.1697620862103667e9,1.1796150598355029e9
5,21740,7,3.8038479836546546e8,2.4006916250022063e8
5,21740,8,8.332218283660272e7,6.2981127541287325e7
5,21740,9,6.570249242355365e7,5.6311964037484504e7
5,21740,10,7.80947401476525e7,7.514674323407975e7
6,21740,1,3.6778610986930723e9,6.2146423080641836e7
6,21740,2,1.157160615205274e9,1.0449660717300364e8
