i,species_code,age,n,biomass
1,21740,1,1.703856453463614e8,5.924339747761375e6
1,21740,2,1.928031816511662e8,2.5202300538737144e7
1,21740,3,9.727313834364113e7,2.5768238531466145e7
1,21740,4,3.267902847372935e8,1.3254265341230708e8
1,21740,5,1.2412993282966204e9,6.5136994453754e8
1,21740,6,4.99733974758081e8,3.0455027400768197e8
1,21740,7,9.795541627747159e7,6.755192779537016e7
1,21740,8,5.26659615496077e7,4.1920194226931915e7
1,21740,9,4.5127452675469115e7,4.139757492742078e7
1,21740,10,4.1471674231064476e7,4.289151867930221e7
2,21740,1,2.2382581739520836e8,7.826397165153159e6
2,21740,2,2.3947921902707905e8,3.615666957499021e7
2,21740,3,1.2008050777250764e8,3.2318356894509334e7
2,21740,4,4.204570503655418e8,1.7518114903815663e8
2,21740,5,1.6200394333462195e9,8.50165864074674e8
2,21740,6,6.808787774958078e8,4.211771124228867e8
2,21740,7,1.2859847722635566e8,8.993491170649633e7
2,21740,8,7.850504440201455e7,6.238251037510823e7
2,21740,9,6.51714088260358e7,6.073780740412921e7
2,21740,10,4.830579139253945e7,5.171731849749264e7
3,21740,1,1.907669571876383e8,6.370493919014984e6
3,21740,2,2.1912717752068314e8,2.7493640917494953e7
3,21740,3,1.1135598470246555e8,2.8411689213132355e7
3,21740,4,4.1262090958929396e8,1.7268404330551094e8
3,21740,5,1.6175474202271485e9,8.470075570012372e8
3,21740,6,6.526404480366873e8,3.996414047478882e8
3,21740,7,1.2558552052280462e8,8.707880405523692e7
3,21740,8,7.340155686747026e7,5.6205844750689924e7
3,21740,9,5.904043522785017e7,5.547524374110597e7
3,21740,10,5.1931282073839635e7,5.438347123199857e7
4,21740,1,2.3459846228060368e8,7.945541115129269e6
4,21740,2,2.5713628657585725e8,3.2009685279372174e7
4,21740,3,1.4074396714441204e8,3.602755719167616e7
4,21740,4,4.8184078129158837e8,2.0277623426731375e8
4,21740,5,1.9205783715192146e9,1.0186390174626077e9
4,21740,6,8.002435512570896e8,4.970442517261562e8
4,21740,7,1.494889422705199e8,1.0511500110997641e8
4,21740,8,7.394824559202492e7,5.775332364486562e7
4,21740,9,7.835192045160925e7,7.278397724960251e7
4,21740,10,5.389404709675576e7,5.515566294678327e7
5,21740,1,2.3826282984704822e8,8.656571549569402e6
5,21740,2,3.09582487330795e8,4.6626353496927015e7
5,21740,3,1.696803181216953e8,4.5683144159945466e7
5,21740,4,5.305433882475702e8,2.1873599455013588e8
5,21740,5,2.108267320480679e9,1.113817837578751e9
5,21740,6,8.780176551390024e8,5.396414773832086e8
5,21740,7,1.5278340363972062e8,1.059037304916989e8
5,21740,8,7.559976178444165e7,5.848812154961463e7
5,21740,9,7.013991148156287e7,6.120010471361822e7
5,21740,10,5.231861567744728e7,5.172633772689569e7
6,21740,1,3.2003704971929836e8,1.0482942903014371e7
6,21740,2,3.540005024322463e8,4.8611842352648936e7
6,21740,3,1.7674189963442355e8,4.7311427101091236e7
6,21740,4,5.619776159985205e8,2.3846839607488495e8
6,21740,5,2.1530361588341894e9,1.1473111022300212e9
6,21740,6,8.861352743939161e8,5.5502683963719e8
6,21740,7,1.680091971767686e8,1.1938969870039773e8
6,21740,8,9.379422430053453e7,7.486450382429437e7
6,21740,9,8.425980254238835e7,7.461641084651569e7
6,21740,10,1.0034129141634224e8,1.037963587245308e8
7,21740,1,1.6463353528432494e8,5.536730240242754e6
7,21740,2,1.624550911188131e8,2.498850865936734e7
7,21740,3,8.723185656792496e7,2.335158714001217e7
7,21740,4,2.938019341403379e8,1.2505939212366006e8
7,21740,5,1.1839676650268056e9,6.26989256682093e8
7,21740,6,5.185367220872433e8,3.1885768312645495e8
7,21740,7,9.668441755005465e7,6.817803837113827e7
7,21740,8,5.046281179887222e7,3.8907921604665205e7
7,21740,9,4.6045827576623425e7,4.3385055629938774e7
7,21740,10,3.974825365928521e7,4.1312895756098896e7
8,21740,1,1.6139750289429557e8,5.363141350894607e6
8,21740,2,1.5304563359219038e8,2.013087002597461e7
8,21740,3,8.364247805415234e7,2.2514405750035174e7
8,21740,4,3.4666928460575545e8,1.4657600526312625e8
8,21740,5,1.3551795390102923e9,7.20108555278927e8
8,21740,6,5.722424108295943e8,3.611667031574457e8
8,21740,7,1.0785837599460101e8,7.585922855093846e7
8,21740,8,5.851490015419253e7,4.554737984248622e7
8,21740,9,6.427205438527435e7,6.147147087902978e7
8,21740,10,5.4858522808095284e7,5.865133381766939e7
9,21740,1,3.058615896857834e8,9.942550404516468e6
9,21740,2,2.7414009730380476e8,3.927206235137566e7
9,21740,3,1.6012086195260683e8,4.291109575368286e7
9,21740,4,5.873333163819872e8,2.4864691571488708e8
9,21740,5,2.2605711053569264e9,1.1879174780421493e9
9,21740,6,9.397502805945777e8,5.736723273597064e8
