i,species_code,age,n,biomass
1,21740,1,2.566747202788456e8,4.581165608622245e6
1,21740,2,1.937733383277453e9,1.7702656634533677e8
1,21740,3,1.4044209632994065e9,2.952280544282885e8
1,21740,4,2.5532946008948164e9,9.52222856295919e8
1,21740,5,2.8301457772319436e8,1.431446595086275e8
1,21740,6,4.610227494881079e8,3.3285881511567914e8
1,21740,7,1.6932963829334518e8,1.2572484505594051e8
1,21740,8,5.302180305142995e7,2.278178856120798e7
1,21740,9,4.046167513136408e7,2.636244053732214e7
1,21740,10,1.5460848347712255e8,2.446705920150399e8
2,21740,1,2.1528402611366758e8,3.9650670382967796e6
2,21740,2,2.3782194507035117e9,2.2039206935933506e8
2,21740,3,1.708610154276321e9,3.643922347996565e8
2,21740,4,2.942860318506813e9,1.1120536954643188e9
2,21740,5,2.77250915638234e8,1.4470829730901888e8
2,21740,6,4.4985527386846006e8,3.2961459410847425e8
2,21740,7,1.4499435108515245e8,1.0891967129312733e8
2,21740,8,3.487972600197387e7,1.7929673333872426e7
2,21740,9,4.457826714612485e7,2.8278552368639067e7
2,21740,10,1.0311978375648004e8,1.5561841631626648e8
3,21740,1,2.878728859629474e8,5.499708725906973e6
3,21740,2,3.5284257182649794e9,3.268438095196248e8
3,21740,3,2.7839935060811396e9,5.90454867993283e8
3,21740,4,4.7240902946041155e9,1.7929312259422512e9
3,21740,5,4.004114760535405e8,2.159483839874572e8
3,21740,6,5.935285570412062e8,4.3470384323626244e8
3,21740,7,2.0848351548278964e8,1.6204451965336466e8
3,21740,8,5.261657639356339e7,2.604398539735181e7
3,21740,9,4.647819270844409e7,3.1980263740530312e7
3,21740,10,1.2890592430659391e8,1.9079576060086578e8
4,21740,1,1.3425769626048845e8,2.731106288407805e6
4,21740,2,1.83980685726542e9,1.688212128634936e8
4,21740,3,1.4357268458274908e9,3.077926944336456e8
4,21740,4,2.5074181736677585e9,9.473534453916392e8
4,21740,5,2.1850692763278392e8,1.2050248650749968e8
4,21740,6,3.0735892678172857e8,2.3084772394442537e8
4,21740,7,9.489661100121608e7,7.413969695746607e7
4,21740,8,2.1607544602875598e7,1.2715798818598744e7
4,21740,9,1.9566480765092194e7,1.287146134407188e7
4,21740,10,5.035440771939692e7,7.009249149146299e7
5,21740,1,2.2647304574978468e8,4.028603212431258e6
5,21740,2,1.3531350338356462e9,1.2653537773540263e8
5,21740,3,1.0416251519664607e9,2.1803348667556894e8
5,21740,4,1.9708482933705266e9,7.36399326762013e8
5,21740,5,2.1254862077531636e8,1.0552777262651223e8
5,21740,6,4.121233971166976e8,3.01659919570869e8
5,21740,7,1.66376457268189e8,1.2667620789184447e8
5,21740,8,4.393489073541193e7,1.9483132784849707e7
5,21740,9,5.8322968167532645e7,4.591044073267107e7
5,21740,10,1.1874975968363443e8,1.8273288065446562e8
6,21740,1,1.5770289397615108e8,2.933737020957709e6
6,21740,2,1.5194279473458972e9,1.395127813395403e8
6,21740,3,1.1531199714417112e9,2.4348531058694103e8
6,21740,4,2.0778215190304785e9,7.984332289971031e8
6,21740,5,1.9172880580614197e8,1.0057516880995446e8
6,21740,6,2.9884770515366447e8,2.2063010300907725e8
6,21740,7,9.322903557360068e7,6.993731971131268e7
6,21740,8,2.4760934962282598e7,1.266318056541778e7
6,21740,9,2.6966787307847705e7,2.0204058618064005e7
6,21740,10,8.134751764531043e7,1.2243293338905162e8
7,21740,1,1.1574786751015337e8,2.3195419569732295e6
7,21740,2,1.555854713412275e9,1.4498551762766626e8
7,21740,3,1.221789383152765e9,2.605803972825455e8
7,21740,4,1.9501091063377552e9,7.411181989920037e8
7,21740,5,1.7495279240006107e8,9.52009827262196e7
7,21740,6,2.6583262657176617e8,1.977130153306435e8
7,21740,7,7.804777802616373e7,6.0392752470468834e7
7,21740,8,1.8352028117131032e7,8.962321154306786e6
7,21740,9,1.828732561051796e7,1.347658045106046e7
7,21740,10,4.333973571196993e7,6.239460022789204e7
8,21740,1,1.3345440395068246e8,2.634640260232943e6
8,21740,2,1.8770260457692251e9,1.7343560416187966e8
8,21740,3,1.4403887162006297e9,3.0400061878387856e8
8,21740,4,2.354770223436289e9,8.906154155034759e8
8,21740,5,2.2801675999313438e8,1.2530872875424568e8
8,21740,6,3.404482273155053e8,2.5730350387606296e8
8,21740,7,1.089141223375752e8,8.484907048740697e7
8,21740,8,2.6450974340907972e7,1.5714101053813374e7
8,21740,9,2.4023652326443657e7,1.6484699833727099e7
8,21740,10,5.9501068790411845e7,8.13035897764349e7
9,21740,1,2.241964213695342e8,4.295417885647396e6
9,21740,2,1.9682360471304684e9,1.8166236296543473e8
9,21740,3,1.4939609299116197e9,3.1561912709912574e8
9,21740,4,2.7985715945207796e9,1.0526881906691073e9
9,21740,5,2.9908257796279955e8,1.5322974095257482e8
9,21740,6,5.0686658762534213e8,3.6361900632561237e8
9,21740,7,1.6755610822694165e8,1.2711717578538415e8
9,21740,8,3.4374821320638016e7,1.4957184919259429e7
9,21740,9,5.3526164795619205e7,4.134260372835053e7
9,21740,10,1.2658552362378642e8,1.9467735896621874e8
10,21740,1,2.5605485040892333e8,4.855414620577313e6
10,21740,2,2.619544508208676e9,2.412228951664401e8
10,21740,3,1.9916606506027775e9,4.2005124304993623e8
10,21740,4,3.346014399700874e9,1.274397574885511e9
10,21740,5,3.4057354062371045e8,1.799520739513292e8
