i,species_code,age,n,biomass
1,21740,1,5.266983093286763e9,9.263646286851123e7
1,21740,2,1.3269155187589397e9,1.266160003719966e8
1,21740,3,3.0270176204009855e8,7.945803414166126e7
1,21740,4,4.447736470037264e8,1.9922680704109222e8
1,21740,5,7.325779849790164e8,4.2875509707969624e8
1,21740,6,7.89735453153846e8,5.513302569123981e8
1,21740,7,4.1544536336026216e8,3.333795816652311e8
1,21740,8,2.4271237808421373e8,2.1796260060989916e8
1,21740,9,9.158914449286789e7,9.374159781258667e7
1,21740,10,9.208033196381219e7,1.109602767995597e8
2,21740,1,5.448585277244383e9,1.0474622543971294e8
2,21740,2,2.034155592219903e9,1.8080868683088607e8
2,21740,3,2.7914208878372794e8,7.116934272581531e7
2,21740,4,3.7257518167533094e8,1.6448689471816728e8
2,21740,5,6.894044190973867e8,4.051579329506169e8
2,21740,6,7.016473500200714e8,4.8678355586192733e8
2,21740,7,3.801109904392275e8,3.0543210733665407e8
2,21740,8,2.1798645166613802e8,1.970938191190057e8
2,21740,9,7.793002586930965e7,8.107251088359913e7
2,21740,10,7.909699968771026e7,9.60653113651431e7
3,21740,1,3.436548616968274e9,6.7065444697231054e7
3,21740,2,1.2725334996099699e9,1.1737260504992905e8
3,21740,3,2.4001207337436202e8,6.301770432185716e7
3,21740,4,3.3889641709073913e8,1.4973886708205116e8
3,21740,5,5.79406084541408e8,3.410367520355447e8
3,21740,6,6.104715092935253e8,4.266204374690031e8
3,21740,7,3.7283786842932534e8,2.9972254048481244e8
3,21740,8,2.0179760663416085e8,1.8283964809914303e8
3,21740,9,8.071003411393103e7,8.065103330711071e7
3,21740,10,5.9994205198013715e7,7.319501056614901e7
4,21740,1,3.1278684839343176e9,6.63161419805312e7
4,21740,2,9.136137162947589e8,8.553820343152554e7
4,21740,3,3.0403216116828394e8,8.49698136359549e7
4,21740,4,4.732859746822144e8,2.09498846493014e8
4,21740,5,7.765812838368605e8,4.5434102317657155e8
4,21740,6,7.424595886093122e8,5.124219562143629e8
4,21740,7,4.003571748273976e8,3.199430873332816e8
4,21740,8,2.2073636627282465e8,1.9856286003608146e8
4,21740,9,8.779976023691243e7,8.774431842731181e7
4,21740,10,8.97880963610125e7,1.0268646530167507e8
5,21740,1,5.531926507058023e9,9.815382991781498e7
5,21740,2,1.2902609190136852e9,1.2124812427570261e8
5,21740,3,1.8207860348887432e8,4.709222281434799e7
5,21740,4,2.768976136369145e8,1.2393571755844484e8
5,21740,5,4.5834416519090164e8,2.716953572985589e8
5,21740,6,4.721911199978144e8,3.28455405257024e8
5,21740,7,2.449537150946896e8,1.9574695010073805e8
5,21740,8,1.4748327440780395e8,1.3275448065881352e8
5,21740,9,5.733768315713735e7,6.1280588585415326e7
5,21740,10,5.034795400203015e7,6.0495297150701836e7
6,21740,1,3.6294134678090878e9,7.146697217621198e7
6,21740,2,8.965481628567896e8,8.444429507661915e7
6,21740,3,2.7744541806095e8,7.728020539656486e7
6,21740,4,4.3435158474610466e8,1.9366326115761974e8
6,21740,5,7.429441297632107e8,4.3194498607915026e8
6,21740,6,7.11080819757952e8,4.883655191679461e8
6,21740,7,3.949493730399941e8,3.179594657696825e8
6,21740,8,2.165389233893365e8,1.9677484069978997e8
6,21740,9,8.302646115443863e7,8.687832353257838e7
6,21740,10,7.808371094973916e7,9.419940817090508e7
7,21740,1,4.0559401502964816e9,8.42263982398646e7
7,21740,2,1.5434224126710987e9,1.4326199909341395e8
7,21740,3,2.6843515036806673e8,6.911151718483515e7
7,21740,4,3.5956832033032167e8,1.6209409581886855e8
7,21740,5,6.249142423970119e8,3.6740144947204566e8
7,21740,6,6.254377467858236e8,4.367847466918595e8
7,21740,7,3.6612626034521884e8,2.9818490672937256e8
7,21740,8,1.83415683118826e8,1.695879080802168e8
7,21740,9,8.282823485965393e7,8.418556468721057e7
7,21740,10,7.981662411996531e7,9.874472936778782e7
8,21740,1,7.034811298885546e9,1.3030823113174447e8
8,21740,2,1.089218711630912e9,1.0397790164074637e8
8,21740,3,3.712943044105524e8,1.0376989228350544e8
8,21740,4,6.001591407081034e8,2.6749727520573246e8
8,21740,5,1.0049869891040853e9,5.862304537052017e8
8,21740,6,9.686739434050267e8,6.647104123059366e8
