i,species_code,age,n,biomass
1,21740,1,9.613927235262903e9,2.068335799889295e8
1,21740,2,9.866048014119426e8,9.922065255107889e7
1,21740,3,1.8909404804387364e9,4.567688090254316e8
1,21740,4,2.7544510405642843e8,1.1800523449868481e8
1,21740,5,6.160495052850168e7,3.8170274627303e7
1,21740,6,8.97427664050644e7,8.804124374390799e7
1,21740,7,8.198026085966302e7,6.990762436823621e7
1,21740,8,5.152080639949331e7,6.695550394610344e7
1,21740,9,7.15463767458002e7,7.831277898437347e7
1,21740,10,5.658581088405875e7,8.225379886990793e7
2,21740,1,1.304493688100663e10,2.5171626538516983e8
2,21740,2,7.163648592062572e8,7.196924973193848e7
2,21740,3,1.3691178000470905e9,3.2906338722343725e8
2,21740,4,1.8083896599620664e8,7.817619993717836e7
2,21740,5,6.482677992013365e7,3.892715195194557e7
2,21740,6,7.362021141421837e7,7.42051222635771e7
2,21740,7,5.487062098747375e7,4.546464339669225e7
2,21740,8,3.739031979045779e7,4.743471341083534e7
2,21740,9,5.870207984290669e7,6.58495245676115e7
2,21740,10,4.176084934702145e7,5.780758574248923e7
3,21740,1,5.64552142761447e9,1.155573488608545e8
3,21740,2,6.835229807661855e8,7.245893827911454e7
3,21740,3,1.3734803573321843e9,3.3404918383688915e8
3,21740,4,2.170301509136131e8,9.482364337032042e7
3,21740,5,5.616794942905892e7,3.538369874991314e7
3,21740,6,7.579345923509973e7,7.679567146962498e7
3,21740,7,5.0126042833850645e7,4.189132091414466e7
3,21740,8,4.1886016085932925e7,5.296164396560004e7
3,21740,9,6.231747308833701e7,6.923093355439146e7
3,21740,10,4.072856056650079e7,6.025763172908548e7
4,21740,1,5.851326972709647e9,1.2087729882882829e8
4,21740,2,6.142217752304225e8,5.9657297395961575e7
4,21740,3,1.2491818647179346e9,3.07081383895603e8
4,21740,4,2.0640618824711454e8,9.172483940020916e7
4,21740,5,6.151218990200868e7,3.8785748635183305e7
4,21740,6,7.002745255684286e7,7.143814735738605e7
4,21740,7,5.069115675496147e7,4.104083440197707e7
4,21740,8,4.6918808235080756e7,5.947241576003208e7
4,21740,9,7.054628848221257e7,7.557186378318958e7
4,21740,10,4.110493720669938e7,6.324803584352859e7
5,21740,1,9.31590619028461e9,1.8165311946256799e8
5,21740,2,7.636990507613262e8,7.831662807900408e7
5,21740,3,1.7842276246430166e9,4.3417136324140817e8
5,21740,4,2.2223634357554907e8,9.311619824125263e7
5,21740,5,4.980149520210961e7,3.098514307918889e7
5,21740,6,6.2363283481967315e7,6.2516607485953666e7
5,21740,7,4.7803888125118904e7,3.822916896926125e7
5,21740,8,3.986330630021494e7,4.8799787548676975e7
5,21740,9,5.982761094783462e7,6.506713662411593e7
5,21740,10,3.759743230313241e7,5.8294936998057574e7
6,21740,1,1.1146814855232689e10,2.283998757162527e8
6,21740,2,1.0179066419644003e9,1.0294462825782368e8
6,21740,3,2.629818913090069e9,6.463623207913532e8
6,21740,4,3.028000458606579e8,1.2672197593387902e8
6,21740,5,7.158975187569481e7,4.3129646852141365e7
6,21740,6,6.815564170122477e7,6.498760681218544e7
6,21740,7,5.5784111662401594e7,4.595886640420242e7
6,21740,8,3.557228034429429e7,4.351552761718761e7
6,21740,9,7.297390263196623e7,7.853514995293595e7
6,21740,10,3.889045678493107e7,5.543398283936502e7
7,21740,1,6.519768939442199e9,1.3705656338787636e8
7,21740,2,9.220937925217652e8,9.282150306420042e7
