i,species_code,age,n,biomass
1,21740,1,7.0099650131033e9,1.8139109610776502e8
1,21740,2,7.799261993186125e9,9.963685705214012e8
1,21740,3,1.4995029739646611e9,3.2625577001020575e8
1,21740,4,1.3377967175868547e9,5.266967679309443e8
1,21740,5,1.4224657090445328e9,7.621920575939479e8
1,21740,6,1.8750449010176635e9,1.3675977098095279e9
1,21740,7,7.067456489520364e8,6.025286783673924e8
1,21740,8,2.19807357921821e8,2.1419395929839697e8
1,21740,9,7.874744043106616e7,5.582167748336241e7
1,21740,10,1.223214290151235e8,1.820036496785524e8
2,21740,1,6.152414675614359e9,1.673790250246536e8
2,21740,2,9.083909119873102e9,1.17248054955459e9
2,21740,3,1.3688482860958505e9,3.0086013823622936e8
2,21740,4,1.2187427810335083e9,4.8649806190489495e8
2,21740,5,1.0614701937744796e9,5.87789495815808e8
2,21740,6,1.2275766069897904e9,8.826174884741169e8
2,21740,7,4.251296757358602e8,3.553181178384578e8
2,21740,8,1.0636395794700728e8,1.0328749866555274e8
2,21740,9,4.362047734437005e7,3.653357090934075e7
2,21740,10,4.805033299860607e7,6.533754051209845e7
3,21740,1,6.698879427885036e9,1.8169984357168138e8
3,21740,2,7.695084417069279e9,9.957841529124501e8
3,21740,3,1.330487437414185e9,2.912657963543568e8
3,21740,4,1.2129865694816024e9,4.8299102217950255e8
3,21740,5,1.1943953608765216e9,6.485190536101114e8
3,21740,6,1.4533062096905847e9,1.0518482862039906e9
3,21740,7,5.080291176263652e8,4.230162829738178e8
3,21740,8,1.3997044629225186e8,1.357793461955578e8
3,21740,9,4.701547484119632e7,3.3407379390730634e7
3,21740,10,7.118334991883272e7,9.981083831284519e7
4,21740,1,9.640123000703072e9,2.571394037114885e8
4,21740,2,8.647680308242554e9,1.1184596458326173e9
4,21740,3,1.5144443402622218e9,3.1703028865288097e8
4,21740,4,1.316693842013793e9,5.10022690918477e8
4,21740,5,1.3152980092269478e9,7.087684109799515e8
4,21740,6,1.779308950000161e9,1.3046392719508965e9
4,21740,7,6.711463460521529e8,5.718873294033543e8
4,21740,8,2.4918203638410023e8,2.4302115728468668e8
4,21740,9,6.82201740044068e7,4.406806347178226e7
4,21740,10,1.1224412128620785e8,1.6318224559213167e8
5,21740,1,8.268295300299366e9,2.2085381297500622e8
5,21740,2,8.264561688158142e9,1.0750206211118279e9
5,21740,3,1.3822703803368864e9,3.046685931546165e8
5,21740,4,1.2179698955697403e9,4.799365879480063e8
5,21740,5,1.1839917955332036e9,6.47214648688968e8
5,21740,6,1.6187050548614798e9,1.1896230325698974e9
5,21740,7,5.804306431102171e8,4.913881894278611e8
5,21740,8,1.5503777158970192e8,1.5019802579415765e8
5,21740,9,6.014366088355178e7,4.364620454738986e7
5,21740,10,7.686797537359102e7,1.0824697676084374e8
6,21740,1,8.749951970585855e9,2.3245656285152203e8
6,21740,2,8.565769822175879e9,1.1046452265811245e9
6,21740,3,1.3487507984349356e9,2.892229056354079e8
6,21740,4,1.158682472268276e9,4.589754282234239e8
6,21740,5,1.1455727692627983e9,6.265907152596829e8
6,21740,6,1.4258649799897287e9,1.0422219131328042e9
6,21740,7,5.329028645378308e8,4.488682995837789e8
6,21740,8,1.3881521979460528e8,1.2935119647455147e8
6,21740,9,5.270279323655097e7,4.0597766457389094e7
6,21740,10,7.39591605518267e7,1.0553283742896251e8
7,21740,1,7.680583028645103e9,2.058123268700197e8
7,21740,2,7.310861578314624e9,9.474883547733128e8
7,21740,3,1.202915669272324e9,2.5955592266574362e8
7,21740,4,1.1622759194161038e9,4.5045923447324306e8
7,21740,5,1.310940680489822e9,7.033859037997509e8
7,21740,6,1.8482805373802025e9,1.362781526569654e9
7,21740,7,7.031693732733895e8,6.039107004570258e8
7,21740,8,2.271049846345837e8,2.0922015356187037e8
7,21740,9,9.453672018035582e7,6.942222455462387e7
7,21740,10,1.1710004638354811e8,1.8109821409463814e8
8,21740,1,6.662699019969046e9,1.7701330891606182e8
8,21740,2,8.06905319191909e9,1.045631304180679e9
8,21740,3,1.321106024653285e9,2.8623933266412705e8
8,21740,4,1.1765916737698557e9,4.661995545043782e8
8,21740,5,1.1336950844659634e9,6.154140799360514e8
8,21740,6,1.454352422170157e9,1.0618507509048837e9
8,21740,7,5.007125260481765e8,4.1537425040759885e8
8,21740,8,1.5127361665707222e8,1.4219139923213148e8
8,21740,9,6.60078046737906e7,4.990433012951253e7
8,21740,10,6.669885199488477e7,9.225948591103159e7
9,21740,1,6.05531302799741e9,1.6058541726602215e8
9,21740,2,7.779071902045881e9,1.0030798004463205e9
9,21740,3,1.3244256346465554e9,2.933655058103905e8
9,21740,4,1.3045840871944485e9,5.2377967996812296e8
9,21740,5,1.2207620100984204e9,6.646180954995416e8
9,21740,6,1.49368726279188e9,1.0749335496692414e9
9,21740,7,5.1811957074118924e8,4.367598212217625e8
9,21740,8,1.4070758577703777e8,1.308450280531803e8
9,21740,9,4.59167244218401e7,3.4711073211091764e7
9,21740,10,6.78909867372726e7,9.601498851185995e7
10,21740,1,8.071093685004455e9,2.1918009117223984e8
10,21740,2,1.080922206113492e10,1.3967517676908157e9
10,21740,3,1.7965796118589544e9,3.7867933362435305e8
10,21740,4,1.195458457849868e9,4.728812734039681e8
10,21740,5,1.1478073745724947e9,6.196407253909775e8
10,21740,6,1.4943674436819131e9,1.076278025924727e9
10,21740,7,5.121190089130859e8,4.256354812052687e8
10,21740,8,1.664367994251787e8,1.5402320452652588e8
10,21740,9,5.976765876913764e7,4.519225170627326e7
10,21740,10,6.078721977556072e7,8.629643935583274e7
11,21740,1,7.464152496307665e9,2.0037326955645466e8
11,21740,2,7.341574340265428e9,9.415224265735911e8
11,21740,3,1.2982891384424052e9,2.798760270689587e8
11,21740,4,1.225690911179625e9,4.8672969599802977e8
11,21740,5,1.2068261480204785e9,6.524225857478338e8
11,21740,6,1.6765051033219342e9,1.2255892976668015e9
11,21740,7,6.46254785849742e8,5.601617647976394e8
11,21740,8,1.768173312751807e8,1.7116733676987925e8
11,21740,9,6.097115309950757e7,4.667061109854972e7
11,21740,10,9.470506659062228e7,1.3068813612930997e8
12,21740,1,7.37291991150242e9,1.9788355248285568e8
12,21740,2,7.985678365280966e9,1.0299650972504506e9
12,21740,3,1.2685786371206431e9,2.744931894959285e8
12,21740,4,1.2098512779014199e9,4.711484162298035e8
12,21740,5,1.251165729432677e9,6.674519935985929e8
12,21740,6,1.8286803212628913e9,1.3298024927129207e9
12,21740,7,6.836130419539696e8,5.911290139713418e8
12,21740,8,2.1225989577079314e8,1.950406151694187e8
12,21740,9,8.262475440171514e7,5.654389103086855e7
12,21740,10,1.0852265490658817e8,1.5830454157143778e8
13,21740,1,6.6360110496706295e9,1.779642186078674e8
13,21740,2,9.288414036529404e9,1.2020725112900312e9
