i,species_code,age,n,biomass
1,21740,1,7.894383912004715e7,2.350962676561964e6
1,21740,2,2.5352259391079468e8,4.608547397934135e7
1,21740,3,9.611207148469815e8,2.716740414679743e8
1,21740,4,6.082517991451036e9,2.328953398267314e9
1,21740,5,7.530695007770056e8,3.656821718554444e8
1,21740,6,1.62461444772725e8,9.191350456919932e7
1,21740,7,1.3005176806590602e8,9.391847886318752e7
1,21740,8,2.1148111172154424e8,1.609567404464152e8
1,21740,9,8.139996529776843e7,6.598457486568465e7
1,21740,10,6.704060968167985e7,6.878708023982652e7
2,21740,1,6.672617651428277e7,2.0648987374274852e6
2,21740,2,2.452880118846273e8,4.280505006195543e7
2,21740,3,7.571231855854061e8,2.1038955384801263e8
2,21740,4,4.925875955872074e9,1.8729386042680652e9
2,21740,5,5.98724806903579e8,2.877051189455397e8
2,21740,6,1.3761767347344077e8,7.891854171610953e7
2,21740,7,1.0617734731362978e8,7.484131275290008e7
2,21740,8,1.569144493732657e8,1.2093707110423468e8
2,21740,9,7.13687838794454e7,5.862187681242246e7
2,21740,10,4.836203377916963e7,5.269556316381109e7
3,21740,1,1.0365478770390783e8,3.2747862421086924e6
3,21740,2,2.899835506801588e8,5.335066060134162e7
3,21740,3,9.626189626693559e8,2.6626364454051512e8
3,21740,4,6.08754228271403e9,2.342628699001139e9
3,21740,5,7.672514447323102e8,3.760071846671389e8
3,21740,6,1.7286973478187573e8,1.0181084657395072e8
3,21740,7,1.5542934207514852e8,1.1621207519689678e8
3,21740,8,2.6000198227534872e8,2.1044729228090113e8
3,21740,9,1.2255261903504312e8,1.0503301930775048e8
3,21740,10,7.300276530010234e7,7.872060521035081e7
4,21740,1,1.0517581638825902e8,3.2757568599001872e6
4,21740,2,3.189927387414429e8,5.936324484704731e7
4,21740,3,1.1741269072475185e9,3.2133312830625904e8
4,21740,4,7.555302798049606e9,2.8449819446617618e9
4,21740,5,9.601425137627531e8,4.6090527649506074e8
4,21740,6,1.95066670928844e8,1.1506472496173625e8
4,21740,7,1.5270259338653532e8,1.0971536095146982e8
4,21740,8,2.6633741058713093e8,2.1115641270799896e8
4,21740,9,1.1426366977029513e8,9.254265893886985e7
4,21740,10,6.654917111485654e7,7.20437204364248e7
5,21740,1,7.824078317524311e7,2.602800744096043e6
5,21740,2,2.4619665868052852e8,4.64860742678705e7
5,21740,3,8.621064241082143e8,2.4378427410213917e8
5,21740,4,5.687473510255754e9,2.1668544282166314e9
5,21740,5,7.041363217906748e8,3.4087932060009724e8
5,21740,6,1.840370463584714e8,1.0753561292979841e8
5,21740,7,1.4001370496165028e8,1.040757662303755e8
5,21740,8,2.270898383584385e8,1.843301121872477e8
5,21740,9,1.221052748993438e8,1.0314387070492098e8
5,21740,10,6.6257553287303e7,7.620361448143202e7
6,21740,1,1.0997833845413212e8,3.233052911787739e6
6,21740,2,2.8135079878431964e8,5.397455880775024e7
6,21740,3,9.90063699210013e8,2.81838544471648e8
6,21740,4,6.522609034773578e9,2.512829929638451e9
6,21740,5,8.184690917899338e8,3.9505034102061915e8
6,21740,6,1.8369978898275355e8,1.0515264490195042e8
6,21740,7,1.464261020611106e8,1.0664546098334387e8
6,21740,8,1.9851460900149217e8,1.597749402997993e8
6,21740,9,1.0792611849749565e8,8.979980378442e7
6,21740,10,6.823257949910042e7,7.58401085541406e7
7,21740,1,6.0436855554544695e7,1.7919312163966568e6
7,21740,2,1.8235920178358087e8,3.390719928209987e7
7,21740,3,7.082599573282801e8,1.9981737523082304e8
7,21740,4,4.565249631120139e9,1.7473130109865346e9
7,21740,5,5.659023226591543e8,2.76523983287776e8
7,21740,6,1.3195936242027384e8,7.69931350601623e7
7,21740,7,1.042106623998391e8,7.313773749117875e7
7,21740,8,1.738346046360457e8,1.3362152728474681e8
7,21740,9,6.819108376881497e7,5.512336607894922e7
7,21740,10,5.033931216483329e7,5.295863863013465e7
8,21740,1,1.0737368410317233e8,3.430004729626405e6
8,21740,2,3.286676853086733e8,6.102207159303477e7
8,21740,3,1.2231701210811553e9,3.3904158364992523e8
8,21740,4,8.171001404245343e9,3.1507101908468533e9
8,21740,5,1.0518173619716806e9,5.212709660839548e8
8,21740,6,2.531092751351269e8,1.4780968849740505e8
8,21740,7,1.7723046280415612e8,1.3278803633275808e8
8,21740,8,3.0428940177495587e8,2.382960747638243e8
8,21740,9,1.4521075902815166e8,1.2105984013177988e8
8,21740,10,8.552468570219755e7,9.222408053611724e7
9,21740,1,8.648995496658096e7,2.598073372792907e6
9,21740,2,3.338313850199902e8,6.073947379853977e7
9,21740,3,1.312119976966568e9,3.7329744079606766e8
9,21740,4,8.378469953640474e9,3.1769324099998474e9
9,21740,5,1.0960054759228125e9,5.19657351409731e8
9,21740,6,2.4943208006244087e8,1.4210067290642208e8
9,21740,7,2.2985181645839456e8,1.6504902025287724e8
9,21740,8,3.5364135750644475e8,2.7442200903960484e8
9,21740,9,1.6348649259885103e8,1.3363129748360854e8
9,21740,10,8.734052170889525e7,9.030651194321428e7
10,21740,1,8.471403684587425e7,2.840948391082976e6
10,21740,2,2.4749777946050435e8,4.2932392370351635e7
10,21740,3,7.899712412238586e8,2.266937918493499e8
10,21740,4,5.209863586780172e9,2.0263736310173187e9
10,21740,5,6.444644804919571e8,3.118072002071461e8
10,21740,6,1.7916402794509935e8,1.0499048665082854e8
10,21740,7,1.2342208528958245e8,9.098469538572004e7
10,21740,8,2.1150886727863127e8,1.6375280057837063e8
10,21740,9,1.0115986754271756e8,8.346245859201922e7
10,21740,10,5.792032905339802e7,6.5507634857668534e7
11,21740,1,6.694780184923692e7,1.870989413312388e6
11,21740,2,1.7646627804493898e8,3.3131970143939227e7
11,21740,3,6.240479934569451e8,1.805122521687956e8
11,21740,4,4.281532386740718e9,1.6661522227637413e9
11,21740,5,5.1618037717275864e8,2.506392459086593e8
11,21740,6,1.2148682043090892e8,7.110669253425744e7
