i,species_code,age,n,biomass
1,21740,1,3.2071468219604096e9,6.4752630077220924e7
1,21740,2,7.683988690081961e8,7.440386270198059e7
1,21740,3,2.2642103873553303e8,6.221831579401922e7
1,21740,4,4.0199913969378513e8,1.8151581205528432e8
1,21740,5,7.053628909895144e8,4.15764820501516e8
1,21740,6,6.910737900830513e8,4.761505331291639e8
1,21740,7,3.747092623913073e8,3.0176333039540666e8
1,21740,8,2.0875616391809884e8,1.9102074862540293e8
1,21740,9,7.545471956001939e7,7.672511616610752e7
1,21740,10,7.412084638155986e7,8.97033792253263e7
2,21740,1,5.3744625326408415e9,1.0252634509434925e8
2,21740,2,1.2048857209162822e9,1.1288154331790891e8
2,21740,3,2.757360459612998e8,7.695387153338e7
2,21740,4,4.387872379924513e8,1.933286891205815e8
2,21740,5,7.259115296105592e8,4.213362340640549e8
2,21740,6,7.04351470254844e8,4.846094634516284e8
2,21740,7,3.600510731185585e8,2.873310320562668e8
2,21740,8,2.179936328836592e8,1.9972104697307187e8
2,21740,9,6.917232515603508e7,7.203388927957982e7
2,21740,10,7.565915903345898e7,9.042890606935997e7
3,21740,1,4.0619035488738194e9,7.749729423162197e7
3,21740,2,1.162121456062914e9,1.1036517475122347e8
3,21740,3,3.541910734437413e8,9.955461299606104e7
3,21740,4,5.393412363819815e8,2.394180021748162e8
3,21740,5,7.979731352402331e8,4.618661989442949e8
3,21740,6,7.539225470626856e8,5.195151037362129e8
3,21740,7,3.918674943366494e8,3.151066886613073e8
3,21740,8,2.2413317207008353e8,1.996755963596007e8
3,21740,9,8.157158043079005e7,8.202793076114795e7
3,21740,10,8.615125327041838e7,1.0093094420337123e8
4,21740,1,6.976269901590099e9,1.2180910477230187e8
4,21740,2,1.089363127288847e9,1.0094367871481633e8
4,21740,3,2.036498645089777e8,5.5083621339083746e7
4,21740,4,3.455734406493494e8,1.560643076300893e8
4,21740,5,6.222802398804706e8,3.647683691910619e8
4,21740,6,6.394825457339442e8,4.403050941048148e8
4,21740,7,3.346327916587802e8,2.658430986769604e8
4,21740,8,1.9504103083978197e8,1.7632437453526694e8
4,21740,9,7.664774446656013e7,8.08118757516917e7
4,21740,10,7.55027950127478e7,8.606654705559544e7
5,21740,1,5.671920822880287e9,1.0129556482933773e8
5,21740,2,9.200252812845544e8,8.870976815500489e7
5,21740,3,2.741909971666353e8,7.70702932325439e7
