i,species_code,age,n,biomass
23,21740,3,1.16443897536134e9,3.184990476188391e8
23,21740,4,2.4085491780437217e9,1.1239238715534654e9
23,21740,5,4.829914825315507e8,3.0200732986173385e8
23,21740,6,7.1632023715565e7,5.070196543268574e7
23,21740,7,1.5828330785696985e7,7.816663380257284e6
23,21740,8,2.7743780153734975e7,2.4297624472821392e7
23,21740,9,7.578293313687138e7,1.2451538059537257e8
23,21740,10,3.1431487199950043e7,3.564975586915427e7
24,21740,1,9.441596828602503e9,2.960093327503401e8
24,21740,2,9.154747483986706e9,1.0222404679271982e9
24,21740,3,1.3008445069464908e9,3.497046095094559e8
24,21740,4,2.044127750910461e9,9.573800468411784e8
24,21740,5,4.448052652946568e8,2.813122875480907e8
24,21740,6,6.1195451474957235e7,4.336516604740276e7
24,21740,7,1.632204067615106e7,1.0455988502444822e7
24,21740,8,2.1077271160814058e7,1.775030089954459e7
24,21740,9,7.488112120690565e7,1.2670597498679246e8
24,21740,10,3.02056317163125e7,3.411799342004438e7
25,21740,1,7.936859226811951e9,2.504335489749552e8
25,21740,2,9.063794367337286e9,1.01001012491073e9
25,21740,3,1.2818385535567517e9,3.471329315521748e8
25,21740,4,2.5193514735844736e9,1.1630189639702013e9
25,21740,5,5.124823809101186e8,3.210602270264183e8
25,21740,6,7.171234845045304e7,4.973819511807469e7
25,21740,7,2.0907819417739682e7,1.2605543747860972e7
25,21740,8,3.757922136506212e7,3.210579502246346e7
25,21740,9,8.991494303300826e7,1.5055712190692884e8
25,21740,10,4.1199296161047556e7,4.611235604880562e7
26,21740,1,9.219889972123535e9,2.9202776160728866e8
26,21740,2,1.1002086261708162e10,1.2344511184295835e9
26,21740,3,1.4626041415931005e9,3.937181862202541e8
26,21740,4,2.5394503832353377e9,1.1745492250257492e9
26,21740,5,4.923222914152429e8,3.08518693561045e8
26,21740,6,7.921860591554886e7,5.558398302329734e7
26,21740,7,2.0207425851606514e7,1.1763048912410438e7
26,21740,8,3.5652131571639515e7,3.121327080561137e7
26,21740,9,9.973702125097263e7,1.6278884788885677e8
26,21740,10,4.22184693070648e7,5.0722286098261185e7
27,21740,1,6.590691325699979e9,2.048698702532827e8
27,21740,2,6.422540742387985e9,7.272099711790726e8
27,21740,3,9.68795884277454e8,2.6225270770973605e8
27,21740,4,1.8600982837116964e9,8.586360008158011e8
27,21740,5,3.429675573433414e8,2.124805876218592e8
27,21740,6,4.436603115302719e7,3.1150384488766894e7
27,21740,7,9.067447899455521e6,5.435869843654054e6
27,21740,8,1.471878753596361e7,1.3270424718499824e7
27,21740,9,4.76230350638642e7,7.688461876269631e7
27,21740,10,1.5263106783957453e7,1.6129447092449646e7
28,21740,1,7.472828898861331e9,2.3629890144608927e8
28,21740,2,7.817935343646909e9,8.85813107518258e8
28,21740,3,1.1172825701971753e9,3.0190886810835314e8
28,21740,4,2.0001325298340287e9,9.362314034711925e8
28,21740,5,4.023783130366784e8,2.5361727335077032e8
28,21740,6,5.08468052066082e7,3.7511454292723134e7
28,21740,7,1.1435699356838878e7,8.161682159733194e6
28,21740,8,1.527022236911545e7,1.3351299859178891e7
28,21740,9,3.2829113322158314e7,5.06058205365462e7
28,21740,10,1.156096109474924e7,1.2145223537388744e7
29,21740,1,6.495774296742376e9,2.0284827691553855e8
29,21740,2,8.567454123864489e9,9.617213636370573e8
29,21740,3,1.2210583079095745e9,3.239354408810283e8
29,21740,4,1.937911012442566e9,9.003539061625072e8
29,21740,5,3.4463282110285443e8,2.176669740294125e8
29,21740,6,5.034339318814258e7,3.543872207289712e7
29,21740,7,1.2803993971068671e7,7.622361832348577e6
29,21740,8,1.4634347629822634e7,1.2136590654849388e7
29,21740,9,6.117783166379426e7,1.0000909287344445e8
29,21740,10,1.8793246843020298e7,2.1429260597833794e7
30,21740,1,8.460217904538534e9,2.666508575463018e8
30,21740,2,9.236852616389519e9,1.032689358530107e9
30,21740,3,1.2152870425518734e9,3.282554966130903e8
30,21740,4,2.300996799748869e9,1.0620961025841142e9
30,21740,5,5.0822845705003357e8,3.1675870873939276e8
30,21740,6,8.396811040056361e7,5.751742817799202e7
30,21740,7,2.621754254009525e7,1.5039305161788033e7
30,21740,8,5.27184096641177e7,4.595238214217885e7
30,21740,9,1.359809969858671e8,2.3193482318553308e8
30,21740,10,5.834526506212428e7,6.610312452814086e7
31,21740,1,5.139365418177286e9,1.5855146191458678e8
31,21740,2,6.303376148590706e9,7.123246007446738e8
31,21740,3,8.980046448979775e8,2.388806695857855e8
31,21740,4,1.7602175798817966e9,8.172734770161946e8
31,21740,5,4.0425678761673814e8,2.5539888218100244e8
31,21740,6,6.496673498929193e7,4.512674442538651e7
31,21740,7,1.6261652751245147e7,9.224827766768169e6
31,21740,8,2.8920679537993245e7,2.3561110535266325e7
31,21740,9,1.0454495962082627e8,1.7977138899623924e8
31,21740,10,3.426863347464405e7,3.9022052697187625e7
32,21740,1,6.68190263049116e9,2.063559920913362e8
32,21740,2,6.47634508086814e9,7.329129808615683e8
32,21740,3,8.924600825579939e8,2.401903942923336e8
32,21740,4,2.235602423096276e9,1.0429106633127035e9
32,21740,5,4.890231829628982e8,3.0750937307903826e8
32,21740,6,7.227395184462115e7,5.0913489883055225e7
32,21740,7,2.069630784890939e7,1.2311816328741692e7
32,21740,8,2.5133578577996492e7,2.1241704323371258e7
32,21740,9,1.0107124312158519e8,1.7338482755268675e8
32,21740,10,3.0152868024625305e7,3.325594905146739e7
33,21740,1,7.32391709861547e9,2.2806867483833414e8
33,21740,2,7.550179114748344e9,8.45567119172751e8
33,21740,3,1.0783457985091987e9,2.9595624179801613e8
33,21740,4,2.4972273852943487e9,1.1660160269934921e9
33,21740,5,4.73505103709648e8,2.988738905291661e8
33,21740,6,6.7038204893214524e7,4.883052709058024e7
33,21740,7,1.6064507882784091e7,1.0516332785858728e7
33,21740,8,1.8451948935062073e7,1.5604568605534613e7
33,21740,9,6.1991839292731486e7,1.0013913207376148e8
33,21740,10,2.913639846252728e7,3.2466567285627324e7
34,21740,1,6.629324554094025e9,2.0646849406349543e8
34,21740,2,9.49324777578133e9,1.0629725636169845e9
34,21740,3,1.3027215730408344e9,3.478990350732541e8
34,21740,4,2.4920195532966857e9,1.1558481324430954e9
34,21740,5,5.577384499965442e8,3.495549294240658e8
34,21740,6,9.51472476408525e7,6.427718132200619e7
34,21740,7,2.7333664507417087e7,1.5237665105124509e7
34,21740,8,3.990207391402933e7,3.26737263525591e7
34,21740,9,1.2035491147497793e8,2.0616977986490402e8
34,21740,10,7.477715144323364e7,8.532918558141005e7
35,21740,1,5.303147798848633e9,1.6491952190579942e8
35,21740,2,7.782250843092375e9,8.724142086710323e8
35,21740,3,1.171068271010418e9,3.123140850038352e8
35,21740,4,1.9663890542018647e9,9.135570635687493e8
35,21740,5,4.553214112940727e8,2.902293845505857e8
35,21740,6,9.36509808008951e7,6.547691903572749e7
35,21740,7,2.713218897610989e7,1.4435235177812386e7
35,21740,8,5.759968685330694e7,4.941236543517961e7
35,21740,9,1.4447900214017674e8,2.4744579359698832e8
35,21740,10,7.34525396599494e7,8.35869658311003e7
36,21740,1,5.995179298192974e9,1.8847778971774715e8
36,21740,2,7.480862988069309e9,8.572739305948714e8
36,21740,3,1.0307739238884934e9,2.7881819708785725e8
36,21740,4,2.28392566813454e9,1.0714192041786804e9
36,21740,5,5.425307245733238e8,3.43982422216245e8
36,21740,6,9.986611462371987e7,6.951586068155807e7
36,21740,7,3.0377505541272543e7,1.7476468344339967e7
36,21740,8,4.6352970194656126e7,4.033714062021229e7
36,21740,9,1.2506940246244872e8,2.142440293179357e8
36,21740,10,6.4014982545927465e7,7.338003882626742e7
37,21740,1,6.01594747547814e9,1.8747401802734643e8
37,21740,2,6.30422216055633e9,7.077509171513361e8
37,21740,3,9.294471713621147e8,2.5127247226723236e8
37,21740,4,1.7087314376559305e9,7.95772047629558e8
37,21740,5,3.3954400624351007e8,2.1401298796683288e8
37,21740,6,5.328814752471499e7,3.7844735935057074e7
37,21740,7,1.1184304546344716e7,6.2095706893807445e6
37,21740,8,2.459884715833041e7,2.16489359626048e7
37,21740,9,7.181303506526005e7,1.24991345564882e8
37,21740,10,2.57924376673783e7,2.8921445138175454e7
38,21740,1,5.0639085680951e9,1.600108228593743e8
38,21740,2,7.332918714888412e9,8.341910523225688e8
38,21740,3,1.0050291182322884e9,2.7122378682104415e8
38,21740,4,1.9938455823800056e9,9.346094544312791e8
38,21740,5,3.6549432273573506e8,2.3068175873007178e8
38,21740,6,4.6498443224395536e7,3.341141229478689e7
38,21740,7,9.815430939909475e6,6.418731766369834e6
38,21740,8,1.1855632489144867e7,9.40194864446397e6
38,21740,9,4.5980699687939025e7,7.104456286018795e7
38,21740,10,1.528209101892571e7,1.6311264509990342e7
39,21740,1,7.924274311258737e9,2.4554205041709659e8
39,21740,2,7.825558464904528e9,8.888019476893215e8
39,21740,3,1.087827490836175e9,2.9405615880340517e8
39,21740,4,2.158625109202551e9,1.0042182291324495e9
39,21740,5,4.23479878578761e8,2.6435901393777084e8
39,21740,6,5.865690607976725e7,4.0714568683249764e7
39,21740,7,1.4407259356070746e7,8.323177066635029e6
39,21740,8,2.51591636619317e7,2.303233402054155e7
39,21740,9,6.416914512377231e7,1.0402908460227394e8
39,21740,10,2.567099428225285e7,2.9518568043359954e7
40,21740,1,7.691546061931674e9,2.436984658515917e8
40,21740,2,9.23901973505049e9,1.058597908168031e9
40,21740,3,1.319926495067774e9,3.5264978499484104e8
40,21740,4,2.375522542020011e9,1.0984460856739132e9
40,21740,5,4.768403899562643e8,2.9957097764457875e8
40,21740,6,6.830750389939834e7,4.842836775241496e7
40,21740,7,1.3119129756208291e7,7.678832926397832e6
40,21740,8,2.0289462019845925e7,1.722572649928721e7
40,21740,9,6.158821544607555e7,1.0162316812704468e8
40,21740,10,2.444257675191498e7,2.733578876672994e7
41,21740,1,4.992666959535336e9,1.5771998429886276e8
41,21740,2,5.5596851842099495e9,6.270916560203786e8
41,21740,3,7.686171299424103e8,2.0646087004284513e8
41,21740,4,1.6289292763760843e9,7.52022522444117e8
41,21740,5,3.524975743131351e8,2.2162815748420483e8
41,21740,6,6.5685729134091586e7,4.577462336010815e7
41,21740,7,1.4688346818322748e7,7.927185038350466e6
41,21740,8,4.0456153998406254e7,3.569282835398925e7
41,21740,9,9.396185373842146e7,1.5955253403327164e8
41,21740,10,4.072542674256401e7,4.561713611309082e7
42,21740,1,9.235354225915413e9,2.863980442583456e8
42,21740,2,8.511110265249268e9,9.570549043522395e8
42,21740,3,1.2326172873755155e9,3.336947227197719e8
42,21740,4,2.801577134282569e9,1.3015648063123772e9
42,21740,5,5.569400381111126e8,3.4933302885459775e8
42,21740,6,8.17958425350103e7,5.800079131277923e7
42,21740,7,2.7522687678315103e7,1.6922736741687004e7
42,21740,8,2.9879157547666214e7,2.466653798713898e7
42,21740,9,9.82475132215664e7,1.654637801659612e8
42,21740,10,4.112401481553061e7,4.492064008791496e7
43,21740,1,7.248121341066787e9,2.2339692482395023e8
43,21740,2,8.655653590185158e9,9.837221200438349e8
43,21740,3,1.1950117984594803e9,3.205656520201822e8
43,21740,4,2.1122186857179055e9,9.804943758891482e8
43,21740,5,3.9528777578664154e8,2.4822674136791098e8
43,21740,6,6.605624815723159e7,4.642194626661275e7
43,21740,7,1.1219636868493395e7,6.326649826901587e6
43,21740,8,2.2028595746971425e7,1.877749392206441e7
43,21740,9,5.618486380369087e7,9.280128014495263e7
43,21740,10,2.6822851975948673e7,3.123319432094835e7
44,21740,1,6.83728978252046e9,2.1637707388709626e8
44,21740,2,8.191026986554901e9,9.23228270221039e8
44,21740,3,1.0735566556514968e9,2.901090469129374e8
44,21740,4,1.9394568511615393e9,9.037915557636572e8
44,21740,5,3.8114086813514066e8,2.381079546835741e8
44,21740,6,6.414936023102038e7,4.413662183392252e7
44,21740,7,1.6064198488822866e7,9.210460659339212e6
44,21740,8,2.4799939251228206e7,2.0560869311995093e7
44,21740,9,9.61515906215229e7,1.6470288742000565e8
44,21740,10,3.5790994131731234e7,3.913674094503377e7
45,21740,1,1.213359762696429e10,3.810707953322335e8
45,21740,2,1.1773076995289919e10,1.3408421046848185e9
45,21740,3,1.4266446756144676e9,3.835017497851901e8
45,21740,4,2.0505619964507222e9,9.57576452948679e8
45,21740,5,4.180849570130697e8,2.6264864894829246e8
45,21740,6,6.515170303809034e7,4.477386485040423e7
45,21740,7,1.3829529515058542e7,7.856388048950968e6
45,21740,8,2.9474398834183995e7,2.484323919656583e7
45,21740,9,7.49346030861325e7,1.2662763138242172e8
45,21740,10,3.632218780256619e7,4.319714099048015e7
46,21740,1,3.0451877670190563e9,9.401104069345543e7
46,21740,2,4.769380971237453e9,5.40791585096571e8
46,21740,3,6.701812962035977e8,1.7854230958935234e8
46,21740,4,1.4668479723904104e9,6.755452709868215e8
46,21740,5,3.583264838348142e8,2.2796532798050946e8
46,21740,6,7.269401180673486e7,5.067355733324858e7
46,21740,7,3.817481293202501e7,2.1744731542688478e7
46,21740,8,4.730629254397033e7,4.140196003567681e7
46,21740,9,1.4128732677993733e8,2.413055324963858e8
46,21740,10,6.75608072906362e7,7.907792369857366e7
47,21740,1,5.776022748424705e9,1.7916786834134954e8
47,21740,2,6.273945902239562e9,7.031574236432191e8
47,21740,3,8.765294701310245e8,2.362149577298244e8
47,21740,4,1.961023792566586e9,9.087113159377513e8
47,21740,5,4.379818217675002e8,2.744362503041823e8
47,21740,6,6.271250103313339e7,4.486623475473378e7
47,21740,7,1.9700298814014073e7,1.202717341526634e7
47,21740,8,2.8276180730782446e7,2.4401650938024577e7
47,21740,9,8.41891423944195e7,1.4053200554356465e8
47,21740,10,3.433738306475805e7,3.835137612290263e7
48,21740,1,8.042970846148861e9,2.5504970230751616e8
48,21740,2,1.0069119971367706e10,1.1418578013497841e9
48,21740,3,1.2720266276991115e9,3.44286968209172e8
48,21740,4,1.9683475261341887e9,9.037228316329798e8
48,21740,5,3.9116201072396296e8,2.458093227234602e8
48,21740,6,7.315320909163922e7,5.12172496025033e7
48,21740,7,1.8740861666009564e7,1.0547497678522354e7
48,21740,8,2.778541888015894e7,2.2708065411291998e7
48,21740,9,8.88634105614842e7,1.492033717068215e8
48,21740,10,4.257266057025232e7,4.888560486652405e7
49,21740,1,5.026188429285317e9,1.5705318883704543e8
49,21740,2,6.352037137236218e9,7.250135139697934e8
49,21740,3,9.826402783680854e8,2.65019567558374e8
49,21740,4,2.0664181453981953e9,9.64165630213638e8
49,21740,5,4.7190014710004485e8,2.9499360368827915e8
49,21740,6,7.528622869416474e7,5.280822928048769e7
49,21740,7,1.70788967564557e7,9.8095806062525e6
49,21740,8,2.793842583107775e7,2.450634078173536e7
49,21740,9,9.066274856340386e7,1.5145831180959657e8
49,21740,10,3.9375988631730996e7,4.498757433661231e7
50,21740,1,5.6590258161658e9,1.7621168510755458e8
50,21740,2,7.284565472937456e9,8.177943621519318e8
50,21740,3,1.0614570475739737e9,2.855857596486646e8
50,21740,4,2.259210035860889e9,1.0638829275870275e9
50,21740,5,4.6830996731351477e8,2.9408969007051736e8
50,21740,6,8.82490047356813e7,6.284864363961684e7
50,21740,7,2.0126789727958392e7,1.1409438940851241e7
50,21740,8,2.9411947756459966e7,2.4628543981153492e7
50,21740,9,9.296896305351637e7,1.5623336041433662e8
50,21740,10,3.2818498944787208e7,3.611421196838336e7
51,21740,1,3.158453735483978e9,9.999130058876964e7
