i,species_code,age,n,biomass
1,21740,1,2.1722685585191333e8,4.411543621025562e6
1,21740,2,2.748520576026247e9,2.2760237527921647e8
1,21740,3,9.382208199392486e8,2.0546690944601452e8
1,21740,4,1.3466162600641036e8,5.773452030600645e7
1,21740,5,1.1608590645802441e8,6.855354808431958e7
1,21740,6,1.877588703419715e8,1.306174750322067e8
1,21740,7,1.4852026553726825e8,1.2131437624027236e8
1,21740,8,8.966821188576818e7,8.820729144527254e7
1,21740,9,6.091126519785368e7,6.0319560287401654e7
1,21740,10,6.36035641305091e7,8.830828702451542e7
2,21740,1,2.2783009707514635e8,4.436770934660986e6
2,21740,2,2.37228475278467e9,1.9264910242676538e8
2,21740,3,8.739458443749226e8,1.9197225452355656e8
2,21740,4,1.5801172247666764e8,6.640583101457795e7
2,21740,5,1.3079803057021414e8,7.656706372466284e7
2,21740,6,2.1451197301211137e8,1.4865930377386045e8
2,21740,7,1.554308994745059e8,1.2882441191044793e8
2,21740,8,8.781259517544189e7,8.84718528701478e7
2,21740,9,7.278821380650052e7,7.149279356146695e7
2,21740,10,6.814146383995715e7,9.448032547296642e7
3,21740,1,4.8740634061742675e8,9.185489363254635e6
3,21740,2,4.865150962726364e9,3.798346251882036e8
3,21740,3,1.0007495862446616e9,2.0573207398514572e8
3,21740,4,1.6732614253587618e8,7.29209616710073e7
3,21740,5,1.5639950714398414e8,9.235459367037328e7
3,21740,6,2.697398211511967e8,1.8651795818177366e8
3,21740,7,1.9729337977878696e8,1.5986235719625905e8
3,21740,8,1.0243751121893324e8,1.0352571267404968e8
3,21740,9,8.200765645401362e7,8.064127971895544e7
3,21740,10,6.92827259775284e7,9.136098326683529e7
4,21740,1,6.141613957526579e8,1.1405016405153586e7
4,21740,2,3.463289456378254e9,2.640961096985188e8
4,21740,3,8.704381143466113e8,1.9140965852971858e8
4,21740,4,1.4275641022866818e8,6.067988038003488e7
4,21740,5,1.2211772137069884e8,7.15420649498744e7
4,21740,6,2.0331264599231568e8,1.4168410281090814e8
4,21740,7,1.6572688440049705e8,1.3700374663982657e8
4,21740,8,8.929289551872376e7,8.842201435996144e7
4,21740,9,7.106198312284178e7,7.02821398571123e7
4,21740,10,5.806484100189314e7,7.872698924792567e7
5,21740,1,2.2936089994942567e8,4.4805621379790865e6
5,21740,2,1.728832298226905e9,1.3945317808511406e8
5,21740,3,6.76152792466393e8,1.515503763379805e8
5,21740,4,1.318982395505499e8,5.606746199631463e7
5,21740,5,1.255416264638789e8,7.374643608124915e7
5,21740,6,1.997415095088507e8,1.394245208113943e8
5,21740,7,1.623691560127873e8,1.3222465542507416e8
5,21740,8,9.570678094206934e7,9.629504216434358e7
5,21740,9,7.37306617718649e7,7.373785050080597e7
5,21740,10,7.423402876478443e7,1.0161668050988293e8
6,21740,1,4.3587749798639715e8,8.233551935971787e6
6,21740,2,3.731387106263596e9,3.1042668141452503e8
6,21740,3,1.1582947662884948e9,2.4462905348294878e8
6,21740,4,1.4695199294997945e8,6.404270471014574e7
6,21740,5,1.4348461123775882e8,8.506085328918949e7
6,21740,6,2.3069961420678824e8,1.5996298380380547e8
6,21740,7,1.7709300376892072e8,1.441878853676929e8
6,21740,8,9.817558620944324e7,9.558438658511364e7
6,21740,9,7.945458797668606e7,7.918294625681335e7
6,21740,10,6.13354288819346e7,8.212496217958358e7
7,21740,1,2.0082156332731944e8,3.561545860729313e6
7,21740,2,2.818309142405038e9,2.2601696822111797e8
7,21740,3,8.138257172571349e8,1.8024440479701036e8
7,21740,4,1.563646714230773e8,6.621191952631785e7
7,21740,5,1.255790474147846e8,7.320495734177098e7
7,21740,6,2.1218423004331765e8,1.4602111892452103e8
7,21740,7,1.6618594304144663e8,1.3564440562236142e8
7,21740,8,1.0036036023493052e8,9.712719083563176e7
7,21740,9,7.514177933069997e7,7.405738085213153e7
7,21740,10,6.1195357599486195e7,8.280603472199975e7
8,21740,1,2.5759960719365996e8,4.718439402474236e6
8,21740,2,2.7700515201547985e9,2.2147650881567052e8
8,21740,3,8.093986082904431e8,1.7380180471531847e8
8,21740,4,1.4367282820368305e8,6.231636135375038e7
8,21740,5,1.2677611134229963e8,7.406382530587167e7
8,21740,6,2.104564786995411e8,1.458433173618496e8
8,21740,7,1.596525210502304e8,1.2985016926893194e8
8,21740,8,9.5781280795917e7,9.540147516254881e7
8,21740,9,6.859865075664935e7,6.867496973049511e7
8,21740,10,6.237130704859304e7,8.535519466121244e7
9,21740,1,1.4791396640459242e8,2.8371763175862054e6
9,21740,2,2.3815303100096216e9,1.9590158166876754e8
9,21740,3,8.042244331567135e8,1.702206842743631e8
9,21740,4,1.3230240189899665e8,5.801183734748265e7
9,21740,5,1.373730028677763e8,8.133227965207982e7
9,21740,6,2.4042918092977569e8,1.670733987068892e8
9,21740,7,1.811841532548915e8,1.46243681078656e8
9,21740,8,9.595669850471991e7,9.495569261774123e7
9,21740,9,7.548378842094682e7,7.576923621922565e7
9,21740,10,6.967104969359325e7,9.506040590853228e7
10,21740,1,2.960679905595604e8,5.464096338105168e6
