transect,interval,lat,lon,class,nasc,x,y
2,20180608195228,56.0561906,-161.5913533,PK1,22.326204,712.2341741141664,6217.573274543473
2,20180608195455,56.0645411,-161.5908138,PK1,62.747815,712.2218478374162,6218.503711068023
2,20180608195723,56.0728665,-161.5903133,PK1,17.828974,712.2072143391592,6219.431236610649
2,20180608195950,56.0812142,-161.5896052,PK1,122.647342,712.2053519732982,6220.361881627947
2,20180608200219,56.0895658,-161.5889476,PK1,133.814464,712.2003043291874,6221.292805839895
2,20180608200447,56.0979402,-161.5884053,PK1,571.286885,712.187940910443,6222.22591202527
2,20180608200715,56.1062397,-161.587752,PK1,136.610531,712.182869747874,6223.15102964226
2,20180608200941,56.1146042,-161.5873649,PK1,184.055613,712.1608766198035,6224.082558648306
2,20180608201206,56.122945,-161.5868984,PK1,192.314447,712.1439319494451,6225.0116965566995
2,20180608201430,56.131269,-161.5862568,PK1,217.475617,712.1379389569648,6225.939505244346
2,20180608201654,56.1395719,-161.5856185,PK1,224.428785,712.1318355267803,6226.864957648924
2,20180608201920,56.1479277,-161.5848992,PK1,75.330256,712.1304479702737,6227.796543796833
2,20180608202145,56.1562571,-161.5841902,PK1,191.858346,712.1285426384617,6228.725162664678
2,20180608202409,56.1645445,-161.5834459,PK1,194.209086,712.1290360860618,6229.649219464204
2,20180608202634,56.1728684,-161.5826559,PK1,273.075591,712.1321392801677,6230.577477401116
2,20180608202859,56.1811806,-161.5818185,PK1,140.678433,712.1382216633723,6231.504580708124
2,20180608203124,56.1895472,-161.5811408,PK1,173.968955,712.1340720570685,6232.437243835805
2,20180608203348,56.1978314,-161.5804124,PK1,86.175091,712.133498357165,6233.3608988256565
2,20180608203613,56.2061942,-161.5798083,PK1,53.80539,712.124760690553,6234.292914146782
2,20180608203840,56.2144967,-161.5791409,PK1,190.224975,712.1202586467155,6235.218418187299
2,20180608204109,56.2228276,-161.578559,PK1,211.103055,712.1102790883529,6236.146818454941
2,20180608204338,56.2311854,-161.5782331,PK1,127.402582,712.0842706993153,6237.077423037267
2,20180608204606,56.2395368,-161.5779104,PK1,194.2795,712.0580861332023,6238.007306591456
2,20180608204832,56.2478512,-161.5775854,PK1,308.123417,712.0322353664022,6238.9330825431625
2,20180608205100,56.256211,-161.5771196,PK1,366.048804,712.0148374615472,6239.864342356652
2,20180608205327,56.264529,-161.5766962,PK1,253.646412,711.9950291824755,6240.790823030634
2,20180608205556,56.272866,-161.5762008,PK1,287.939482,711.9795555871854,6241.719639361766
2,20180608205826,56.2812262,-161.5754443,PK1,269.084312,711.9800903715982,6242.651840858806
2,20180608210055,56.2895201,-161.5746814,PK1,208.860575,711.9813631844211,6243.576688540672
2,20180608210324,56.2978674,-161.5739694,PK1,178.673408,711.9791673066644,6244.507319678067
2,20180608210552,56.3062007,-161.5733834,PK1,200.863562,711.9692344868265,6245.436006252639
2,20180608210821,56.3145112,-161.5728407,PK1,179.053214,711.956730993549,6246.3620241625085
2,20180608211049,56.32289,-161.5723681,PK1,257.799546,711.939497268292,6247.295423554863
2,20180608211317,56.3311965,-161.5716809,PK1,242.126031,711.9359073559887,6248.2214430470085
2,20180608211545,56.3395278,-161.5710381,PK1,283.41401,711.9294139790004,6249.150084877139
2,20180608211814,56.347835,-161.570382,PK1,311.082581,711.9238539135529,6250.076087823771
2,20180608212043,56.3561574,-161.5699534,PK1,173.996537,711.9041391457782,6251.003081120313
2,20180608212312,56.3644925,-161.5694368,PK1,90.194165,711.8897706473929,6251.931758796293
2,20180608212541,56.3728392,-161.5689717,PK1,138.932447,711.872140517107,6252.861568674003
2,20180608212809,56.3812035,-161.5685211,PK1,125.301717,711.8535007338264,6253.793292120135
