"","survey","transect","interval","class","nasc","start_longitude","start_latitude","start_vessel_log","mean_bottom_depth","start_longitute"
"1",201807,1,20180608055320,"BT",0.086774,-160.9154249,57.1735534,307.000584,65.67,-160.9154249
"2",201807,1,20180608055320,"MIX1",155.59707,-160.9154249,57.1735534,307.000584,65.67,-160.9154249
"3",201807,1,20180608055320,"PK1",0.248982,-160.9154249,57.1735534,307.000584,65.67,-160.9154249
"4",201807,1,20180608055623,"BT",29.233459,-160.918081,57.1652994,307.502347,66.33,-160.918081
"5",201807,1,20180608055623,"MIX1",1260.538824,-160.918081,57.1652994,307.502347,66.33,-160.918081
"6",201807,1,20180608055623,"PK1",19.244672,-160.918081,57.1652994,307.502347,66.33,-160.918081
"7",201807,1,20180608055846,"BT",47.408911,-160.9191945,57.1570385,308.000313,67.09,-160.9191945
"8",201807,1,20180608055846,"MIX1",1154.742127,-160.9191945,57.1570385,308.000313,67.09,-160.9191945
"9",201807,1,20180608055846,"PK1",2.776193,-160.9191945,57.1570385,308.000313,67.09,-160.9191945
"10",201807,1,20180608060108,"BT",3.332721,-160.9200673,57.148706,308.500734,67.48,-160.9200673
"11",201807,1,20180608060108,"MIX1",1294.968227,-160.9200673,57.148706,308.500734,67.48,-160.9200673
"12",201807,1,20180608060108,"PK1",11.545485,-160.9200673,57.148706,308.500734,67.48,-160.9200673
"13",201807,1,20180608060331,"BT",2.201803,-160.9204533,57.1403649,309.001217,67.87,-160.9204533
"14",201807,1,20180608060331,"MIX1",1356.18252,-160.9204533,57.1403649,309.001217,67.87,-160.9204533
"15",201807,1,20180608060331,"PK1",0.381185,-160.9204533,57.1403649,309.001217,67.87,-160.9204533
"16",201807,1,20180608060554,"BT",42.976812,-160.9209823,57.1319924,309.503522,67.75,-160.9209823
"17",201807,1,20180608060554,"MIX1",924.650245,-160.9209823,57.1319924,309.503522,67.75,-160.9209823
"18",201807,1,20180608060554,"PK1",17.67793,-160.9209823,57.1319924,309.503522,67.75,-160.9209823
"19",201807,1,20180608060822,"BT",45.418295,-160.9214927,57.1237182,310.000289,66.54,-160.9214927
"20",201807,1,20180608060822,"MIX1",771.477705,-160.9214927,57.1237182,310.000289,66.54,-160.9214927
"21",201807,1,20180608060822,"PK1",35.263131,-160.9214927,57.1237182,310.000289,66.54,-160.9214927
"22",201807,1,20180608061054,"BT",15.411325,-160.9220269,57.1153278,310.503444,64.06,-160.9220269
"23",201807,1,20180608061054,"MIX1",1620.928865,-160.9220269,57.1153278,310.503444,64.06,-160.9220269
"24",201807,1,20180608061054,"PK1",81.554707,-160.9220269,57.1153278,310.503444,64.06,-160.9220269
"25",201807,1,20180608061321,"BT",24.57971,-160.9226391,57.1070172,311.001602,63.56,-160.9226391
"26",201807,1,20180608061321,"MIX1",797.836553,-160.9226391,57.1070172,311.001602,63.56,-160.9226391
"27",201807,1,20180608061321,"PK1",73.4762,-160.9226391,57.1070172,311.001602,63.56,-160.9226391
"28",201807,1,20180608061548,"BT",23.041639,-160.9232309,57.0986761,311.502522,63.27,-160.9232309
"29",201807,1,20180608061548,"MIX1",744.942793,-160.9232309,57.0986761,311.502522,63.27,-160.9232309
"30",201807,1,20180608061548,"PK1",16.391632,-160.9232309,57.0986761,311.502522,63.27,-160.9232309
"31",201807,1,20180608061814,"BT",5.406159,-160.9238277,57.0903471,312.001839,62.25,-160.9238277
