ship,survey,event_id,species_code,specimen_id,fork_length,organism_weight,age,sex,eq_longitude
157,201807,1.0,21740,185,42.8,0.494,6,Male,-160.9204
157,201807,1.0,21740,192,49.1,0.718,6,Female,-160.9204
157,201807,1.0,21740,196,44.8,0.6,6,Male,-160.9204
157,201807,1.0,21740,197,50.4,0.834,7,Male,-160.9204
157,201807,1.0,21740,200,38.7,0.388,4,Male,-160.9204
157,201807,1.0,21740,204,44.7,0.584,9,Male,-160.9204
157,201807,1.0,21740,209,46.7,0.578,5,Female,-160.9204
157,201807,2.0,21740,386,37.3,0.368,5,Male,-161.542
157,201807,2.0,21740,416,44.1,0.584,6,Male,-161.542
157,201807,2.0,21740,477,39.8,0.432,5,Male,-161.542
157,201807,2.0,21740,491,42.5,0.508,5,Female,-161.542
157,201807,2.0,21740,536,41.2,0.48,5,Female,-161.542
157,201807,2.0,21740,545,35.0,0.282,3,Male,-161.542
157,201807,3.0,21740,861,42.2,0.462,5,Male,-162.1964
157,201807,5.0,21740,1358,39.1,0.4,5,Male,-162.7619
157,201807,5.0,21740,1388,41.5,0.51,5,Female,-162.7619
157,201807,5.0,21740,1409,48.4,0.722,6,Female,-162.7619
157,201807,5.0,21740,1422,43.8,0.526,6,Female,-162.7619
157,201807,5.0,21740,1401,46.3,0.582,6,Female,-162.7619
157,201807,3.0,21740,968,48.1,0.734,8,Male,-162.1964
157,201807,5.0,21740,1438,47.8,0.644,5,Female,-162.7619
157,201807,6.0,21740,1724,48.6,0.692,6,Male,-163.3912
157,201807,6.0,21740,1733,49.4,0.846,7,Female,-163.3912
157,201807,6.0,21740,1736,43.2,0.478,5,Male,-163.3912
157,201807,6.0,21740,1737,44.9,0.596,5,Male,-163.3912
157,201807,6.0,21740,1741,45.6,0.584,6,Male,-163.3912
157,201807,5.0,21740,1235,20.8,0.06,2,Female,-162.7619
157,201807,7.0,21740,1897,48.2,0.634,7,Male,-163.9863
157,201807,15.0,21740,3770,42.6,0.598,6,Female,-164.5634
157,201807,13.0,21740,3320,48.2,0.742,6,Male,-164.5714
157,201807,13.0,21740,3326,48.2,0.632,8,Male,-164.5714
157,201807,13.0,21740,3333,42.7,0.508,5,Male,-164.5714
157,201807,13.0,21740,3404,41.7,0.534,5,Female,-164.5714
157,201807,15.0,21740,3746,46.0,0.74,7,Male,-164.5634
157,201807,15.0,21740,3747,45.2,0.66,5,Female,-164.5634
157,201807,15.0,21740,3753,44.7,0.642,6,Male,-164.5634
157,201807,15.0,21740,3754,42.0,0.642,5,Male,-164.5634
157,201807,9.0,21740,2575,14.7,0.02,1,,-163.9567
157,201807,12.0,21740,2953,15.3,0.024,1,,-164.5761
157,201807,12.0,21740,2955,14.9,0.02,1,,-164.5761
157,201807,15.0,21740,3761,40.6,0.572,5,Male,-164.5634
157,201807,19.0,21740,5019,40.1,0.426,5,Female,-165.1922
157,201807,17.0,21740,4484,46.9,0.7,6,Female,-165.1472
157,201807,17.0,21740,4494,58.4,0.95,10,Female,-165.1472
157,201807,17.0,21740,4498,45.5,0.604,6,Female,-165.1472
157,201807,17.0,21740,4508,47.6,0.76,6,Female,-165.1472
157,201807,16.0,21740,4100,44.9,0.668,6,Male,-165.1399
157,201807,19.0,21740,4923,48.0,0.658,6,Female,-165.1922
157,201807,16.0,21740,4118,48.3,0.77,8,Female,-165.1399
157,201807,16.0,21740,4119,42.6,0.554,5,Male,-165.1399
157,201807,16.0,21740,4122,43.3,0.65,5,Male,-165.1399
157,201807,16.0,21740,4123,46.7,0.624,9,Male,-165.1399
157,201807,19.0,21740,4952,51.1,0.758,10,Male,-165.1922
157,201807,19.0,21740,5010,40.4,0.462,5,Male,-165.1922
157,201807,21.0,21740,5265,43.6,0.594,6,Male,-165.7514
157,201807,21.0,21740,5267,45.3,0.744,6,Female,-165.7514
157,201807,21.0,21740,5270,43.4,0.622,6,Male,-165.7514
157,201807,21.0,21740,5279,46.6,0.724,5,Female,-165.7514
157,201807,21.0,21740,5286,48.0,0.682,7,Male,-165.7514
157,201807,21.0,21740,5245,46.1,0.738,6,Female,-165.7514
157,201807,23.0,21740,5674,46.5,0.756,6,Male,-166.2837
157,201807,23.0,21740,5679,46.0,0.766,6,Female,-166.2837
157,201807,23.0,21740,5687,50.4,0.958,6,Female,-166.2837
157,201807,23.0,21740,5692,45.4,0.646,6,Female,-166.2837
157,201807,28.0,21740,6320,44.5,0.714,6,Male,-166.3777
157,201807,28.0,21740,6350,46.7,0.644,6,Male,-166.3777
157,201807,28.0,21740,6360,40.9,0.484,6,Male,-166.3777
157,201807,24.0,21740,5768,47.6,0.668,8,Male,-166.2708
157,201807,24.0,21740,5771,43.2,0.488,6,Male,-166.2708
157,201807,25.0,21740,6056,42.0,0.602,5,Male,-166.3557
157,201807,25.0,21740,6058,41.8,0.568,5,Male,-166.3557
157,201807,25.0,21740,6061,42.8,0.604,6,Female,-166.3557
157,201807,23.0,21740,5598,44.6,0.756,6,Male,-166.2837
157,201807,24.0,21740,5775,48.8,0.768,7,Female,-166.2708
157,201807,25.0,21740,6066,46.0,0.65,5,Male,-166.3557
157,201807,25.0,21740,6067,43.5,0.68,5,Female,-166.3557
157,201807,25.0,21740,6070,40.1,0.468,5,Male,-166.3557
157,201807,25.0,21740,6077,46.6,0.79,6,Female,-166.3557
157,201807,24.0,21740,5796,42.5,0.65,5,Male,-166.2708
157,201807,25.0,21740,6089,45.7,0.662,6,Female,-166.3557
157,201807,23.0,21740,5647,46.7,0.88,6,Female,-166.2837
