ship,survey,event_id,species_code,specimen_id,fork_length,organism_weight,age,sex,eq_longitude
157,200809,5,21740,132,58.0,1.284,8,Female,-163.3491
157,200809,5,21740,139,54.0,1.1,13,Male,-163.3491
157,200809,5,21740,173,62.0,1.71,9,Female,-163.3491
157,200809,5,21740,182,60.0,1.556,10,Male,-163.3491
157,200809,5,21740,185,57.0,1.108,10,Female,-163.3491
157,200809,5,21740,2,63.0,1.858,8,Female,-163.3491
157,200809,5,21740,136,58.0,1.392,8,Male,-163.3491
157,200809,5,21740,137,58.0,1.378,13,Female,-163.3491
157,200809,5,21740,140,60.0,1.626,10,Male,-163.3491
157,200809,5,21740,143,51.0,0.728,9,Male,-163.3491
157,200809,5,21740,180,55.0,0.72,8,Female,-163.3491
157,200809,5,21740,12,57.0,1.53,13,Male,-163.3491
157,200809,5,21740,135,52.0,0.98,10,Male,-163.3491
157,200809,5,21740,142,63.0,1.96,10,Male,-163.3491
157,200809,5,21740,179,62.0,1.792,16,Male,-163.3491
157,200809,5,21740,183,64.0,1.656,12,Female,-163.3491
157,200809,5,21740,10,59.0,1.256,16,Male,-163.3491
157,200809,5,21740,130,58.0,1.424,11,Male,-163.3491
157,200809,5,21740,133,55.0,1.39,10,Male,-163.3491
157,200809,5,21740,138,59.0,1.75,11,Male,-163.3491
157,200809,5,21740,141,53.0,1.06,7,Male,-163.3491
157,200809,5,21740,131,67.0,2.286,10,Female,-163.3491
157,200809,5,21740,176,60.0,1.66,11,Male,-163.3491
157,200809,5,21740,178,61.0,1.754,11,Female,-163.3491
157,200809,5,21740,181,64.0,1.858,11,Male,-163.3491
157,200809,5,21740,11,68.0,1.644,13,Male,-163.3491
157,200809,5,21740,174,62.0,1.872,9,Female,-163.3491
157,200809,5,21740,188,67.0,1.88,17,Female,-163.3491
157,200809,5,21740,13,63.0,1.902,12,Male,-163.3491
157,200809,5,21740,134,64.0,1.65,16,Female,-163.3491
157,200809,5,21740,175,58.0,1.542,13,Male,-163.3491
157,200809,5,21740,177,63.0,1.85,9,Female,-163.3491
157,200809,5,21740,184,60.0,1.578,8,Female,-163.3491
157,200809,5,21740,186,65.0,1.61,10,Female,-163.3491
157,200809,5,21740,187,64.0,2.052,13,Male,-163.3491
157,200809,5,21740,189,60.0,1.534,11,Male,-163.3491
157,200809,9,21740,244,62.0,1.768,8,Female,-164.5204
157,200809,9,21740,246,62.0,1.814,9,Female,-164.5204
157,200809,9,21740,282,52.0,0.746,8,Male,-164.5204
157,200809,9,21740,291,61.0,1.556,10,Male,-164.5204
157,200809,9,21740,293,58.0,1.152,9,Female,-164.5204
157,200809,9,21740,294,56.0,1.31,11,Female,-164.5204
157,200809,9,21740,284,49.0,0.71,6,Male,-164.5204
157,200809,9,21740,289,66.0,1.832,14,Female,-164.5204
157,200809,9,21740,292,61.0,1.56,9,Female,-164.5204
157,200809,9,21740,295,62.0,1.592,9,Female,-164.5204
