"","survey","event_id","EQLatitude","EQLongitude"
"1",200809,1,"56.11297833","-162.16113"
"2",200809,2,"56.64410167","-163.32874333"
"3",200809,3,"56.64385833","-163.32686167"
"4",200809,4,"55.568455","-163.34940667"
"5",200809,5,"55.49545667","-163.34912"
"6",200809,6,"55.76908333","-164.15520333"
"7",200809,7,"56.18336","-164.53350067"
"8",200809,8,"55.76644333","-164.60871"
"9",200809,9,"55.34504167","-164.52038"
"10",200809,10,"55.040045","-165.10384333"
"11",200809,11,"55.038815","-165.097765"
"12",200809,12,"55.03258167","-165.097675"
"13",200809,13,"55.979275","-165.13180333"
"14",200809,14,"56.34908667","-165.13971833"
"15",200809,15,"54.65110167","-165.675015"
"16",200809,16,"54.49353","-165.72059667"
"17",200809,18,"57.448745","-166.39134"
"18",200809,19,"55.40731333","-167.51851667"
"19",200809,20,"55.40121167","-167.49896167"
"20",200809,21,"56.65011667","-167.60648333"
"21",200809,22,"56.577295","-168.21792667"
"22",200809,17,"54.664295","-166.27735167"
"23",200809,64,"59.37998","-175.73821333"
"24",200809,65,"59.60094","-175.79441333"
"25",200809,66,"59.97256667","-175.92104333"
"26",200809,67,"60.317775","-176.01563167"
"27",200809,68,"60.668495","-176.12321333"
"28",200809,69,"60.85842","-176.189675"
"29",200809,70,"60.86496833","-176.17421167"
"30",200809,71,"61.01147833","-176.90424167"
"31",200809,23,"55.72929833","-168.39801667"
"32",200809,24,"56.502365","-168.81578333"
"33",200809,25,"56.60770833","-170.16418833"
"34",200809,26,"56.723715","-170.0607"
"35",200809,27,"57.52492","-170.18819667"
"36",200809,28,"56.18714167","-170.594815"
"37",200809,29,"56.25927667","-170.61079"
"38",200809,30,"56.525085","-171.25893167"
"39",200809,31,"57.02809833","-171.34751"
"40",200809,72,"60.72851833","-176.82454167"
"41",200809,73,"61.44726","-176.37632167"
"42",200809,74,"61.47728","-176.38775333"
"43",200809,75,"61.526125","-176.40152167"
"44",200809,76,"61.90281667","-176.51278333"
"45",200809,77,"62.27491833","-177.3693"
"46",200809,78,"61.99715","-177.26698833"
"47",200809,79,"61.487995","-177.089775"
"48",200809,80,"59.94756","-176.55106333"
"49",200809,32,"59.90928333","-171.89918333"
"50",200809,33,"59.50795667","-172.47463333"
"51",200809,34,"57.10808333","-171.98722833"
"52",200809,35,"56.891135","-171.938855"
"53",200809,36,"57.77613167","-172.73908167"
"54",200809,37,"58.17414333","-172.820515"
"55",200809,38,"58.48201333","-172.88825167"
"56",200809,39,"58.55669333","-172.90544833"
"57",200809,40,"58.86998333","-172.97114"
"58",200809,81,"59.946835","-176.56742833"
"59",200809,82,"60.27678667","-176.66915833"
"60",200809,83,"59.53569833","-176.42179667"
"61",200809,84,"59.36079167","-176.363315"
"62",200809,85,"58.962025","-176.231925"
"63",200809,86,"58.82403333","-176.19072"
"64",200809,87,"57.502515","-173.93459333"
"65",200809,88,"57.75683833","-174.16120833"
"66",200809,89,"57.76257","-174.150985"
"67",200809,41,"58.84178167","-172.96874333"
"68",200809,42,"59.63634333","-173.13982167"
"69",200809,43,"60.20192833","-173.27043167"
"70",200809,44,"59.00814833","-173.652795"
"71",200809,45,"58.87892","-173.62263167"
"72",200809,46,"58.62326","-173.56055167"
"73",200809,47,"58.08277667","-173.433825"
"74",200809,48,"57.46831167","-173.92199333"
"75",200809,49,"57.48204167","-173.92371667"
"76",200809,90,"58.708445","-176.77527333"
"77",200809,91,"59.28021667","-176.95203333"
"78",200809,92,"59.94931667","-177.22997333"
"79",200809,93,"60.47968167","-177.41362"
"80",200809,94,"61.080105","-177.64212167"
"81",200809,95,"61.78522","-177.91165333"
"82",200809,96,"62.30785167","-178.83587667"
"83",200809,97,"61.44505667","-178.48327167"
"84",200809,98,"60.77660667","-178.21572167"
"85",200809,50,"58.5118","-174.18385333"
"86",200809,51,"58.93249333","-174.29143667"
"87",200809,52,"59.31103167","-174.39391667"
"88",200809,53,"59.638625","-174.47557667"
"89",200809,54,"59.98324333","-174.578345"
"90",200809,55,"61.06678","-174.85086667"
"91",200809,56,"61.24271667","-174.91304"
"92",200809,57,"60.856115","-175.46663"
"93",200809,58,"60.058885","-175.25837667"
"94",200809,99,"60.48317167","-178.10177833"
"95",200809,100,"59.96531333","-177.90613333"
"96",200809,101,"59.6574","-177.785965"
"97",200809,102,"59.01487167","-177.53908667"
"98",200809,103,"60.16385833","-178.65807667"
"99",200809,104,"61.19426333","-179.08795833"
"100",200809,59,"59.73095833","-175.15261333"
"101",200809,60,"59.06604667","-175.60480167"
"102",200809,61,"59.30612","-175.70089167"
"103",200809,62,"59.42181667","-175.682185"
"104",200809,63,"59.40743167","-175.72739667"
"105",200809,105,"61.54027167","-179.243465"
"106",200809,106,"61.85481833","-179.36712167"
"107",200809,107,"62.265","179.95800167"
"108",200809,108,"61.17404833","-179.77622"
"109",200809,109,"61.10845","179.550305"
"110",200809,110,"60.20266833","-177.68446333"
"111",200809,111,"60.204815","-177.68487833"
"112",200809,112,"60.20808667","-177.67862667"
"113",200809,113,"60.20795167","-177.68364833"
"114",200809,114,"60.382945","-177.531475"
"115",200809,115,"60.38598167","-177.54162"
"116",200809,116,"60.357685","-177.50978"
"117",200809,117,"60.35999333","-177.510865"
"118",200809,118,"60.43923167","-177.55023667"
"119",200809,119,"60.4415","-177.55398167"
"120",200809,120,"60.66219333","-177.70095667"
"121",200809,121,"60.669255","-177.71763"
"122",200809,122,"60.214265","-176.64814333"
"123",200809,123,"60.21155667","-176.64428167"
"124",200809,124,"60.21216833","-176.64801167"
"125",200809,125,"60.212695","-176.65777333"
