transect,class,x,y,lon,lat,log,nasc
1,BT,750.0,6240.0,-160.94694337,56.24211417,259.25205960000005,36.1203074
1,BT,750.0,6250.0,-160.94068327272728,56.33026304545454,264.5020060909091,22.053876727272726
1,BT,750.0,6260.0,-160.93403414,56.41849296,269.7516365,24.0949108
1,BT,750.0,6270.0,-160.92747546666664,56.505332733333326,280.2517363333333,4.614908916666667
1,BT,750.0,6280.0,-160.9211904,56.59915201818182,288.50191009090906,1.153281090909091
1,BT,750.0,6290.0,-160.91372422999999,56.687315090000006,293.7514996,0.014056200000000001
1,BT,750.0,6300.0,-160.90697547272728,56.775458590909096,299.0017369090909,7.872159181818183
1,BT,750.0,6310.0,-160.9004656818182,56.86779755454545,304.5018072727273,3.354176181818182
1,BT,750.0,6320.0,-160.89255964,56.956003989999985,309.7516688,1.1605694999999998
1,BT,750.0,6330.0,-160.8862385909091,57.04422772727271,315.0018452727273,2.188804
1,BT,750.0,6340.0,-160.8799700222222,57.12822148888889,320.0021687777778,0.25345500000000004
2,BT,710.0,6220.0,-161.56375534999998,56.092362475,395.751383375,26.001405375
2,BT,710.0,6230.0,-161.55837179999997,56.16793120999999,400.2513872,13.1205951
2,BT,710.0,6240.0,-161.55133234545454,56.256156681818176,405.5022967272727,8.164831000000001
2,BT,710.0,6250.0,-161.54480544999998,56.34463885833333,418.2517175,4.1236741666666665
2,BT,710.0,6260.0,-161.53875344545452,56.43707144545454,427.5021270909092,1.255870090909091
2,BT,710.0,6270.0,-161.53312175000002,56.52513531000001,432.75221230000005,2.2415147
2,BT,710.0,6280.0,-161.52714567272727,56.61313057272728,438.0016852727273,3.348620090909091
2,BT,710.0,6290.0,-161.52010492727274,56.70493841818181,443.50104781818186,2.8205252727272727
2,BT,710.0,6300.0,-161.5141166090909,56.79770129999999,449.00139454545456,27.930674363636363
2,BT,710.0,6310.0,-161.51018825,56.88595801,454.2515600999999,6.367641900000001
2,BT,710.0,6320.0,-161.50518715454544,56.97407357272727,459.50156290909086,3.837954181818182
2,BT,710.0,6330.0,-161.49933892727276,57.06639160909092,465.0018180909091,3.349348090909091
2,BT,710.0,6340.0,-161.49187783000002,57.154459630000005,470.25234040000004,0.9033351999999999
2,BT,710.0,6350.0,-161.4877417,57.2006174,473.00285,0.764299
3,BT,680.0,6340.0,-162.102124,57.2098337,494.500745,5.26456
3,BT,670.0,6340.0,-162.10638058,57.16366638000001,497.25171549999993,2.3835895999999996
3,BT,670.0,6330.0,-162.11020845000002,57.11329805,500.25172999999995,22.3728805
3,BT,680.0,6330.0,-162.1105907125,57.071271825,502.751384875,1.1113309999999998
3,BT,680.0,6320.0,-162.11003846363636,56.99131976363637,507.5015234545455,2.324656181818182
3,BT,680.0,6310.0,-162.11280212727272,56.898771654545456,513.0013995454545,4.492789363636364
3,BT,680.0,6300.0,-162.12202566000002,56.81065772999999,518.2516559000001,0.5271576
3,BT,680.0,6290.0,-162.12883102727272,56.72257681818182,523.5022615454545,0.528365090909091
3,BT,680.0,6280.0,-162.13361222727272,56.63030383636363,529.0019532727273,1.5611189090909088
3,BT,680.0,6270.0,-162.13803532000003,56.54212552,534.251678,3.8813346
3,BT,680.0,6260.0,-162.14312466363637,56.453874199999994,539.5015397272728,11.839431363636363
3,BT,680.0,6250.0,-162.1479772909091,56.36148432727273,545.0015154545455,12.402725454545454
3,BT,680.0,6240.0,-162.15178396,56.27325112,550.2520243,11.0724297
3,BT,680.0,6230.0,-162.1580112909091,56.185029118181816,555.5014388181818,1.457521
3,BT,680.0,6220.0,-162.161761,56.09030719999999,562.7515453333334,2.3238203333333334
3,BT,680.0,6210.0,-162.16713915454545,56.00346055454545,576.0015380909091,10.607747545454545
3,BT,680.0,6200.0,-162.17198048749998,55.923690675,580.7516691249999,29.213048375
4,BT,640.0,6160.0,-162.7818828,55.6099878,629.002282,0.464011
4,BT,640.0,6170.0,-162.78055667000004,55.656427359999995,631.7516552,25.0282736
4,BT,640.0,6180.0,-162.7752515545455,55.74462225454545,637.0015857272728,31.14338063636364
4,BT,640.0,6190.0,-162.7713605,55.83705943636364,642.5021399090909,15.985647454545456
4,BT,640.0,6200.0,-162.76788905,55.92531193,647.7519121,0.0436744
4,BT,640.0,6210.0,-162.7622251,56.01351082727272,653.0017715454544,4.493590727272727
4,BT,640.0,6220.0,-162.75762614545454,56.105961427272725,658.5018359090908,8.866829090909091
4,BT,640.0,6230.0,-162.75290808,56.19418595,663.7518031,24.304581999999993
4,BT,640.0,6240.0,-162.74822805454548,56.282389827272716,669.002218909091,43.354006545454546
4,BT,640.0,6250.0,-162.7439527909091,56.37475547272727,674.5015861818181,26.35813354545455
4,BT,640.0,6260.0,-162.73995797,56.46296502,679.7516535999999,15.047222300000001
4,BT,640.0,6270.0,-162.734421,56.55175883333333,689.8347730833333,18.113899916666664
4,BT,640.0,6280.0,-162.7312371181818,56.64329817272728,702.0018138181819,18.782478
4,BT,640.0,6290.0,-162.7308563272727,56.73569140909091,707.5013347272726,8.928880909090909
4,BT,640.0,6300.0,-162.732156,56.82389431,712.7519745999999,2.7468196000000002
4,BT,640.0,6310.0,-162.72637833636364,56.91189651818183,718.0013592727273,0.8606519090909092
4,BT,640.0,6320.0,-162.71883436363635,57.0041938909091,723.5014263636363,0.6465064545454546
4,BT,640.0,6330.0,-162.71512696,57.09242826,728.7507319,1.9503253999999999
4,BT,640.0,6340.0,-162.710184275,57.167963300000004,733.2511778749999,4.186852375
5,BT,600.0,6340.0,-163.320122,57.17885911250001,758.2516370000001,0.41117937499999996
5,BT,600.0,6330.0,-163.32097253,57.103136989999996,762.7517617999999,0.8947958
5,BT,600.0,6320.0,-163.3228387090909,57.01485346363638,768.0016493636363,1.703774818181818
