"","survey","transect","interval","class","nasc","start_longitude","start_latitude","start_vessel_log","mean_bottom_depth","start_longitute"
"1",200809,1,515,"BT",8.483044,-160.9489755,56.2042395,257.001607,40.16,-160.9489755
"2",200809,1,515,"MIX1",1.51269,-160.9489755,56.2042395,257.001607,40.16,-160.9489755
"3",200809,1,515,"MIX3",8.662141,-160.9489755,56.2042395,257.001607,40.16,-160.9489755
"4",200809,1,516,"BT",9.007002,-160.9486963,56.2126989,257.502733,40.2,-160.9486963
"5",200809,1,516,"MIX1",7.966911,-160.9486963,56.2126989,257.502733,40.2,-160.9486963
"6",200809,1,516,"MIX3",14.468338,-160.9486963,56.2126989,257.502733,40.2,-160.9486963
"7",200809,1,517,"BT",38.537126,-160.9482762,56.2211438,258.00295,40.67,-160.9482762
"8",200809,1,517,"MIX1",0.342031,-160.9482762,56.2211438,258.00295,40.67,-160.9482762
"9",200809,1,517,"MIX3",46.269592,-160.9482762,56.2211438,258.00295,40.67,-160.9482762
"10",200809,1,518,"BT",0.683758,-160.9479312,56.2295374,258.501087,40.28,-160.9479312
"11",200809,1,518,"MIX1",1.033901,-160.9479312,56.2295374,258.501087,40.28,-160.9479312
"12",200809,1,518,"MIX3",7.339242,-160.9479312,56.2295374,258.501087,40.28,-160.9479312
"13",200809,1,519,"BT",54.056996,-160.947594,56.2379776,259.003161,40.96,-160.947594
"14",200809,1,519,"MIX1",4.694931,-160.947594,56.2379776,259.003161,40.96,-160.947594
"15",200809,1,519,"MIX3",80.033868,-160.947594,56.2379776,259.003161,40.96,-160.947594
"16",200809,1,520,"BT",21.243814,-160.9469352,56.246326,259.500981,41.37,-160.9469352
"17",200809,1,520,"MIX1",1.359104,-160.9469352,56.246326,259.500981,41.37,-160.9469352
"18",200809,1,520,"MIX3",29.9146,-160.9469352,56.246326,259.500981,41.37,-160.9469352
"19",200809,1,521,"BT",38.22383,-160.9461181,56.254741,260.003236,44.17,-160.9461181
"20",200809,1,521,"MIX1",8.943771,-160.9461181,56.254741,260.003236,44.17,-160.9461181
"21",200809,1,521,"MIX3",67.94537,-160.9461181,56.254741,260.003236,44.17,-160.9461181
"22",200809,1,522,"BT",86.885602,-160.9455157,56.2630906,260.500981,46.79,-160.9455157
"23",200809,1,522,"MIX1",0.825643,-160.9455157,56.2630906,260.500981,46.79,-160.9455157
"24",200809,1,522,"MIX3",220.892471,-160.9455157,56.2630906,260.500981,46.79,-160.9455157
"25",200809,1,523,"BT",59.119668,-160.9449624,56.2715153,261.003136,48.16,-160.9449624
"26",200809,1,523,"MIX1",1.409449,-160.9449624,56.2715153,261.003136,48.16,-160.9449624
"27",200809,1,523,"MIX3",210.858048,-160.9449624,56.2715153,261.003136,48.16,-160.9449624
"28",200809,1,524,"BT",44.962234,-160.9444291,56.2798716,261.500724,49.59,-160.9444291
"29",200809,1,524,"MIX1",1.117235,-160.9444291,56.2798716,261.500724,49.59,-160.9444291
"30",200809,1,524,"MIX3",126.047159,-160.9444291,56.2798716,261.500724,49.59,-160.9444291
"31",200809,1,525,"BT",53.120652,-160.9438474,56.2883203,262.003503,49.84,-160.9438474
"32",200809,1,525,"MIX1",2.390243,-160.9438474,56.2883203,262.003503,49.84,-160.9438474
"33",200809,1,525,"MIX3",120.327859,-160.9438474,56.2883203,262.003503,49.84,-160.9438474
"34",200809,1,526,"BT",53.231338,-160.9432454,56.2966716,262.503194,51.21,-160.9432454
"35",200809,1,526,"MIX1",1.568395,-160.9432454,56.2966716,262.503194,51.21,-160.9432454
"36",200809,1,526,"MIX3",186.754471,-160.9432454,56.2966716,262.503194,51.21,-160.9432454
"37",200809,1,527,"BT",32.118428,-160.942612,56.3050501,263.002799,50.42,-160.942612
"38",200809,1,527,"MIX1",1.481477,-160.942612,56.3050501,263.002799,50.42,-160.942612
"39",200809,1,527,"MIX3",105.475539,-160.942612,56.3050501,263.002799,50.42,-160.942612
"40",200809,1,528,"BT",34.369696,-160.9419674,56.3134182,263.500164,52.74,-160.9419674
"41",200809,1,528,"MIX1",0.618861,-160.9419674,56.3134182,263.500164,52.74,-160.9419674
"42",200809,1,528,"MIX3",94.877662,-160.9419674,56.3134182,263.500164,52.74,-160.9419674
"43",200809,1,529,"BT",23.937055,-160.9413075,56.3218343,264.001515,52.15,-160.9413075
"44",200809,1,529,"MIX1",1.230017,-160.9413075,56.3218343,264.001515,52.15,-160.9413075
"45",200809,1,529,"MIX3",152.759206,-160.9413075,56.3218343,264.001515,52.15,-160.9413075
"46",200809,1,530,"BT",13.764739,-160.9406308,56.3302293,264.501613,54.31,-160.9406308
"47",200809,1,530,"FISH",0.016584,-160.9406308,56.3302293,264.501613,54.31,-160.9406308
