Column1,survey,event_id,latitude,longitude,lla,utm,x,y
41,200809,73,61.44726,-176.37632167,"LLA(lat=61.44726°, lon=-176.37632167°, alt=0.0)","UTM(-104445.99324276962, 6.865569970492286e6, 0.0)",-104.44599324276962,6865.569970492285
42,200809,74,61.47728,-176.38775333,"LLA(lat=61.47728°, lon=-176.38775333°, alt=0.0)","UTM(-104463.68867142114, 6.868984202467138e6, 0.0)",-104.46368867142114,6868.984202467138
43,200809,75,61.526125,-176.40152167,"LLA(lat=61.526125°, lon=-176.40152167°, alt=0.0)","UTM(-104235.39784337347, 6.874494188856046e6, 0.0)",-104.23539784337348,6874.494188856046
44,200809,76,61.90281667,-176.51278333,"LLA(lat=61.90281667°, lon=-176.51278333°, alt=0.0)","UTM(-102646.13466825767, 6.917026032412551e6, 0.0)",-102.64613466825767,6917.026032412551
45,200809,77,62.27491833,-177.3693,"LLA(lat=62.27491833°, lon=-177.3693°, alt=0.0)","UTM(-139172.60972279252, 6.96622163081243e6, 0.0)",-139.17260972279252,6966.22163081243
46,200809,78,61.99715,-177.26698833,"LLA(lat=61.99715°, lon=-177.26698833°, alt=0.0)","UTM(-139803.1471964378, 6.934669672753263e6, 0.0)",-139.8031471964378,6934.6696727532635
47,200809,79,61.487995,-177.089775,"LLA(lat=61.487995°, lon=-177.089775°, alt=0.0)","UTM(-141207.00580451533, 6.876912158542429e6, 0.0)",-141.20700580451532,6876.912158542429
48,200809,80,59.94756,-176.55106333,"LLA(lat=59.94756°, lon=-176.55106333°, alt=0.0)","UTM(-143111.6320149732, 6.701970368284215e6, 0.0)",-143.1116320149732,6701.9703682842155
50,200809,33,59.50795667,-172.47463333,"LLA(lat=59.50795667°, lon=-172.47463333°, alt=0.0)","UTM(77491.14909518731, 6.620414837327801e6, 0.0)",77.49114909518731,6620.4148373278
51,200809,34,57.10808333,-171.98722833,"LLA(lat=57.10808333°, lon=-171.98722833°, alt=0.0)","UTM(77203.88357548037, 6.351107585511462e6, 0.0)",77.20388357548038,6351.107585511462
52,200809,35,56.891135,-171.938855,"LLA(lat=56.891135°, lon=-171.938855°, alt=0.0)","UTM(77667.49878777267, 6.326730883119577e6, 0.0)",77.66749878777267,6326.730883119577
53,200809,36,57.77613167,-172.73908167,"LLA(lat=57.77613167°, lon=-172.73908167°, alt=0.0)","UTM(40304.05632952944, 6.4301136944815e6, 0.0)",40.304056329529445,6430.113694481501
54,200809,37,58.17414333,-172.820515,"LLA(lat=58.17414333°, lon=-172.820515°, alt=0.0)","UTM(40618.76101578213, 6.474800791886459e6, 0.0)",40.618761015782134,6474.800791886459
55,200809,38,58.48201333,-172.88825167,"LLA(lat=58.48201333°, lon=-172.88825167°, alt=0.0)","UTM(40675.78615765256, 6.509396771709225e6, 0.0)",40.67578615765256,6509.3967717092255
56,200809,39,58.55669333,-172.90544833,"LLA(lat=58.55669333°, lon=-172.90544833°, alt=0.0)","UTM(40657.74109352729, 6.517793588518413e6, 0.0)",40.65774109352729,6517.793588518412
57,200809,40,58.86998333,-172.97114,"LLA(lat=58.86998333°, lon=-172.97114°, alt=0.0)","UTM(41007.648163107166, 6.552973018551774e6, 0.0)",41.00764816310716,6552.973018551775
58,200809,81,59.946835,-176.56742833,"LLA(lat=59.946835°, lon=-176.56742833°, alt=0.0)","UTM(-144030.61039009155, 6.702050647720119e6, 0.0)",-144.03061039009154,6702.050647720119
59,200809,82,60.27678667,-176.66915833,"LLA(lat=60.27678667°, lon=-176.66915833°, alt=0.0)","UTM(-143144.63682717422, 6.739408254250693e6, 0.0)",-143.14463682717422,6739.408254250693
60,200809,83,59.53569833,-176.42179667,"LLA(lat=59.53569833°, lon=-176.42179667°, alt=0.0)","UTM(-143888.08283978864, 6.655302614237609e6, 0.0)",-143.88808283978864,6655.302614237609
61,200809,84,59.36079167,-176.363315,"LLA(lat=59.36079167°, lon=-176.363315°, alt=0.0)","UTM(-143951.21023761632, 6.635444610087578e6, 0.0)",-143.95121023761632,6635.444610087578
62,200809,85,58.962025,-176.231925,"LLA(lat=58.962025°, lon=-176.231925°, alt=0.0)","UTM(-144053.77133950347, 6.59018039653991e6, 0.0)",-144.05377133950347,6590.180396539909
63,200809,86,58.82403333,-176.19072,"LLA(lat=58.82403333°, lon=-176.19072°, alt=0.0)","UTM(-144284.6539290573, 6.574555320577218e6, 0.0)",-144.2846539290573,6574.5553205772185
64,200809,87,57.502515,-173.93459333,"LLA(lat=57.502515°, lon=-173.93459333°, alt=0.0)","UTM(-34497.59025680879, 6.408587428653916e6, 0.0)",-34.49759025680879,6408.5874286539165
65,200809,88,57.75683833,-174.16120833,"LLA(lat=57.75683833°, lon=-174.16120833°, alt=0.0)","UTM(-44170.179232356255, 6.438558204347332e6, 0.0)",-44.170179232356254,6438.558204347332
66,200809,89,57.76257,-174.150985,"LLA(lat=57.76257°, lon=-174.150985°, alt=0.0)","UTM(-43478.72402297554, 6.439110278638432e6, 0.0)",-43.47872402297554,6439.110278638432
67,200809,41,58.84178167,-172.96874333,"LLA(lat=58.84178167°, lon=-172.96874333°, alt=0.0)","UTM(40770.71345255041, 6.549830567553598e6, 0.0)",40.77071345255041,6549.8305675535985
68,200809,42,59.63634333,-173.13982167,"LLA(lat=59.63634333°, lon=-173.13982167°, alt=0.0)","UTM(41764.376953758125, 6.639069646271942e6, 0.0)",41.76437695375812,6639.0696462719425
70,200809,44,59.00814833,-173.652795,"LLA(lat=59.00814833°, lon=-173.652795°, alt=0.0)","UTM(3886.5786480104434, 6.573166657874399e6, 0.0)",3.8865786480104436,6573.166657874399
71,200809,45,58.87892,-173.62263167,"LLA(lat=58.87892°, lon=-173.62263167°, alt=0.0)","UTM(3750.509951040207, 6.558629683440093e6, 0.0)",3.750509951040207,6558.629683440093
72,200809,46,58.62326,-173.56055167,"LLA(lat=58.62326°, lon=-173.56055167°, alt=0.0)","UTM(3666.301650491776, 6.529850555695142e6, 0.0)",3.666301650491776,6529.850555695141
73,200809,47,58.08277667,-173.433825,"LLA(lat=58.08277667°, lon=-173.433825°, alt=0.0)","UTM(3430.6105230782414, 6.469035317294022e6, 0.0)",3.4306105230782413,6469.035317294022
74,200809,48,57.46831167,-173.92199333,"LLA(lat=57.46831167°, lon=-173.92199333°, alt=0.0)","UTM(-34247.89475555229, 6.404699970013831e6, 0.0)",-34.24789475555229,6404.699970013831
75,200809,49,57.48204167,-173.92371667,"LLA(lat=57.48204167°, lon=-173.92371667°, alt=0.0)","UTM(-34149.41660103691, 6.406234143877169e6, 0.0)",-34.14941660103691,6406.234143877169
76,200809,90,58.708445,-176.77527333,"LLA(lat=58.708445°, lon=-176.77527333°, alt=0.0)","UTM(-179990.7497681519, 6.567624310445118e6, 0.0)",-179.99074976815191,6567.624310445118
77,200809,91,59.28021667,-176.95203333,"LLA(lat=59.28021667°, lon=-176.95203333°, alt=0.0)","UTM(-178697.21996478783, 6.6324486342685865e6, 0.0)",-178.69721996478782,6632.448634268587
78,200809,92,59.94931667,-177.22997333,"LLA(lat=59.94931667°, lon=-177.22997333°, alt=0.0)","UTM(-180589.05643141991, 6.7090009315015795e6, 0.0)",-180.58905643141992,6709.0009315015795
79,200809,93,60.47968167,-177.41362,"LLA(lat=60.47968167°, lon=-177.41362°, alt=0.0)","UTM(-179580.1439617687, 6.769270334738586e6, 0.0)",-179.58014396176873,6769.270334738586
80,200809,94,61.080105,-177.64212167,"LLA(lat=61.080105°, lon=-177.64212167°, alt=0.0)","UTM(-179061.4523625588, 6.837676971215913e6, 0.0)",-179.0614523625588,6837.676971215913
81,200809,95,61.78522,-177.91165333,"LLA(lat=61.78522°, lon=-177.91165333°, alt=0.0)","UTM(-177814.5375502085, 6.917967242126255e6, 0.0)",-177.8145375502085,6917.967242126255
82,200809,96,62.30785167,-178.83587667,"LLA(lat=62.30785167°, lon=-178.83587667°, alt=0.0)","UTM(-213359.6932990232, 6.985276375650186e6, 0.0)",-213.3596932990232,6985.276375650186
83,200809,97,61.44505667,-178.48327167,"LLA(lat=61.44505667°, lon=-178.48327167°, alt=0.0)","UTM(-215384.51182872872, 6.8867979218029855e6, 0.0)",-215.3845118287287,6886.797921802986
84,200809,98,60.77660667,-178.21572167,"LLA(lat=60.77660667°, lon=-178.21572167°, alt=0.0)","UTM(-216419.11342521315, 6.810488474143039e6, 0.0)",-216.41911342521314,6810.48847414304
85,200809,50,58.5118,-174.18385333,"LLA(lat=58.5118°, lon=-174.18385333°, alt=0.0)","UTM(-34035.19880379597, 6.522311605047156e6, 0.0)",-34.035198803795964,6522.311605047156
86,200809,51,58.93249333,-174.29143667,"LLA(lat=58.93249333°, lon=-174.29143667°, alt=0.0)","UTM(-33756.28312443686, 6.5697310021718135e6, 0.0)",-33.756283124436855,6569.731002171813
87,200809,52,59.31103167,-174.39391667,"LLA(lat=59.31103167°, lon=-174.39391667°, alt=0.0)","UTM(-33671.803100176156, 6.612437222727769e6, 0.0)",-33.671803100176156,6612.437222727769
88,200809,53,59.638625,-174.47557667,"LLA(lat=59.638625°, lon=-174.47557667°, alt=0.0)","UTM(-33080.61694276263, 6.649333434471087e6, 0.0)",-33.08061694276263,6649.333434471087
89,200809,54,59.98324333,-174.578345,"LLA(lat=59.98324333°, lon=-174.578345°, alt=0.0)","UTM(-33276.713673497434, 6.688277064858775e6, 0.0)",-33.27671367349743,6688.277064858775
90,200809,55,61.06678,-174.85086667,"LLA(lat=61.06678°, lon=-174.85086667°, alt=0.0)","UTM(-30271.998564984067, 6.810265753428424e6, 0.0)",-30.271998564984067,6810.2657534284235
91,200809,56,61.24271667,-174.91304,"LLA(lat=61.24271667°, lon=-174.91304°, alt=0.0)","UTM(-30625.126148533076, 6.830211950994568e6, 0.0)",-30.625126148533077,6830.211950994568
92,200809,57,60.856115,-175.46663,"LLA(lat=60.856115°, lon=-175.46663°, alt=0.0)","UTM(-66981.21707115718, 6.792178341959649e6, 0.0)",-66.98121707115718,6792.178341959649
93,200809,58,60.058885,-175.25837667,"LLA(lat=60.058885°, lon=-175.25837667°, alt=0.0)","UTM(-69629.11328358029, 6.702335092976811e6, 0.0)",-69.62911328358028,6702.335092976811
94,200809,99,60.48317167,-178.10177833,"LLA(lat=60.48317167°, lon=-178.10177833°, alt=0.0)","UTM(-216837.72144866595, 6.777009855704962e6, 0.0)",-216.83772144866595,6777.009855704962
95,200809,100,59.96531333,-177.90613333,"LLA(lat=59.96531333°, lon=-177.90613333°, alt=0.0)","UTM(-217550.66444607556, 6.717959561325086e6, 0.0)",-217.55066444607556,6717.959561325087
96,200809,101,59.6574,-177.785965,"LLA(lat=59.6574°, lon=-177.785965°, alt=0.0)","UTM(-217568.84198904992, 6.682791878183437e6, 0.0)",-217.56884198904993,6682.791878183437
97,200809,102,59.01487167,-177.53908667,"LLA(lat=59.01487167°, lon=-177.53908667°, alt=0.0)","UTM(-217354.1385342416, 6.60941655827954e6, 0.0)",-217.3541385342416,6609.41655827954
98,200809,103,60.16385833,-178.65807667,"LLA(lat=60.16385833°, lon=-178.65807667°, alt=0.0)","UTM(-254372.46791781683, 6.748211725165312e6, 0.0)",-254.37246791781683,6748.211725165313
99,200809,104,61.19426333,-179.08795833,"LLA(lat=61.19426333°, lon=-179.08795833°, alt=0.0)","UTM(-253162.19017270475, 6.866165411729154e6, 0.0)",-253.16219017270475,6866.165411729155
100,200809,59,59.73095833,-175.15261333,"LLA(lat=59.73095833°, lon=-175.15261333°, alt=0.0)","UTM(-69400.82207647653, 6.665192363314559e6, 0.0)",-69.40082207647653,6665.192363314559
101,200809,60,59.06604667,-175.60480167,"LLA(lat=59.06604667°, lon=-175.60480167°, alt=0.0)","UTM(-106452.08265610936, 6.59575838621967e6, 0.0)",-106.45208265610935,6595.75838621967
102,200809,61,59.30612,-175.70089167,"LLA(lat=59.30612°, lon=-175.70089167°, alt=0.0)","UTM(-107614.37098085997, 6.62314825163792e6, 0.0)",-107.61437098085997,6623.14825163792
103,200809,62,59.42181667,-175.682185,"LLA(lat=59.42181667°, lon=-175.682185°, alt=0.0)","UTM(-104484.86030847626, 6.635751193202618e6, 0.0)",-104.48486030847626,6635.751193202617
104,200809,63,59.40743167,-175.72739667,"LLA(lat=59.40743167°, lon=-175.72739667°, alt=0.0)","UTM(-107287.62968362996, 6.634577053050054e6, 0.0)",-107.28762968362996,6634.577053050054
105,200809,105,61.54027167,-179.243465,"LLA(lat=61.54027167°, lon=-179.243465°, alt=0.0)","UTM(-252940.76167932898, 6.905867569466817e6, 0.0)",-252.94076167932897,6905.867569466817
106,200809,106,61.85481833,-179.36712167,"LLA(lat=61.85481833°, lon=-179.36712167°, alt=0.0)","UTM(-251637.9803593877, 6.941735915140959e6, 0.0)",-251.6379803593877,6941.735915140959
107,200809,107,62.265,179.95800167,"LLA(lat=62.265°, lon=179.95800167°, alt=0.0)","UTM(-275856.54901021055, 6.994593130186768e6, 0.0)",-275.85654901021053,6994.593130186769
108,200809,108,61.17404833,-179.77622,"LLA(lat=61.17404833°, lon=-179.77622°, alt=0.0)","UTM(-290027.741212346, 6.872153249623506e6, 0.0)",-290.02774121234603,6872.153249623507
109,200809,109,61.10845,179.550305,"LLA(lat=61.10845°, lon=179.550305°, alt=0.0)","UTM(-327296.02334491396, 6.873399803824071e6, 0.0)",-327.296023344914,6873.399803824071
110,200809,110,60.20266833,-177.68446333,"LLA(lat=60.20266833°, lon=-177.68446333°, alt=0.0)","UTM(-200238.3360323623, 6.741659028993926e6, 0.0)",-200.2383360323623,6741.659028993926
111,200809,111,60.204815,-177.68487833,"LLA(lat=60.204815°, lon=-177.68487833°, alt=0.0)","UTM(-200214.94268567418, 6.741899520325698e6, 0.0)",-200.21494268567417,6741.899520325698
112,200809,112,60.20808667,-177.67862667,"LLA(lat=60.20808667°, lon=-177.67862667°, alt=0.0)","UTM(-199802.53728165897, 6.742192468406956e6, 0.0)",-199.80253728165897,6742.192468406955
113,200809,113,60.20795167,-177.68364833,"LLA(lat=60.20795167°, lon=-177.68364833°, alt=0.0)","UTM(-200080.25473117875, 6.742231289537827e6, 0.0)",-200.08025473117874,6742.231289537826
114,200809,114,60.382945,-177.531475,"LLA(lat=60.382945°, lon=-177.531475°, alt=0.0)","UTM(-188034.93186545325, 6.759862371892689e6, 0.0)",-188.03493186545325,6759.862371892689
115,200809,115,60.38598167,-177.54162,"LLA(lat=60.38598167°, lon=-177.54162°, alt=0.0)","UTM(-188522.6767190625, 6.760303132543756e6, 0.0)",-188.5226767190625,6760.303132543756
116,200809,116,60.357685,-177.50978,"LLA(lat=60.357685°, lon=-177.50978°, alt=0.0)","UTM(-187389.58080808446, 6.756855924370003e6, 0.0)",-187.38958080808445,6756.855924370003
117,200809,117,60.35999333,-177.510865,"LLA(lat=60.35999333°, lon=-177.510865°, alt=0.0)","UTM(-187399.73575835687, 6.757121225246214e6, 0.0)",-187.39973575835685,6757.121225246215
118,200809,118,60.43923167,-177.55023667,"LLA(lat=60.43923167°, lon=-177.55023667°, alt=0.0)","UTM(-187857.99866878113, 6.766250340202531e6, 0.0)",-187.85799866878114,6766.25034020253
119,200809,119,60.4415,-177.55398167,"LLA(lat=60.4415°, lon=-177.55398167°, alt=0.0)","UTM(-188013.20358581096, 6.766539223527651e6, 0.0)",-188.01320358581097,6766.539223527651
120,200809,120,60.66219333,-177.70095667,"LLA(lat=60.66219333°, lon=-177.70095667°, alt=0.0)","UTM(-191237.15411171352, 6.7923578533847025e6, 0.0)",-191.23715411171352,6792.357853384702
121,200809,121,60.669255,-177.71763,"LLA(lat=60.669255°, lon=-177.71763°, alt=0.0)","UTM(-191983.90662273963, 6.793310960355775e6, 0.0)",-191.98390662273962,6793.310960355775
122,200809,122,60.214265,-176.64814333,"LLA(lat=60.214265°, lon=-176.64814333°, alt=0.0)","UTM(-143227.6290310314, 6.732313221495581e6, 0.0)",-143.2276290310314,6732.313221495581
123,200809,123,60.21155667,-176.64428167,"LLA(lat=60.21155667°, lon=-176.64428167°, alt=0.0)","UTM(-143069.27779945778, 6.731976922076986e6, 0.0)",-143.06927779945778,6731.976922076986
124,200809,124,60.21216833,-176.64801167,"LLA(lat=60.21216833°, lon=-176.64801167°, alt=0.0)","UTM(-143261.7436004713, 6.732080904098973e6, 0.0)",-143.2617436004713,6732.0809040989725
125,200809,125,60.212695,-176.65777333,"LLA(lat=60.212695°, lon=-176.65777333°, alt=0.0)","UTM(-143786.58767049795, 6.732234735150994e6, 0.0)",-143.78658767049794,6732.234735150993
126,200809,126,60.20904667,-176.66714667,"LLA(lat=60.20904667°, lon=-176.66714667°, alt=0.0)","UTM(-144372.55304894585, 6.73192481433686e6, 0.0)",-144.37255304894586,6731.9248143368595
127,200809,127,60.21243333,-176.67002833,"LLA(lat=60.21243333°, lon=-176.67002833°, alt=0.0)","UTM(-144463.67715474602, 6.73232628592953e6, 0.0)",-144.46367715474602,6732.32628592953
128,200809,128,60.028725,-176.00607333,"LLA(lat=60.028725°, lon=-176.00607333°, alt=0.0)","UTM(-111455.77769439749, 6.7057207353580985e6, 0.0)",-111.45577769439748,6705.720735358099
129,200809,129,60.03194667,-176.01020833,"LLA(lat=60.03194667°, lon=-176.01020833°, alt=0.0)","UTM(-111624.14935070847, 6.706114629386651e6, 0.0)",-111.62414935070846,6706.114629386651
130,200809,130,59.54171667,-175.84835667,"LLA(lat=59.54171667°, lon=-175.84835667°, alt=0.0)","UTM(-111648.43904523249, 6.650515775008878e6, 0.0)",-111.6484390452325,6650.515775008877
131,200809,131,59.48660667,-175.903755,"LLA(lat=59.48660667°, lon=-175.903755°, alt=0.0)","UTM(-115762.93447032885, 6.644947721105164e6, 0.0)",-115.76293447032886,6644.9477211051635
132,200809,132,59.492175,-175.89019833,"LLA(lat=59.492175°, lon=-175.89019833°, alt=0.0)","UTM(-114900.04934040073, 6.64543607707608e6, 0.0)",-114.90004934040073,6645.43607707608
133,200809,133,59.89534,-177.124415,"LLA(lat=59.89534°, lon=-177.124415°, alt=0.0)","UTM(-175864.6703291745, 6.701969100544065e6, 0.0)",-175.8646703291745,6701.969100544065
10,200809,-11,56.6688,-160.981,"LLA(lat=56.6688°, lon=-160.981°, alt=0.0)","UTM(746230.4021554671, 6.28773938376911e6, 0.0)",746.2304021554671,6287.73938376911
11,200809,-12,56.35193,-160.98669,"LLA(lat=56.35193°, lon=-160.98669°, alt=0.0)","UTM(747943.7664039601, 6.252483131065899e6, 0.0)",747.94376640396,6252.483131065898
12,200809,-14,56.33262,-161.63651,"LLA(lat=56.33262°, lon=-161.63651°, alt=0.0)","UTM(707922.2733361366, 6.248181945056996e6, 0.0)",707.9222733361366,6248.1819450569965
13,200809,-15,56.66586,-161.5979,"LLA(lat=56.66586°, lon=-161.5979°, alt=0.0)","UTM(708470.5159419882, 6.285365469287117e6, 0.0)",708.4705159419882,6285.365469287117
14,200809,-16,56.98743,-161.5667,"LLA(lat=56.98743°, lon=-161.5667°, alt=0.0)","UTM(708585.2737795636, 6.321229689588975e6, 0.0)",708.5852737795636,6321.229689588975
21,200809,-26,56.99971,-162.78081,"LLA(lat=56.99971°, lon=-162.78081°, alt=0.0)","UTM(634798.4316339248, 6.319543433991973e6, 0.0)",634.7984316339248,6319.543433991973
22,200809,-27,56.66885,-163.39391,"LLA(lat=56.66885°, lon=-163.39391°, alt=0.0)","UTM(598426.4018128964, 6.281677556854925e6, 0.0)",598.4264018128964,6281.677556854926
23,200809,-28,56.66316,-162.8293,"LLA(lat=56.66316°, lon=-162.8293°, alt=0.0)","UTM(633041.8829629209, 6.281997401466664e6, 0.0)",633.0418829629209,6281.997401466664
24,200809,-29,56.34223,-162.7975,"LLA(lat=56.34223°, lon=-162.7975°, alt=0.0)","UTM(636135.8574530532, 6.24634830894732e6, 0.0)",636.1358574530533,6246.34830894732
25,200809,-30,55.99794,-162.8027,"LLA(lat=55.99794°, lon=-162.8027°, alt=0.0)","UTM(637035.5206708894, 6.20802912975821e6, 0.0)",637.0355206708894,6208.02912975821
