specimen_id,species_code,event_id,organism_weight,fork_length
4768,21740,33,0.664,46.0
4796,21740,33,0.992,54.0
5755,21740,37,0.016,14.0
5770,21740,40,1.204,56.0
5771,21740,40,0.904,50.0
5772,21740,40,1.046,56.0
5773,21740,40,0.634,46.0
5774,21740,40,1.11,58.0
5775,21740,40,0.826,50.0
5776,21740,40,0.962,53.0
5777,21740,40,0.848,50.0
5778,21740,40,0.616,44.0
5779,21740,40,0.622,45.0
5780,21740,40,1.26,59.0
5781,21740,40,1.032,55.0
5782,21740,40,1.21,56.0
5783,21740,40,1.116,59.0
5784,21740,40,0.966,52.0
5785,21740,40,0.836,51.0
5786,21740,40,0.75,48.0
5787,21740,40,0.804,49.0
5788,21740,40,1.288,55.0
5789,21740,40,0.872,50.0
5790,21740,40,0.522,44.0
5791,21740,40,1.112,55.0
5792,21740,40,0.662,46.0
5793,21740,40,0.83,50.0
2588,21740,21,0.738,47.0
2589,21740,21,0.634,47.0
2590,21740,21,1.11,53.0
2591,21740,21,1.12,53.0
2592,21740,21,0.024,16.0
2593,21740,21,0.014,14.0
2594,21740,21,0.594,45.0
2595,21740,21,1.018,54.0
2596,21740,21,0.98,54.0
2597,21740,21,1.276,57.0
3671,21740,25,1.312,55.0
3672,21740,25,1.022,55.0
3673,21740,25,1.382,60.0
3674,21740,25,0.588,46.0
3675,21740,25,0.74,51.0
3676,21740,25,0.898,50.0
3677,21740,25,0.764,51.0
3678,21740,25,0.528,42.0
3679,21740,25,0.792,50.0
3680,21740,25,0.9,49.0
3681,21740,25,0.912,52.0
3682,21740,25,0.838,52.0
3683,21740,25,0.942,53.0
3684,21740,25,0.588,49.0
3685,21740,25,0.554,45.0
3686,21740,25,0.872,54.0
3687,21740,25,0.722,50.0
3688,21740,25,0.632,51.0
3689,21740,25,0.852,51.0
3690,21740,25,1.016,58.0
3691,21740,25,0.534,44.0
3692,21740,25,0.734,47.0
3693,21740,25,0.728,48.0
3694,21740,25,1.078,57.0
3695,21740,25,1.958,65.0
3696,21740,25,0.806,51.0
3697,21740,25,1.178,55.0
3698,21740,25,1.36,60.0
3699,21740,25,1.306,59.0
4855,21740,33,1.206,55.0
4856,21740,33,0.922,53.0
4857,21740,33,1.252,60.0
4858,21740,33,1.004,53.0
4859,21740,33,1.13,57.0
4860,21740,33,0.9,53.0
4861,21740,33,0.79,47.0
4862,21740,33,1.062,56.0
4863,21740,33,1.37,58.0
4864,21740,33,0.97,53.0
4865,21740,33,1.084,56.0
4866,21740,33,1.206,60.0
4867,21740,33,1.004,52.0
4868,21740,33,1.144,57.0
5794,21740,40,1.096,54.0
5795,21740,40,0.982,52.0
5796,21740,40,1.064,54.0
5797,21740,40,0.82,51.0
5798,21740,40,0.782,49.0
5799,21740,40,1.242,60.0
5800,21740,40,0.472,42.0
5801,21740,40,0.088,24.0
5802,21740,40,0.026,18.0
2702,21740,21,0.668,46.0
2703,21740,21,1.0,53.0
2704,21740,21,0.792,49.0
2705,21740,21,1.056,56.0
2706,21740,21,1.044,57.0
2707,21740,21,1.264,56.0
2709,21740,22,0.728,47.0
2710,21740,22,0.694,46.0
2711,21740,22,0.53,44.0
2712,21740,22,1.032,52.0
2713,21740,22,0.612,46.0
2714,21740,22,0.526,43.0
2715,21740,22,1.33,60.0
2716,21740,22,0.61,45.0
2717,21740,22,0.832,51.0
2718,21740,22,0.582,46.0
3700,21740,25,0.788,48.0
3701,21740,25,1.196,55.0
3702,21740,25,0.794,49.0
3703,21740,25,1.156,56.0
3704,21740,25,1.18,55.0
3705,21740,25,0.7,46.0
3706,21740,25,0.934,50.0
3707,21740,25,0.98,52.0
3708,21740,25,0.596,50.0
3709,21740,25,0.78,48.0
3710,21740,25,0.906,53.0
3711,21740,25,1.392,59.0
3712,21740,25,0.974,56.0
3713,21740,25,0.718,47.0
3714,21740,25,0.974,54.0
3715,21740,25,0.892,53.0
3716,21740,25,0.904,51.0
3717,21740,25,0.97,51.0
3718,21740,25,0.664,50.0
3719,21740,25,1.004,53.0
3720,21740,25,0.87,54.0
3721,21740,25,0.692,49.0
3722,21740,25,1.048,54.0
3723,21740,25,0.74,48.0
3724,21740,25,0.868,50.0
3725,21740,25,0.776,50.0
4869,21740,33,0.686,49.0
4870,21740,33,1.122,57.0
4871,21740,33,0.79,50.0
4872,21740,33,1.132,55.0
4873,21740,33,1.15,59.0
4874,21740,33,0.974,52.0
4875,21740,33,1.014,52.0
4876,21740,33,1.468,59.0
4877,21740,33,0.526,47.0
4878,21740,33,1.088,55.0
4879,21740,33,0.864,54.0
4880,21740,33,1.12,54.0
4881,21740,33,0.718,49.0
4882,21740,33,1.086,56.0
4883,21740,33,1.25,57.0
4884,21740,33,0.924,52.0
4885,21740,33,1.074,54.0
4886,21740,33,1.1,56.0
4887,21740,33,1.172,57.0
4888,21740,33,1.262,56.0
4889,21740,33,1.242,59.0
4890,21740,33,1.108,58.0
4891,21740,33,0.928,53.0
4892,21740,33,1.058,53.0
4893,21740,33,0.756,51.0
4894,21740,33,1.404,62.0
4895,21740,33,0.914,52.0
4896,21740,33,1.028,57.0
4897,21740,33,1.098,56.0
5939,21740,40,0.812,48.0
5940,21740,40,1.144,56.0
2719,21740,22,0.914,51.0
2720,21740,22,0.936,53.0
2721,21740,22,0.786,50.0
2722,21740,22,0.738,49.0
2723,21740,22,0.852,51.0
2724,21740,22,0.916,51.0
2725,21740,22,0.554,46.0
2726,21740,22,1.052,55.0
2727,21740,22,0.676,48.0
2728,21740,22,0.63,46.0
2729,21740,22,0.25,33.0
2730,21740,22,0.76,48.0
2731,21740,22,0.666,47.0
2732,21740,22,0.772,48.0
2733,21740,22,0.422,42.0
2734,21740,22,0.782,50.0
2735,21740,22,0.928,49.0
2736,21740,22,0.954,50.0
2737,21740,22,0.6,48.0
2738,21740,22,0.574,45.0
2739,21740,22,0.604,46.0
2740,21740,22,0.794,48.0
2741,21740,22,1.09,52.0
2742,21740,22,0.658,44.0
2743,21740,22,1.31,54.0
2744,21740,22,0.652,46.0
2745,21740,22,0.796,48.0
2746,21740,22,0.702,49.0
2747,21740,22,0.712,47.0
4898,21740,33,1.094,56.0
4899,21740,33,1.194,54.0
4900,21740,33,1.166,55.0
4901,21740,33,0.85,52.0
4902,21740,33,1.226,58.0
4903,21740,33,1.254,59.0
4904,21740,33,0.96,52.0
4905,21740,33,1.338,59.0
4906,21740,33,1.16,56.0
4907,21740,33,0.988,52.0
4908,21740,33,1.306,58.0
4909,21740,33,0.924,51.0
4910,21740,33,1.076,53.0
5967,21740,40,0.694,47.0
5968,21740,40,0.818,51.0
5969,21740,40,0.658,46.0
5970,21740,40,1.142,56.0
5971,21740,40,0.862,54.0
5972,21740,40,1.126,54.0
5973,21740,40,0.666,49.0
5974,21740,40,0.862,52.0
5975,21740,40,1.412,58.0
5976,21740,40,0.716,47.0
5977,21740,40,0.87,51.0
5978,21740,40,0.668,46.0
5979,21740,40,1.298,61.0
5980,21740,40,0.796,49.0
5981,21740,40,0.778,48.0
5982,21740,40,1.07,54.0
5983,21740,40,0.724,48.0
5984,21740,40,0.77,52.0
5985,21740,40,0.814,50.0
5986,21740,40,0.764,49.0
5987,21740,40,1.094,56.0
2748,21740,22,0.842,49.0
2749,21740,22,1.126,51.0
2750,21740,22,0.842,49.0
2751,21740,22,0.64,45.0
2752,21740,22,1.06,52.0
2753,21740,22,0.562,45.0
2754,21740,22,0.698,49.0
2755,21740,22,0.698,47.0
2756,21740,22,0.828,49.0
2757,21740,22,0.95,51.0
2758,21740,22,0.54,43.0
2759,21740,22,0.76,50.0
4980,21740,34,0.782,49.0
4981,21740,34,0.808,52.0
4982,21740,34,1.214,55.0
4983,21740,34,0.01,12.0
4984,21740,34,0.012,13.0
4985,21740,34,0.014,13.0
4986,21740,34,0.026,16.0
4987,21740,34,0.026,16.0
4988,21740,34,0.014,14.0
4989,21740,34,0.01,12.0
4990,21740,34,0.018,14.0
4991,21740,34,0.018,15.0
4992,21740,34,0.012,13.0
4993,21740,34,0.012,12.0
4994,21740,34,0.012,13.0
4995,21740,34,0.014,14.0
4996,21740,34,0.01,13.0
4997,21740,34,0.006,10.0
5000,21740,34,0.842,49.0
5001,21740,34,1.166,56.0
5002,21740,34,0.722,50.0
5003,21740,34,0.798,50.0
5004,21740,34,0.846,50.0
5005,21740,34,0.786,49.0
5006,21740,34,1.044,53.0
5007,21740,34,0.648,47.0
5008,21740,34,1.082,56.0
5009,21740,34,0.85,50.0
5010,21740,34,0.92,52.0
5011,21740,34,0.78,50.0
5012,21740,34,1.104,58.0
5013,21740,34,0.95,49.0
5014,21740,34,1.258,58.0
5015,21740,34,1.41,57.0
5016,21740,34,0.842,53.0
5017,21740,34,1.124,56.0
5018,21740,34,0.992,53.0
5019,21740,34,1.184,59.0
5020,21740,34,0.84,48.0
5069,21740,34,0.912,51.0
5070,21740,34,1.012,56.0
5071,21740,34,0.958,52.0
5072,21740,34,0.842,52.0
5073,21740,34,0.772,51.0
5074,21740,34,0.742,47.0
5075,21740,34,0.748,48.0
6385,21740,41,0.648,47.0
6386,21740,41,0.98,51.0
6387,21740,41,0.61,42.0
6388,21740,41,0.908,50.0
6389,21740,41,1.184,55.0
6390,21740,41,0.934,51.0
6391,21740,41,0.546,43.0
6392,21740,41,0.774,48.0
6393,21740,41,0.924,50.0
6394,21740,41,0.764,48.0
6395,21740,41,0.868,51.0
6396,21740,41,0.972,51.0
6397,21740,41,0.952,53.0
6398,21740,41,0.808,49.0
6399,21740,41,0.57,44.0
6400,21740,41,0.012,12.0
6401,21740,41,0.01,12.0
6402,21740,41,0.016,14.0
6403,21740,41,0.018,14.0
6404,21740,41,0.124,27.0
4051,21740,26,1.138,53.0
4052,21740,26,0.996,50.0
4053,21740,26,0.746,45.0
4054,21740,26,1.054,51.0
4055,21740,26,0.642,43.0
4056,21740,26,0.736,46.0
4057,21740,26,0.928,49.0
4058,21740,26,0.94,49.0
4059,21740,26,1.276,54.0
4060,21740,26,0.92,49.0
4061,21740,26,0.762,46.0
4062,21740,26,0.94,52.0
4063,21740,26,0.912,46.0
4064,21740,26,0.706,45.0
4065,21740,26,0.942,48.0
4066,21740,26,1.414,55.0
4067,21740,26,0.784,46.0
4068,21740,26,0.574,44.0
4069,21740,26,0.704,47.0
4070,21740,26,0.908,47.0
4071,21740,26,1.144,52.0
4072,21740,26,1.152,53.0
4073,21740,26,0.682,45.0
4074,21740,26,0.676,44.0
5076,21740,34,0.814,49.0
5077,21740,34,0.846,51.0
5078,21740,34,1.016,52.0
5079,21740,34,0.728,48.0
5080,21740,34,0.86,50.0
5081,21740,34,0.978,54.0
5082,21740,34,0.972,55.0
5083,21740,34,1.036,53.0
5084,21740,34,0.806,48.0
5085,21740,34,0.804,50.0
5086,21740,34,0.764,48.0
5087,21740,34,1.222,56.0
5088,21740,34,0.662,44.0
5089,21740,34,0.854,51.0
5090,21740,34,1.158,55.0
5091,21740,34,0.636,45.0
5092,21740,34,0.754,49.0
5093,21740,34,0.768,48.0
5094,21740,34,0.716,49.0
5095,21740,34,1.034,53.0
5096,21740,34,1.002,55.0
5097,21740,34,0.706,49.0
5098,21740,34,0.994,53.0
5099,21740,34,0.902,51.0
5100,21740,34,0.654,48.0
5101,21740,34,0.798,53.0
5102,21740,34,1.066,54.0
5103,21740,34,0.578,45.0
5104,21740,34,1.03,53.0
5105,21740,34,1.068,55.0
5106,21740,34,0.014,13.0
5107,21740,34,0.024,15.0
4075,21740,26,1.068,50.0
4076,21740,26,1.156,51.0
4077,21740,26,1.024,49.0
4078,21740,26,0.818,47.0
4079,21740,26,0.796,45.0
4080,21740,26,1.124,57.0
4081,21740,26,0.674,44.0
4082,21740,26,1.306,52.0
4083,21740,26,0.742,47.0
4084,21740,26,0.892,50.0
4085,21740,26,0.748,45.0
4086,21740,26,0.854,46.0
4087,21740,26,0.846,48.0
4088,21740,26,0.938,48.0
4089,21740,26,1.206,54.0
4090,21740,26,0.74,45.0
4091,21740,26,0.752,46.0
4092,21740,26,0.716,44.0
4093,21740,26,0.786,45.0
4094,21740,26,0.728,44.0
4095,21740,26,0.728,47.0
4096,21740,26,0.726,45.0
4097,21740,26,0.886,49.0
4098,21740,26,0.798,48.0
4099,21740,26,0.856,48.0
4100,21740,26,0.692,44.0
4101,21740,26,1.276,55.0
4102,21740,26,0.684,44.0
4103,21740,26,0.75,46.0
4104,21740,26,1.122,50.0
5206,21740,34,0.01,12.0
6284,21740,41,0.652,45.0
6285,21740,41,0.974,52.0
6286,21740,41,0.854,49.0
6287,21740,41,0.902,53.0
6288,21740,41,0.822,46.0
6289,21740,41,0.864,49.0
6290,21740,41,0.858,54.0
6291,21740,41,0.614,43.0
6292,21740,41,0.966,55.0
6293,21740,41,0.888,49.0
6294,21740,41,0.744,48.0
6295,21740,41,0.818,48.0
6348,21740,41,0.688,46.0
4105,21740,26,0.73,47.0
4106,21740,26,0.234,31.0
4107,21740,26,0.842,48.0
4108,21740,26,0.61,45.0
4109,21740,26,0.65,45.0
4110,21740,26,0.89,51.0
4111,21740,26,0.754,44.0
4112,21740,26,0.732,46.0
4113,21740,26,1.186,51.0
4114,21740,26,0.88,50.0
4115,21740,26,0.882,47.0
5207,21740,34,0.016,14.0
5208,21740,34,0.012,13.0
5209,21740,34,0.016,14.0
5210,21740,34,0.01,12.0
5211,21740,34,0.014,13.0
5212,21740,34,0.012,13.0
5213,21740,34,0.01,12.0
5214,21740,34,0.026,17.0
5215,21740,34,0.03,18.0
5216,21740,34,0.032,17.0
5217,21740,34,0.016,13.0
5218,21740,34,0.024,17.0
5219,21740,34,0.01,12.0
5220,21740,34,0.018,15.0
5221,21740,34,0.016,14.0
5222,21740,34,0.01,12.0
5223,21740,34,0.014,14.0
5224,21740,34,0.014,14.0
5225,21740,34,0.01,12.0
5226,21740,34,0.012,12.0
5227,21740,34,0.008,12.0
5228,21740,34,0.012,13.0
5229,21740,34,0.006,10.0
5230,21740,34,0.01,12.0
5231,21740,34,0.012,13.0
3210,21740,24,0.112,26.0
3211,21740,24,0.772,49.0
3212,21740,24,0.792,50.0
3213,21740,24,0.73,51.0
3214,21740,24,0.662,47.0
3215,21740,24,1.382,58.0
3216,21740,24,0.622,47.0
3217,21740,24,0.892,51.0
3218,21740,24,0.822,51.0
3219,21740,24,1.172,56.0
3220,21740,24,1.372,56.0
3221,21740,24,0.146,28.0
3222,21740,24,0.786,48.0
3223,21740,24,0.89,54.0
3224,21740,24,0.62,50.0
3225,21740,24,0.68,46.0
3226,21740,24,0.876,50.0
3227,21740,24,0.874,52.0
3228,21740,24,0.196,30.0
3229,21740,24,0.51,43.0
3230,21740,24,1.066,56.0
3231,21740,24,0.674,50.0
3232,21740,24,0.624,48.0
3233,21740,24,0.658,45.0
3234,21740,24,0.686,48.0
6278,21740,41,0.904,51.0
6279,21740,41,0.81,49.0
6280,21740,41,0.786,47.0
6281,21740,41,0.55,45.0
6282,21740,41,0.958,51.0
6283,21740,41,0.816,48.0
3235,21740,24,0.73,46.0
3236,21740,24,0.84,50.0
3237,21740,24,0.704,46.0
3238,21740,24,0.206,31.0
3239,21740,24,0.122,26.0
3240,21740,24,0.148,28.0
3241,21740,24,0.124,27.0
3242,21740,24,0.144,28.0
3243,21740,24,0.184,31.0
3244,21740,24,0.144,28.0
3245,21740,24,0.096,24.0
3246,21740,24,0.35,38.0
3247,21740,24,1.186,56.0
3248,21740,24,0.96,52.0
3249,21740,24,0.81,50.0
3250,21740,24,0.664,47.0
3251,21740,24,1.256,56.0
3252,21740,24,0.9,51.0
3253,21740,24,0.76,49.0
3254,21740,24,0.168,29.0
3255,21740,24,0.104,25.0
3256,21740,24,1.156,55.0
3257,21740,24,0.588,44.0
3258,21740,24,0.83,50.0
3259,21740,24,0.916,52.0
3260,21740,24,0.8,49.0
3261,21740,24,0.628,45.0
3262,21740,24,0.802,51.0
3263,21740,24,0.142,27.0
4302,21740,32,0.782,49.0
4303,21740,32,0.802,48.0
4304,21740,32,1.184,55.0
4305,21740,32,1.036,55.0
4306,21740,32,0.804,50.0
4307,21740,32,0.804,50.0
4308,21740,32,0.946,51.0
4309,21740,32,1.114,53.0
4310,21740,32,0.806,48.0
4311,21740,32,0.828,50.0
4312,21740,32,0.89,51.0
4313,21740,32,0.986,57.0
4314,21740,32,0.392,38.0
4315,21740,32,0.482,42.0
4316,21740,32,1.046,54.0
4317,21740,32,0.878,51.0
4318,21740,32,0.734,48.0
4319,21740,32,0.89,52.0
4320,21740,32,0.732,48.0
4321,21740,32,0.874,52.0
4322,21740,32,0.846,53.0
4323,21740,32,0.818,49.0
4324,21740,32,1.036,53.0
6352,21740,41,0.914,50.0
6353,21740,41,0.644,45.0
6354,21740,41,0.6,44.0
6355,21740,41,0.994,52.0
6356,21740,41,0.846,49.0
6357,21740,41,0.738,47.0
6358,21740,41,0.65,49.0
6359,21740,41,1.202,54.0
6360,21740,41,0.76,49.0
6361,21740,41,0.814,50.0
6362,21740,41,0.674,48.0
6363,21740,41,1.018,51.0
6364,21740,41,0.896,51.0
6365,21740,41,0.934,51.0
6366,21740,41,0.518,41.0
6367,21740,41,0.74,47.0
6368,21740,41,0.696,48.0
6369,21740,41,0.732,46.0
6370,21740,41,0.744,48.0
6371,21740,41,0.704,45.0
6372,21740,41,0.706,52.0
6373,21740,41,1.096,55.0
6374,21740,41,0.842,49.0
6375,21740,41,0.99,52.0
6376,21740,41,0.838,50.0
6377,21740,41,0.85,52.0
6378,21740,41,0.732,47.0
6379,21740,41,0.93,48.0
6380,21740,41,0.436,40.0
6381,21740,41,0.578,42.0
6382,21740,41,0.852,50.0
6383,21740,41,0.772,46.0
6384,21740,41,0.764,47.0
3264,21740,24,0.148,28.0
3265,21740,24,0.542,43.0
3266,21740,24,0.738,48.0
3267,21740,24,1.576,62.0
3268,21740,24,1.084,56.0
3269,21740,24,0.778,50.0
3270,21740,24,1.102,53.0
3271,21740,24,0.158,30.0
3272,21740,24,0.534,42.0
3273,21740,24,0.748,47.0
3274,21740,24,0.76,48.0
3275,21740,24,1.102,50.0
3276,21740,24,0.59,45.0
3277,21740,24,0.65,46.0
3278,21740,24,0.092,24.0
3279,21740,24,0.122,26.0
3280,21740,24,0.108,25.0
3281,21740,24,0.018,15.0
3282,21740,24,0.018,15.0
3283,21740,24,0.016,14.0
3284,21740,24,0.014,13.0
3285,21740,24,0.016,14.0
3286,21740,24,0.02,15.0
3287,21740,24,0.014,13.0
3288,21740,24,0.02,14.0
3289,21740,24,0.012,13.0
3290,21740,24,0.014,13.0
3291,21740,24,0.014,13.0
3292,21740,24,0.012,12.0
3293,21740,24,0.032,18.0
3294,21740,24,0.016,14.0
3295,21740,24,0.02,15.0
3296,21740,24,0.016,14.0
3297,21740,24,0.02,15.0
3298,21740,24,0.026,16.0
3299,21740,24,0.03,17.0
4325,21740,32,0.912,53.0
4326,21740,32,1.018,53.0
4327,21740,32,1.066,53.0
4328,21740,32,1.094,58.0
4329,21740,32,0.998,55.0
4330,21740,32,0.888,51.0
4331,21740,32,0.85,51.0
4369,21740,32,0.916,50.0
4370,21740,32,1.198,58.0
4371,21740,32,0.912,53.0
4372,21740,32,0.978,51.0
2293,21740,20,1.372,56.0
2294,21740,20,1.094,56.0
2295,21740,20,0.956,55.0
2296,21740,20,0.806,53.0
4453,21740,32,0.932,51.0
4454,21740,32,0.64,46.0
4455,21740,32,0.024,16.0
4456,21740,32,0.036,19.0
2297,21740,20,0.754,53.0
2298,21740,20,0.728,51.0
2299,21740,20,0.834,51.0
2300,21740,20,0.744,51.0
4569,21740,32,0.832,49.0
4574,21740,32,0.802,49.0
4575,21740,32,1.022,55.0
5658,21740,37,0.09,24.0
5659,21740,37,0.138,27.0
5660,21740,37,0.172,29.0
5661,21740,37,0.17,30.0
5662,21740,37,0.096,24.0
5663,21740,37,0.12,27.0
5664,21740,37,0.09,24.0
5665,21740,37,0.14,27.0
5666,21740,37,0.14,28.0
5667,21740,37,0.116,26.0
5668,21740,37,0.14,28.0
5669,21740,37,0.216,30.0
5670,21740,37,0.146,28.0
5671,21740,37,0.088,25.0
5672,21740,37,0.052,20.0
5673,21740,37,0.164,29.0
5674,21740,37,0.11,26.0
5675,21740,37,0.118,26.0
5676,21740,37,0.094,25.0
5677,21740,37,0.128,26.0
5678,21740,37,0.082,23.0
5679,21740,37,0.12,27.0
4576,21740,32,1.144,53.0
4577,21740,32,0.65,46.0
4578,21740,32,1.018,52.0
4579,21740,32,0.922,51.0
4580,21740,32,1.02,51.0
4581,21740,32,0.972,55.0
4582,21740,32,0.562,45.0
4583,21740,32,0.778,46.0
4584,21740,32,0.734,47.0
4585,21740,32,0.964,52.0
4586,21740,32,0.724,48.0
4587,21740,32,0.93,52.0
4588,21740,32,0.778,47.0
4589,21740,32,0.544,44.0
4590,21740,32,1.212,55.0
4591,21740,32,1.064,52.0
4592,21740,32,0.742,48.0
4606,21740,32,0.99,48.0
4607,21740,32,0.844,50.0
4608,21740,32,1.166,56.0
4609,21740,32,1.108,52.0
4610,21740,32,1.09,54.0
4611,21740,32,1.1,56.0
4612,21740,32,0.788,48.0
4613,21740,32,0.762,50.0
4614,21740,32,0.906,50.0
4615,21740,32,0.704,48.0
4616,21740,32,0.696,47.0
4617,21740,32,0.636,46.0
5698,21740,37,0.612,43.0
5699,21740,37,0.756,47.0
5700,21740,37,0.666,48.0
5701,21740,37,0.954,54.0
5702,21740,37,0.744,47.0
5703,21740,37,0.618,46.0
5704,21740,37,0.766,48.0
5705,21740,37,0.51,42.0
5706,21740,37,0.67,47.0
5707,21740,37,0.72,47.0
5708,21740,37,0.604,51.0
5709,21740,37,0.766,49.0
5710,21740,37,0.518,42.0
5711,21740,37,0.754,49.0
5712,21740,37,0.602,43.0
5713,21740,37,0.712,46.0
5714,21740,37,1.122,55.0
5715,21740,37,0.824,48.0
5716,21740,37,0.774,50.0
5717,21740,37,0.634,44.0
5718,21740,37,0.766,48.0
5719,21740,37,0.738,48.0
5720,21740,37,0.664,46.0
5721,21740,37,0.958,53.0
5722,21740,37,0.782,47.0
5723,21740,37,0.78,48.0
5724,21740,37,0.6,45.0
5725,21740,37,0.604,46.0
2545,21740,21,1.19,55.0
2546,21740,21,0.8,51.0
2547,21740,21,0.898,51.0
2548,21740,21,0.744,49.0
2549,21740,21,0.916,51.0
2550,21740,21,1.04,52.0
2551,21740,21,0.84,49.0
2552,21740,21,1.402,60.0
2553,21740,21,0.9,50.0
3664,21740,25,1.05,54.0
3665,21740,25,0.916,50.0
3666,21740,25,1.078,57.0
3667,21740,25,1.38,58.0
3668,21740,25,1.03,53.0
3669,21740,25,1.13,54.0
3670,21740,25,0.712,50.0
5726,21740,37,0.734,47.0
5727,21740,37,0.346,37.0
5728,21740,37,0.582,43.0
5729,21740,37,0.67,48.0
5730,21740,37,1.046,51.0
5731,21740,37,0.738,47.0
5732,21740,37,0.806,48.0
5733,21740,37,0.63,46.0
5734,21740,37,0.72,47.0
5735,21740,37,0.668,44.0
5736,21740,37,0.688,47.0
5737,21740,37,0.512,41.0
5738,21740,37,0.686,48.0
5739,21740,37,0.636,47.0
5740,21740,37,0.614,43.0
5741,21740,37,0.636,46.0
5742,21740,37,0.858,49.0
5743,21740,37,0.614,43.0
5744,21740,37,0.834,48.0
5745,21740,37,0.772,50.0
5746,21740,37,0.036,17.0
5747,21740,37,0.016,14.0
5748,21740,37,0.05,20.0
5749,21740,37,0.016,14.0
5750,21740,37,0.028,17.0
5751,21740,37,0.02,14.0
5752,21740,37,0.038,18.0
5753,21740,37,0.016,14.0
5754,21740,37,0.01,12.0
2554,21740,21,1.35,56.0
2555,21740,21,0.778,52.0
2556,21740,21,0.782,54.0
2557,21740,21,0.886,50.0
2558,21740,21,1.204,54.0
2565,21740,21,0.678,47.0
2566,21740,21,0.624,47.0
2567,21740,21,0.69,47.0
2568,21740,21,0.87,50.0
2569,21740,21,0.79,49.0
2570,21740,21,0.616,46.0
2571,21740,21,0.586,45.0
2572,21740,21,0.97,54.0
2573,21740,21,0.7,47.0
2574,21740,21,0.864,51.0
2575,21740,21,1.05,55.0
2576,21740,21,0.906,52.0
2577,21740,21,0.672,48.0
2578,21740,21,1.158,56.0
2579,21740,21,1.188,53.0
2580,21740,21,0.56,44.0
2581,21740,21,1.13,57.0
2582,21740,21,1.13,55.0
2583,21740,21,1.002,52.0
2584,21740,21,1.286,58.0
2585,21740,21,1.332,55.0
2586,21740,21,0.99,53.0
2587,21740,21,1.082,55.0
1136,21740,14,0.59,43.0
1137,21740,14,0.844,52.0
1138,21740,14,0.838,50.0
1139,21740,14,0.82,51.0
1140,21740,14,0.732,44.0
1141,21740,14,0.698,46.0
1142,21740,14,0.864,47.0
1143,21740,14,0.53,43.0
1144,21740,14,0.664,46.0
1145,21740,14,0.512,41.0
1146,21740,14,0.986,52.0
1147,21740,14,0.77,49.0
1148,21740,14,1.148,54.0
1149,21740,14,0.714,49.0
1150,21740,14,1.098,50.0
1151,21740,14,1.042,51.0
1152,21740,14,0.756,46.0
1153,21740,14,0.684,44.0
1154,21740,14,0.578,43.0
1155,21740,14,1.026,50.0
2165,21740,20,1.136,56.0
2166,21740,20,0.814,50.0
2167,21740,20,0.666,51.0
2168,21740,20,1.064,58.0
2169,21740,20,1.166,55.0
2170,21740,20,1.268,56.0
2171,21740,20,0.68,49.0
2172,21740,20,0.904,53.0
2173,21740,20,0.698,47.0
2174,21740,20,0.868,51.0
2175,21740,20,0.58,44.0
2176,21740,20,0.7,49.0
2177,21740,20,1.196,55.0
2178,21740,20,0.652,48.0
2179,21740,20,0.02,15.0
2180,21740,20,0.016,14.0
2181,21740,20,0.018,14.0
2182,21740,20,0.02,15.0
2183,21740,20,0.016,14.0
2184,21740,20,0.014,13.0
42,21740,3,0.86,51.0
43,21740,3,1.232,57.0
44,21740,3,1.716,60.0
45,21740,3,0.668,49.0
46,21740,3,1.468,59.0
47,21740,3,2.17,65.0
48,21740,3,1.44,61.0
49,21740,3,0.978,51.0
50,21740,3,1.826,63.0
51,21740,3,1.5,60.0
52,21740,3,1.464,60.0
1156,21740,14,0.774,47.0
1157,21740,14,0.794,46.0
1158,21740,14,0.886,47.0
1159,21740,14,0.772,46.0
1160,21740,14,1.004,50.0
1161,21740,14,0.702,46.0
1162,21740,14,0.566,44.0
1163,21740,14,0.79,47.0
1164,21740,14,0.768,48.0
1165,21740,14,0.644,46.0
1166,21740,14,1.17,54.0
1167,21740,14,1.088,54.0
1168,21740,14,0.768,49.0
1169,21740,14,0.826,48.0
1170,21740,14,0.7,47.0
1171,21740,14,0.742,45.0
53,21740,3,0.634,46.0
54,21740,3,1.126,58.0
55,21740,3,0.866,50.0
56,21740,3,1.62,62.0
57,21740,3,1.55,58.0
58,21740,3,1.034,53.0
59,21740,3,1.3,59.0
60,21740,3,1.492,60.0
61,21740,3,1.026,55.0
62,21740,3,1.234,54.0
63,21740,3,0.928,56.0
64,21740,3,1.724,62.0
65,21740,3,1.0,57.0
66,21740,3,1.474,59.0
67,21740,3,1.516,57.0
68,21740,3,1.034,54.0
69,21740,3,0.854,53.0
70,21740,3,1.256,56.0
71,21740,3,0.886,51.0
72,21740,3,1.908,65.0
73,21740,3,1.972,64.0
74,21740,3,1.404,57.0
75,21740,3,0.14,28.0
1221,21740,14,0.772,49.0
1222,21740,14,0.982,51.0
1223,21740,14,0.63,44.0
1224,21740,14,0.754,46.0
1225,21740,14,0.386,43.0
1226,21740,14,0.992,52.0
1227,21740,14,0.762,49.0
1228,21740,14,1.034,51.0
1229,21740,14,0.512,40.0
1230,21740,14,0.626,45.0
1231,21740,14,0.85,51.0
1232,21740,14,0.664,46.0
1233,21740,14,0.77,49.0
1234,21740,14,0.996,55.0
1235,21740,14,0.73,45.0
1236,21740,14,1.012,51.0
