specimen_id,species_code,event_id,organism_weight,fork_length
25495,21740,118,0.076,21.0
25496,21740,118,0.092,23.0
25497,21740,118,0.06,20.0
27599,21740,127,0.48,41.0
27600,21740,127,0.52,43.0
27601,21740,127,0.506,43.0
27602,21740,127,0.538,44.0
27603,21740,127,0.676,47.0
27604,21740,127,0.62,46.0
27605,21740,127,0.666,47.0
27606,21740,127,0.64,46.0
25498,21740,118,0.08,22.0
25499,21740,118,0.054,19.0
25500,21740,118,0.074,23.0
25501,21740,118,0.108,24.0
25502,21740,118,0.084,22.0
25503,21740,118,0.28,34.0
25504,21740,118,0.732,50.0
25505,21740,118,0.272,34.0
25506,21740,118,0.35,37.0
25507,21740,118,0.714,53.0
25508,21740,118,0.264,32.0
25509,21740,118,0.306,35.0
25510,21740,118,0.348,36.0
25511,21740,118,0.54,43.0
25512,21740,118,0.252,33.0
25513,21740,118,0.308,35.0
25514,21740,118,0.532,44.0
25515,21740,118,0.246,33.0
25516,21740,118,0.368,41.0
25517,21740,118,0.244,33.0
25518,21740,118,0.398,40.0
25519,21740,118,0.4,39.0
25520,21740,118,0.816,48.0
25521,21740,118,0.842,50.0
25522,21740,118,0.778,51.0
25523,21740,118,0.674,46.0
25524,21740,118,0.662,48.0
25525,21740,118,0.304,35.0
25526,21740,118,0.578,43.0
25532,21740,118,0.016,13.0
25533,21740,118,0.016,13.0
25534,21740,118,0.012,12.0
24702,21740,116,0.608,45.0
24703,21740,116,0.688,45.0
24704,21740,116,0.34,34.0
24705,21740,116,0.366,36.0
24706,21740,116,0.424,39.0
24707,21740,116,0.544,41.0
24708,21740,116,0.672,46.0
24709,21740,116,0.7,49.0
24710,21740,116,0.334,36.0
24711,21740,116,0.796,48.0
24712,21740,116,0.554,44.0
24713,21740,116,0.492,42.0
24716,21740,116,0.35,36.0
24717,21740,116,0.404,37.0
24758,21740,116,0.548,43.0
25627,21740,119,0.45,41.0
26556,21740,123,0.532,42.0
26557,21740,123,0.462,40.0
26558,21740,123,0.462,40.0
26559,21740,123,0.474,40.0
26560,21740,123,0.502,43.0
26561,21740,123,0.436,38.0
26562,21740,123,0.494,40.0
26563,21740,123,0.362,38.0
26564,21740,123,0.664,46.0
26565,21740,123,0.458,41.0
26566,21740,123,0.552,43.0
26567,21740,123,0.384,39.0
27790,21740,128,0.79,49.0
27791,21740,128,0.81,52.0
27792,21740,128,0.506,44.0
27793,21740,128,0.566,45.0
27794,21740,128,0.814,48.0
27795,21740,128,0.63,45.0
27796,21740,128,0.72,48.0
27797,21740,128,0.546,44.0
27798,21740,128,0.716,48.0
27799,21740,128,0.648,46.0
27800,21740,128,0.736,49.0
27801,21740,128,0.436,40.0
27802,21740,128,0.654,45.0
27803,21740,128,0.968,51.0
27804,21740,128,0.596,47.0
27805,21740,128,0.858,50.0
27806,21740,128,0.682,46.0
27807,21740,128,0.812,48.0
27808,21740,128,0.69,47.0
24759,21740,116,0.512,42.0
24760,21740,116,0.484,42.0
24761,21740,116,0.688,47.0
24762,21740,116,0.338,36.0
24763,21740,116,0.51,42.0
24764,21740,116,0.372,38.0
24765,21740,116,0.372,38.0
24766,21740,116,0.43,39.0
24767,21740,116,0.734,47.0
24768,21740,116,0.534,43.0
24769,21740,116,0.426,38.0
24770,21740,116,0.386,37.0
24771,21740,116,0.132,26.0
24772,21740,116,0.536,41.0
24773,21740,116,0.534,43.0
24774,21740,116,0.536,43.0
24775,21740,116,0.462,41.0
24776,21740,116,0.46,39.0
24777,21740,116,0.304,34.0
24778,21740,116,0.836,49.0
24779,21740,116,0.526,45.0
24780,21740,116,0.642,44.0
24781,21740,116,0.62,44.0
24782,21740,116,0.624,44.0
24783,21740,116,0.338,35.0
24784,21740,116,0.362,36.0
24785,21740,116,0.486,43.0
24786,21740,116,0.612,46.0
24787,21740,116,0.44,40.0
24788,21740,116,0.704,46.0
24789,21740,116,0.518,40.0
24790,21740,116,0.454,42.0
24791,21740,116,0.462,39.0
24792,21740,116,0.436,39.0
25628,21740,119,0.404,39.0
25629,21740,119,0.556,42.0
25630,21740,119,0.278,35.0
25631,21740,119,0.61,47.0
25632,21740,119,0.494,42.0
25633,21740,119,0.536,44.0
25634,21740,119,0.5,41.0
25635,21740,119,0.5,42.0
25636,21740,119,0.372,38.0
25637,21740,119,0.502,42.0
25638,21740,119,0.43,40.0
25639,21740,119,0.468,42.0
25640,21740,119,0.542,43.0
25641,21740,119,0.606,45.0
25642,21740,119,0.58,45.0
25643,21740,119,0.642,44.0
25644,21740,119,0.558,45.0
25645,21740,119,0.4,38.0
25646,21740,119,0.46,39.0
25647,21740,119,0.53,45.0
25648,21740,119,0.45,41.0
25649,21740,119,0.542,43.0
25650,21740,119,0.522,44.0
25651,21740,119,0.792,48.0
26661,21740,123,0.574,43.0
26662,21740,123,0.508,42.0
26663,21740,123,0.584,44.0
26664,21740,123,0.608,45.0
26665,21740,123,0.448,38.0
26666,21740,123,0.442,40.0
26667,21740,123,0.378,37.0
26668,21740,123,0.288,34.0
26669,21740,123,0.114,25.0
26670,21740,123,0.106,24.0
27809,21740,128,0.492,42.0
27810,21740,128,0.618,46.0
27811,21740,128,0.728,49.0
27812,21740,128,0.708,47.0
27813,21740,128,0.608,46.0
27814,21740,128,0.422,39.0
27815,21740,128,0.652,45.0
27816,21740,128,0.644,44.0
27817,21740,128,0.744,47.0
27818,21740,128,0.55,44.0
27819,21740,128,0.906,52.0
27820,21740,128,0.986,53.0
27821,21740,128,0.54,44.0
27822,21740,128,0.54,43.0
27823,21740,128,0.88,50.0
27824,21740,128,0.596,45.0
27825,21740,128,0.794,50.0
27826,21740,128,0.572,43.0
27827,21740,128,0.712,46.0
27828,21740,128,0.526,43.0
27829,21740,128,0.944,54.0
27830,21740,128,0.574,44.0
27831,21740,128,0.434,40.0
27832,21740,128,0.768,49.0
27833,21740,128,0.768,48.0
27834,21740,128,0.678,48.0
27835,21740,128,0.67,47.0
27836,21740,128,1.064,55.0
24793,21740,116,0.562,43.0
24794,21740,116,0.61,44.0
24801,21740,116,0.018,15.0
24802,21740,116,0.018,14.0
25680,21740,119,0.548,45.0
25681,21740,119,0.548,43.0
25682,21740,119,0.554,43.0
25683,21740,119,0.486,41.0
25684,21740,119,0.516,43.0
25685,21740,119,0.614,45.0
25686,21740,119,0.336,37.0
25687,21740,119,0.404,39.0
25688,21740,119,0.256,32.0
25689,21740,119,0.558,45.0
25690,21740,119,0.434,39.0
25691,21740,119,0.456,42.0
25692,21740,119,0.56,43.0
25693,21740,119,0.526,43.0
25694,21740,119,0.376,38.0
25695,21740,119,0.514,44.0
25696,21740,119,0.714,48.0
25697,21740,119,0.42,38.0
25698,21740,119,0.51,42.0
25699,21740,119,0.588,44.0
25700,21740,119,0.372,38.0
25701,21740,119,0.652,48.0
26671,21740,123,0.392,38.0
26672,21740,123,0.1,24.0
26673,21740,123,0.098,24.0
26674,21740,123,0.024,16.0
27837,21740,128,0.576,42.0
27838,21740,128,0.566,44.0
27839,21740,128,0.556,43.0
27840,21740,128,1.048,54.0
27841,21740,128,0.664,46.0
27842,21740,128,0.972,53.0
27843,21740,128,0.7,46.0
27844,21740,128,0.634,45.0
27845,21740,128,0.828,50.0
27846,21740,128,0.614,48.0
27847,21740,128,0.61,44.0
27848,21740,128,0.69,49.0
27849,21740,128,0.826,53.0
27850,21740,128,0.482,41.0
27851,21740,128,0.588,43.0
27852,21740,128,0.932,50.0
27853,21740,128,0.66,45.0
27854,21740,128,0.642,44.0
27855,21740,128,0.634,46.0
27856,21740,128,0.632,47.0
27857,21740,128,0.658,45.0
27858,21740,128,0.812,49.0
27859,21740,128,0.702,47.0
27860,21740,128,0.702,47.0
27861,21740,128,0.46,39.0
27862,21740,128,0.64,44.0
27863,21740,128,0.702,47.0
24901,21740,116,0.398,39.0
24902,21740,116,0.444,40.0
24903,21740,116,0.546,44.0
24904,21740,116,0.34,36.0
24905,21740,116,0.1,25.0
24906,21740,116,0.106,25.0
24907,21740,116,0.074,22.0
24908,21740,116,0.072,22.0
24909,21740,116,0.396,40.0
24910,21740,116,0.108,25.0
24911,21740,116,0.496,42.0
24912,21740,116,0.636,47.0
24913,21740,116,0.592,43.0
24914,21740,116,0.744,48.0
24915,21740,116,0.53,43.0
24916,21740,116,0.416,39.0
24917,21740,116,0.604,45.0
24918,21740,116,0.632,44.0
24919,21740,116,0.576,45.0
24920,21740,116,0.3,36.0
24921,21740,116,0.468,40.0
24922,21740,116,0.594,44.0
24923,21740,116,0.798,50.0
24924,21740,116,0.578,43.0
24925,21740,116,0.558,44.0
25719,21740,119,0.594,44.0
25720,21740,119,0.374,38.0
25721,21740,119,0.636,46.0
25722,21740,119,0.37,39.0
25723,21740,119,0.57,43.0
25747,21740,119,0.568,44.0
25748,21740,119,0.322,37.0
26766,21740,124,0.982,53.0
26767,21740,124,0.824,48.0
26768,21740,124,0.854,50.0
26769,21740,124,0.628,45.0
26770,21740,124,0.84,49.0
26771,21740,124,0.6,44.0
26772,21740,124,0.728,48.0
26773,21740,124,1.014,52.0
26774,21740,124,0.78,49.0
26775,21740,124,0.602,43.0
26776,21740,124,0.74,48.0
26777,21740,124,0.738,47.0
26778,21740,124,0.83,48.0
26779,21740,124,0.622,44.0
26780,21740,124,0.76,48.0
26781,21740,124,0.734,47.0
26782,21740,124,0.73,47.0
26783,21740,124,0.638,46.0
26784,21740,124,0.756,46.0
26785,21740,124,0.788,47.0
26786,21740,124,0.894,48.0
26787,21740,124,0.954,50.0
26788,21740,124,0.718,45.0
26789,21740,124,0.878,49.0
27864,21740,128,0.818,50.0
27865,21740,128,0.752,48.0
27866,21740,128,0.646,45.0
27867,21740,128,0.514,39.0
27868,21740,128,0.646,46.0
27869,21740,128,0.704,47.0
27870,21740,128,0.858,48.0
27871,21740,128,0.642,45.0
27872,21740,128,0.586,45.0
27873,21740,128,0.976,54.0
27874,21740,128,0.66,47.0
27875,21740,128,0.688,45.0
27876,21740,128,0.58,44.0
27877,21740,128,0.626,44.0
27878,21740,128,0.604,45.0
27879,21740,128,0.63,51.0
27880,21740,128,0.818,48.0
27881,21740,128,0.652,47.0
27882,21740,128,0.622,45.0
27883,21740,128,0.726,48.0
27884,21740,128,0.688,48.0
25003,21740,116,0.294,35.0
25004,21740,116,0.454,40.0
25005,21740,116,0.438,39.0
25006,21740,116,0.06,20.0
25007,21740,116,0.028,16.0
25008,21740,116,0.028,16.0
25009,21740,116,0.042,18.0
25823,21740,119,0.682,48.0
25866,21740,119,0.63,45.0
26790,21740,124,0.544,42.0
26791,21740,124,0.936,50.0
26792,21740,124,0.846,47.0
26793,21740,124,0.546,44.0
26794,21740,124,0.672,46.0
26795,21740,124,0.754,46.0
26796,21740,124,0.594,46.0
26797,21740,124,0.692,46.0
26798,21740,124,0.59,43.0
26799,21740,124,0.768,47.0
26800,21740,124,0.742,49.0
26801,21740,124,0.592,44.0
26802,21740,124,0.63,47.0
26803,21740,124,0.75,47.0
26804,21740,124,0.916,49.0
26805,21740,124,0.73,45.0
26806,21740,124,0.75,46.0
26807,21740,124,0.75,45.0
26808,21740,124,0.616,44.0
26809,21740,124,0.752,47.0
26810,21740,124,0.712,48.0
26811,21740,124,0.626,44.0
26812,21740,124,1.016,51.0
26813,21740,124,0.61,44.0
