Column1,survey,event_id,latitude,longitude,lla,utm,x,y
1,200707,97,60.18787,-176.53566667,"LLA(lat=60.18787°, lon=-176.53566667°, alt=0.0)","UTM(-137575.42485645774, 6.728306235916604e6, 0.0)",-137.57542485645774,6728.306235916604
2,200707,98,59.754355,-176.40550333,"LLA(lat=59.754355°, lon=-176.40550333°, alt=0.0)","UTM(-138778.46034195018, 6.679253912582474e6, 0.0)",-138.7784603419502,6679.253912582474
3,200707,99,59.74363667,-176.40790333,"LLA(lat=59.74363667°, lon=-176.40790333°, alt=0.0)","UTM(-139117.9725246157, 6.678095392640786e6, 0.0)",-139.1179725246157,6678.0953926407865
4,200707,100,59.364525,-176.935185,"LLA(lat=59.364525°, lon=-176.935185°, alt=0.0)","UTM(-176058.61097818078, 6.641564676569909e6, 0.0)",-176.05861097818078,6641.564676569908
5,200707,101,59.97264667,-177.15661333,"LLA(lat=59.97264667°, lon=-177.15661333°, alt=0.0)","UTM(-176059.0631315899, 6.710811712552031e6, 0.0)",-176.0590631315899,6710.81171255203
6,200707,102,60.037855,-177.176925,"LLA(lat=60.037855°, lon=-177.176925°, alt=0.0)","UTM(-175838.33809626638, 6.718199543334609e6, 0.0)",-175.83833809626637,6718.199543334609
7,200707,103,60.02585333,-177.17150333,"LLA(lat=60.02585333°, lon=-177.17150333°, alt=0.0)","UTM(-175786.6301833276, 6.716822510645244e6, 0.0)",-175.7866301833276,6716.822510645245
8,200707,104,60.35279,-176.60982667,"LLA(lat=60.35279°, lon=-176.60982667°, alt=0.0)","UTM(-138403.1029909969, 6.747202234017124e6, 0.0)",-138.4031029909969,6747.202234017124
9,200707,105,60.33107,-176.60711667,"LLA(lat=60.33107°, lon=-176.60711667°, alt=0.0)","UTM(-138682.34058846114, 6.744782515929309e6, 0.0)",-138.68234058846113,6744.782515929309
10,200707,106,60.31630833,-176.60812333,"LLA(lat=60.31630833°, lon=-176.60812333°, alt=0.0)","UTM(-139027.64585821936, 6.74316574874941e6, 0.0)",-139.02764585821936,6743.165748749409
11,200707,83,56.99017833,-171.87180833,"LLA(lat=56.99017833°, lon=-171.87180833°, alt=0.0)","UTM(82850.58130422636, 6.337310331000182e6, 0.0)",82.85058130422637,6337.310331000182
12,200707,84,56.98592667,-171.87226167,"LLA(lat=56.98592667°, lon=-171.87226167°, alt=0.0)","UTM(82775.42478778877, 6.33684122574258e6, 0.0)",82.77542478778877,6336.841225742581
13,200707,85,56.98244667,-171.87256667,"LLA(lat=56.98244667°, lon=-171.87256667°, alt=0.0)","UTM(82717.90901277162, 6.336456857030591e6, 0.0)",82.71790901277161,6336.456857030591
14,200707,86,56.99510167,-171.86878,"LLA(lat=56.99510167°, lon=-171.86878°, alt=0.0)","UTM(83089.25292006577, 6.337838223859629e6, 0.0)",83.08925292006577,6337.838223859629
15,200707,87,56.98961667,-171.86748333,"LLA(lat=56.98961667°, lon=-171.86748333°, alt=0.0)","UTM(83106.31616392941, 6.337221520784633e6, 0.0)",83.1063161639294,6337.221520784633
16,200707,88,56.986395,-171.86682333,"LLA(lat=56.986395°, lon=-171.86682333°, alt=0.0)","UTM(83110.19427491364, 6.336859915708707e6, 0.0)",83.11019427491364,6336.8599157087065
17,200707,89,59.48317,-175.66534833,"LLA(lat=59.48317°, lon=-175.66534833°, alt=0.0)","UTM(-102438.82437989616, 6.6423716336193485e6, 0.0)",-102.43882437989616,6642.371633619348
18,200707,90,59.789665,-175.76311,"LLA(lat=59.789665°, lon=-175.76311°, alt=0.0)","UTM(-102379.66039085889, 6.67709956312224e6, 0.0)",-102.37966039085889,6677.0995631222395
19,200707,91,60.115825,-175.82640333,"LLA(lat=60.115825°, lon=-175.82640333°, alt=0.0)","UTM(-99942.11970905482, 6.713675305349917e6, 0.0)",-99.94211970905482,6713.675305349917
