transect,class,x,y,lon,lat,log,nasc
1,BT,760.0,6330.0,-160.7985968,57.0185877,281.505196,0.0
1,BT,750.0,6330.0,-160.8007172,57.0060615,282.252566,0.07377349999999999
1,BT,750.0,6320.0,-160.80292996666665,56.98511133333333,283.503313,3.333205
1,BT,760.0,6320.0,-160.80673074999999,56.93902555,286.25234125000003,20.091368125
1,BT,760.0,6310.0,-160.81354954,56.863674399999994,290.75197349999996,27.0891307
1,BT,760.0,6300.0,-160.82269922727272,56.77571890000001,296.0025418181818,11.688564727272727
1,BT,760.0,6290.0,-160.83032156363637,56.68362603636364,301.50247927272727,1.427653909090909
1,BT,760.0,6280.0,-160.83755304000005,56.59567358000002,306.75268570000003,8.3979913
1,BT,760.0,6270.0,-160.8458272818182,56.50772408181819,312.0025119090909,4.176579
1,BT,760.0,6260.0,-160.8538518818182,56.415511463636356,317.5031430909091,17.40832890909091
1,BT,760.0,6250.0,-160.86277695454544,56.32327821818182,323.0034150909091,20.442877000000006
1,BT,760.0,6240.0,-160.87035748,56.235239320000005,328.25244009999994,0.44711740000000005
1,BT,760.0,6230.0,-160.87591933333331,56.180716399999994,331.5027176666667,0.13163733333333333
2,BT,720.0,6220.0,-161.48018407,56.08091034,407.7518208,0.8061281000000001
2,BT,720.0,6230.0,-161.47368479,56.16479734999999,412.75267140000005,4.480829399999999
2,BT,720.0,6240.0,-161.46659881818184,56.25278837272727,418.0026175454546,5.191568909090909
2,BT,720.0,6250.0,-161.45983607272726,56.34495345454545,423.502308,24.788049090909098
2,BT,720.0,6260.0,-161.45328978999999,56.4330018,428.75240809999997,37.13629449999999
2,BT,720.0,6270.0,-161.4465705909091,56.521075372727275,434.00309,24.223423454545454
2,BT,720.0,6280.0,-161.4394237818182,56.613243063636354,439.5022123636363,32.93316227272727
2,BT,720.0,6290.0,-161.43271518181817,56.705536372727266,445.00229681818183,26.32819136363636
2,BT,720.0,6300.0,-161.42562828,56.793600760000004,450.251924,12.6145955
2,BT,720.0,6310.0,-161.4187468909091,56.88171947272728,455.50204736363634,17.785167454545455
2,BT,720.0,6320.0,-161.41259532222222,56.96560172222222,460.5030877777778,35.15370355555556
3,BT,680.0,6320.0,-162.02087148750002,56.9745751375,484.75364862500004,1.392459625
3,BT,680.0,6310.0,-162.02504876,56.89899339000001,489.25277889999995,5.605357100000001
3,BT,680.0,6300.0,-162.03024382727273,56.81080290909092,494.5034217272727,0.3374978181818182
3,BT,680.0,6290.0,-162.0355692090909,56.718512499999996,500.00401000000005,4.292643727272727
