"","survey","transect","interval","class","nasc","start_longitude","start_latitude","start_vessel_log","mean_bottom_depth","start_longitute"
"1",200707,1,564,"BT",0,-160.7985968,57.0185877,281.505196,71.18,-160.7985968
"2",200707,1,564,"MIX1",2.504116,-160.7985968,57.0185877,281.505196,71.18,-160.7985968
"3",200707,1,565,"BT",0.087985,-160.7999778,57.0102358,282.003286,69.45,-160.7999778
"4",200707,1,565,"MIX1",1.622645,-160.7999778,57.0102358,282.003286,69.45,-160.7999778
"5",200707,1,566,"BT",0.059562,-160.8014566,57.0018872,282.501846,70.68,-160.8014566
"6",200707,1,566,"MIX1",16.334529,-160.8014566,57.0018872,282.501846,70.68,-160.8014566
"7",200707,1,567,"BT",0.032381,-160.8022536,56.9934886,283.003515,69.48,-160.8022536
"8",200707,1,567,"MIX1",10.612752,-160.8022536,56.9934886,283.003515,69.48,-160.8022536
"9",200707,1,568,"BT",6.80435,-160.802922,56.9850725,283.505253,69.72,-160.802922
"10",200707,1,568,"MIX1",14.100657,-160.802922,56.9850725,283.505253,69.72,-160.802922
"11",200707,1,569,"BT",3.162884,-160.8036143,56.9767729,284.001171,67.93,-160.8036143
"12",200707,1,569,"MIX1",9.379032,-160.8036143,56.9767729,284.001171,67.93,-160.8036143
"13",200707,1,570,"BT",34.150449,-160.8042788,56.9683758,284.500107,69.03,-160.8042788
"14",200707,1,570,"MIX1",10.364052,-160.8042788,56.9683758,284.500107,69.03,-160.8042788
"15",200707,1,571,"BT",23.924628,-160.8049578,56.9599626,285.001086,68.97,-160.8049578
"16",200707,1,571,"MIX1",2.584345,-160.8049578,56.9599626,285.001086,68.97,-160.8049578
"17",200707,1,572,"BT",37.706399,-160.8056618,56.9515956,285.500379,71.73,-160.8056618
"18",200707,1,572,"MIX1",3.50947,-160.8056618,56.9515956,285.500379,71.73,-160.8056618
"19",200707,1,573,"BT",26.893054,-160.8063819,56.943158,286.004546,70.13,-160.8063819
"20",200707,1,573,"MIX1",13.279809,-160.8063819,56.943158,286.004546,70.13,-160.8063819
"21",200707,1,574,"BT",0.00811,-160.8070982,56.9348329,286.502788,66.65,-160.8070982
"22",200707,1,574,"MIX1",6.546148,-160.8070982,56.9348329,286.502788,66.65,-160.8070982
"23",200707,1,575,"BT",5.395923,-160.8077937,56.9265026,287.001339,62.32,-160.8077937
"24",200707,1,575,"MIX1",13.315696,-160.8077937,56.9265026,287.001339,62.32,-160.8077937
"25",200707,1,576,"BT",4.626589,-160.8084903,56.9180915,287.503897,62.75,-160.8084903
"26",200707,1,576,"MIX1",17.481028,-160.8084903,56.9180915,287.503897,62.75,-160.8084903
"27",200707,1,577,"BT",28.025793,-160.8091835,56.9096854,288.004588,64.62,-160.8091835
"28",200707,1,577,"MIX1",7.952747,-160.8091835,56.9096854,288.004588,64.62,-160.8091835
"29",200707,1,578,"BT",1.18008,-160.8098735,56.9013588,288.502751,64.04,-160.8098735
"30",200707,1,578,"MIX1",4.386318,-160.8098735,56.9013588,288.502751,64.04,-160.8098735
"31",200707,1,579,"BT",1.100372,-160.8106036,56.8930431,289.000379,65.8,-160.8106036
"32",200707,1,579,"MIX1",3.692076,-160.8106036,56.8930431,289.000379,65.8,-160.8106036
"33",200707,1,580,"BT",1.358402,-160.8113392,56.8846508,289.5005,64.28,-160.8113392
"34",200707,1,580,"MIX1",2.801556,-160.8113392,56.8846508,289.5005,64.28,-160.8113392
"35",200707,1,581,"BT",40.819899,-160.812122,56.8762604,290.000568,63.18,-160.812122
"36",200707,1,581,"MIX1",24.014741,-160.812122,56.8762604,290.000568,63.18,-160.812122
"37",200707,1,582,"BT",114.86027,-160.8130343,56.8679047,290.500115,63.55,-160.8130343
"38",200707,1,582,"MIX1",4.390042,-160.8130343,56.8679047,290.500115,63.55,-160.8130343
"39",200707,1,583,"BT",89.492094,-160.8139434,56.8595177,291,65.34,-160.8139434
"40",200707,1,583,"MIX1",5.475773,-160.8139434,56.8595177,291,65.34,-160.8139434
"41",200707,1,584,"BT",4.955257,-160.8148556,56.8510991,291.502047,65.38,-160.8148556
"42",200707,1,584,"MIX1",7.9156,-160.8148556,56.8510991,291.502047,65.38,-160.8148556
"43",200707,1,585,"BT",3.034174,-160.8157319,56.8426957,292.004474,65.17,-160.8157319
"44",200707,1,585,"MIX1",14.154899,-160.8157319,56.8426957,292.004474,65.17,-160.8157319
"45",200707,1,586,"BT",6.365155,-160.8165814,56.8343087,292.504254,67.12,-160.8165814
"46",200707,1,586,"MIX1",8.944203,-160.8165814,56.8343087,292.504254,67.12,-160.8165814
"47",200707,1,587,"BT",7.725604,-160.8174105,56.825905,293.004647,66.34,-160.8174105
"48",200707,1,587,"MIX1",47.727246,-160.8174105,56.825905,293.004647,66.34,-160.8174105
"49",200707,1,588,"BT",3.823505,-160.8182486,56.8175664,293.502559,67.05,-160.8182486
"50",200707,1,588,"MIX1",47.903969,-160.8182486,56.8175664,293.502559,67.05,-160.8182486
"51",200707,1,589,"BT",0,-160.8191051,56.8092271,294.000986,68.71,-160.8191051
"52",200707,1,589,"MIX1",7.369874,-160.8191051,56.8092271,294.000986,68.71,-160.8191051
"53",200707,1,590,"BT",8.406094,-160.8199871,56.8008509,294.500076,66.11,-160.8199871
"54",200707,1,590,"MIX1",32.12481,-160.8199871,56.8008509,294.500076,66.11,-160.8199871
"55",200707,1,591,"BT",80.04231,-160.8208987,56.7924829,295.00142,64.18,-160.8208987
"56",200707,1,591,"MIX1",27.246616,-160.8208987,56.7924829,295.00142,64.18,-160.8208987
"57",200707,1,592,"BT",4.658664,-160.8218088,56.7840301,295.505043,66.07,-160.8218088
"58",200707,1,592,"MIX1",7.890449,-160.8218088,56.7840301,295.505043,66.07,-160.8218088
"59",200707,1,593,"BT",3.825859,-160.8227095,56.7757121,296.003468,65.76,-160.8227095
"60",200707,1,593,"MIX1",9.610672,-160.8227095,56.7757121,296.003468,65.76,-160.8227095
"61",200707,1,594,"BT",1.115853,-160.8236364,56.7673344,296.504241,65.89,-160.8236364
"62",200707,1,594,"MIX1",10.554377,-160.8236364,56.7673344,296.504241,65.89,-160.8236364
"63",200707,1,595,"BT",1.227234,-160.8245325,56.7589672,297.003968,66.5,-160.8245325
"64",200707,1,595,"MIX1",56.710386,-160.8245325,56.7589672,297.003968,66.5,-160.8245325
"65",200707,1,596,"BT",2.145837,-160.8254038,56.7505795,297.504011,65.39,-160.8254038
"66",200707,1,596,"MIX1",5.915396,-160.8254038,56.7505795,297.504011,65.39,-160.8254038
"67",200707,1,597,"BT",22.679405,-160.8262598,56.7422706,298.00091,67.86,-160.8262598
"68",200707,1,597,"MIX1",14.004744,-160.8262598,56.7422706,298.00091,67.86,-160.8262598
"69",200707,1,598,"BT",0.649451,-160.8271012,56.7338867,298.501278,66.18,-160.8271012
"70",200707,1,598,"MIX1",15.477364,-160.8271012,56.7338867,298.501278,66.18,-160.8271012
"71",200707,1,599,"BT",1.445164,-160.827933,56.7255036,299.00143,66.35,-160.827933
