survey,haul_id,latitude,longitude,lla,utm,x,y
202207,GAP-94-23,56.6677,-162.73861,"LLA(lat=56.66770000°, lon=-162.738610000°, alt=0.0)","UTM(638582.472828076221049, 6282682.2519869851, 0.0)",638.5824728280762,6282.682251986985
202207,GAP-94-24,56.98481,-162.77374,"LLA(lat=56.98481000°, lon=-162.773740000°, alt=0.0)","UTM(635281.845741480472498, 6317899.3225714583, 0.0)",635.2818457414804,6317.8993225714585
202207,GAP-94-44,57.02731,-163.41498,"LLA(lat=57.02731000°, lon=-163.414980000°, alt=0.0)","UTM(596211.060657372814603, 6321542.4963197699, 0.0)",596.2110606573729,6321.54249631977
202207,GAP-94-45,57.02233,-164.02702,"LLA(lat=57.02233000°, lon=-164.027020000°, alt=0.0)","UTM(559069.907925213803537, 6320292.3575470652, 0.0)",559.0699079252138,6320.292357547065
202207,GAP-94-46,56.69859,-164.01701,"LLA(lat=56.69859000°, lon=-164.017010000°, alt=0.0)","UTM(560195.304641791852191, 6284266.7752656974, 0.0)",560.1953046417918,6284.266775265697
202207,GAP-94-47,56.36192,-163.97208,"LLA(lat=56.36192000°, lon=-163.972080000°, alt=0.0)","UTM(563507.407606905559078, 6246835.8006569762, 0.0)",563.5074076069055,6246.835800656976
202207,GAP-94-48,56.02798,-164.03843,"LLA(lat=56.02798000°, lon=-164.038430000°, alt=0.0)","UTM(559926.629789808182977, 6209610.7366352435, 0.0)",559.9266297898082,6209.6107366352435
202207,GAP-94-49,55.72778,-163.98956,"LLA(lat=55.72778000°, lon=-163.989560000°, alt=0.0)","UTM(563459.974201914155856, 6176245.3484247597, 0.0)",563.4599742019142,6176.24534842476
202207,GAP-94-50,55.35389,-164.53466,"LLA(lat=55.35389000°, lon=-164.534660000°, alt=0.0)","UTM(529504.434016864048317, 6134271.6664349716, 0.0)",529.504434016864,6134.271666434972
202207,GAP-94-52,55.63287,-164.57337,"LLA(lat=55.63287000°, lon=-164.573370000°, alt=0.0)","UTM(526859.572657248238102, 6165302.7830157373, 0.0)",526.8595726572482,6165.302783015737
202207,GAP-94-53,55.96456,-164.59092,"LLA(lat=55.96456000°, lon=-164.590920000°, alt=0.0)","UTM(525536.687063218443654, 6202210.7694467856, 0.0)",525.5366870632184,6202.210769446786
202207,GAP-94-54,56.31433,-164.55659,"LLA(lat=56.31433000°, lon=-164.556590000°, alt=0.0)","UTM(527429.533402884844691, 6241152.8786959583, 0.0)",527.4295334028849,6241.152878695958
202207,GAP-94-55,56.63963,-164.62688,"LLA(lat=56.63963000°, lon=-164.626880000°, alt=0.0)","UTM(522884.817757315991912, 6277334.6169151794, 0.0)",522.884817757316,6277.334616915179
202207,GAP-94-56,56.96491,-164.62633,"LLA(lat=56.96491000°, lon=-164.626330000°, alt=0.0)","UTM(522720.954054949048441, 6313541.9898396926, 0.0)",522.7209540549491,6313.541989839692
202207,GAP-94-58,57.02398,-165.22092,"LLA(lat=57.02398000°, lon=-165.220920000°, alt=0.0)","UTM(486588.225789682008326, 6320076.9584565889, 0.0)",486.588225789682,6320.076958456589
202207,GAP-94-59,56.68141,-165.21765,"LLA(lat=56.68141000°, lon=-165.217650000°, alt=0.0)","UTM(486665.461485319829080, 6281944.0435157903, 0.0)",486.66546148531984,6281.94404351579
202207,GAP-94-60,56.3571,-165.21241,"LLA(lat=56.35710000°, lon=-165.212410000°, alt=0.0)","UTM(486874.875782215152867, 6245845.2608303828, 0.0)",486.87487578221516,6245.845260830383
202207,GAP-94-61,56.01773,-165.19081,"LLA(lat=56.01773000°, lon=-165.190810000°, alt=0.0)","UTM(488105.054260597971734, 6208069.3149961438, 0.0)",488.10505426059797,6208.0693149961435
202207,GAP-94-62,55.6963,-165.18735,"LLA(lat=55.69630000°, lon=-165.187350000°, alt=0.0)","UTM(488223.934750340878963, 6172295.3431165759, 0.0)",488.2239347503409,6172.295343116576
202207,GAP-94-63,55.35511,-165.169,"LLA(lat=55.35511000°, lon=-165.169000000°, alt=0.0)","UTM(489285.011316411022563, 6134321.8665552195, 0.0)",489.28501131641104,6134.3218665552195
202207,GAP-94-64,56.96595,-165.84958,"LLA(lat=56.96595000°, lon=-165.849580000°, alt=0.0)","UTM(448343.460037554497831, 6313916.7241284344, 0.0)",448.3434600375545,6313.916724128434
202207,GAP-94-65,57.30029,-165.85231,"LLA(lat=57.30029000°, lon=-165.852310000°, alt=0.0)","UTM(448642.507915448048152, 6351135.0644520884, 0.0)",448.64250791544805,6351.135064452088
202207,GAP-94-79,57.69607,-166.50301,"LLA(lat=57.69607000°, lon=-166.503010000°, alt=0.0)","UTM(410411.176912089926191, 6395866.7927944483, 0.0)",410.4111769120899,6395.866792794448
202207,GAP-94-80,57.357,-167.09673,"LLA(lat=57.35700000°, lon=-167.096730000°, alt=0.0)","UTM(373862.008804256794974, 6359070.4233306469, 0.0)",373.8620088042568,6359.070423330647
202207,GAP-94-81,57.0257,-167.08641,"LLA(lat=57.02570000°, lon=-167.086410000°, alt=0.0)","UTM(373353.801971068081912, 6322181.5198361566, 0.0)",373.3538019710681,6322.181519836156
202207,GAP-94-82,56.67153,-167.07362,"LLA(lat=56.67153000°, lon=-167.073620000°, alt=0.0)","UTM(372935.260019006440416, 6282744.6493652826, 0.0)",372.9352600190064,6282.744649365282
202207,GAP-94-83,56.35757,-167.03571,"LLA(lat=56.35757000°, lon=-167.035710000°, alt=0.0)","UTM(374222.148896072176285, 6247737.8271652451, 0.0)",374.22214889607216,6247.737827165245
202207,GAP-94-84,56.03851,-167.02696,"LLA(lat=56.03851000°, lon=-167.026960000°, alt=0.0)","UTM(373718.558177860628348, 6212218.6654065046, 0.0)",373.71855817786064,6212.218665406504
202207,GAP-94-85,55.64321,-166.96952,"LLA(lat=55.64321000°, lon=-166.969520000°, alt=0.0)","UTM(376044.966754036257043, 6168130.0418989323, 0.0)",376.04496675403624,6168.130041898932
202207,GAP-94-86,55.33907,-167.53686,"LLA(lat=55.33907000°, lon=-167.536860000°, alt=0.0)","UTM(339110.687752638361417, 6135454.3443066664, 0.0)",339.11068775263834,6135.454344306667
202207,GAP-94-87,55.65102,-167.55737,"LLA(lat=55.65102000°, lon=-167.557370000°, alt=0.0)","UTM(339087.573020543437451, 6170205.8659007186, 0.0)",339.08757302054346,6170.205865900719
202207,GAP-94-88,55.65369,-168.15716,"LLA(lat=55.65369000°, lon=-168.157160000°, alt=0.0)","UTM(301374.237933718715794, 6172057.4546288420, 0.0)",301.3742379337187,6172.057454628842
202207,GAP-94-89,55.95714,-168.21477,"LLA(lat=55.95714000°, lon=-168.214770000°, alt=0.0)","UTM(299319.272697310545482, 6205976.4660238205, 0.0)",299.31927269731057,6205.976466023821
202207,GAP-94-90,56.28659,-168.23046,"LLA(lat=56.28659000°, lon=-168.230460000°, alt=0.0)","UTM(300057.412798867968377, 6242667.6956100091, 0.0)",300.057412798868,6242.667695610009
202207,GAP-94-91,56.65013,-168.2498,"LLA(lat=56.65013000°, lon=-168.249800000°, alt=0.0)","UTM(300774.911029828130268, 6283162.7652882058, 0.0)",300.7749110298281,6283.162765288206
202207,GAP-94-92,57.30936,-168.37863,"LLA(lat=57.30936000°, lon=-168.378630000°, alt=0.0)","UTM(296510.605961018474773, 6356874.9552836129, 0.0)",296.5106059610185,6356.8749552836125
202207,GAP-94-93,57.48093,-168.73476,"LLA(lat=57.48093000°, lon=-168.734760000°, alt=0.0)","UTM(276122.881152140558697, 6377078.8906879481, 0.0)",276.12288115214056,6377.078890687948
202207,GAP-94-94,57.64234,-168.40236,"LLA(lat=57.64234000°, lon=-168.402360000°, alt=0.0)","UTM(296938.880976585031021, 6393987.1992339175, 0.0)",296.93888097658504,6393.987199233918
202207,GAP-94-95,57.64379,-167.76505,"LLA(lat=57.64379000°, lon=-167.765050000°, alt=0.0)","UTM(334967.596569371526130, 6392418.2315773675, 0.0)",334.96759656937155,6392.418231577368
202207,GAP-94-96,57.98114,-167.80287,"LLA(lat=57.98114000°, lon=-167.802870000°, alt=0.0)","UTM(334266.401038414216600, 6430048.5922543826, 0.0)",334.26640103841424,6430.048592254382
202207,GAP-94-99,57.35749,-169.59438,"LLA(lat=57.35749000°, lon=-169.594380000°, alt=0.0)","UTM(223706.780111967644189, 6366517.0078826696, 0.0)",223.70678011196765,6366.5170078826695
