specimen_id,species_code,event_id,fork_length,organism_weight
16676,21740,44,36.5,0.333
16677,21740,44,42.7,0.531
16678,21740,44,36.8,0.338
16679,21740,44,31.5,0.245
16680,21740,44,37.5,0.372
16681,21740,44,37.4,0.358
16682,21740,44,39.7,0.422
16683,21740,44,38.7,0.401
16684,21740,44,36,0.367
16685,21740,44,37,0.322
16686,21740,44,36,0.319
16687,21740,44,37,0.346
16688,21740,44,36.3,0.368
16689,21740,44,38.3,0.403
16690,21740,44,37.9,0.395
16691,21740,44,36,0.343
16692,21740,44,36,0.293
16693,21740,44,34.5,0.28
16694,21740,44,34,0.276
16695,21740,44,38.4,0.396
16696,21740,44,35.3,0.364
16697,21740,44,33.4,0.251
16698,21740,44,35.5,0.354
17895,21740,47,30.5,0.192
17896,21740,47,36.7,0.342
17897,21740,47,34.9,0.324
17898,21740,47,31.3,0.208
17899,21740,47,36.6,0.308
17900,21740,47,39,0.384
17901,21740,47,32.9,0.26
17902,21740,47,30.9,0.186
17903,21740,47,29,0.174
18850,23041,52,9.6,0.005
18851,23041,52,9.4,0.004
18852,23041,52,9.9,0.004
18853,23041,52,9.8,0.005
18854,10260,52,33.3,0.403
18855,10260,52,29.9,0.298
18856,10260,52,37.7,0.646
18857,10260,52,21.8,0.106
18858,10260,52,13.9,0.026
18859,10260,52,23.3,0.15
18860,10260,52,15.2,0.032
18861,10260,52,32.1,0.312
18862,10260,52,28.2,0.23
18863,10260,52,24,0.158
18845,10220,52,54,2.054
20058,21720,59,5.8,0.002
22373,21740,68,36.7,0.312
22374,21740,68,34.2,0.286
22375,21740,68,36.6,0.327
22376,21740,68,30.7,0.214
22377,21740,68,29.9,0.195
22378,21740,68,36.3,0.335
22379,21740,68,36,0.31
22380,21740,68,29.8,0.17
22381,21740,68,29.4,0.201
22382,21740,68,26.7,0.139
22383,21740,68,35.8,0.296
22384,21740,68,29.8,0.192
22385,21740,68,34.4,0.264
22386,21740,68,28.8,0.175
22387,21740,68,40.7,0.44
22388,21740,68,28.7,0.156
22389,21740,68,32,0.232
22390,21740,68,28.2,0.172
22391,21740,68,30.2,0.21
22392,21740,68,33.2,0.264
22393,21740,68,36.3,0.331
22394,21740,68,52.8,1.118
22395,21740,68,36.9,0.346
22396,21740,68,14.9,0.021
22397,21740,68,32.9,0.252
22398,21740,68,34.6,0.283
22399,21740,68,31.6,0.21
22400,21740,68,36,0.292
22401,21740,68,33.3,0.261
22402,21740,68,37.9,0.354
22403,21740,68,32.7,0.248
22404,21740,68,31.6,0.232
24615,21740,73,38.1,0.379
24616,21740,73,36.1,0.444
24617,21740,73,37.6,0.368
24618,21740,73,37.5,0.428
24619,21740,73,40.8,0.49
24620,21740,73,41.8,0.542
24621,21740,73,51.6,0.73
24622,21740,73,40.3,0.483
24623,21740,73,34,0.303
24624,21740,73,37.5,0.372
24625,21740,73,40.7,0.424
24626,21740,73,39.3,0.445
24627,21740,73,38.2,0.372
24628,21740,73,37.2,0.383
24629,21740,73,42.6,0.51
24630,21740,73,37.3,0.383
24631,21740,73,39.1,0.433
24632,21740,73,37,0.374
24633,21740,73,37.1,0.378
24634,21740,73,36,0.354
24635,21740,73,38.9,0.414
24636,21740,73,37.4,0.394
24637,21740,73,36.8,0.386
24604,21740,73,16.5,0.031
24605,21740,73,17,0.033
24606,21740,73,16.2,0.028
24607,21740,73,20.1,0.063
24608,21740,73,17.8,0.042
24609,21740,73,15.1,0.025
14665,21740,39,42.3,0.392
14666,21740,39,51.3,0.944
14667,21740,39,35.9,0.346
14668,21740,39,32.2,0.224
14669,21740,39,39.2,0.382
14670,21740,39,37.7,0.382
14671,21740,39,40.2,0.452
14672,21740,39,23.5,0.082
14673,21740,39,33.8,0.286
14674,21740,39,29.9,0.17
14675,21740,39,39.7,0.414
14676,21740,39,33.4,0.24
14677,21740,39,39.1,0.366
14678,21740,39,40.8,0.488
17904,21740,47,36.9,0.342
17905,21740,47,30.4,0.19
17906,21740,47,28.9,0.164
17907,21740,47,31.8,0.218
17908,21740,47,40.5,0.436
17909,21740,47,36.5,0.33
17910,21740,47,34.3,0.27
17911,21740,47,32.7,0.248
17912,21740,47,43.3,0.56
17913,21740,47,34.9,0.292
17914,21740,47,41,0.41
17915,21740,47,37.5,0.336
17916,21740,47,35,0.3
17917,21740,47,36.6,0.36
17918,21740,47,35.9,0.304
17919,21740,47,28.9,0.188
17920,21740,47,38.1,0.408
17921,21740,47,36.4,0.31
17922,21740,47,34.6,0.276
17923,21740,47,32.1,0.228
17924,21740,47,35.8,0.354
17925,21740,47,30.5,0.198
17926,21740,47,31.9,0.232
17927,21740,47,34.3,0.292
17928,21740,47,31,0.212
17929,21740,47,34.6,0.258
17930,21740,47,33.6,0.27
17931,21740,47,34.3,0.294
17932,21740,47,36.4,0.316
17933,21740,47,29.8,0.192
17934,21740,47,24.1,0.094
20138,21740,60,48.8,0.666
20139,21740,60,47.6,0.678
20140,21740,60,50.2,0.744
20141,21740,60,50.4,0.896
20142,21740,60,55.5,0.77
20143,21740,60,48.9,0.6
20144,21740,60,52.7,0.818
20145,21740,60,51.2,0.709
20146,21740,60,48,0.788
20147,21740,60,57.7,1.094
20148,21740,60,49,0.706
20149,21740,60,48.9,0.668
20150,21740,60,47.4,0.724
20152,21740,60,51,0.794
20154,21740,60,52.5,1.024
20156,21740,60,49.8,0.622
20158,21740,60,50.9,0.847
20160,21740,60,52.5,0.912
20163,21740,60,52.1,0.895
20164,21740,60,51.8,0.907
20195,21740,60,51.5,0.842
20196,21740,60,49.9,0.742
20197,21740,60,44.7,0.582
22405,21740,68,37.4,0.38
22406,21740,68,36.9,0.338
22407,21740,68,33.2,0.244
22408,21740,68,34.5,0.282
22409,21740,68,35,0.29
22410,21740,68,29.9,0.178
22411,21740,68,25.5,0.121
22412,21740,68,24.9,0.104
22413,21740,68,32.8,0.254
22414,21740,68,31.1,0.209
22415,21740,68,31.9,0.22
22416,21740,68,31.7,0.213
22417,21740,68,30,0.186
22418,21740,68,26,0.118
22419,21740,68,36.4,0.326
22420,21740,68,36,0.316
22421,21740,68,34.8,0.284
22422,21740,68,29.3,0.168
22423,21740,68,34.2,0.286
22424,21740,68,32.9,0.254
22425,21740,68,34.1,0.258
22426,21740,68,36.1,0.356
22427,21740,68,30,0.184
22428,21740,68,34,0.252
22429,21740,68,25.6,0.112
22430,21740,68,24.5,0.096
22431,21740,68,27.1,0.13
22432,21740,68,21.4,0.06
22433,21740,68,17.2,0.032
22434,21740,68,17,0.03
22435,21740,68,17.2,0.028
22436,21740,68,17.9,0.034
14679,21740,39,36.9,0.346
14680,21740,39,23.1,0.082
14681,21740,39,31.8,0.218
14682,21740,39,22.8,0.078
14683,21740,39,39.3,0.404
14684,21740,39,32.1,0.228
14685,21740,39,28.5,0.156
14686,21740,39,49.6,0.744
14687,21740,39,26.1,0.134
14688,21740,39,42.1,0.448
14689,21740,39,35.5,0.288
14690,21740,39,38.4,0.37
14691,21740,39,33.1,0.234
14692,21740,39,29.2,0.17
14693,21740,39,51.7,0.828
14694,21740,39,35.6,0.3
14695,21740,39,31.5,0.226
14696,21740,39,44.4,0.524
14697,21740,39,41.8,0.436
14698,21740,39,28.5,0.168
14699,21740,39,29.7,0.204
14700,21740,39,33.1,0.216
14701,21740,39,38.3,0.386
14702,21740,39,32,0.192
14703,21740,39,31.2,0.192
14704,21740,39,12.7,0.012
14705,21740,39,24.8,0.106
14706,21740,39,31.5,0.246
14707,21740,39,19,0.044
17935,21740,47,35.3,0.28
17936,21740,47,27.8,0.154
17937,21740,47,31.4,0.222
17938,21740,47,28.6,0.158
17939,21740,47,30.5,0.2
17940,21740,47,29.3,0.178
17941,21740,47,37.1,0.35
17942,21740,47,22.6,0.08
17943,21740,47,32.2,0.238
17944,21740,47,31.7,0.236
17945,21740,47,31.3,0.222
17946,21740,47,35.9,0.294
17947,21740,47,30,0.192
17948,21740,47,24.2,0.086
17681,21110,47,29.8,0.248
17706,21110,47,30.3,0.264
17710,21110,47,31,0.262
17714,21110,47,29.3,0.288
17718,21110,47,28.9,0.256
17721,21110,47,30.5,0.262
17730,21110,47,27.2,0.208
17735,21110,47,28.3,0.226
17738,21110,47,27.9,0.23
17741,21110,47,30.2,0.278
17745,21110,47,30.3,0.308
17748,21110,47,30.6,0.3
17749,21110,47,28.5,0.242
17751,21110,47,28.6,0.238
17754,21110,47,28,0.192
17758,21110,47,29.9,0.312
17762,21110,47,29.9,0.28
17766,21110,47,30.2,0.258
17769,21110,47,30.4,0.252
17773,21110,47,29.5,0.24
19112,21740,53,53.5,0.956
19113,21740,53,53.8,0.847
19063,10210,53,30.8,0.358
19064,10210,53,33,0.392
19065,10210,53,32.8,0.388
19066,10210,53,33.3,0.381
19067,10210,53,26,0.207
19068,10210,53,21.6,0.121
19069,10210,53,33.8,0.464
19070,10210,53,32,0.351
19071,10210,53,32.9,0.346
19072,10210,53,30.2,0.33
20198,21740,60,52.3,0.954
20199,21740,60,49.7,0.928
20200,21740,60,48,0.644
20201,21740,60,49.6,0.806
20202,21740,60,53.4,0.984
20203,21740,60,49.7,0.92
20204,21740,60,48.9,0.736
20205,21740,60,48.8,0.772
20206,21740,60,47.7,0.636
20207,21740,60,51.5,0.786
20208,21740,60,47.2,0.624
20209,21740,60,45.5,0.68
20210,21740,60,49.1,0.716
20211,21740,60,44.5,0.59
20212,21740,60,47.4,0.602
20213,21740,60,49,0.694
20214,21740,60,53.5,0.996
20215,21740,60,46.9,0.658
20216,21740,60,50.6,0.912
20217,21740,60,49.6,0.902
20218,21740,60,52.4,0.882
20219,21740,60,53.3,1.034
20220,21740,60,47.2,0.686
20221,21740,60,52.1,0.87
20222,21740,60,48.4,0.758
20223,21740,60,53,0.84
20224,21740,60,45.7,0.558
20117,10210,60,35.8,0.484
21451,21740,66,42.3,0.496
21452,21740,66,39.3,0.593
21453,21740,66,39.2,0.356
21454,21740,66,42.3,0.5
21455,21740,66,41.9,0.47
21456,21740,66,43.9,0.555
21457,21740,66,42.6,0.46
21458,21740,66,40.5,0.42
21459,21740,66,47.6,0.643
21460,21740,66,42.3,0.449
21461,21740,66,42.5,0.424
21462,21740,66,38.8,0.35
21463,21740,66,49.1,0.678
14708,21740,39,20.2,0.054
14709,21740,39,30.4,0.198
14710,21740,39,33,0.248
14711,21740,39,24,0.108
14712,21740,39,27.8,0.144
14713,21740,39,28.5,0.162
14714,21740,39,22.4,0.068
14715,21740,39,36.6,0.3
14717,21740,39,35,0.274
14718,21740,39,33.9,0.272
14719,21740,39,36.6,0.3
14720,21740,39,33.1,0.252
14721,21740,39,36.5,0.302
14722,21740,39,31.9,0.206
14723,21740,39,23.6,0.086
14724,21740,39,14.5,0.022
14725,21740,39,23.3,0.078
14726,21740,39,22.1,0.072
14727,21740,39,20.9,0.064
15891,21740,42,35.1,0.298
15892,21740,42,36.4,0.34
15893,21740,42,35.5,0.322
15894,21740,42,37.1,0.392
15895,21740,42,35.7,0.328
15896,21740,42,36.1,0.338
15897,21740,42,34.3,0.298
15898,21740,42,37.5,0.374
15899,21740,42,34.3,0.31
15900,21740,42,37.6,0.39
15901,21740,42,36,0.388
15902,21740,42,34.2,0.276
15903,21740,42,33.2,0.244
15904,21740,42,35.1,0.306
15905,21740,42,34.6,0.278
15906,21740,42,36.6,0.326
15907,21740,42,38.2,0.398
15908,21740,42,33.9,0.31
15909,21740,42,36.1,0.318
19300,21740,54,56,1.404
19301,21740,54,50.8,0.726
19302,21740,54,53.6,0.936
19303,21740,54,51.7,0.824
19304,21740,54,55.5,0.892
20379,10210,61,37.1,0.615
20380,10210,61,32.8,0.476
21464,21740,66,40.6,0.46
21465,21740,66,42.8,0.512
21466,21740,66,45.3,0.597
21467,21740,66,45.4,0.59
21468,21740,66,43,0.506
21469,21740,66,45.1,0.543
21470,21740,66,43.2,0.488
21471,21740,66,47.9,0.575
21472,21740,66,43.9,0.533
21473,21740,66,50.2,0.619
21474,21740,66,49.8,0.704
21475,21740,66,46.9,0.599
21476,21740,66,44.5,0.537
21477,21740,66,45,0.525
21478,21740,66,36.9,0.316
21479,21740,66,40.1,0.428
21480,21740,66,44.1,0.555
21481,21740,66,38.4,0.351
21482,21740,66,48,0.623
21483,21740,66,70.4,1.954
21484,21740,66,46.9,0.598
21485,21740,66,45.1,0.514
21486,21740,66,42.8,0.47
21487,21740,66,51.4,0.732
21488,21740,66,48,0.644
21489,21740,66,41.3,0.394
21490,21740,66,49.9,0.696
21491,21740,66,43.7,0.556
23724,21740,71,39.4,0.45
23725,21740,71,34.9,0.291
23726,21740,71,42.3,0.54
23727,21740,71,34.8,0.32
23728,21740,71,35.1,0.26
23729,21740,71,40.5,0.443
23730,21740,71,38.9,0.392
23731,21740,71,37.3,0.345
23732,21740,71,39.5,0.418
23733,21740,71,47.4,0.8
23734,21740,71,42.8,0.505
23735,21740,71,39,0.392
23736,21740,71,46.5,0.616
23737,21740,71,39.1,0.409
23738,21740,71,41.3,0.49
23739,21740,71,36.9,0.313
23740,21740,71,39,0.374
23741,21740,71,37.8,0.375
23742,21740,71,36.3,0.35
23743,21740,71,33.4,0.287
23744,21740,71,36.9,0.357
13732,21740,37,34.9,0.304
13733,21740,37,38,0.352
13734,21740,37,35.7,0.33
13735,21740,37,39.8,0.386
13736,21740,37,35.6,0.29
13737,21740,37,36.4,0.332
13738,21740,37,40,0.474
13739,21740,37,37.6,0.354
13740,21740,37,33.9,0.29
15910,21740,42,33.2,0.26
15911,21740,42,39.1,0.436
15912,21740,42,35.5,0.352
15913,21740,42,32.8,0.262
15914,21740,42,36.9,0.328
15915,21740,42,39.2,0.424
15916,21740,42,35.4,0.362
15917,21740,42,36,0.362
15918,21740,42,36.7,0.338
15919,21740,42,37.7,0.38
15920,21740,42,33.1,0.252
15921,21740,42,35.5,0.288
15922,21740,42,37.3,0.382
15923,21740,42,36.6,0.362
15924,21740,42,38.2,0.376
15925,21740,42,34.3,0.292
15926,21740,42,31.6,0.258
15927,21740,42,31.6,0.25
15928,21740,42,34.7,0.32
15929,21740,42,35.6,0.32
15930,21740,42,36.8,0.388
15931,21740,42,33.9,0.282
15932,21740,42,33,0.246
15933,21740,42,32.9,0.278
15934,21740,42,37.3,0.33
15935,21740,42,32,0.244
15936,21740,42,33.9,0.312
15937,21740,42,35.7,0.356
15938,21740,42,37.7,0.38
15939,21740,42,32.2,0.262
15940,21740,42,33.2,0.286
17052,21740,45,32.6,0.262
17053,21740,45,36.4,0.346
17054,21740,45,37.1,0.379
17055,21740,45,36,0.343
17056,21740,45,35.6,0.306
17057,21740,45,36.7,0.333
17058,21740,45,38,0.376
19305,21740,54,53.2,1.172
19306,21740,54,51.1,0.988
19307,21740,54,58.7,1.298
19221,21740,54,11.7,0.011
19222,21740,54,18.4,0.042
19223,21740,54,13.3,0.018
19224,21740,54,14,0.02
19227,21740,54,12.4,0.013
19230,21740,54,14.1,0.021
19234,21740,54,11.8,0.011
19237,21740,54,12.1,0.012
19240,21740,54,12.3,0.013
19241,21740,54,13,0.014
19242,21740,54,11.5,0.01
19243,21740,54,12.3,0.014
19244,21740,54,12.4,0.013
19245,21740,54,15.1,0.023
19246,21740,54,14,0.018
19295,21740,54,13.8,0.018
19296,21740,54,13.5,0.016
19297,21740,54,14.4,0.018
19298,21740,54,15.5,0.024
19299,21740,54,13.1,0.016
19280,10210,54,30.3,0.311
19281,10210,54,33.3,0.378
19282,10210,54,32.6,0.398
19283,10210,54,33.8,0.41
19284,10210,54,28.6,0.282
19285,10210,54,32.8,0.468
19286,10210,54,34.4,0.498
19287,10210,54,35.3,0.55
19288,10210,54,29.5,0.286
19290,10210,54,30.8,0.308
19289,10210,54,35.7,0.638
19291,10210,54,31.4,0.352
19292,10210,54,34.7,0.444
19293,10210,54,30.9,0.354
19294,10210,54,32.4,0.356
20426,21740,61,48.1,0.674
20427,21740,61,51.1,0.779
20428,21740,61,50.3,0.707
20429,21740,61,51.2,0.655
20430,21740,61,50.9,0.782
20432,21740,62,60.1,1.228
20433,21740,62,48.6,0.78
20434,21740,62,52,0.786
20435,21740,62,48.1,0.684
20436,21740,62,57.4,1.21
20437,21740,62,46.2,0.612
20438,21740,62,52.2,0.832
20439,21740,62,48.5,0.636
20440,21740,62,44.8,0.6
20441,21740,62,48.7,0.702
20442,21740,62,49.4,0.776
20443,21740,62,47.1,0.616
20445,21740,62,47.9,0.656
20447,21740,62,48,0.67
20449,21740,62,46.8,0.614
20450,21740,62,49.9,0.892
20451,21740,62,48.5,0.778
21492,21740,66,36.5,0.338
21493,21740,66,45.5,0.544
21494,21740,66,48.6,0.618
21495,21740,66,42.2,0.446
21496,21740,66,43.9,0.516
21497,21740,66,37.6,0.394
21498,21740,66,44.7,0.53
21499,21740,66,41.2,0.482
21500,21740,66,40.1,0.44
21443,10260,66,24,0.13
23745,21740,71,38.3,0.387
23746,21740,71,37.3,0.356
23747,21740,71,38.1,0.391
23748,21740,71,42.6,0.544
23749,21740,71,38.9,0.413
23750,21740,71,36.3,0.336
23751,21740,71,37.8,0.362
23752,21740,71,32.7,0.257
23753,21740,71,35.8,0.349
23754,21740,71,34.6,0.314
23755,21740,71,40.7,0.462
23756,21740,71,36.8,0.318
23757,21740,71,37.5,0.34
23758,21740,71,32.9,0.265
23759,21740,71,38.4,0.357
23760,21740,71,37.4,0.349
23761,21740,71,35.2,0.329
23762,21740,71,38.8,0.379
23763,21740,71,33.8,0.301
23764,21740,71,37.3,0.341
23765,21740,71,37.7,0.338
23766,21740,71,37.2,0.326
23767,21740,71,36.5,0.337
23768,21740,71,32.8,0.262
23769,21740,71,38.4,0.358
23770,21740,71,40.1,0.428
23771,21740,71,35.4,0.293
23772,21740,71,39.3,0.413
23773,21740,71,38.8,0.41
24826,21740,75,36.6,0.356
24827,21740,75,31.3,0.231
24900,21740,75,41.5,0.516
24901,21740,75,49,0.737
24902,21740,75,40.3,0.468
24903,21740,75,45.2,0.608
24904,21740,75,36.9,0.332
24905,21740,75,47.7,0.646
24906,21740,75,40,0.339
24907,21740,75,37.9,0.303
24908,21740,75,45.7,0.689
24909,21740,75,45.9,0.581
24910,21740,75,55.4,0.84
24911,21740,75,49.8,0.834
24912,21740,75,52,0.782
24913,21740,75,43.9,0.434
24914,21740,75,48.7,0.734
24915,21740,75,52.9,0.884
24916,21740,75,42.6,0.545
24917,21740,75,55.8,1.179
24918,21740,75,51.4,0.784
24919,21740,75,43.4,0.575
24920,21740,75,41.4,0.539
13741,21740,37,34.8,0.272
13742,21740,37,38.6,0.39
13743,21740,37,30.7,0.21
13744,21740,37,33.2,0.254
13745,21740,37,30.4,0.194
13746,21740,37,37.3,0.324
13747,21740,37,30.3,0.194
13748,21740,37,32.6,0.256
13749,21740,37,36.6,0.364
13750,21740,37,38.7,0.388
13751,21740,37,38,0.396
13752,21740,37,28.6,0.152
13753,21740,37,37.6,0.356
13754,21740,37,38.4,0.404
13755,21740,37,32.9,0.24
13756,21740,37,30.3,0.186
13757,21740,37,29,0.178
13758,21740,37,35.1,0.292
13759,21740,37,29.8,0.19
13760,21740,37,39.2,0.43
13761,21740,37,28.2,0.152
13762,21740,37,34,0.286
13763,21740,37,37.5,0.38
13766,21740,37,39.7,0.388
13767,21740,37,32.4,0.228
13768,21740,37,36.1,0.336
13769,21740,37,36.6,0.302
13770,21740,37,40.6,0.458
13771,21740,37,36.1,0.318
13772,21740,37,33.3,0.262
15941,21740,42,33.7,0.264
15942,21740,42,32.1,0.254
15943,21740,42,36.6,0.342
15944,21740,42,37,0.358
17059,21740,45,32.9,0.255
17060,21740,45,32.4,0.227
17061,21740,45,37.3,0.372
17062,21740,45,37.6,0.38
17063,21740,45,38.5,0.377
17064,21740,45,34.2,0.312
17065,21740,45,36.7,0.343
17066,21740,45,34.5,0.259
17067,21740,45,36.2,0.337
17068,21740,45,36.2,0.386
17069,21740,45,35.6,0.327
17070,21740,45,35.1,0.303
17071,21740,45,36.5,0.335
17072,21740,45,34.3,0.325
17073,21740,45,36.7,0.332
17074,21740,45,31.4,0.23
17075,21740,45,37.7,0.388
17076,21740,45,39.8,0.449
17077,21740,45,36.6,0.341
17078,21740,45,35.9,0.307
17079,21740,45,36.4,0.344
17080,21740,45,35.1,0.333
17081,21740,45,36.2,0.337
17082,21740,45,35.2,0.285
17083,21740,45,30.4,0.209
17084,21740,45,36,0.301
17085,21740,45,34.8,0.316
17086,21740,45,32.5,0.256
17087,21740,45,40.9,0.506
17088,21740,45,38.1,0.385
17089,21740,45,38.1,0.389
17090,21740,45,36.1,0.361
20452,21740,62,50.3,0.676
20453,21740,62,52,0.858
20454,21740,62,50.3,0.712
24921,21740,75,41.4,0.45
24922,21740,75,53.4,0.793
24923,21740,75,55.2,0.976
24924,21740,75,41.9,0.527
24925,21740,75,50.7,0.814
24926,21740,75,42.5,0.52
24927,21740,75,36.9,0.366
24928,21740,75,49.4,0.645
24929,21740,75,37.9,0.416
13773,21740,37,27.4,0.146
13774,21740,37,34.4,0.296
13775,21740,37,32,0.234
13776,21740,37,34.2,0.26
13777,21740,37,38.9,0.392
13778,21740,37,32.4,0.242
13779,21740,37,32.7,0.224
13780,21740,37,35.5,0.332
13781,21740,37,36.3,0.34
13818,21740,37,37.5,0.324
13819,21740,37,34.6,0.266
13730,21740,37,15.8,0.024
13731,21740,37,17.3,0.032
13728,10130,37,33.4,0.373
17091,21740,45,34.9,0.292
17092,21740,45,39.1,0.377
17093,21740,45,36.4,0.325
17094,21740,45,34.5,0.302
17095,21740,45,35.9,0.321
17096,21740,45,32.1,0.238
17097,21740,45,37.6,0.355
17098,21740,45,33.8,0.295
17099,21740,45,35.4,0.316
17100,21740,45,33.2,0.278
17101,21740,45,36.5,0.363
18262,21740,48,35.8,0.32
18276,21740,48,37.5,0.351
18282,21740,48,33.5,0.236
18288,21740,48,35.9,0.3
18297,21740,48,35.2,0.267
19453,21740,55,14.2,0.021
19457,21740,55,14.2,0.02
19463,21740,55,13.9,0.019
19466,21740,55,15.1,0.027
19468,21740,55,14.3,0.02
21542,21740,67,42.7,0.522
21543,21740,67,40,0.416
21544,21740,67,35,0.279
21545,21740,67,39.1,0.415
21546,21740,67,40.4,0.407
21547,21740,67,42,0.504
21548,21740,67,39.4,0.421
21549,21740,67,37.4,0.354
21550,21740,67,34.4,0.269
21551,21740,67,45.2,0.581
21552,21740,67,43.3,0.544
21553,21740,67,40,0.452
21554,21740,67,42.5,0.448
21555,21740,67,34.8,0.271
21556,21740,67,44.5,0.505
21557,21740,67,42.3,0.508
21558,21740,67,39.4,0.375
21559,21740,67,38.8,0.426
21560,21740,67,43.8,0.471
21561,21740,67,34,0.257
22845,21740,69,47.3,0.789
22846,21740,69,36,0.323
22847,21740,69,34.7,0.265
22848,21740,69,33,0.27
23859,21740,72,37.8,0.386
23861,21740,72,36.2,0.327
23862,21740,72,37.5,0.407
23863,21740,72,37.9,0.379
23864,21740,72,39.7,0.436
23866,21740,72,40.9,0.54
23867,21740,72,40,0.378
23868,21740,72,36.7,0.396
23869,21740,72,37.1,0.375
23870,21740,72,39,0.481
23871,21740,72,39.7,0.376
23874,21740,72,34.3,0.287
23876,21740,72,38,0.407
23877,21740,72,36.9,0.338
23878,21740,72,40.6,0.409
23879,21740,72,37.1,0.35
23881,21740,72,38.9,0.444
23882,21740,72,41.5,0.492
23883,21740,72,34.2,0.32
23885,21740,72,37.2,0.355
15070,21740,40,34.2,0.279
15071,21740,40,32.3,0.238
15072,21740,40,37.4,0.374
15073,21740,40,38,0.378
15074,21740,40,32.6,0.238
15075,21740,40,34.9,0.278
15076,21740,40,33.9,0.274
15077,21740,40,33.1,0.244
15078,21740,40,38.3,0.39
15079,21740,40,37.9,0.38
15080,21740,40,34.9,0.3
15081,21740,40,34.9,0.306
15082,21740,40,41.3,0.496
15083,21740,40,30,0.202
15084,21740,40,33.7,0.254
18306,21740,48,19.4,0.049
18313,21740,48,41.4,0.41
18319,21740,48,44.9,0.613
18328,21740,48,37.8,0.331
18337,21740,48,22.2,0.082
18351,21740,48,38.9,0.368
18352,21740,48,37.7,0.354
18353,21740,48,34.8,0.29
18354,21740,48,36.5,0.316
18355,21740,48,38.5,0.388
18356,21740,48,38.3,0.386
18357,21740,48,34.6,0.258
18358,21740,48,30.9,0.208
18359,21740,48,37.4,0.356
18360,21740,48,35.8,0.268
18361,21740,48,31,0.188
18362,21740,48,23.5,0.084
19471,21740,55,13.5,0.015
19476,21740,55,14,0.019
19478,21740,55,13.2,0.016
19481,21740,55,13.4,0.015
19483,21740,55,13.6,0.019
19486,21740,55,18.4,0.047
19489,21740,55,14,0.02
19493,21740,55,14.4,0.021
19500,21740,55,14.4,0.02
19503,21740,55,13,0.015
19507,21740,55,18.1,0.04
19508,21740,55,19.7,0.058
19509,21740,55,12.8,0.012
19510,21740,55,12,0.011
19511,21740,55,12.9,0.014
19512,21740,55,56.7,0.966
19513,21740,55,27.4,0.139
19514,21740,55,48.1,0.952
19515,21740,55,44.9,0.494
19516,21740,55,52.4,0.94
19517,21740,55,52.2,0.985
19518,21740,55,29.6,0.162
19519,21740,55,33.2,0.27
19520,21740,55,35,0.248
19521,21740,55,49.6,0.873
19522,21740,55,46.7,0.705
20700,21740,62,50.4,0.73
20701,21740,62,55.9,1.082
20702,21740,62,51.2,0.77
20703,21740,62,43.9,0.584
20704,21740,62,50.2,0.774
20705,21740,62,45.4,0.574
20706,21740,62,51.3,0.748
20707,21740,62,45.2,0.588
20708,21740,62,49.9,0.674
20709,21740,62,49.6,0.724
20710,21740,62,46.9,0.69
20711,21740,62,49.3,0.65
20712,21740,62,57.2,1.144
20713,21740,62,48.6,0.76
20714,21740,62,50.7,0.768
20715,21740,62,45.4,0.566
22849,21740,69,35.6,0.325
22850,21740,69,51.2,0.685
22851,21740,69,33.3,0.273
22852,21740,69,31.9,0.236
22853,21740,69,34.6,0.272
22854,21740,69,32.4,0.228
22855,21740,69,33.1,0.266
22856,21740,69,30.3,0.186
22857,21740,69,36,0.345
22858,21740,69,34.4,0.29
22859,21740,69,31.8,0.222
22860,21740,69,31.9,0.248
22861,21740,69,29.2,0.202
22862,21740,69,33.6,0.258
22863,21740,69,30.7,0.192
22864,21740,69,33.1,0.256
22865,21740,69,30.9,0.214
22866,21740,69,32.2,0.22
22867,21740,69,36.8,0.382
22868,21740,69,35,0.296
22869,21740,69,30.4,0.228
22870,21740,69,33.3,0.252
22871,21740,69,35.5,0.292
22872,21740,69,37,0.316
22873,21740,69,33,0.246
22874,21740,69,36.7,0.322
22875,21740,69,30.7,0.196
22876,21740,69,31.6,0.178
22877,21740,69,34.4,0.26
22878,21740,69,28.7,0.15
22879,21740,69,32.4,0.214
12925,21740,35,38.3,0.388
15085,21740,40,32,0.228
15086,21740,40,35.1,0.272
15087,21740,40,30.4,0.21
15088,21740,40,34.3,0.28
15089,21740,40,32.9,0.242
15090,21740,40,31.9,0.216
15091,21740,40,35.5,0.298
15092,21740,40,34.4,0.258
15093,21740,40,36.7,0.302
15094,21740,40,34.7,0.282
15095,21740,40,38,0.364
15096,21740,40,34.5,0.286
15097,21740,40,37.4,0.34
15098,21740,40,29.7,0.2
15099,21740,40,34.9,0.312
15100,21740,40,35.7,0.342
15101,21740,40,35,0.324
15102,21740,40,29.5,0.198
15103,21740,40,36.4,0.328
15104,21740,40,31.3,0.216
15105,21740,40,32.6,0.242
15106,21740,40,29.3,0.178
15107,21740,40,33.4,0.262
15108,21740,40,34.8,0.296
15109,21740,40,32.6,0.262
15110,21740,40,36.3,0.324
15111,21740,40,35.2,0.31
15112,21740,40,34.9,0.276
15113,21740,40,30.3,0.218
15114,21740,40,35.8,0.308
15115,21740,40,35.4,0.318
18363,21740,48,35.9,0.3
18364,21740,48,35.6,0.292
18365,21740,48,37.6,0.348
18366,21740,48,34.8,0.258
