specimen_id,species_code,event_id,fork_length,organism_weight
9625,21740,27,35.2,0.288
9626,21740,27,34.8,0.294
9627,21740,27,35.6,0.306
9628,21740,27,40.2,0.44
9629,21740,27,34.6,0.252
9630,21740,27,36.9,0.322
9631,21740,27,38,0.358
9632,21740,27,36.4,0.336
9633,21740,27,35.9,0.34
9634,21740,27,37.9,0.4
9635,21740,27,39.1,0.36
9636,21740,27,36.2,0.3
9637,21740,27,36,0.272
9638,21740,27,33.1,0.24
10052,21740,28,34.9,0.305
10053,21740,28,39.3,0.391
10054,21740,28,35,0.279
10055,21740,28,37.9,0.337
10056,21740,28,33.3,0.229
10057,21740,28,33.1,0.244
9639,21740,27,34.1,0.282
9640,21740,27,36.4,0.3
9641,21740,27,42.6,0.546
9642,21740,27,35,0.29
9643,21740,27,32.2,0.218
9644,21740,27,34,0.29
9645,23235,28,41,0.789
9654,23235,28,58.9,2.262
10029,23235,28,41.3,0.781
10030,23235,28,56.7,2.015
10031,23235,28,46.8,1.298
10082,21740,28,32.3,0.235
10083,21740,28,37.6,0.336
10084,21740,28,38.4,0.351
10085,21740,28,37.6,0.352
8837,10130,24,35.5,0.47
8838,10130,24,33.5,0.402
8824,10200,24,36.4,0.316
8825,10200,24,24,0.076
8826,10200,24,41,0.502
8827,10200,24,41,0.516
8828,10200,24,43.5,0.466
8812,10110,24,38.8,0.603
8813,10110,24,38.8,0.514
8814,10110,24,41.2,0.656
8815,10110,24,38.7,0.458
8816,10110,24,37,0.408
8817,10110,24,50.7,1.17
8818,10110,24,40.3,0.614
9255,21740,26,41.4,0.499
9256,21740,26,38.5,0.409
9257,21740,26,37.7,0.329
10032,23235,28,55.4,2.24
10033,23235,28,45.7,1.148
10034,23235,28,45.9,1.254
10035,23235,28,51.9,1.593
10036,23235,28,52.6,2.055
10037,23235,28,44.5,1.068
10038,23235,28,57.4,2.019
10039,23235,28,36.7,0.652
8819,10110,24,38.3,0.544
8820,10110,24,25,0.134
8821,10110,24,26.6,0.142
9258,21740,26,40.1,0.463
9259,21740,26,43.5,0.627
9260,21740,26,36.1,0.328
9261,21740,26,40.3,0.455
9262,21740,26,44,0.488
9263,21740,26,37.7,0.369
9264,21740,26,39.5,0.479
9265,21740,26,39.7,0.399
9282,21740,27,37.8,0.356
9283,21740,27,35.6,0.29
9286,21740,27,39,0.42
9289,21740,27,34.5,0.279
9291,21740,27,38,0.318
9293,21740,27,34.6,0.289
10058,21740,28,36.4,0.323
10059,21740,28,30.6,0.191
10060,21740,28,33.8,0.28
10061,21740,28,42.8,0.458
10062,21740,28,35.5,0.284
10063,21740,28,30.2,0.21
10064,21740,28,34.3,0.26
10065,21740,28,36.8,0.335
10066,21740,28,29.6,0.174
10067,21740,28,31.4,0.195
10068,21740,28,35.6,0.283
10069,21740,28,38.1,0.355
10070,21740,28,35.4,0.299
9294,21740,27,35.1,0.293
9295,21740,27,36.5,0.299
9296,21740,27,37.1,0.334
9297,21740,27,38.1,0.354
9298,21740,27,38.7,0.335
9299,21740,27,37,0.363
10874,21740,30,40.1,0.414
10086,21740,28,31.5,0.198
10875,21740,30,38.3,0.374
10876,21740,30,45.5,0.498
10877,21740,30,34.8,0.254
10878,21740,30,39.6,0.394
10879,21740,30,35.2,0.262
10880,21740,30,31.6,0.208
10881,21740,30,43.2,0.44
10882,21740,30,44.5,0.51
10883,21740,30,43,0.472
10884,21740,30,38.2,0.34
10885,21740,30,37.9,0.338
10886,21740,30,39.1,0.31
10887,21740,30,37.3,0.348
10087,21740,28,36,0.286
10088,21740,28,33.4,0.243
10089,21740,28,36.1,0.334
10090,21740,28,35.7,0.291
10091,21740,28,35.4,0.282
10092,21740,28,32.1,0.226
10093,21740,28,34.1,0.266
10094,21740,28,37,0.309
10888,21740,30,38.4,0.342
10889,21740,30,34.1,0.258
10891,21740,30,41.3,0.416
10892,21740,30,44.9,0.546
10893,21740,30,36.3,0.314
10894,21740,30,35.4,0.32
10895,21740,30,36.6,0.28
10897,21740,30,35.4,0.274
10898,21740,30,39.4,0.362
10899,21740,30,59.8,1.358
10900,21740,30,35.7,0.3
10901,21740,30,36.9,0.326
10902,21740,30,33.4,0.258
10903,21740,30,35.6,0.288
10428,21740,29,44.8,0.506
10429,21740,29,43.9,0.556
10430,21740,29,39.6,0.4
10431,21740,29,38.2,0.364
10432,21740,29,37.9,0.338
10433,21740,29,40.1,0.366
10434,21740,29,38.5,0.336
10435,21740,29,38.1,0.33
10436,21740,29,34.3,0.266
10437,21740,29,38.5,0.38
10438,21740,29,40.8,0.404
10439,21740,29,37.2,0.318
10440,21740,29,39.6,0.454
10441,21740,29,42,0.456
10904,21740,30,36.7,0.304
10905,21740,30,33,0.246
10906,21740,30,35.6,0.3
10907,21740,30,36.7,0.352
10908,21740,30,40.2,0.404
10909,21740,30,34.1,0.276
10910,21740,30,34.4,0.252
10911,21740,30,37.8,0.32
10912,21740,30,34.5,0.286
10913,21740,30,35.6,0.292
10914,21740,30,31.5,0.202
10915,21740,30,32.6,0.214
10916,21740,30,42.9,0.454
10917,21740,30,34.1,0.272
10918,21740,30,33.3,0.25
11236,21740,31,42.6,0.454
11237,21740,31,37.3,0.335
11238,21740,31,34.2,0.259
11239,21740,31,47.6,0.597
11241,21740,31,35.6,0.298
11242,21740,31,36.5,0.297
11243,21740,31,33.9,0.272
10095,21740,28,35.7,0.316
10096,21740,28,38.2,0.35
10097,21740,28,34.3,0.267
10098,21740,28,35.2,0.272
10099,21740,28,35.1,0.283
10100,21740,28,35.3,0.274
10101,21740,28,33.3,0.249
10040,23230,28,40.3,0.843
10442,21740,29,39.2,0.426
10443,21740,29,41.2,0.424
10444,21740,29,39.9,0.396
10445,21740,29,39.6,0.392
10446,21740,29,37,0.338
10447,21740,29,36.2,0.33
10448,21740,29,40.8,0.406
10449,21740,29,36.2,0.338
10450,21740,29,42.4,0.44
10451,21740,29,38.4,0.398
10452,21740,29,36.9,0.366
10453,21740,29,36,0.304
10454,21740,29,37.9,0.324
10455,21740,29,34.7,0.256
10456,21740,29,38.9,0.344
10919,21740,30,33.8,0.254
10920,21740,30,35.7,0.312
10921,21740,30,35.7,0.28
10922,21740,30,37.5,0.374
10923,21740,30,33.5,0.232
10924,21740,30,37.9,0.372
10925,21740,30,37.4,0.364
10457,21740,29,38.4,0.318
10458,21740,29,41.4,0.422
10459,21740,29,38.1,0.348
10460,21740,29,37,0.334
10461,21740,29,41.6,0.42
10462,21740,29,35.3,0.274
10463,21740,29,35.9,0.294
10464,21740,29,35.1,0.288
10465,21740,29,39.6,0.366
10466,21740,29,36.1,0.262
10467,21740,29,37.2,0.336
10468,21740,29,37.2,0.35
10469,21740,29,35.3,0.274
10470,21740,29,34.5,0.272
10471,21740,29,37.4,0.342
10472,21740,29,37.1,0.308
10473,21740,29,43.4,0.482
10474,21740,29,41.8,0.426
10814,10260,30,23.8,0.117
10475,21740,29,36.7,0.336
10476,21740,29,35.3,0.25
10477,21740,29,35.3,0.264
10427,10261,29,43.4,0.884
10041,23230,28,43.7,0.906
11276,21740,31,40.1,0.397
11277,21740,31,33.7,0.246
11278,21740,31,35.4,0.297
11280,21740,31,35,0.287
11281,21740,31,34,0.241
11282,21740,31,35,0.289
11283,21740,31,33.1,0.226
11284,21740,31,34.2,0.243
11285,21740,31,31.2,0.187
12195,21740,33,35.1,0.295
12196,21740,33,52.4,0.976
12197,21740,33,40.1,0.394
12198,21740,33,38.1,0.362
12199,21740,33,38.3,0.358
12200,21740,33,37.2,0.34
12201,21740,33,37.7,0.324
12202,21740,33,36.7,0.312
12203,21740,33,35.1,0.284
12204,21740,33,38.8,0.384
12205,21740,33,38.1,0.324
12206,21740,33,37.7,0.336
12207,21740,33,35.9,0.29
12208,21740,33,36.4,0.344
12209,21740,33,38.9,0.398
11286,21740,31,39.9,0.333
11287,21740,31,33.4,0.225
11288,21740,31,36.8,0.29
11289,21740,31,33.3,0.244
11290,21740,31,35.5,0.279
11291,21740,31,36.2,0.305
11292,21740,31,33.3,0.259
11293,21740,31,36.3,0.347
12210,21740,33,35.5,0.32
12211,21740,33,36.8,0.344
12212,21740,33,40,0.438
12213,21740,33,36.7,0.34
12214,21740,33,36.3,0.316
12215,21740,33,38.9,0.416
12216,21740,33,48.3,0.624
12217,21740,33,32.9,0.248
12218,21740,33,34.3,0.29
12219,21740,33,34,0.282
12220,21740,33,35.2,0.294
12221,21740,33,34.7,0.288
12222,21740,33,37.4,0.35
12223,21740,33,33.1,0.244
12224,21740,33,35.6,0.322
12225,21740,33,38.1,0.366
12226,21740,33,34.5,0.274
12227,21740,33,35,0.288
12228,21740,33,37.2,0.348
11294,21740,31,35.8,0.318
11295,21740,31,36.9,0.333
11296,21740,31,34.2,0.267
11297,21740,31,41.9,0.446
11298,21740,31,36.5,0.267
11299,21740,31,36,0.303
11300,21740,31,33,0.238
11301,21740,31,33.5,0.231
11313,21740,31,35.7,0.301
11314,21740,31,34.2,0.269
11302,21740,31,41.4,0.437
11303,21740,31,35.7,0.343
11304,21740,31,35.9,0.306
11305,21740,31,38.5,0.363
11306,21740,31,35.1,0.263
11307,21740,31,32.8,0.212
11308,21740,31,33.8,0.243
11309,21740,31,33.9,0.261
11310,21740,31,46.3,0.576
11311,21740,31,36,0.319
11312,21740,31,32.7,0.247
12229,21740,33,34.1,0.242
12230,21740,33,34.2,0.258
12231,21740,33,34.5,0.272
12232,21740,33,34.4,0.25
12233,21740,33,32.7,0.234
12235,21740,33,36.7,0.332
12236,21740,33,34,0.236
12237,21740,33,36.2,0.3
12238,21740,33,37.3,0.328
12239,21740,33,34,0.31
12240,21740,33,34.8,0.268
12241,21740,33,32.4,0.214
12242,21740,33,34.2,0.326
12243,21740,33,37.1,0.34
12244,21740,33,36.7,0.318
11315,21740,31,41.5,0.495
11316,21740,31,31.5,0.219
11317,21740,31,34.6,0.27
11318,21740,31,32.6,0.232
11319,21740,31,35.3,0.28
11320,21740,31,35.1,0.271
11321,21740,31,35.3,0.275
11322,21740,31,35.1,0.273
11323,21740,31,34.2,0.28
11324,21740,31,34.7,0.267
12245,21740,33,34.8,0.288
11824,21740,32,36.6,0.362
11825,21740,32,33.6,0.258
11826,21740,32,33.6,0.228
11827,21740,32,34.4,0.266
11828,21740,32,35.9,0.322
11829,21740,32,33.8,0.26
12608,21740,34,36.4,0.376
12609,21740,34,37.3,0.304
12610,21740,34,32.4,0.234
12611,21740,34,37.2,0.328
12612,21740,34,36.6,0.35
11325,21740,31,34.8,0.303
11326,21740,31,36.4,0.317
11327,21740,31,41.8,0.408
11328,21740,31,33.7,0.254
11329,21740,31,41.6,0.376
11330,21740,31,38.8,0.361
11331,21740,31,36.2,0.293
11332,21740,31,34.5,0.268
11333,21740,31,32.2,0.231
11334,21740,31,36.4,0.301
11335,21740,31,33.8,0.251
11336,21740,31,37,0.304
11830,21740,32,36.1,0.308
11831,21740,32,37.5,0.386
11832,21740,32,37.9,0.336
11833,21740,32,41,0.374
11834,21740,32,38.3,0.35
11835,21740,32,31.6,0.21
11836,21740,32,37.7,0.328
11837,21740,32,37.9,0.394
12613,21740,34,36.8,0.336
12614,21740,34,37.4,0.342
12615,21740,34,36.6,0.382
12616,21740,34,39,0.414
12617,21740,34,35.2,0.288
12618,21740,34,38.3,0.388
12619,21740,34,37,0.32
12620,21740,34,36.6,0.324
12621,21740,34,35.8,0.312
11337,21740,31,35.8,0.282
11838,21740,32,36.5,0.298
11839,21740,32,34.2,0.274
11840,21740,32,33.6,0.25
11841,21740,32,34.3,0.284
11842,21740,32,41.8,0.48
11844,21740,32,33.6,0.252
11845,21740,32,34.2,0.316
12622,21740,34,38.2,0.358
12623,21740,34,33.5,0.266
12624,21740,34,38.6,0.416
12625,21740,34,37.5,0.328
12626,21740,34,37.4,0.366
12627,21740,34,37.7,0.364
12628,21740,34,38,0.398
12629,21740,34,40.3,0.43
12630,21740,34,35.2,0.286
12631,21740,34,34.5,0.258
12632,21740,34,35.5,0.308
12633,21740,34,37.8,0.378
12634,21740,34,38,0.392
12635,21740,34,36.9,0.332
12636,21740,34,37.4,0.368
11235,21740,31,64.1,1.486
11223,21110,31,28,0.182
11224,21110,31,30.3,0.212
11225,21110,31,29.8,0.203
11226,21110,31,29,0.196
11228,21110,31,28.3,0.187
11229,21110,31,29.7,0.2
11227,10261,31,24.5,0.158
11230,10261,31,34.1,0.456
11231,10261,31,37.5,0.546
11232,10261,31,25,0.154
11233,10261,31,41.8,1.01
11234,10261,31,33.3,0.42
11846,21740,32,33.6,0.244
11847,21740,32,34.7,0.294
11848,21740,32,38.5,0.324
11849,21740,32,35.9,0.282
11850,21740,32,40.9,0.37
11851,21740,32,33.8,0.234
11852,21740,32,33.1,0.254
11853,21740,32,43,0.572
11854,21740,32,36.4,0.318
11855,21740,32,31.9,0.218
11856,21740,32,34.7,0.282
11857,21740,32,33,0.232
11858,21740,32,38.2,0.358
11859,21740,32,37,0.334
11860,21740,32,34.9,0.282
11861,21740,32,41,0.432
11862,21740,32,34.3,0.28
11863,21740,32,46.5,0.634
11864,21740,32,32.9,0.232
11865,21740,32,36.7,0.33
11866,21740,32,42.4,0.454
11867,21740,32,36.3,0.33
11868,21740,32,35.4,0.268
11869,21740,32,36.7,0.288
11870,21740,32,33.3,0.238
11871,21740,32,33.8,0.238
11872,21740,32,33,0.22
11873,21740,32,30.9,0.212
11874,21740,32,36.8,0.334
11875,21740,32,33.2,0.208
12637,21740,34,36.5,0.316
12638,21740,34,37,0.352
12639,21740,34,36.8,0.256
12640,21740,34,36.7,0.338
12641,21740,34,33.5,0.27
12642,21740,34,35.9,0.308
12643,21740,34,39.4,0.386
12644,21740,34,36.3,0.306
12645,21740,34,37.9,0.346
12646,21740,34,36.1,0.328
12647,21740,34,34.4,0.266
12648,21740,34,38.7,0.372
12649,21740,34,38.1,0.366
12650,21740,34,35.6,0.314
12651,21740,34,35,0.31
12652,21740,34,37.1,0.348
11876,21740,32,36.3,0.318
11877,21740,32,29.7,0.186
11878,21740,32,36.2,0.312
11879,21740,32,35.3,0.292
11880,21740,32,32.7,0.208
11881,21740,32,32.1,0.216
11882,21740,32,38.2,0.322
11883,21740,32,35.9,0.326
11884,21740,32,34.4,0.29
11363,21720,32,45.1,0.93
11816,21740,32,13.1,0.014
11817,21740,32,13.5,0.012
11818,21740,32,13.1,0.01
11819,21740,32,14.1,0.018
11820,21740,32,11.4,0.01
12653,21740,34,35.3,0.298
12654,21740,34,33.7,0.248
12655,21740,34,39.1,0.346
12656,21740,34,38.3,0.394
12657,21740,34,35.4,0.282
12658,21740,34,35.3,0.314
12659,21740,34,36.5,0.356
11821,21740,32,10.4,0.006
11822,21740,32,9.8,0.006
11823,21740,32,12.6,0.014
11603,10130,32,30.5,0.251
11244,21740,31,34.1,0.276
11245,21740,31,35.6,0.314
11246,21740,31,42.3,0.416
11247,21740,31,40.3,0.426
11248,21740,31,38.7,0.422
11249,21740,31,35.8,0.312
11615,21110,32,29,0.225
11620,21110,32,29.9,0.251
11624,21110,32,26.9,0.187
11629,21110,32,25.8,0.161
11632,21110,32,27.9,0.19
11636,21110,32,26,0.16
11641,21110,32,26.1,0.179
11645,21110,32,26.8,0.183
11648,21110,32,25.6,0.162
11652,21110,32,26.5,0.173
11656,21110,32,26.9,0.174
11250,21740,31,35.1,0.283
11251,21740,31,29.7,0.177
11252,21740,31,35.7,0.266
11253,21740,31,38.1,0.319
11254,21740,31,33.9,0.262
11255,21740,31,33.7,0.249
11256,21740,31,33.8,0.253
11257,21740,31,30.1,0.188
11258,21740,31,29.7,0.181
11259,21740,31,37.3,0.338
11260,21740,31,45.9,0.601
11261,21740,31,33.3,0.251
11262,21740,31,36.7,0.348
11263,21740,31,35,0.279
11264,21740,31,37.6,0.312
11265,21740,31,33.1,0.243
11266,21740,31,35.4,0.296
11267,21740,31,31.9,0.223
11268,21740,31,44.1,0.494
11269,21740,31,33.9,0.226
11270,21740,31,36.2,0.314
11271,21740,31,35.9,0.297
11272,21740,31,36.5,0.338
11273,21740,31,41,0.396
11274,21740,31,34.5,0.276
11275,21740,31,35.1,0.283
14185,21740,38,33,0.266
14186,21740,38,29.6,0.164
14187,21740,38,33.8,0.254
14137,21740,38,16.1,0.026
14190,21740,39,32.7,0.25
14191,21740,39,35.4,0.292
14192,21740,39,54.5,0.919
14193,21740,39,39.5,0.387
14196,21740,39,39,0.38
14197,21740,39,38.3,0.296
14198,21740,39,41.8,0.496
14205,21740,39,42.6,0.607
14207,21740,39,35.3,0.291
14210,21740,39,36.1,0.304
14223,21740,39,33.3,0.229
14238,21740,39,34.1,0.255
17366,21110,46,32.2,0.318
17369,21110,46,30.1,0.252
17375,21110,46,29.4,0.258
18755,21740,50,52.5,0.964
19830,21740,58,47.2,0.578
19831,21740,58,48.7,0.87
19832,21740,58,51.6,0.963
19833,21740,58,49,0.794
19834,21740,58,46.7,0.701
19835,21740,58,49.7,0.772
19837,21740,58,45.2,0.552
19838,21740,58,49.7,0.686
19840,21740,58,44.1,0.627
19841,21740,58,50,0.83
19844,21740,58,50.4,0.763
19845,21740,58,54.1,1.011
19848,21740,58,55.6,0.865
19850,21740,58,53.3,0.913
19852,21740,58,51.3,0.632
19854,21740,58,48.2,0.859
19855,21740,58,49.7,0.81
20959,21740,63,48.1,0.671
20960,21740,63,50,0.676
20800,23041,63,14.1,0.016
20801,23041,63,13.7,0.016
15450,21740,41,36.2,0.338
15451,21740,41,38.5,0.404
15452,21740,41,36.3,0.372
15453,21740,41,38.5,0.498
15454,21740,41,37.4,0.438
15455,21740,41,38.7,0.43
15456,21740,41,35.8,0.334
15457,21740,41,36.1,0.344
15458,21740,41,37.4,0.376
15459,21740,41,32.7,0.26
15460,21740,41,36.8,0.338
15461,21740,41,34.6,0.34
15462,21740,41,36.7,0.338
15463,21740,41,38.8,0.376
15464,21740,41,39.7,0.468
15465,21740,41,41.4,0.534
18756,21740,50,52.8,0.882
18757,21740,50,53.5,1.104
18758,21740,50,53.5,0.746
18759,21740,50,58.6,1.372
18760,21740,50,52.9,1.026
18761,21740,50,51.6,0.97
18762,21740,50,50.2,0.872
18763,21740,50,53.6,0.834
18764,21740,50,54.4,1.01
18765,21740,50,50,0.608
18766,21740,50,52.4,0.972
18767,21740,50,47.9,0.668
18768,21740,50,50.7,0.602
18769,21740,50,50.4,0.674
18686,10210,50,33,0.408
18687,10210,50,34.7,0.466
18688,10210,50,30.6,0.314
18689,10210,50,34.2,0.374
18690,10210,50,33.2,0.416
18691,10210,50,31.6,0.36
18692,10210,50,37.3,0.552
18693,10210,50,39.9,0.584
18694,10210,50,36.5,0.6
18695,10210,50,31.9,0.434
19856,21740,58,45.9,0.522
19857,21740,58,48.8,0.752
19858,21740,58,48.7,0.829
19859,21740,58,55.5,1.019
19887,21740,58,49.9,0.9
19888,21740,58,51.9,0.963
19889,21740,58,50.7,0.819
19890,21740,58,51.9,0.822
19891,21740,58,51.3,0.853
19892,21740,58,49.6,0.762
19893,21740,58,50.3,0.796
19894,21740,58,58.4,1.333
19895,21740,58,47,0.806
19896,21740,58,50.1,0.777
19897,21740,58,50,0.893
19898,21740,58,54.5,1.058
19899,21740,58,49.6,0.826
19900,21740,58,52.9,1.029
19901,21740,58,52.8,0.984
19902,21740,58,50.5,0.884
19903,21740,58,56.8,1.059
19904,21740,58,48.2,0.761
19905,21740,58,48,0.706
19906,21740,58,49.3,0.803
19907,21740,58,42.5,0.413
19908,21740,58,51.6,0.94
19909,21740,58,48.7,0.64
19910,21740,58,47.3,0.73
19911,21740,58,46.9,0.705
19912,21740,58,49.4,0.744
19913,21740,58,49.3,0.895
20996,21740,65,47,0.628
20997,21740,65,47.2,0.59
20998,21740,65,43.7,0.476
20999,21740,65,47.6,0.559
21000,21740,65,50.1,0.688
21001,21740,65,51.7,0.732
21002,21740,65,46.6,0.58
21003,21740,65,50.3,0.602
21004,21740,65,46.4,0.572
21005,21740,65,45.4,0.573
21007,21740,65,50.1,0.672
21008,21740,65,48.1,0.64
21009,21740,65,51.7,0.758
21010,21740,65,53.1,0.91
21011,21740,65,49.7,0.6
21058,21740,65,51.3,0.679
21059,21740,65,44.4,0.503
21060,21740,65,48.8,0.648
21061,21740,65,42.9,0.466
21062,21740,65,48.1,0.695
21063,21740,65,51.7,0.786
21064,21740,65,56.9,1.249
21065,21740,65,46.6,0.632
21066,21740,65,43.7,0.486
21067,21740,65,43.9,0.58
21068,21740,65,45.3,0.452
21069,21740,65,48.3,0.58
21070,21740,65,45.7,0.54
21071,21740,65,48.8,0.658
21072,21740,65,44.6,0.624
21073,21740,65,46.5,0.62
21074,21740,65,46.9,0.634
21075,21740,65,48.6,0.658
23249,21740,70,31.7,0.262
23250,21740,70,34.8,0.294
23251,21740,70,35.9,0.316
23252,21740,70,35.9,0.3
23253,21740,70,34.2,0.33
23254,21740,70,35.2,0.318
23255,21740,70,26.6,0.132
23256,21740,70,30.9,0.216
23257,21740,70,42.2,0.548
23258,21740,70,36.8,0.362
23259,21740,70,29.5,0.178
23260,21740,70,33,0.27
23261,21740,70,36.2,0.352
23262,21740,70,34.6,0.266
23263,21740,70,33.6,0.238
23264,21740,70,34.2,0.29
23265,21740,70,33.3,0.25
23266,21740,70,23.4,0.092
23267,21740,70,34.3,0.316
23268,21740,70,34.7,0.278
23269,21740,70,28.2,0.132
23270,21740,70,37.1,0.33
23271,21740,70,35.5,0.33
23272,21740,70,33.6,0.266
13349,21740,36,36.8,0.35
13350,21740,36,44.3,0.498
13351,21740,36,36.8,0.34
13352,21740,36,36.2,0.326
13353,21740,36,37.7,0.374
13354,21740,36,33.8,0.298
13355,21740,36,37.8,0.35
13356,21740,36,34.5,0.296
13357,21740,36,37.5,0.34
13358,21740,36,40.8,0.476
13359,21740,36,35.3,0.338
13360,21740,36,36.3,0.326
13361,21740,36,36.2,0.316
13362,21740,36,36.2,0.37
13363,21740,36,36.5,0.32
13364,21740,36,36.7,0.32
13365,21740,36,34.7,0.326
13366,21740,36,36.8,0.328
13367,21740,36,35.9,0.356
15466,21740,41,46.9,0.74
15467,21740,41,37.9,0.42
15468,21740,41,36.8,0.348
15469,21740,41,35.3,0.322
15470,21740,41,39.7,0.406
15471,21740,41,33.4,0.262
15472,21740,41,39.5,0.436
15473,21740,41,43,0.504
15474,21740,41,38.8,0.406
15475,21740,41,39.9,0.512
15476,21740,41,37.6,0.41
15477,21740,41,37,0.392
15478,21740,41,34.4,0.298
15479,21740,41,37.8,0.394
15480,21740,41,33.4,0.274
15481,21740,41,41.4,0.51
15482,21740,41,41.6,0.488
15483,21740,41,35.7,0.332
15484,21740,41,37.4,0.426
15485,21740,41,38.2,0.414
15486,21740,41,35.5,0.316
15487,21740,41,36.9,0.392
15488,21740,41,42.8,0.546
15489,21740,41,38.3,0.396
15490,21740,41,36.3,0.358
15491,21740,41,35.3,0.308
15492,21740,41,34,0.312
15493,21740,41,35.4,0.328
15494,21740,41,36.6,0.38
15495,21740,41,34.6,0.3
15496,21740,41,35.1,0.3
19914,21740,58,45.2,0.45
19915,21740,58,48.7,0.726
19916,21740,58,53.1,1.156
19836,10210,58,26,0.194
19839,10210,58,37.2,0.61
19842,10210,58,38.3,0.51
19843,10210,58,38,0.808
21076,21740,65,47.7,0.656
21077,21740,65,52.9,0.854
21078,21740,65,45.2,0.518
21079,21740,65,47.4,0.592
21080,21740,65,49.4,0.648
21081,21740,65,50.5,0.692
21082,21740,65,45.2,0.5
21083,21740,65,46.4,0.596
21084,21740,65,50,0.746
21085,21740,65,50.7,0.616
21086,21740,65,50.7,0.798
21087,21740,65,45.7,0.56
21088,21740,65,49.6,0.676
23273,21740,70,35.1,0.294
23274,21740,70,30.9,0.21
23275,21740,70,33.1,0.276
23276,21740,70,35.3,0.306
23277,21740,70,32,0.244
23278,21740,70,23.9,0.104
23282,23235,71,55.6,2.43
23283,23235,71,45.3,1.102
13368,21740,36,34.9,0.288
13369,21740,36,36.1,0.368
13370,21740,36,37,0.344
13371,21740,36,33.3,0.258
13372,21740,36,35,0.296
13373,21740,36,35.1,0.336
13374,21740,36,34.6,0.294
13375,21740,36,46.2,0.592
13376,21740,36,41.6,0.476
13377,21740,36,36.7,0.324
13378,21740,36,39.3,0.386
13379,21740,36,35.6,0.3
13380,21740,36,35.6,0.306
13381,21740,36,34.7,0.282
13382,21740,36,38.7,0.406
13383,21740,36,41.4,0.454
13384,21740,36,36.6,0.334
13385,21740,36,32.6,0.232
13386,21740,36,39.8,0.39
13387,21740,36,32.1,0.246
13388,21740,36,36.8,0.35
13390,21740,36,35.2,0.286
13391,21740,36,38.2,0.4
13392,21740,36,33.5,0.282
13393,21740,36,32.6,0.258
13394,21740,36,34.9,0.338
13395,21740,36,35,0.29
13396,21740,36,35.5,0.302
13397,21740,36,34.7,0.276
13398,21740,36,37,0.32
13399,21740,36,29.2,0.196
15497,21740,41,34.3,0.294
15498,21740,41,35,0.298
15499,21740,41,35.2,0.286
15500,21740,41,38.3,0.388
15501,21740,41,34.8,0.322
15502,21740,41,35.8,0.31
16648,21740,44,36.8,0.363
16649,21740,44,36.3,0.337
16650,21740,44,36.9,0.322
16651,21740,44,36.6,0.371
16652,21740,44,37,0.362
16653,21740,44,43,0.487
16654,21740,44,37.4,0.409
16655,21740,44,36.1,0.298
16656,21740,44,36.2,0.358
16657,21740,44,41.3,0.507
16658,21740,44,35.7,0.362
16659,21740,44,36.5,0.287
16660,21740,44,31.6,0.241
16661,21740,44,34.6,0.336
16662,21740,44,36.9,0.379
16663,21740,44,41,0.464
16664,21740,44,30.7,0.208
16665,21740,44,37.3,0.36
16666,21740,44,32.8,0.261
16667,21740,44,38.3,0.37
16668,21740,44,37.7,0.411
16669,21740,44,39.3,0.463
16670,21740,44,31,0.244
16671,21740,44,37.4,0.335
16672,21740,44,38,0.438
16673,21740,44,34.7,0.31
16674,21740,44,38.3,0.399
18842,21740,51,58.4,1.016
18823,10210,51,33.8,0.464
18824,10210,51,32.8,0.426
18825,10210,51,31.9,0.381
18826,10210,51,33.7,0.484
18827,10210,51,33.7,0.495
18975,21740,52,55.9,1.422
18976,21740,52,62.1,1.15
18977,21740,52,61.7,1.636
18846,21110,52,23,0.121
18847,21110,52,23.5,0.126
18848,21110,52,22.9,0.113
18910,10210,52,23.5,0.132
18911,10210,52,31.7,0.345
18912,10210,52,31.4,0.343
18913,10210,52,21.1,0.103
18914,10210,52,29.9,0.3
18915,10210,52,35.1,0.481
18916,10210,52,34.9,0.433
18917,10210,52,20.5,0.094
18918,10210,52,28.1,0.274
18919,10210,52,32.2,0.342
18843,10130,52,43.6,0.888
18844,10130,52,34.3,0.414
18849,23041,52,10.3,0.005
20060,21740,59,46.1,0.533
20061,21740,59,49.5,0.795
20062,21740,59,50.3,0.876
20063,21740,59,49.9,0.71
20064,21740,59,45.6,0.548
20065,21740,59,51.2,0.778
20066,21740,59,51.7,0.81
20067,21740,59,53.5,0.822
20068,21740,59,51.2,0.698
22372,21740,68,63,1.615
24558,21740,73,40.6,0.52
24559,21740,73,38.3,0.436
24560,21740,73,36.6,0.388
24561,21740,73,39.4,0.44
24562,21740,73,40.6,0.446
24563,21740,73,36.3,0.38
24564,21740,73,34.3,0.284
24565,21740,73,40.1,0.444
24566,21740,73,39.1,0.474
24567,21740,73,41.8,0.486
24568,21740,73,40.8,0.51
24569,21740,73,36.7,0.362
24570,21740,73,38.4,0.376
24571,21740,73,38.5,0.37
24572,21740,73,41.1,0.54
24573,21740,73,37.5,0.38
24574,21740,73,37.7,0.364
24575,21740,73,37.6,0.402
24576,21740,73,38.3,0.372
24577,21740,73,36.5,0.354
24610,21740,73,42.4,0.529
24611,21740,73,44.1,0.599
24612,21740,73,41.7,0.485
24613,21740,73,39.6,0.316
24614,21740,73,38,0.391
16675,21740,44,33,0.275
