transect,interval,lat,lon,class,nasc,x,y
1,20180207044801,55.3506412,-158.1893921,PK2,10.308746,931.4961291542407,6154.949787123533
1,20180207045110,55.3454414,-158.2002787,PK2,32.821442,930.8641681541887,6154.304978517472
1,20180207045359,55.3381656,-158.2073485,PK2,26.214097,930.4960738184692,6153.453471231192
1,20180207045634,55.3310634,-158.2150159,PK2,47.127491,930.0881012311974,6152.617570999951
1,20180207045905,55.3238989,-158.2223235,PK2,26.764275,929.7033934145059,6151.777025269803
1,20180207050139,55.3167016,-158.2297974,PK2,33.90496,929.3083356578925,6150.931850643593
1,20180207050412,55.3094062,-158.2369636,PK2,35.845882,928.9336404789927,6150.07772769981
1,20180207050643,55.3021728,-158.2441378,PK2,21.678888,928.5575909042387,6149.23047616429
1,20180207050910,55.294982,-158.2512174,PK2,56.095579,928.1868974174632,6148.388574950492
1,20180207051139,55.2876937,-158.258388,PK2,93.027448,927.8113177579011,6147.535327169487
1,20180207051408,55.2804775,-158.2657125,PK2,36.267401,927.425031915745,6146.68917509611
1,20180207051636,55.2733011,-158.2730739,PK2,61.760304,927.0357999906761,6145.847254845669
1,20180207051905,55.265995,-158.2802085,PK2,24.950986,926.6621601455398,6144.9923689875895
1,20180207052133,55.2586619,-158.2870548,PK2,13.275402,926.3069123167146,6144.136291521358
1,20180207052402,55.2513528,-158.2939422,PK2,39.492689,925.9486303244358,6143.282661097971
1,20180207052633,55.2440544,-158.3009442,PK2,27.805595,925.5827942181395,6142.429552108332
1,20180207052904,55.2367213,-158.3080331,PK2,33.420867,925.2116433341852,6141.572095861324
1,20180207053133,55.2294451,-158.3150911,PK2,32.911904,924.8416686763019,6140.721182589206
1,20180207053404,55.2220751,-158.3219654,PK2,10.685441,924.4841794930788,6139.86101416577
1,20180207053636,55.2146181,-158.3287238,PK2,16.340443,924.1348030108903,6138.991928791429
1,20180207053906,55.2073397,-158.335677,PK2,24.994657,923.7709855830658,6138.141518045382
1,20180207054135,55.2000716,-158.3428218,PK2,17.392405,923.3947206521656,6137.2911206631325
1,20180207054404,55.1928558,-158.350005,PK2,54.915491,923.0152852384066,6136.446334358475
1,20180207054632,55.1855937,-158.357084,PK2,57.973601,922.6427849703059,6135.597079492767
1,20180207054901,55.178314,-158.3641418,PK2,70.73574,922.2716442033852,6134.746036797375
1,20180207055130,55.1709565,-158.371167,PK2,125.204538,921.9032250929782,6133.886591512833
1,20180207055401,55.1635998,-158.3780787,PK2,72.375971,921.5418364309508,6133.027959224311
1,20180207055628,55.1563573,-158.3850219,PK2,84.398996,921.1770662879965,6132.181850595759
1,20180207055901,55.1491775,-158.3924346,PK2,72.643424,920.7816119810403,6131.339901205056
1,20180207060137,55.1419741,-158.3996615,PK2,88.511475,920.3980425420228,6130.496495309151
1,20180207060411,55.1347734,-158.4068716,PK2,106.207763,920.0153372939134,6129.653529986024
1,20180207060646,55.1275654,-158.4141815,PK2,71.836315,919.6261842120346,6128.809192062962
1,20180207060917,55.1204089,-158.4214904,PK2,85.434894,919.236375804859,6127.970618494382
1,20180207061149,55.1132009,-158.4288157,PK2,106.422934,918.8458873070613,6127.12626904365
1,20180207061422,55.1060286,-158.4360143,PK2,246.505059,918.4629113684894,6126.286685166848
1,20180207061655,55.0986611,-158.442887,PK2,452.356583,918.1025528453292,6125.427423996987
1,20180207061924,55.0913635,-158.4497067,PK2,289.609264,917.7446671385269,6124.576276692457
1,20180207062153,55.0840362,-158.4564949,PK2,969.997125,917.3889294670021,6123.722055251478
1,20180207062424,55.0766763,-158.4635556,PK2,483.041417,917.0160046991325,6122.862617746949
1,20180207062653,55.0694205,-158.4705446,PK2,314.665349,916.646388035991,6122.015204584661
1,20180207062921,55.0621793,-158.4775917,PK2,123.742129,916.2727456070443,6121.169102213057
1,20180207063148,55.0549348,-158.4846647,PK2,107.355151,915.8973143181018,6120.3225163926345
1,20180207063419,55.0476035,-158.4917263,PK2,130.899599,915.5233379242497,6119.466398821336
1,20180207063648,55.0403231,-158.4987911,PK2,471.643351,915.1484548233826,6118.615951327589
1,20180207063914,55.0330565,-158.5058296,PK2,975.760001,914.7749323953377,6117.767230268699
1,20180207064140,55.0257624,-158.512901,PK2,1239.454026,914.3994232487923,6116.915297714621
1,20180207064406,55.018525,-158.5198925,PK2,1219.192501,914.0282515751595,6116.070172989344
1,20180207064631,55.0112592,-158.5269605,PK2,745.487735,913.6523207907318,6115.221478105819
1,20180207064855,55.0039897,-158.5339616,PK2,213.282525,913.2805245621844,6114.372806667088
1,20180207065120,54.9966855,-158.5409091,PK2,109.330617,912.9123353926425,6113.520636675808
1,20180207065344,54.9892858,-158.547818,PK2,78.805574,912.5474216184288,6112.658127458532
1,20180207065604,54.9819782,-158.5545466,PK2,40.981947,912.1929026963965,6111.806945845844
1,20180207065830,54.9745888,-158.5613698,PK2,52.190317,911.8330150160782,6110.946156981256
1,20180207070054,54.9672068,-158.5679336,PK2,34.901378,911.4894523018125,6110.087754414575
1,20180207070315,54.9597718,-158.5745816,PK2,22.958963,911.1408885797908,6109.223002849219
1,20180207070539,54.9524878,-158.5816392,PK2,42.306774,910.7644375973357,6108.37264032815
1,20180207070801,54.945426,-158.589237,PK2,88.308209,910.3510153368264,6107.543812627661
1,20180207071027,54.9383193,-158.5966758,PK2,112.635965,909.9480355084564,6106.710977852451
1,20180207071251,54.9311272,-158.6040176,PK2,72.374789,909.5519502300918,6105.86927206706
1,20180207071517,54.9238633,-158.611097,PK2,193.835074,909.1731992351118,6105.021172809349
1,20180207071742,54.9166009,-158.6183358,PK2,124.382843,908.7840637427792,6104.17234515784
1,20180207072008,54.9093221,-158.6255279,PK2,52.298405,908.3979055347862,6103.32200972745
1,20180207072232,54.9021091,-158.6324956,PK2,84.909531,908.025263191119,6102.480331559656
1,20180207072458,54.8948781,-158.6395728,PK2,20.648794,907.6456258028736,6101.636052554773
1,20180207075830,54.9622881,-158.74844,PK2,2.277878,900.0066046793957,6108.4920753317365
1,20180207080118,54.9694267,-158.7410515,PK2,8.848119,900.407520125773,6109.327190928572
1,20180207080347,54.9767292,-158.7339585,PK2,3.519863,900.787746840425,6110.178852681329
1,20180207080615,54.9839992,-158.7269025,PK2,12.764999,901.1657612306238,6111.02673108237
1,20180207080842,54.9912416,-158.719839,PK2,41.985763,901.5443580698177,6111.87162575784
1,20180207081110,54.9984683,-158.7126239,PK2,48.351321,901.9326179211844,6112.715688567264
1,20180207081337,55.0056405,-158.7052415,PK2,44.376459,902.3319273789667,6113.554704193307
1,20180207081605,55.0127299,-158.6977207,PK2,18.60964,902.7407226786158,6114.3853663413975
1,20180207081834,55.0199161,-158.6903839,PK2,28.013532,903.1366250797736,6115.225758107956
1,20180207082103,55.0271469,-158.6832507,PK2,24.88188,903.5189129076241,6116.0699658590775
1,20180207082334,55.034543,-158.6763304,PK2,67.877874,903.8857813643433,6116.9313351435
1,20180207082600,55.0418946,-158.6697707,PK2,102.734039,904.2299320804788,6117.785708397363
1,20180207082825,55.0493888,-158.6633763,PK2,248.482135,904.5619398686462,6118.654989473026
1,20180207083051,55.056763,-158.6565903,PK2,163.377225,904.9199613631552,6119.513250077646
1,20180207083315,55.0637558,-158.6488652,PK2,325.619325,905.3415277314118,6120.334654060078
1,20180207083539,55.0708308,-158.6411448,PK2,541.727682,905.7617790040792,6121.165204919247
1,20180207083805,55.0779832,-158.6334243,PK2,486.667117,906.181066612745,6122.00439736347
1,20180207084027,55.0850156,-158.6258119,PK2,433.338054,906.5945035109187,6122.829680305171
1,20180207084250,55.0921374,-158.6182114,PK2,366.770308,907.0060918660018,6123.664865733834
1,20180207084512,55.0993105,-158.6106961,PK2,298.418421,907.411549918785,6124.5052939634015
1,20180207084733,55.1065424,-158.6036573,PK2,277.342569,907.7858917027665,6125.349505471596
1,20180207084955,55.1138388,-158.5967792,PK2,191.362676,908.149174020724,6126.199974939161
1,20180207085217,55.1212068,-158.5899192,PK2,146.774115,908.5104022281348,6127.058324186577
1,20180207085440,55.1285428,-158.5830273,PK2,131.576341,908.8738170874739,6127.913342763586
1,20180207085700,55.1358045,-158.5760317,PK2,87.335752,909.2444198529679,6128.760756317674
1,20180207085923,55.143113,-158.5688239,PK2,112.512152,909.6278664007536,6129.614651625485
1,20180207090143,55.1503083,-158.5616365,PK2,214.228189,910.0110019095152,6130.455896868025
