"","survey","event_id","EQLatitude","EQLongitude"
"1",201801,8,"54.5585466667","-162.448755"
"2",201801,11,"55.21572","-161.76872"
"3",201801,2,"55.32862","-158.880966667"
"4",201801,3,"55.3857183333","-159.34337"
"5",201801,7,"55.56528","-160.364113333"
"6",201801,6,"55.5868083333","-160.20699"
"7",201801,10,"55.3466616667","-161.672041667"
"8",201801,1,"55.25733","-158.462921667"
"9",201801,5,"55.54656","-159.940671667"
"10",201801,9,"54.9673266667","-162.996081667"
"11",201801,4,"55.1896883333","-160.227453333"
