Column1,survey,vessel,event_id,latitude,longitude
226,202401,162,70,55.31512,-165.76932
227,202401,162,71,55.62643,-165.78398
228,202401,162,72,55.98527,-165.77752
229,202401,162,73,56.31308,-165.80405
230,202401,162,74,56.64215,-165.83279
231,202401,162,75,56.9641,-165.84344
232,202401,162,76,57.31121,-165.84621
233,202401,162,77,57.6621,-165.85913
234,202401,162,78,57.9955,-165.89822
235,202401,162,79,58.32625,-165.89189
236,202401,162,80,58.662,-165.90136
237,202401,162,81,58.99801,-165.92566
238,202401,162,82,58.99954,-165.32458
239,202401,162,83,59.63135,-165.89426
240,202401,162,84,59.66451,-166.59576
241,202401,162,85,59.66402,-167.2547
242,202401,162,86,59.35679,-167.24199
243,202401,162,87,59.00319,-167.23569
244,202401,162,88,58.6964,-167.23534
245,202401,162,89,58.33642,-167.18148
246,202401,162,90,58.00483,-167.13556
247,202401,162,91,56.68413,-167.05491
248,202401,162,92,56.34965,-167.02109
249,202401,162,93,56.01529,-166.98839
250,202401,162,94,55.67937,-166.98823
251,202401,162,95,57.0003,-167.00352
252,202401,162,96,56.99361,-167.66176
253,202401,162,97,57.31569,-167.76492
254,202401,162,98,57.63798,-167.72379
255,202401,162,99,57.98533,-167.7957
256,202401,162,100,58.32285,-168.40142
257,202401,162,101,58.65733,-168.49295
258,202401,162,102,58.97418,-168.50274
259,202401,162,103,59.31413,-168.54566
260,202401,162,104,59.63364,-168.58813
261,202401,162,105,59.97334,-168.63588
262,202401,162,106,60.32432,-168.64578
263,202401,162,107,60.33564,-169.27543
264,202401,162,108,60.33338,-169.97217
265,202401,162,109,60.35094,-170.66702
266,202401,162,110,60.00589,-170.63939
267,202401,162,111,60.01296,-169.98983
268,202401,162,112,59.68969,-169.9207
269,202401,162,113,59.67824,-170.57807
270,202401,162,114,59.34148,-170.53159
271,202401,162,115,59.0066,-170.50034
272,202401,162,116,59.00048,-169.85011
273,202401,162,117,58.3293,-169.73586
274,202401,162,118,58.3377,-169.11635
275,202401,162,119,58.01201,-169.07973
276,202401,162,120,57.99929,-168.44775
277,202401,162,121,57.6748,-169.03777
278,202401,162,122,57.6719,-168.4215
279,202401,162,123,57.33799,-168.35243
280,202401,162,125,57.35459,-168.97757
281,202401,162,126,57.01407,-168.94812
282,202401,162,127,57.00828,-168.34829
283,202401,162,128,56.67511,-168.28431
284,202401,162,129,56.67686,-167.65512
285,202401,162,130,56.34853,-167.62874
286,202401,162,131,56.00721,-167.61662
287,202401,162,132,55.98882,-168.14606
288,202401,162,141,56.33396,-170.64486
289,202401,162,142,56.66825,-170.69931
290,202401,162,143,56.66064,-171.26066
291,202401,162,144,56.99592,-170.76893
292,202401,162,146,57.33965,-170.85011
293,202401,162,147,57.66091,-170.87925
294,202401,162,148,57.99397,-170.95716
295,202401,162,149,58.32139,-170.99596
296,202401,162,150,58.65007,-171.0723
297,202401,162,151,58.9789,-171.10898
298,202401,162,153,59.66788,-171.23755
299,202401,162,155,59.96483,-171.92727
300,202401,162,156,59.98393,-171.25693
301,202401,162,157,60.31739,-171.36495
302,202401,162,159,60.66483,-171.41831
303,202401,162,160,60.98137,-171.44298
304,202401,162,161,60.99725,-172.13763
305,202401,162,162,60.99942,-172.78915
306,202401,162,163,61.00518,-173.48201
307,202401,162,164,61.31791,-173.58973
308,202401,162,165,61.65189,-173.66278
309,202401,162,166,61.9829,-173.71506
310,202401,162,167,62.0073,-174.46265
311,202401,162,168,61.67786,-174.43221
312,202401,162,171,62.0008,-175.82259
313,202401,162,172,61.6858,-175.79201
314,202401,162,173,61.34364,-175.72853
315,202401,162,174,61.34119,-175.05824
316,202401,162,175,61.01939,-174.92311
317,202401,162,176,61.0115,-175.53642
318,202401,162,177,60.65718,-175.53056
319,202401,162,178,60.66888,-174.84858
320,202401,162,179,60.3457,-174.74264
321,202401,162,180,60.34156,-174.07859
322,202401,162,181,60.00389,-173.95257
323,202401,162,182,60.0142,-174.57172
324,202401,162,183,59.67734,-174.44648
325,202401,162,184,59.68179,-173.92541
326,202401,162,185,59.66928,-173.28441
327,202401,162,186,59.66395,-172.56746
328,202401,162,187,59.34486,-172.4827
329,202401,162,188,59.00443,-172.40673
330,202401,162,189,58.9908,-173.05894
331,202401,162,190,59.31921,-173.12098
332,202401,162,191,59.33538,-173.77934
333,202401,162,192,59.33669,-174.42704
334,202401,162,193,59.33758,-175.0684
335,202401,162,194,59.34086,-175.73359
336,202401,162,195,59.01617,-175.73917
337,202401,162,196,58.65185,-175.57967
338,202401,162,197,58.68516,-174.96253
339,202401,162,198,58.67967,-174.27299
340,202401,162,199,58.34459,-174.32633
341,202401,162,200,58.33283,-173.60936
342,202401,162,201,58.3421,-172.9489
343,202401,162,202,58.00183,-172.81007
344,202401,162,203,57.99047,-173.43549
345,202401,162,204,57.65756,-173.42668
346,202401,162,205,57.66037,-172.81148
347,202401,162,206,57.66523,-172.19756
348,202401,162,207,56.99092,-173.26114
349,202401,162,208,57.00312,-172.68269
350,202401,162,210,56.31112,-168.24463
