"","ship","survey","event_id","species_code","specimen_id","fork_length","organism_weight","age","sex","eq_longitude"
"2103",157,202408,26,21740,9129,13.1,0.011,1,NA,-172.9352
"2104",157,202408,26,21740,9131,16.2,0.027,1,NA,-172.9352
"2105",157,202408,27,21740,9514,37.7,0.416,5,"Male",-172.7997
"2106",157,202408,27,21740,9526,35.3,0.298,3,"Male",-172.7997
"2107",157,202408,27,21740,9556,41.6,0.524,7,"Male",-172.7997
"2108",157,202408,27,21740,9539,15.3,0.024,1,NA,-172.7997
"2109",157,202408,61,21740,21027,42.6,0.606,6,"Female",-173.44
"2110",157,202408,65,21740,21164,45,0.61,6,"Female",-173.1587
"2111",157,202408,65,21740,21166,44.7,0.547,6,"Male",-173.1587
"2112",157,202408,65,21740,21170,50.9,1.066,6,"Female",-173.1587
"2113",157,202408,65,21740,21172,44.8,0.718,6,"Male",-173.1587
"2114",157,202408,65,21740,21175,42.9,0.659,5,"Female",-173.1587
"2115",157,202408,29,21740,9822,45.1,0.706,6,"Male",-172.7057
"2116",157,202408,29,21740,9826,40.8,0.474,5,"Male",-172.7057
"2117",157,202408,29,21740,9830,41.7,0.508,5,"Male",-172.7057
"2118",157,202408,30,21740,9893,46,0.817,6,"Female",-172.5245
"2119",157,202408,30,21740,9903,44.8,0.579,6,"Male",-172.5245
"2120",157,202408,30,21740,9904,41,0.432,7,"Male",-172.5245
"2121",157,202408,30,21740,9905,41.4,0.478,6,"Female",-172.5245
"2122",157,202408,31,21740,10315,39.9,0.416,6,"Male",-174.1172
"2123",157,202408,31,21740,10324,43.4,0.518,6,"Female",-174.1172
"2124",157,202408,31,21740,10338,42.3,0.504,6,"Male",-174.1172
"2125",157,202408,32,21740,10632,41.9,0.44,6,"Male",-174.2035
"2126",157,202408,32,21740,10662,39.9,0.372,6,"Male",-174.2035
"2127",157,202408,32,21740,10685,40.6,0.474,4,"Female",-174.2035
"2128",157,202408,33,21740,10980,40.7,0.408,6,"Male",-174.266
"2129",157,202408,33,21740,10998,44.8,0.602,7,"Male",-174.266
"2130",157,202408,33,21740,11004,46.4,0.68,7,"Female",-174.266
"2131",157,202408,33,21740,11007,39,0.426,6,"Male",-174.266
"2132",157,202408,34,21740,11412,38.5,0.408,5,"Male",-174.3993
"2133",157,202408,34,21740,11418,42.2,0.489,7,"Male",-174.3993
"2134",157,202408,34,21740,11432,43.7,0.521,6,"Female",-174.3993
"2135",157,202408,34,21740,11433,39.8,0.44,5,"Female",-174.3993
"2136",157,202408,34,21740,11434,44,0.493,6,"Female",-174.3993
"2137",157,202408,34,21740,11441,41.7,0.508,5,"Male",-174.3993
"2138",157,202408,34,21740,11453,15.8,0.021,1,NA,-174.3993
"2139",157,202408,34,21740,11455,14.8,0.02,1,NA,-174.3993
"2140",157,202408,34,21740,11450,18.3,0.034,1,NA,-174.3993
"2141",157,202408,35,21740,12023,41.2,0.456,6,"Male",-174.5246
"2142",157,202408,35,21740,12024,43.5,0.544,6,"Female",-174.5246
"2143",157,202408,35,21740,12031,23.6,0.088,2,"Female",-174.5246
"2144",157,202408,35,21740,12046,24.1,0.092,2,"Male",-174.5246
"2145",157,202408,35,21740,12055,23.6,0.094,2,"Male",-174.5246
"2146",157,202408,36,21740,12438,33.1,0.228,3,"Female",-176.2629
"2147",157,202408,36,21740,12444,29.2,0.148,3,"Male",-176.2629
"2148",157,202408,36,21740,12455,30.3,0.2,3,"Female",-176.2629
"2149",157,202408,36,21740,12456,27.1,0.134,3,"Female",-176.2629
"2150",157,202408,1,21740,355,51.1,0.926,10,"Male",-162.7971
"2151",157,202408,1,21740,366,43.8,0.622,6,"Male",-162.7971
"2152",157,202408,1,21740,388,42.5,0.374,6,"Male",-162.7971
"2153",157,202408,1,21740,396,54.2,1.116,10,"Male",-162.7971
"2154",157,202408,1,21740,424,14.7,0.02,1,NA,-162.7971
"2155",157,202408,37,21740,12804,42.4,0.44,6,"Male",-175.9472
"2156",157,202408,37,21740,12809,42.1,0.471,6,"Male",-175.9472
"2157",157,202408,37,21740,12812,41.9,0.443,6,"Female",-175.9472
"2158",157,202408,37,21740,12818,42.7,0.534,6,"Female",-175.9472
"2159",157,202408,37,21740,12820,44.5,0.533,6,"Male",-175.9472
"2160",157,202408,37,21740,12837,40.8,0.488,6,"Female",-175.9472
"2161",157,202408,38,21740,13490,22.4,0.082,2,"Male",-175.7347
"2162",157,202408,38,21740,13492,28.6,0.168,3,"Male",-175.7347
"2163",157,202408,38,21740,13503,23.9,0.094,2,"Male",-175.7347
"2164",157,202408,38,21740,13510,24,0.106,2,"Female",-175.7347
"2165",157,202408,38,21740,13512,30.7,0.214,3,"Female",-175.7347
"2166",157,202408,2,21740,778,40.1,0.42,3,"Female",-163.9883
"2167",157,202408,2,21740,779,40.1,0.48,3,"Male",-163.9883
"2168",157,202408,2,21740,795,30.8,0.208,3,"Male",-163.9883
"2169",157,202408,2,21740,798,47.4,0.644,6,"Female",-163.9883
"2170",157,202408,2,21740,807,15.8,0.024,1,NA,-163.9883
"2171",157,202408,3,21740,1262,48.6,0.774,6,"Female",-165.1912
"2172",157,202408,3,21740,1269,51.2,0.836,7,"Female",-165.1912
"2173",157,202408,4,21740,1752,42,0.522,6,"Female",-165.1634
"2174",157,202408,4,21740,1756,42.1,0.464,6,"Male",-165.1634
"2175",157,202408,4,21740,1715,44.2,0.55,6,"Female",-165.1634
"2176",157,202408,4,21740,1740,44.4,0.598,6,"Female",-165.1634
"2177",157,202408,4,21740,1742,40.2,0.49,3,"Female",-165.1634
"2178",157,202408,4,21740,1745,46.1,0.702,6,"Male",-165.1634
"2179",157,202408,4,21740,1714,11.9,0.01,1,NA,-165.1634
"2180",157,202408,39,21740,13816,37.2,0.336,6,"Male",-175.6039
"2181",157,202408,39,21740,13818,43.7,0.552,5,"Male",-175.6039
"2182",157,202408,39,21740,13819,44.3,0.546,6,"Male",-175.6039
"2183",157,202408,39,21740,13823,46.3,0.606,6,"Male",-175.6039
"2184",157,202408,41,21740,14091,41.6,0.491,6,"Male",-175.4685
"2185",157,202408,41,21740,14095,42.7,0.511,6,"Female",-175.4685
"2186",157,202408,41,21740,14101,45.2,0.62,6,"Female",-175.4685
"2187",157,202408,41,21740,14105,40.5,0.448,5,"Male",-175.4685
"2188",157,202408,41,21740,14107,44,0.618,6,"Male",-175.4685
"2189",157,202408,41,21740,14126,42.6,0.474,5,"Female",-175.4685
"2190",157,202408,5,21740,1949,40.6,0.517,3,"Female",-165.1589
"2191",157,202408,5,21740,1955,44.5,0.435,4,"Female",-165.1589
"2192",157,202408,5,21740,1946,14.3,0.019,1,NA,-165.1589
"2193",157,202408,6,21740,2230,41.9,0.558,3,"Female",-165.1436
"2194",157,202408,6,21740,2240,40.7,0.45,5,"Female",-165.1436
"2195",157,202408,6,21740,2246,46.6,0.724,6,"Female",-165.1436
"2196",157,202408,6,21740,2256,41.6,0.488,3,"Female",-165.1436
"2197",157,202408,6,21740,2258,45.8,0.571,5,"Female",-165.1436
"2198",157,202408,6,21740,2260,43.8,0.582,6,"Male",-165.1436
"2199",157,202408,6,21740,2261,39.5,0.469,3,"Male",-165.1436
"2200",157,202408,6,21740,2267,52.5,0.869,9,"Male",-165.1436
"2201",157,202408,6,21740,2269,39.7,0.472,3,"Female",-165.1436
"2202",157,202408,6,21740,2270,48.3,0.811,6,"Female",-165.1436
"2203",157,202408,6,21740,2271,46.5,0.833,7,"Male",-165.1436
"2204",157,202408,6,21740,2275,40.7,0.444,4,"Female",-165.1436
"2205",157,202408,6,21740,2277,44.8,0.608,5,"Female",-165.1436
"2206",157,202408,6,21740,2278,46.6,0.626,6,"Female",-165.1436
"2207",157,202408,43,21740,14529,41.1,0.446,6,"Female",-177.1035
"2208",157,202408,43,21740,14545,42.6,0.492,6,"Female",-177.1035
"2209",157,202408,43,21740,14553,43.9,0.494,6,"Female",-177.1035
"2210",157,202408,44,21740,14925,39.6,0.428,5,"Female",-177.4049
"2211",157,202408,44,21740,14937,46.6,0.548,6,"Female",-177.4049
"2212",157,202408,44,21740,14945,43.1,0.556,6,"Female",-177.4049
"2213",157,202408,44,21740,14901,23.5,0.092,2,"Female",-177.4049
"2214",157,202408,44,21740,14904,22.8,0.085,2,"Female",-177.4049
"2215",157,202408,44,21740,14907,21.5,0.071,2,"Male",-177.4049
"2216",157,202408,44,21740,14916,20.7,0.062,2,"Male",-177.4049
"2217",157,202408,7,21740,2516,44,0.718,6,"Male",-166.3453
"2218",157,202408,7,21740,2519,43.8,0.637,6,"Female",-166.3453
"2219",157,202408,7,21740,2520,52.7,0.997,8,"Female",-166.3453
"2220",157,202408,7,21740,2521,38.6,0.387,3,"Male",-166.3453
"2221",157,202408,7,21740,2525,40.1,0.499,4,"Male",-166.3453
"2222",157,202408,7,21740,2530,48.4,0.747,6,"Female",-166.3453
"2223",157,202408,7,21740,2540,44.1,0.67,6,"Male",-166.3453
"2224",157,202408,7,21740,2548,43.1,0.548,6,"Male",-166.3453
"2225",157,202408,7,21740,2508,11.7,0.012,1,NA,-166.3453
"2226",157,202408,8,21740,2893,45.8,0.639,6,"Male",-166.401
"2227",157,202408,8,21740,2902,40.8,0.429,5,"Male",-166.401
"2228",157,202408,8,21740,2908,49.3,0.646,6,"Female",-166.401
"2229",157,202408,8,21740,2918,44.2,0.562,6,"Female",-166.401
"2230",157,202408,8,21740,2925,42.1,0.514,3,"Male",-166.401
"2231",157,202408,8,21740,2928,44.5,0.539,6,"Female",-166.401
"2232",157,202408,8,21740,2934,44.3,0.501,6,"Female",-166.401
"2233",157,202408,45,21740,15278,42.5,0.496,6,"Male",-177.5908
"2234",157,202408,45,21740,15285,41,0.41,6,"Female",-177.5908
"2235",157,202408,45,21740,15286,55.5,1.012,10,"Female",-177.5908
"2236",157,202408,45,21740,15288,41.4,0.442,6,"Female",-177.5908
"2237",157,202408,45,21740,15300,42.4,0.45,6,"Female",-177.5908
"2238",157,202408,46,21740,15640,40.9,0.446,6,"Male",-178.6041
"2239",157,202408,46,21740,15645,44.2,0.628,6,"Female",-178.6041
"2240",157,202408,46,21740,15654,40.4,0.472,5,"Male",-178.6041
"2241",157,202408,46,21740,15659,42.3,0.54,5,"Female",-178.6041
"2242",157,202408,46,21740,15660,42.6,0.592,6,"Female",-178.6041
"2243",157,202408,10,21740,3328,55.4,0.924,10,"Female",-167.7077
"2244",157,202408,10,21740,3331,45.4,0.638,7,"Male",-167.7077
"2245",157,202408,10,21740,3332,47.9,0.654,6,"Female",-167.7077
"2246",157,202408,10,21740,3352,27.5,0.13,3,"Male",-167.7077
"2247",157,202408,10,21740,3353,42.8,0.474,6,"Female",-167.7077
"2248",157,202408,10,21740,3360,44.9,0.532,7,"Male",-167.7077
"2249",157,202408,10,21740,3381,38.2,0.396,3,"Male",-167.7077
"2250",157,202408,10,21740,3391,50.7,0.824,7,"Female",-167.7077
"2251",157,202408,10,21740,3397,45.7,0.602,6,"Female",-167.7077
"2252",157,202408,10,21740,3400,39.6,0.434,6,"Male",-167.7077
"2253",157,202408,11,21740,3779,48.4,0.822,5,"Female",-167.6446
"2254",157,202408,11,21740,3781,48,0.836,6,"Female",-167.6446
"2255",157,202408,11,21740,3798,45,0.742,6,"Male",-167.6446
"2256",157,202408,11,21740,3801,46.4,0.772,6,"Female",-167.6446
"2257",157,202408,11,21740,3802,41.6,0.492,3,"Female",-167.6446
"2258",157,202408,11,21740,3810,44.5,0.62,6,"Male",-167.6446
"2259",157,202408,11,21740,3844,46.8,0.676,6,"Female",-167.6446
"2260",157,202408,11,21740,3847,37.8,0.386,3,"Male",-167.6446
"2261",157,202408,47,21740,15986,33.8,0.267,3,"Female",-177.8278
"2262",157,202408,47,21740,15965,36.5,0.327,4,"Female",-177.8278
"2263",157,202408,47,21740,15973,38.4,0.353,4,"Female",-177.8278
"2264",157,202408,48,21740,16510,39,0.408,4,"Male",-177.9536
"2265",157,202408,48,21740,16517,44.9,0.576,6,"Male",-177.9536
"2266",157,202408,48,21740,16476,22.7,0.072,2,"Male",-177.9536
"2267",157,202408,48,21740,16489,14.1,0.018,1,NA,-177.9536
"2268",157,202408,48,21740,16484,12.9,0.012,1,NA,-177.9536
"2269",157,202408,48,21740,16485,17.9,0.036,1,NA,-177.9536
"2270",157,202408,12,21740,3990,45,0.566,6,"Male",-167.5627
"2271",157,202408,12,21740,4000,43.8,0.675,6,"Male",-167.5627
"2272",157,202408,12,21740,4010,42.5,0.546,5,"Male",-167.5627
"2273",157,202408,13,21740,4382,43.3,0.53,6,"Female",-168.83
"2274",157,202408,13,21740,4387,44.7,0.596,5,"Female",-168.83
"2275",157,202408,13,21740,4394,41.1,0.478,3,"Female",-168.83
"2276",157,202408,13,21740,4397,46.5,0.606,6,"Male",-168.83
"2277",157,202408,13,21740,4421,37.3,0.358,3,"Male",-168.83
