"","survey","event_id","latitude","longitude"
"1",202408,31,"58.138","-174.1172"
"2",202408,32,"58.4669","-174.2035"
"3",202408,33,"58.7799","-174.266"
"4",202408,34,"59.2381","-174.3993"
"5",202408,35,"59.7633","-174.5246"
"6",202408,36,"60.9813","-176.2629"
"7",202408,37,"59.9775","-175.9472"
"8",202408,38,"59.2862","-175.7347"
"9",202408,39,"58.853","-175.6039"
"10",202408,40,"58.86423","-175.6185"
"11",202408,41,"58.3966","-175.4685"
"12",202408,43,"59.4945","-177.1035"
"13",202408,1,"56.0286","-162.7971"
"14",202408,2,"55.3353","-163.9883"
"15",202408,3,"56.6063","-165.1912"
"16",202408,4,"55.8558","-165.1634"
"17",202408,44,"60.4038","-177.4049"
"18",202408,45,"60.8627","-177.5908"
"19",202408,46,"59.9521","-178.6041"
"20",202408,5,"55.6392","-165.1589"
"21",202408,6,"54.9249","-165.1436"
"22",202408,47,"59.7195","-177.8278"
"23",202408,48,"60.0555","-177.9536"
"24",202408,7,"55.4995","-166.3453"
"25",202408,8,"56.4822","-166.401"
"26",202408,9,"57.895","-167.7564"
"27",202408,50,"60.5411","-178.1526"
"28",202408,51,"60.2138","-176.6812"
"29",202408,10,"57.3766","-167.7077"
"30",202408,11,"56.7008","-167.6446"
"31",202408,12,"55.7789","-167.5627"
"32",202408,52,"59.2828","-176.3651"
"33",202408,53,"58.9329","-174.9632"
"34",202408,54,"59.5253","-175.1337"
"35",202408,13,"56.3154","-168.83"
"36",202408,14,"56.9011","-168.8972"
"37",202408,55,"60.541","-175.4342"
"38",202408,56,"61.5257","-175.7283"
"39",202408,57,"60.4827","-174.0466"
"40",202408,15,"58.2669","-169.0614"
"41",202408,16,"59.7377","-170.5771"
"42",202408,17,"58.7633","-170.4199"
"43",202408,58,"59.712","-173.8481"
"44",202408,59,"58.8331","-173.6438"
"45",202408,18,"57.754917","-170.2591"
"46",202408,19,"56.8198","-170.1156"
"47",202408,60,"58.3719","-173.5353"
"48",202408,61,"57.959","-173.44"
"49",202408,62,"57.959","-173.4391"
"50",202408,20,"56.4277","-170.0543"
"51",202408,21,"56.0781","-170.0035"
"52",202408,22,"56.6071","-171.3037"
"53",202408,63,"57.9696","-173.4422"
"54",202408,64,"57.9768","-173.4441"
"55",202408,65,"56.727","-173.1587"
"56",202408,23,"57.497","-171.4629"
"57",202408,24,"58.0924","-171.5712"
"58",202408,25,"58.9568","-173.0249"
"59",202408,26,"58.5178","-172.9352"
"60",202408,27,"57.9678","-172.7997"
"61",202408,29,"57.4752","-172.7057"
"62",202408,30,"56.5777","-172.5245"
