"","survey","transect","interval","class","nasc","start_longitude","start_latitude","start_vessel_log","mean_bottom_depth","start_longitute"
"1",202408,2,20240611134918,"BT",0.015601,-161.6031211,56.0572457,1720.501058,43.79,-161.6031211
"2",202408,2,20240611134918,"MIX1_FILTERED",23.625086,-161.6031211,56.0572457,1720.501058,43.79,-161.6031211
"3",202408,2,20240611135413,"BT",20.396372,-161.5916981,56.0614183,1721.001247,46.31,-161.5916981
"4",202408,2,20240611135413,"MIX1_FILTERED",226.835676,-161.5916981,56.0614183,1721.001247,46.31,-161.5916981
"5",202408,2,20240611135738,"BT",82.218955,-161.5914501,56.069936,1721.501688,48.02,-161.5914501
"6",202408,2,20240611135738,"MIX1_FILTERED",3.554791,-161.5914501,56.069936,1721.501688,48.02,-161.5914501
"7",202408,2,20240611135738,"SS1_FILTERED",111.953371,-161.5914501,56.069936,1721.501688,48.02,-161.5914501
"8",202408,2,20240611140010,"BT",8.664632,-161.590783,56.0783173,1722.005633,48.07,-161.590783
"9",202408,2,20240611140010,"MIX1_FILTERED",4.522487,-161.590783,56.0783173,1722.005633,48.07,-161.590783
"10",202408,2,20240611140242,"BT",21.385159,-161.5901713,56.0866068,1722.503322,49.1,-161.5901713
"11",202408,2,20240611140242,"MIX1_FILTERED",2.699257,-161.5901713,56.0866068,1722.503322,49.1,-161.5901713
"12",202408,2,20240611140513,"BT",62.762965,-161.5895223,56.094837,1723.000295,50.2,-161.5895223
"13",202408,2,20240611140513,"MIX1_FILTERED",15.680427,-161.5895223,56.094837,1723.000295,50.2,-161.5895223
"14",202408,2,20240611140513,"SS1_FILTERED",1.173239,-161.5895223,56.094837,1723.000295,50.2,-161.5895223
"15",202408,2,20240611140743,"BT",28.171149,-161.5888729,56.1032239,1723.500681,50.65,-161.5888729
"16",202408,2,20240611140743,"MIX1_FILTERED",9.973759,-161.5888729,56.1032239,1723.500681,50.65,-161.5888729
"17",202408,2,20240611140743,"SS1_FILTERED",4.976222,-161.5888729,56.1032239,1723.500681,50.65,-161.5888729
"18",202408,2,20240611141012,"BT",47.855029,-161.5883326,56.1115599,1724.002146,51.38,-161.5883326
"19",202408,2,20240611141012,"MIX1_FILTERED",3.991531,-161.5883326,56.1115599,1724.002146,51.38,-161.5883326
"20",202408,2,20240611141012,"SS1_FILTERED",20.609098,-161.5883326,56.1115599,1724.002146,51.38,-161.5883326
"21",202408,2,20240611141242,"BT",92.689895,-161.5876972,56.1199014,1724.503296,52.71,-161.5876972
"22",202408,2,20240611141242,"MIX1_FILTERED",17.457474,-161.5876972,56.1199014,1724.503296,52.71,-161.5876972
"23",202408,2,20240611141242,"SS1_FILTERED",48.053427,-161.5876972,56.1199014,1724.503296,52.71,-161.5876972
"24",202408,2,20240611141510,"BT",19.204052,-161.5870248,56.1281584,1725.000895,54.27,-161.5870248
"25",202408,2,20240611141510,"MIX1_FILTERED",90.364588,-161.5870248,56.1281584,1725.000895,54.27,-161.5870248
"26",202408,2,20240611141510,"SS1_FILTERED",48.887009,-161.5870248,56.1281584,1725.000895,54.27,-161.5870248
"27",202408,2,20240611141735,"BT",109.442869,-161.5864607,56.1364895,1725.501471,56.03,-161.5864607
"28",202408,2,20240611141735,"MIX1_FILTERED",20.195162,-161.5864607,56.1364895,1725.501471,56.03,-161.5864607
"29",202408,2,20240611141735,"SS1_FILTERED",54.251737,-161.5864607,56.1364895,1725.501471,56.03,-161.5864607
"30",202408,2,20240611141958,"BT",73.016405,-161.5858857,56.1448257,1726.004758,57.19,-161.5858857
"31",202408,2,20240611141958,"MIX1_FILTERED",8.492644,-161.5858857,56.1448257,1726.004758,57.19,-161.5858857
"32",202408,2,20240611141958,"SS1_FILTERED",17.072569,-161.5858857,56.1448257,1726.004758,57.19,-161.5858857
"33",202408,2,20240611142221,"BT",115.783974,-161.585304,56.1530637,1726.502214,57.56,-161.585304
"34",202408,2,20240611142221,"MIX1_FILTERED",5.542952,-161.585304,56.1530637,1726.502214,57.56,-161.585304
"35",202408,2,20240611142221,"SS1_FILTERED",43.516737,-161.585304,56.1530637,1726.502214,57.56,-161.585304
"36",202408,2,20240611142444,"BT",264.231649,-161.584683,56.1613915,1727.004093,56.33,-161.584683
"37",202408,2,20240611142444,"MIX1_FILTERED",8.780234,-161.584683,56.1613915,1727.004093,56.33,-161.584683
"38",202408,2,20240611142444,"SS1_FILTERED",122.134203,-161.584683,56.1613915,1727.004093,56.33,-161.584683
"39",202408,2,20240611142707,"BT",330.715771,-161.5840732,56.1696635,1727.502414,56.92,-161.5840732
"40",202408,2,20240611142707,"MIX1_FILTERED",8.075614,-161.5840732,56.1696635,1727.502414,56.92,-161.5840732
"41",202408,2,20240611142707,"SS1_FILTERED",123.887687,-161.5840732,56.1696635,1727.502414,56.92,-161.5840732
"42",202408,2,20240611142931,"BT",311.889135,-161.583443,56.1779482,1728.001891,57.32,-161.583443
"43",202408,2,20240611142931,"MIX1_FILTERED",20.920549,-161.583443,56.1779482,1728.001891,57.32,-161.583443
"44",202408,2,20240611142931,"SS1_FILTERED",145.003971,-161.583443,56.1779482,1728.001891,57.32,-161.583443
"45",202408,2,20240611143156,"BT",264.817533,-161.5827544,56.1862961,1728.50381,58.79,-161.5827544
"46",202408,2,20240611143156,"MIX1_FILTERED",6.224487,-161.5827544,56.1862961,1728.50381,58.79,-161.5827544
"47",202408,2,20240611143156,"SS1_FILTERED",97.565576,-161.5827544,56.1862961,1728.50381,58.79,-161.5827544
"48",202408,2,20240611143421,"BT",81.469064,-161.5822383,56.1945502,1729.00097,59.78,-161.5822383
"49",202408,2,20240611143421,"MIX1_FILTERED",5.557403,-161.5822383,56.1945502,1729.00097,59.78,-161.5822383
"50",202408,2,20240611143421,"SS1_FILTERED",174.447758,-161.5822383,56.1945502,1729.00097,59.78,-161.5822383
"51",202408,2,20240611143648,"BT",57.809281,-161.581665,56.2029072,1729.503422,60.63,-161.581665
"52",202408,2,20240611143648,"MIX1_FILTERED",5.863247,-161.581665,56.2029072,1729.503422,60.63,-161.581665
"53",202408,2,20240611143648,"SS1_FILTERED",386.52411,-161.581665,56.2029072,1729.503422,60.63,-161.581665
"54",202408,2,20240611143913,"BT",27.414846,-161.5811076,56.2112435,1730.00273,60.72,-161.5811076
"55",202408,2,20240611143913,"MIX1_FILTERED",129.907204,-161.5811076,56.2112435,1730.00273,60.72,-161.5811076
"56",202408,2,20240611143913,"SS1_FILTERED",205.346975,-161.5811076,56.2112435,1730.00273,60.72,-161.5811076
"57",202408,2,20240611144139,"BT",24.592932,-161.5804482,56.2195535,1730.502045,60.97,-161.5804482
"58",202408,2,20240611144139,"MIX1_FILTERED",3.809259,-161.5804482,56.2195535,1730.502045,60.97,-161.5804482
"59",202408,2,20240611144139,"SS1_FILTERED",545.600883,-161.5804482,56.2195535,1730.502045,60.97,-161.5804482
"60",202408,2,20240611144405,"BT",14.839336,-161.5798291,56.2279093,1731.003787,62.14,-161.5798291
"61",202408,2,20240611144405,"MIX1_FILTERED",3.753949,-161.5798291,56.2279093,1731.003787,62.14,-161.5798291
"62",202408,2,20240611144405,"SS1_FILTERED",239.543429,-161.5798291,56.2279093,1731.003787,62.14,-161.5798291
"63",202408,2,20240611144629,"BT",13.735212,-161.5792523,56.2362248,1731.50347,62.69,-161.5792523
"64",202408,2,20240611144629,"MIX1_FILTERED",2.94284,-161.5792523,56.2362248,1731.50347,62.69,-161.5792523
"65",202408,2,20240611144629,"SS1_FILTERED",142.419422,-161.5792523,56.2362248,1731.50347,62.69,-161.5792523
