ship,survey,event_id,species_code,specimen_id,fork_length,organism_weight,age,sex,eq_longitude
157,202304,1,21740,371,45.6,0.774,4,Female,-153.3396
157,202304,1,21740,378,31.8,0.236,2,Female,-153.3396
157,202304,1,21740,380,54.3,1.342,11,Female,-153.3396
157,202304,1,21740,388,54.5,1.294,10,Female,-153.3396
157,202304,1,21740,398,52.8,1.32,5,Female,-153.3396
157,202304,1,21740,377,46.7,0.82,4,Male,-153.3396
157,202304,1,21740,379,47.5,1.062,4,Female,-153.3396
157,202304,1,21740,381,50.6,1.034,5,Female,-153.3396
157,202304,1,21740,395,49.9,0.996,5,Female,-153.3396
157,202304,1,21740,369,46.5,0.862,5,Female,-153.3396
157,202304,1,21740,373,46.7,0.854,5,Male,-153.3396
157,202304,1,21740,375,34.9,0.312,4,Male,-153.3396
157,202304,1,21740,400,47.3,0.906,4,Female,-153.3396
157,202304,1,21740,401,44.1,0.546,4,Female,-153.3396
157,202304,1,21740,402,40.8,0.552,5,Female,-153.3396
157,202304,1,21740,370,39.7,0.454,4,Male,-153.3396
157,202304,1,21740,374,51.5,1.234,7,Female,-153.3396
157,202304,1,21740,383,58.4,1.726,6,Female,-153.3396
157,202304,1,21740,385,46.2,0.728,4,Female,-153.3396
157,202304,1,21740,390,49.3,0.926,6,Female,-153.3396
157,202304,1,21740,393,58.7,1.996,10,Female,-153.3396
157,202304,1,21740,394,48.8,1.076,6,Male,-153.3396
157,202304,1,21740,399,47.9,1.086,4,Female,-153.3396
157,202304,1,21740,372,54.2,1.042,11,Female,-153.3396
157,202304,1,21740,382,47.5,0.956,5,Female,-153.3396
157,202304,1,21740,386,53.4,1.3,5,Female,-153.3396
157,202304,1,21740,392,49.5,1.122,6,Female,-153.3396
157,202304,1,21740,396,45.3,0.794,4,Male,-153.3396
157,202304,1,21740,403,39.9,0.476,5,Male,-153.3396
157,202304,1,21740,376,31.8,0.246,3,Female,-153.3396
157,202304,1,21740,384,53.1,1.342,6,Female,-153.3396
157,202304,1,21740,387,41.6,0.544,4,Female,-153.3396
157,202304,1,21740,389,46.6,0.894,4,Male,-153.3396
157,202304,1,21740,391,55.7,1.488,6,Female,-153.3396
157,202304,1,21740,397,48.8,1.092,6,Female,-153.3396
157,202304,2,21740,927,49.4,1.051,4,Female,-154.1971
157,202304,2,21740,928,54.0,1.32,6,Female,-154.1971
157,202304,2,21740,930,52.9,1.268,11,Female,-154.1971
157,202304,2,21740,934,45.7,0.814,5,Female,-154.1971
157,202304,2,21740,936,42.6,0.628,5,Female,-154.1971
157,202304,2,21740,937,34.8,0.328,4,Male,-154.1971
157,202304,2,21740,938,51.7,1.058,7,Female,-154.1971
157,202304,2,21740,939,46.1,0.722,5,Female,-154.1971
157,202304,2,21740,912,48.0,0.964,5,Female,-154.1971
157,202304,2,21740,914,48.8,0.93,6,Female,-154.1971
157,202304,2,21740,925,48.0,1.03,5,Female,-154.1971
157,202304,2,21740,907,49.1,0.985,6,Male,-154.1971
157,202304,2,21740,917,54.1,1.222,10,Female,-154.1971
157,202304,2,21740,918,48.9,1.043,5,Female,-154.1971
157,202304,2,21740,932,40.6,0.536,5,Male,-154.1971
157,202304,2,21740,924,46.6,0.798,6,Male,-154.1971
157,202304,2,21740,929,45.1,0.877,4,Male,-154.1971
157,202304,2,21740,931,47.2,0.856,5,Male,-154.1971
157,202304,2,21740,935,46.3,0.942,6,Female,-154.1971
157,202304,2,21740,906,44.2,0.635,5,Female,-154.1971
157,202304,2,21740,910,48.2,1.085,5,Female,-154.1971
157,202304,2,21740,911,46.4,0.907,6,Female,-154.1971
157,202304,2,21740,915,39.4,0.464,5,Male,-154.1971
157,202304,2,21740,916,37.7,0.378,4,Male,-154.1971
157,202304,2,21740,922,42.8,0.591,5,Male,-154.1971
157,202304,2,21740,923,46.5,0.773,5,Male,-154.1971
157,202304,2,21740,904,52.8,1.129,11,Male,-154.1971
157,202304,2,21740,909,53.7,1.329,5,Female,-154.1971
157,202304,2,21740,933,45.0,0.696,5,Female,-154.1971
157,202304,2,21740,905,45.7,0.834,5,Male,-154.1971
157,202304,2,21740,920,48.7,1.102,5,Female,-154.1971
157,202304,2,21740,921,48.8,0.986,6,Female,-154.1971
157,202304,2,21740,908,47.2,1.011,5,Female,-154.1971
157,202304,2,21740,913,41.5,0.422,5,Male,-154.1971
157,202304,2,21740,919,50.9,0.96,7,Male,-154.1971
157,202304,3,21740,1312,58.7,1.424,7,Female,-154.2018
157,202304,3,21740,1325,43.6,0.606,5,Male,-154.2018
157,202304,3,21740,1337,57.2,1.582,10,Female,-154.2018
157,202304,3,21740,1322,51.9,1.136,6,Male,-154.2018
157,202304,3,21740,1323,47.1,0.688,5,Male,-154.2018
157,202304,3,21740,1338,50.5,1.178,6,Female,-154.2018
157,202304,3,21740,1316,54.9,1.304,10,Female,-154.2018
157,202304,3,21740,1317,50.4,1.048,6,Female,-154.2018
157,202304,3,21740,1327,49.5,1.048,6,Female,-154.2018
157,202304,3,21740,1330,49.9,0.974,5,Male,-154.2018
157,202304,3,21740,1332,51.6,1.242,7,Female,-154.2018
157,202304,3,21740,1342,49.3,1.098,6,Female,-154.2018
157,202304,3,21740,1315,58.0,1.568,11,Female,-154.2018
157,202304,3,21740,1335,52.7,0.928,10,Female,-154.2018
157,202304,3,21740,1313,51.4,1.116,6,Female,-154.2018
157,202304,3,21740,1319,37.5,0.408,4,Female,-154.2018
157,202304,3,21740,1321,48.1,0.698,10,Male,-154.2018
157,202304,3,21740,1326,43.8,0.656,5,Female,-154.2018
157,202304,3,21740,1345,28.6,0.202,2,Female,-154.2018
157,202304,3,21740,1346,44.0,0.666,5,Male,-154.2018
157,202304,3,21740,1314,53.9,1.284,5,Female,-154.2018
157,202304,3,21740,1333,49.6,1.016,5,Male,-154.2018
157,202304,3,21740,1334,53.2,1.12,5,Female,-154.2018
157,202304,3,21740,1336,46.0,0.896,4,Male,-154.2018
157,202304,3,21740,1320,54.6,1.134,10,Male,-154.2018
157,202304,3,21740,1324,35.1,0.296,3,Female,-154.2018
157,202304,3,21740,1328,56.5,1.648,11,Female,-154.2018
157,202304,3,21740,1329,48.2,0.974,6,Female,-154.2018
157,202304,3,21740,1331,48.1,0.872,5,Female,-154.2018
157,202304,3,21740,1340,45.4,0.87,4,Female,-154.2018
157,202304,3,21740,1341,50.7,1.142,5,Female,-154.2018
157,202304,3,21740,1344,44.1,0.722,6,Female,-154.2018
157,202304,3,21740,1318,51.8,1.198,11,Female,-154.2018
157,202304,3,21740,1339,54.7,1.094,10,Female,-154.2018
157,202304,3,21740,1343,51.6,1.108,10,Male,-154.2018
157,202304,4,21740,1775,45.7,0.838,6,Female,-154.6131
157,202304,4,21740,1790,45.1,0.722,5,Male,-154.6131
157,202304,4,21740,1792,49.6,0.852,10,Male,-154.6131
157,202304,4,21740,1795,47.0,0.792,5,Female,-154.6131
157,202304,4,21740,1783,53.0,1.366,5,Female,-154.6131
157,202304,4,21740,1785,54.6,1.492,5,Female,-154.6131
157,202304,4,21740,1788,50.2,1.146,5,Male,-154.6131
157,202304,4,21740,1791,43.5,0.612,4,Male,-154.6131
157,202304,4,21740,1776,43.7,0.728,5,Male,-154.6131
157,202304,4,21740,1778,46.1,0.756,5,Male,-154.6131
157,202304,4,21740,1779,46.6,0.76,5,Male,-154.6131
157,202304,4,21740,1786,50.3,0.948,11,Male,-154.6131
157,202304,4,21740,1793,43.4,0.692,6,Male,-154.6131
157,202304,4,21740,1794,46.1,0.79,4,Male,-154.6131
157,202304,4,21740,1801,46.8,0.846,5,Female,-154.6131
157,202304,4,21740,1804,43.9,0.67,4,Male,-154.6131
157,202304,4,21740,1774,46.6,0.734,5,Male,-154.6131
157,202304,4,21740,1781,42.7,0.556,5,Female,-154.6131
157,202304,4,21740,1805,44.8,0.788,4,Male,-154.6131
157,202304,4,21740,1782,52.4,1.266,6,Female,-154.6131
157,202304,4,21740,1787,44.1,0.598,5,Male,-154.6131
157,202304,4,21740,1800,41.4,0.584,4,Male,-154.6131
157,202304,4,21740,1806,51.0,1.0,11,Female,-154.6131
157,202304,4,21740,1784,44.2,0.764,5,Male,-154.6131
157,202304,4,21740,1789,45.2,0.76,5,Male,-154.6131
157,202304,4,21740,1802,46.4,0.766,11,Male,-154.6131
157,202304,4,21740,1803,44.3,0.7,6,Male,-154.6131
157,202304,4,21740,1777,60.8,2.156,11,Female,-154.6131
157,202304,4,21740,1780,45.3,0.812,6,Male,-154.6131
157,202304,4,21740,1796,44.2,0.578,5,Female,-154.6131
157,202304,4,21740,1799,48.4,0.896,6,Male,-154.6131
157,202304,4,21740,1773,45.6,0.814,5,Male,-154.6131
157,202304,4,21740,1797,52.7,1.248,7,Female,-154.6131
157,202304,4,21740,1798,54.1,1.368,5,Female,-154.6131
157,202304,4,21740,1807,42.5,0.538,4,Female,-154.6131
157,202304,5,21740,2275,58.1,1.584,9,Female,-154.9537
157,202304,5,21740,2282,46.8,0.78,5,Male,-154.9537
157,202304,5,21740,2283,42.0,0.574,4,Male,-154.9537
157,202304,5,21740,2289,45.7,0.742,5,Male,-154.9537
157,202304,5,21740,2296,56.0,1.236,10,Male,-154.9537
157,202304,5,21740,2269,55.6,1.86,11,Female,-154.9537
157,202304,5,21740,2270,44.6,0.704,5,Male,-154.9537
157,202304,5,21740,2272,43.8,0.774,4,Male,-154.9537
157,202304,5,21740,2280,44.5,0.724,4,Male,-154.9537
157,202304,5,21740,2285,44.9,0.842,4,Male,-154.9537
157,202304,5,21740,2293,40.8,0.582,5,Male,-154.9537
157,202304,5,21740,2278,47.5,0.928,4,Female,-154.9537
157,202304,5,21740,2279,47.0,0.932,5,Male,-154.9537
157,202304,5,21740,2290,47.6,0.808,5,Male,-154.9537
157,202304,5,21740,2266,44.1,0.652,5,Female,-154.9537
157,202304,5,21740,2291,44.3,0.756,5,Female,-154.9537
157,202304,5,21740,2277,46.1,0.9,5,Male,-154.9537
157,202304,5,21740,2281,45.5,0.698,5,Female,-154.9537
157,202304,5,21740,2287,50.5,1.008,10,Male,-154.9537
157,202304,5,21740,2295,41.6,0.552,4,Male,-154.9537
157,202304,5,21740,2297,42.9,0.602,5,Male,-154.9537
157,202304,5,21740,2263,51.0,1.188,5,Female,-154.9537
157,202304,5,21740,2265,42.7,0.53,4,Male,-154.9537
157,202304,5,21740,2271,58.3,1.354,10,Female,-154.9537
157,202304,5,21740,2273,42.6,0.644,4,Male,-154.9537
157,202304,5,21740,2284,50.7,0.986,6,Female,-154.9537
157,202304,5,21740,2264,48.4,0.946,5,Male,-154.9537
157,202304,5,21740,2267,46.0,0.828,5,Male,-154.9537
157,202304,5,21740,2268,42.5,0.614,4,Male,-154.9537
157,202304,5,21740,2274,44.4,0.73,5,Male,-154.9537
157,202304,5,21740,2276,55.3,1.478,10,Female,-154.9537
157,202304,5,21740,2286,44.6,0.682,5,Female,-154.9537
157,202304,5,21740,2288,41.3,0.58,5,Male,-154.9537
157,202304,5,21740,2294,47.0,0.71,6,Male,-154.9537
157,202304,5,21740,2292,46.3,0.854,5,Female,-154.9537
157,202304,6,21740,2647,45.4,0.67,4,Male,-155.2183
157,202304,6,21740,2650,44.1,0.708,5,Male,-155.2183
157,202304,6,21740,2657,36.5,0.359,3,Male,-155.2183
157,202304,6,21740,2675,50.2,0.904,10,Male,-155.2183
157,202304,6,21740,2677,37.7,0.366,3,Male,-155.2183
157,202304,6,21740,2652,44.7,0.641,5,Male,-155.2183
157,202304,6,21740,2667,42.9,0.604,5,Male,-155.2183
157,202304,6,21740,2648,45.1,0.667,5,Female,-155.2183
157,202304,6,21740,2655,42.9,0.659,6,Male,-155.2183
