transect,interval,lat,lon,class,nasc,x,y
1,20230305083506,58.5066339,-152.8154152,SS1,49.186731,1207.5597034792695,6549.647094907351
1,20230305083758,58.5113049,-152.8288049,SS1,77.318609,1206.6929808966054,6550.019653664047
1,20230305084031,58.5160406,-152.8419307,SS1,97.609909,1205.8403491812114,6550.402316893407
1,20230305084304,58.5209264,-152.8548282,SS1,142.396127,1204.9980281954604,6550.804107971455
1,20230305084537,58.5258258,-152.8676569,SS1,130.721193,1204.1595875411535,6551.208293972912
1,20230305084809,58.5302625,-152.8811147,SS1,94.546655,1203.2944206162995,6551.555024950527
1,20230305085041,58.5347076,-152.8946492,SS1,12.057818,1202.424842920541,6551.902054242817
1,20230305085313,58.5397897,-152.9072258,SS1,6.434109,1201.597806660105,6552.3295439381045
1,20230305085544,58.5448565,-152.9198936,SS1,3.677188,1200.7660178451124,6552.754550822302
1,20230305085815,58.549743,-152.9328061,SS1,3.076123,1199.923951996545,6553.15728342314
1,20230305090048,58.554521,-152.9460526,SS1,7.74666,1199.0650184175759,6553.54472466393
1,20230305090318,58.5591284,-152.9592475,SS1,1.102051,1198.2126679394269,6553.914084057469
1,20230305090549,58.5638388,-152.9724939,SS1,7.294024,1197.3554709434002,6554.294430357791
1,20230305090820,58.5684765,-152.9857624,SS1,25.301255,1196.4986438696408,6554.66671075692
1,20230305091052,58.5731658,-152.9989768,SS1,2.209289,1195.6440843227958,6555.045419879116
1,20230305091325,58.5778784,-153.0121203,SS1,0.527391,1194.7933267281949,6555.4276123427135
1,20230305091559,58.5826111,-153.0253319,SS1,3.610697,1193.9384349447796,6555.811484895699
1,20230305091833,58.5874336,-153.0383232,SS1,1.041471,1193.0946194765208,6556.2077228712515
1,20230305092107,58.5922832,-153.0513589,SS1,2.772451,1192.2478985881594,6556.606657178286
1,20230305092341,58.5971839,-153.0644119,SS1,10.509023,1191.3993568301335,6557.011216136866
1,20230305092615,58.602096,-153.0773195,SS1,1.089013,1190.5591460788944,6557.418711879647
1,20230305092850,58.6069423,-153.0903107,SS1,1.973712,1189.7156239219812,6557.818258460546
1,20230305093126,58.6118919,-153.103224,SS1,7.115139,1188.8747242474017,6558.230167849089
1,20230305093400,58.616554,-153.116547,SS1,16.131199,1188.016150614386,6558.606323943192
1,20230305093633,58.6212021,-153.1297661,SS1,11.788573,1187.1640148253525,6558.982187199515
1,20230305093907,58.6259946,-153.1429779,SS1,5.877277,1186.3096301901528,6559.3742185758265
1,20230305094140,58.6308371,-153.1560199,SS1,12.431067,1185.4642106614074,6559.773685459947
1,20230305094414,58.6358567,-153.1688071,SS1,5.514574,1184.630135525764,6560.195466670257
2,20230305102522,58.5454396,-153.3364159,SS1,4.289089,1176.7512625936345,6548.514263494983
2,20230305102806,58.5408072,-153.323346,SS1,12.786952,1177.5947603471918,6548.1362069703855
2,20230305103039,58.5357999,-153.3106979,SS1,15.349302,1178.4214145442254,6547.712690356876
2,20230305103312,58.5304503,-153.2984439,SS1,11.137607,1179.232201272764,6547.247577671009
2,20230305103546,58.5258867,-153.2850885,SS1,11.974458,1180.0913855535036,6546.880521131353
2,20230305103820,58.521213,-153.2718022,SS1,12.036608,1180.9489163705366,6546.500797549131
2,20230305104055,58.5169047,-153.2582806,SS1,11.63233,1181.813066722135,6546.163945770394
2,20230305104333,58.5120877,-153.2452646,SS1,11.339775,1182.6581735767404,6545.766011664728
2,20230305104614,58.5071959,-153.2324185,SS1,2.792082,1183.4951310774493,6545.358260205513
2,20230305104856,58.5024119,-153.2193555,SS1,2.48166,1184.3426819414003,6544.9647872229225
