"","survey","event_id","EQLatitude","EQLongitude"
"1",202304,1,"58.219445","-153.339561667"
"2",202304,2,"58.0652233333","-154.197095"
"3",202304,3,"57.7891883333","-154.201801667"
"4",202304,4,"57.9462933333","-154.613088333"
"5",202304,5,"57.7737116667","-154.953726667"
"6",202304,6,"57.726655","-155.21828"
"7",202304,7,"57.4865116667","-155.482586667"
"8",202304,8,"57.3574383333","-155.584028333"
"9",202304,9,"57.2348416667","-155.52571"
"10",202304,10,"57.0092066667","-155.920408333"
"11",202304,11,"56.8894516667","-155.845301667"
"12",202304,12,"56.6612283333","-156.027583333"
"13",202304,13,"56.519885","-156.044456667"
"14",202304,14,"56.425275","-156.18145"
"15",202304,15,"55.8845966667","-156.231096667"
"16",202304,16,"55.4851483333","-156.20293"
"17",202304,17,"55.8880266667","-154.858246667"
"18",202304,18,"56.0045383333","-154.544893333"
"19",202304,19,"55.922095","-153.88915"
"20",202304,20,"56.1002183333","-153.715485"
"21",202304,21,"56.2494066667","-152.848335"
"22",202304,22,"56.358435","-152.503045"
"23",202304,23,"58.0270016667","-152.501096667"
"24",202304,24,"58.02098","-152.363398333"
"25",202304,25,"57.981595","-152.288565"
"26",202304,26,"57.934225","-151.966003333"
"27",202304,27,"58.0643933333","-151.769595"
