backend,survey,class,domain_n,obs_n,mapped_dloc_n,mapped_collision_n,params_data_n,params_dloc_n,params_sloc_n,dloc_head,sloc_head,data_mean,data_sd,mu,prep_shift_n,prep_shift_mean,prep_shift_sd,prep_shift_min,prep_shift_max,prep_shift_nonpos_n,scaled_shift_n,scaled_shift_mean,scaled_shift_sd,scaled_shift_min,scaled_shift_max,scaled_shift_nonpos_n,mu_z_n,mu_z_mean,mu_z_sd,mu_z_min,mu_z_max,mu_z_nonpos_n,L_diag_n,L_diag_mean,L_diag_sd,L_diag_min,L_diag_max,L_diag_nonpos_n,implied_var_n,implied_var_mean,implied_var_sd,implied_var_min,implied_var_max,implied_var_nonpos_n
r,202207,SS1,3673,560,548,12,548,548,3125,7 8 13 15 51 61 74 77,1 2 3 4 5 6 9 10,428.3769519692454,659.093656122399,0,3125,254.4662053879243,333.82736678555835,-39.20378290579549,3988.9016674888226,23,3125,428.3769519692454,561.8097276208639,1.0192080060910426e-5,6713.815696207031,0,3125,0.31146919278526347,0.7511574208016889,6.055454452393343e-6,11.3890403550717,0,3125,481.08852116131334,54.97417419442623,427.3506518758833,667.3591588447987,0,3125,366023.71265412186,67831.49106310925,233489.14194254205,459346.02656107524,0
r,202207,SS2,3673,560,548,12,548,548,3125,7 8 13 15 51 61 74 77,1 2 3 4 5 6 9 10,7.213992366168981,62.3323260422497,0,3125,2.3700566386601106e-6,1.462802874163949e-5,5.163524044688189e-29,2.766713951730649e-4,0,3125,7.213992366168983,12.465756997186217,5.472459002517595,250.0345563090684,0,3125,0.132560810159356,0.22906480236289553,0.10055885793250639,4.594515616775931,0,3125,54.42019090952374,2.3767880052676886e-12,54.42019090951993,54.4201909095281,0,3125,2961.5571786293845,1.1356844423384735e-10,2961.5571786290866,2961.5571786294877,0
r,202207,BT,3673,560,548,12,548,548,3125,7 8 13 15 51 61 74 77,1 2 3 4 5 6 9 10,63.234982842305676,109.17278136002253,0,3125,36.08591723380648,46.88464036994639,0.25855113777109623,501.48882294226064,0,3125,63.23498284230568,82.15807319382081,0.4530708379915352,878.7815177011329,0,3125,0.2881215732349443,0.6982911271137474,6.055454452393343e-6,9.802369008255065,0,3125,79.88236669325049,8.620357534994577,71.30891390910007,108.0932920945443,0,3125,9772.33294238697,1673.598421779083,6443.1394880298785,11949.239172276153,0
