survey,class,zdist_r,zdist_julia,zdist_match,obs_mean_nasc_rel_diff,obs_sd_nasc_rel_diff,field_det_mean_rel_diff,field_det_sd_rel_diff,field_sim_mean_mean_rel_diff,field_sim_sd_mean_rel_diff,det_total_n_rel_diff,det_total_biomass_rel_diff,sim_total_n_mean_rel_diff,sim_total_biomass_mean_rel_diff,variogram_max_rel_diff,max_rel_diff,status
202207,SS1,inverse_gaussian,Distributions.InverseGaussian,TRUE,0,0,0.030898766278655305,0.2506765458491989,0.06660167062625366,0.1431632994121366,0.02658884862870718,0.0136629507840595,0.022971793326002812,0.012380661989219105,0.006520077501429779,0.2506765458491989,PARTIAL
202207,SS2,gamma,Distributions.Gamma,TRUE,3.0399164542798786e-15,4.131832294647488e-15,0.016537636848894182,0.9999999416651075,0.221861864440332,0.5217545646451732,0.027456218540779155,0.022738869136972005,0.12816276817630695,0.12054139515072916,0.04845978706882946,0.9999999416651075,DIVERGENT
202207,BT,inverse_gaussian,Distributions.InverseGaussian,TRUE,1.1381057036337775e-16,5.250994684029256e-16,0.032576528728937744,0.4098263514385571,0.060694186656506756,0.2130720943219972,0.012829353522100889,0.03948969224643984,0.04698421277568819,0.06594382895372815,0.020640726257303583,0.4098263514385571,DIVERGENT
