Column1,survey,vessel,event_id,latitude,longitude
1,201201,89,4,56.6653,-159.7927
2,201201,89,5,56.99507,-159.69798
3,201201,89,6,57.33195,-159.66722
4,201201,89,7,57.65605,-159.64008
5,201201,89,8,57.98435,-159.60593
6,201201,89,9,58.35133,-159.55865
7,201201,89,10,58.29398,-159.9742
8,201201,89,11,58.0084,-160.19118
9,201201,89,12,57.9889,-160.81807
10,201201,89,13,58.32148,-160.7493
11,201201,89,14,57.67222,-160.86313
12,201201,89,15,57.34357,-160.92792
13,201201,89,16,57.01072,-160.95218
14,201201,89,17,56.67767,-160.9876
15,201201,89,18,56.34577,-160.97282
16,201201,89,21,56.32735,-161.61218
17,201201,89,22,56.64803,-161.58182
18,201201,89,23,56.647,-162.18733
19,201201,89,24,56.98993,-162.17712
20,201201,89,25,57.30895,-162.1471
21,201201,89,26,57.65138,-162.12985
22,201201,89,27,57.98028,-162.12187
23,201201,89,28,58.317,-162.04265
24,201201,89,29,58.32928,-162.71578
25,201201,89,31,58.65743,-162.74158
26,201201,89,32,58.65708,-163.33043
27,201201,89,33,58.98322,-163.35285
28,201201,89,34,59.34263,-164.654
29,201201,89,35,59.01275,-164.65408
30,201201,89,36,58.6805,-164.65007
31,201201,89,37,58.34822,-164.63298
32,201201,89,38,58.0143,-164.61398
33,201201,89,39,57.67977,-163.38447
34,201201,89,40,57.34665,-163.39407
35,201201,89,41,57.01497,-163.39427
36,201201,89,42,56.68317,-163.38907
37,201201,89,43,56.34702,-163.41382
38,201201,89,44,56.02062,-163.38237
39,201201,89,45,55.67425,-163.41143
40,201201,89,46,55.35045,-163.41882
41,201201,89,49,55.02888,-164.59198
42,201201,89,50,55.32353,-164.57738
43,201201,89,51,55.64635,-164.59205
44,201201,89,52,55.98985,-164.5851
45,201201,89,53,56.32255,-164.58337
46,201201,89,54,56.65308,-164.6075
47,201201,89,55,56.98875,-164.614
48,201201,89,56,57.32167,-164.62563
49,201201,89,57,57.65488,-164.61937
50,201201,89,75,57.6808,-165.89547
51,201201,89,76,57.34382,-165.8752
52,201201,89,77,57.0117,-165.86242
53,201201,89,78,56.67827,-165.84545
54,201201,89,79,56.35045,-165.80743
55,201201,89,80,56.0146,-165.78603
56,201201,89,81,55.68322,-165.79825
57,201201,89,82,55.3485,-165.78485
58,201201,89,83,54.99348,-165.74942
59,201201,89,84,55.00182,-166.3145
60,201201,89,85,54.9931,-166.92285
61,201201,89,86,55.6547,-166.98043
62,201201,89,87,55.98562,-167.00897
63,201201,89,88,56.31367,-167.03517
64,201201,89,89,56.64932,-167.06993
65,201201,89,90,56.98422,-167.098
66,201201,89,91,57.3222,-167.13203
67,201201,89,92,57.65753,-167.15668
68,201201,89,93,57.99802,-167.18347
69,201201,89,94,58.0004,-166.55182
70,201201,89,95,57.99382,-165.90792
71,201201,89,96,57.9851,-165.26363
72,201201,89,97,58.31697,-165.28857
73,201201,89,98,58.65718,-165.29633
74,201201,89,99,58.99342,-165.29443
75,201201,89,100,59.32442,-165.2874
76,201201,89,101,59.68018,-167.28417
77,201201,89,102,59.34603,-167.27295
78,201201,89,103,59.01713,-167.2318
79,201201,89,104,58.68473,-167.21362
80,201201,89,105,58.65107,-167.85952
81,201201,89,106,58.99842,-167.86125
82,201201,89,107,58.98307,-168.52352
83,201201,89,108,59.3225,-168.57763
84,201201,89,109,59.6527,-168.61802
85,201201,89,110,59.98303,-168.65412
86,201201,89,111,60.34412,-170.02112
87,201201,89,112,60.01293,-169.972
88,201201,89,113,59.68347,-169.92142
89,201201,89,114,59.35173,-169.87268
90,201201,89,115,59.01717,-169.828
91,201201,89,116,58.67867,-169.79755
92,201201,89,117,58.3468,-169.73772
93,201201,89,118,58.00792,-169.72488
94,201201,89,119,57.99992,-169.11232
95,201201,89,120,57.99952,-168.44997
96,201201,89,121,57.8365,-168.74582
97,201201,89,122,57.66542,-168.38103
98,201201,89,123,57.50932,-168.75447
99,201201,89,124,57.34445,-168.38847
100,201201,89,125,57.1817,-168.6114
101,201201,89,126,57.01612,-168.3501
102,201201,89,127,56.84297,-168.5916
103,201201,89,128,56.68472,-168.89448
104,201201,89,129,57.10627,-170.4484
105,201201,89,130,57.00227,-170.75818
106,201201,89,131,57.33608,-170.8449
107,201201,89,132,57.49753,-170.60747
108,201201,89,133,57.32492,-170.24197
109,201201,89,134,57.66742,-170.25658
110,201201,89,135,57.66117,-170.8961
111,201201,89,136,57.82333,-170.62932
112,201201,89,137,57.9997,-170.31655
113,201201,89,138,58.0018,-170.95543
114,201201,89,139,58.328,-171.00958
115,201201,89,140,58.65442,-171.08462
116,201201,89,141,58.98677,-171.12805
117,201201,89,142,59.32065,-171.17585
118,201201,89,143,59.65327,-171.25002
119,201201,89,144,60.00038,-171.29502
120,201201,89,145,59.98827,-171.96275
121,201201,89,146,60.32357,-172.0585
122,201201,89,147,60.65623,-172.11417
123,201201,89,148,60.9882,-172.16952
124,201201,89,149,60.66503,-172.76112
125,201201,89,150,60.99323,-172.80065
126,201201,89,151,61.01155,-173.47713
127,201201,89,152,60.67803,-173.4695
128,201201,89,153,60.29748,-173.37807
129,201201,89,154,60.11767,-173.74305
130,201201,89,155,60.33057,-174.05655
131,201201,89,156,60.17158,-174.3284
132,201201,89,157,60.34603,-174.71218
133,201201,89,158,60.00967,-174.60138
134,201201,89,159,59.99915,-173.94008
135,201201,89,160,59.83963,-174.22082
136,201201,89,161,59.67938,-174.45995
137,201201,89,162,59.34327,-174.45942
138,201201,89,163,59.33383,-173.82362
139,201201,89,164,58.99853,-173.06425
140,201201,89,165,59.00132,-173.70413
141,201201,89,166,59.01182,-174.3488
142,201201,89,167,58.67652,-174.28082
143,201201,89,168,58.3269,-174.32725
144,201201,89,169,58.32303,-173.58428
145,201201,89,170,58.65675,-173.64933
146,201201,89,171,58.6777,-173.02082
147,201201,89,172,58.34515,-172.93537
148,201201,89,173,57.9973,-172.85097
149,201201,89,174,58.01015,-173.50263
150,201201,89,175,57.70167,-173.41532
151,201201,89,176,57.66855,-172.82145
152,201201,89,177,55.65605,-168.17877
153,201201,89,178,55.98833,-168.22193
154,201201,89,180,56.65278,-168.31665
155,201201,89,182,56.99708,-171.37888
156,201201,89,183,57.0005,-172.00805
157,201201,89,184,56.98785,-172.63492
158,201201,89,185,57.33028,-172.81557
159,201201,89,186,58.667,-175.52258
160,201201,89,187,58.66715,-176.18242
161,201201,89,188,58.66593,-176.8021
162,201201,89,189,58.98908,-176.93108
163,201201,89,190,59.0026,-177.57405
164,201201,89,191,58.99882,-176.33367
165,201201,89,192,58.99028,-175.75335
166,201201,89,193,59.32065,-175.74937
167,201201,89,194,59.65355,-175.86293
168,201201,89,195,59.9832,-175.93388
169,201201,89,196,60.31713,-176.04518
170,201201,89,197,60.655,-176.20427
171,201201,89,198,60.99302,-176.29763
172,201201,89,199,61.31603,-175.00437
173,201201,89,200,61.65342,-175.08918
174,201201,89,201,61.99198,-175.14843
175,201201,89,202,61.99998,-175.78885
176,201201,89,203,61.66935,-176.48745
177,201201,89,204,61.6759,-175.80753
178,201201,89,205,61.34542,-175.64332
179,201201,89,206,61.3431,-176.28407
180,201201,89,207,61.3324,-176.9553
181,201201,89,208,61.01742,-176.96298
182,201201,89,209,61.00817,-177.61408
183,201201,89,210,60.68183,-178.17307
184,201201,89,211,60.00308,-177.92058
185,201201,89,212,60.01098,-177.23422
186,201201,89,213,59.68165,-177.14707
187,201201,89,214,59.34403,-177.05817
188,201201,94,1,54.77494,-165.54919
189,201201,94,2,54.74907,-165.42688
190,201201,94,3,54.71713,-165.54935
191,201201,94,4,54.63245,-165.64072
192,201201,94,5,54.38038,-166.4769
193,201201,94,6,54.42652,-166.42783
194,201201,94,7,54.33572,-166.36665
195,201201,94,9,54.62425,-167.31912
196,201201,94,10,54.69598,-167.4186
197,201201,94,11,54.71618,-167.26978
198,201201,94,12,54.80162,-167.23277
199,201201,94,13,54.9253,-167.34335
200,201201,94,14,56.01878,-168.91642
201,201201,94,15,56.08485,-168.65262
202,201201,94,16,56.04325,-168.3836
203,201201,94,17,56.15493,-168.53442
204,201201,94,18,56.46975,-171.85268
205,201201,94,19,56.50463,-172.00155
206,201201,94,20,56.49583,-172.20073
207,201201,94,21,56.49042,-172.29762
208,201201,94,22,56.56325,-172.80173
209,201201,94,23,57.75208,-173.94308
210,201201,94,24,57.73012,-173.78342
211,201201,94,25,57.83922,-173.95028
212,201201,94,26,57.84867,-173.9051
213,201201,94,27,58.53827,-176.85288
214,201201,94,28,58.55712,-176.93167
215,201201,94,29,58.60448,-176.80745
216,201201,94,30,58.5717,-177.08983
217,201201,94,31,58.61795,-177.23873
218,201201,94,32,59.71983,-178.63685
219,201201,94,33,59.58622,-178.50698
220,201201,94,34,59.55243,-178.41268
221,201201,94,35,59.52788,-178.25208
222,201201,94,36,59.50305,-178.30178
223,201201,94,37,59.52798,-178.0648
224,201201,94,38,59.51275,-177.78427
225,201201,94,39,59.40342,-177.74772
226,201201,94,40,59.377,-177.5984
227,201201,94,41,59.3682,-178.47457
228,201201,94,42,59.36293,-178.25127
229,201201,94,43,59.38933,-178.25685
230,201201,94,44,59.41855,-178.11585
231,201201,94,45,59.39858,-178.2134
232,201201,94,46,59.33837,-178.0914
233,201201,94,47,59.35727,-177.98378
234,201201,94,48,59.29955,-177.69013
235,201201,94,49,59.19,-177.9422
236,201201,94,50,59.2492,-177.84538
237,201201,94,51,59.35577,-178.35547
238,201201,94,52,60.60923,-178.82987
239,201201,94,53,60.50607,-178.8626
240,201201,94,54,60.4365,-179.04618
241,201201,94,55,60.37325,-179.33855
242,201201,94,56,60.12178,-179.49565
243,201201,94,57,60.22002,-179.34408
244,201201,94,58,60.20367,-179.20758
245,201201,94,59,60.25048,-179.02952
246,201201,94,60,60.31417,-178.67923
247,201201,94,61,60.18083,-178.85553
248,201201,94,62,60.19985,-178.93992
249,201201,94,63,60.10113,-179.0607
