"","survey","event_id","EQLatitude","EQLongitude"
"1",201207,1,"55.92424","-162.19376"
"2",201207,32,"57.3784166667","-168.979103333"
"3",201207,33,"58.2620133333","-169.107668333"
"4",201207,34,"57.6149866667","-169.650188333"
"5",201207,35,"57.47626","-169.639408333"
"6",201207,36,"56.845125","-169.536365"
"7",201207,37,"56.2359366667","-170.057918333"
"8",201207,38,"56.4516116667","-170.077948333"
"9",201207,39,"56.4586716667","-170.083828333"
"10",201207,40,"56.406715","-170.103576667"
"11",201207,41,"56.405355","-170.106866667"
"12",201207,42,"56.4093716667","-170.095575"
"13",201207,43,"56.4634783333","-170.114963333"
"14",201207,44,"56.4628533333","-170.131311667"
"15",201207,45,"58.8116166667","-171.100151667"
"16",201207,46,"58.8083116667","-171.064676667"
"17",201207,47,"58.1633066667","-170.956006667"
"18",201207,48,"58.1578566667","-170.970346667"
"19",201207,49,"57.76396","-170.867065"
"20",201207,50,"57.1372583333","-170.818945"
"21",201207,51,"56.6307933333","-170.696925"
"22",201207,52,"56.7527066667","-171.339653333"
"23",201207,53,"57.3663133333","-171.419445"
"24",201207,54,"57.375635","-171.454053333"
"25",201207,55,"58.9457","-172.403256667"
"26",201207,2,"55.2500883333","-163.999871667"
"27",201207,3,"56.6632683333","-164.60494"
"28",201207,4,"55.0212566667","-164.579635"
"29",201207,5,"54.7357183333","-165.148293333"
"30",201207,6,"54.6986733333","-165.153021667"
"31",201207,7,"55.7603633333","-165.184286667"
"32",201207,8,"55.7262266667","-165.180693333"
"33",201207,9,"55.9493716667","-165.188566667"
"34",201207,10,"55.960605","-165.190383333"
"35",201207,11,"56.72158","-165.214345"
"36",201207,12,"55.978875","-165.797728333"
"37",201207,13,"55.979685","-165.796298333"
"38",201207,14,"54.9490566667","-165.781021667"
"39",201207,15,"55.4822016667","-166.378391667"
"40",201207,16,"56.124175","-166.420098333"
"41",201207,17,"56.12513","-166.419083333"
"42",201207,18,"56.6230016667","-166.412808333"
"43",201207,19,"57.6203466667","-167.067965"
"44",201207,20,"56.0878183333","-166.988931667"
"45",201207,21,"56.0818883333","-167.004415"
"46",201207,22,"56.4233333333","-167.653315"
"47",201207,23,"57.6042816667","-167.730225"
"48",201207,24,"57.782685","-168.395358333"
"49",201207,25,"56.4608166667","-168.261895"
"50",201207,26,"56.433635","-168.257836667"
"51",201207,27,"55.7151533333","-168.186313333"
"52",201207,28,"55.719355","-168.782465"
"53",201207,29,"56.3799516667","-168.859688333"
"54",201207,30,"56.3633816667","-168.879375"
"55",201207,31,"56.7895616667","-168.906291667"
"56",201207,90,"60.5395683333","-175.450671667"
"57",201207,91,"60.0580983333","-175.316753333"
"58",201207,92,"59.237955","-175.08157"
"59",201207,93,"58.7822666667","-174.92879"
"60",201207,94,"58.79918","-175.613946667"
"61",201207,95,"59.2636033333","-175.752728333"
"62",201207,96,"59.66963","-175.880901667"
"63",201207,97,"60.223365","-176.048508333"
"64",201207,98,"60.7147183333","-176.201075"
"65",201207,99,"61.327015","-176.40842"
"66",201207,100,"61.2935033333","-176.393951667"
"67",201207,101,"62.4021033333","-176.766986667"
"68",201207,102,"62.4100783333","-176.757376667"
"69",201207,103,"62.9531933333","-176.952311667"
"70",201207,104,"62.2311383333","-177.421583333"
"71",201207,105,"62.22303","-177.42651"
"72",201207,106,"61.4145833333","-177.130608333"
"73",201207,107,"61.419995","-177.131748333"
"74",201207,108,"60.819305","-176.908768333"
"75",201207,109,"60.5445316667","-176.826813333"
"76",201207,110,"60.0903933333","-176.667895"
"77",201207,111,"59.7678516667","-176.556568333"
"78",201207,112,"59.7693283333","-176.560256667"
"79",201207,113,"59.37834","-176.43116"
"80",201207,114,"58.9909833333","-176.30922"
"81",201207,115,"58.69575","-176.228508333"
"82",201207,116,"58.881975","-176.927953333"
"83",201207,117,"60.2208333333","-177.38666"
"84",201207,56,"58.970165","-172.405323333"
"85",201207,57,"58.42469","-172.298926667"
"86",201207,58,"57.7426666667","-172.094068333"
"87",201207,59,"57.7340616667","-172.092615"
"88",201207,60,"57.7227833333","-172.094323333"
"89",201207,61,"57.0377983333","-172.022501667"
"90",201207,62,"56.7152083333","-172.578661667"
"91",201207,63,"56.7211383333","-172.59568"
"92",201207,64,"56.7119416667","-172.57182"
"93",201207,65,"57.7761116667","-172.799586667"
"94",201207,66,"57.7551366667","-172.795461667"
"95",201207,67,"58.93593","-173.049536667"
"96",201207,68,"59.3133416667","-173.13309"
"97",201207,69,"59.299475","-173.132066667"
"98",201207,70,"59.7323716667","-173.228636667"
"99",201207,71,"59.7076116667","-173.221973333"
"100",201207,72,"60.9213183333","-174.180676667"
"101",201207,73,"59.77064","-173.895651667"
"102",201207,74,"59.1146183333","-173.738675"
"103",201207,75,"59.1790116667","-173.762658333"
"104",201207,76,"59.1164816667","-173.739911667"
"105",201207,77,"58.8911283333","-173.667035"
"106",201207,78,"58.2776583333","-173.537665"
"107",201207,79,"58.3693116667","-173.552921667"
"108",201207,80,"58.29213","-173.542673333"
"109",201207,81,"58.2935733333","-173.544658333"
"110",201207,82,"57.738875","-173.416461667"
"111",201207,83,"58.64556","-174.271923333"
"112",201207,84,"58.81228","-174.332295"
"113",201207,85,"58.8289716667","-174.341286667"
"114",201207,86,"59.9228533333","-174.606515"
"115",201207,87,"60.2650833333","-174.69768"
"116",201207,88,"60.8472966667","-175.554698333"
"117",201207,89,"60.529195","-175.451441667"
"118",201207,118,"60.6929733333","-177.576498333"
"119",201207,119,"61.5217133333","-177.889138333"
"120",201207,120,"62.0983116667","-178.127061667"
"121",201207,121,"62.4934666667","-178.255193333"
"122",201207,122,"62.30578","-178.914991667"
"123",201207,123,"61.57962","-178.601695"
"124",201207,124,"61.5722333333","-178.597413333"
"125",201207,125,"60.6385516667","-178.212798333"
"126",201207,126,"60.1888266667","-178.039281667"
"127",201207,127,"59.8132633333","-177.888248333"
"128",201207,128,"59.8124633333","-177.881815"
"129",201207,129,"59.6283183333","-177.831815"
"130",201207,130,"61.5533766667","-179.30656"
"131",201207,131,"62.07604","-179.531626667"
"132",201207,132,"62.3381483333","-179.625563333"
"133",201207,133,"61.8867833333","179.854703333"
"134",201207,134,"61.1336366667","-179.810651667"
"135",201207,135,"61.5786916667","179.259036667"
"136",201207,136,"61.7752483333","179.154481667"
"137",201207,137,"60.4330716667","-177.453043333"
"138",201207,138,"60.43614","-177.440781667"
"139",201207,139,"59.8775583333","-177.282778333"
"140",201207,140,"59.880805","-177.2701"
