region,INTERVAL,lat,lon,biomass_ton,numbers_millions
East of 170,20240611164355,56.6465084,-161.54959695,79.2128519585467,0.12965514933407876
East of 170,20240611164616,56.6547686,-161.54899840000002,235.9425460306896,0.3928976212543559
East of 170,20240611164838,56.66300515,-161.5483815,53.11606648718832,0.0897942500134245
East of 170,20240611165059,56.67119705,-161.5477297,97.97949961625098,0.16034858756283252
East of 170,20240611165321,56.6794994,-161.5470604,102.2118273448078,0.17080270550243698
East of 170,20240611165544,56.6877486,-161.54640885,232.06646003800114,0.37583610299331666
East of 170,20240611165806,56.69597895,-161.5458223,54.78922405680054,0.0942655016362787
East of 170,20240611170028,56.7042085,-161.54523945,64.54928128698452,0.10896121531789081
East of 170,20240611170251,56.71245185,-161.5446033,135.16413751289625,0.21650021738188513
East of 170,20240611170514,56.72066864999999,-161.54391959999998,58.33274568433569,0.09855601859975131
East of 170,20240611170736,56.7289035,-161.54326965,127.11499167437107,0.20175706850653197
East of 170,20240611170959,56.737173799999994,-161.54269825,14.846498635610093,0.023361144396446487
East of 170,20240611171223,56.7454354,-161.54205760000002,27.864843956209892,0.04646171930625133
East of 170,20240611171445,56.7536597,-161.541399,34.969592969688364,0.05514795023527073
East of 170,20240611171709,56.76191395,-161.5408155,23.849690163984576,0.03749112918126821
East of 170,20240611171933,56.77016915,-161.54021255,54.56222676305576,0.08576066883946061
East of 170,20240611172155,56.778398949999996,-161.5395711,60.59822502815552,0.09474372152800076
East of 170,20240611172419,56.786686149999994,-161.53901395,116.84265972566389,0.18168213651015716
East of 170,20240611172644,56.794968,-161.5385211,88.75637796986742,0.13793105086293247
East of 170,20240611172909,56.8031899,-161.53801545,5.418505551725786,0.00841579169349516
East of 170,20240611173132,56.811519000000004,-161.537481,31.621681522671118,0.049011993413210664
East of 170,20240611173356,56.81978855,-161.53693875,98.96550512288132,0.1535946021855353
East of 170,20240611173619,56.8280599,-161.5364224,106.18299259071271,0.16348349726600775
East of 170,20240611173843,56.836350350000004,-161.53588885,37.4070113047906,0.05801489798211665
East of 170,20240611174109,56.84466675,-161.53532395000002,23.125872363315903,0.03584473620197883
East of 170,20240611174334,56.852955449999996,-161.53476765,24.768876304958873,0.03787274991416303
East of 170,20240611174601,56.8612887,-161.53426395,37.047037116006614,0.0568023886005274
East of 170,20240611174826,56.86954505,-161.53369345,25.264537706244866,0.03856107407732254
East of 170,20240611175050,56.8777751,-161.53288279999998,12.920987822054194,0.02004481117840024
East of 170,20240611175315,56.886084350000004,-161.5320344,23.830941669605277,0.03665279979810695
East of 170,20240611175540,56.89435575,-161.53133215,106.87543781447074,0.1652144532812932
East of 170,20240611175805,56.90265075,-161.53065815000002,21.60326431811181,0.03347189551328125
East of 170,20240611180030,56.91087655,-161.52995435,34.474588766348084,0.053537092563652675
East of 170,20240611180256,56.91917665,-161.5292998,48.34072089502057,0.0740810810958452
East of 170,20240611180521,56.92744755,-161.52868005,31.622390660052176,0.04862491012778107
East of 170,20240611180746,56.935798399999996,-161.52796435,11.478919930698028,0.017645579303566417
East of 170,20240611181012,56.944071699999995,-161.52729885,3.00860688871152,0.004675306306089648
East of 170,20240611181236,56.9523844,-161.52669505,12.39201936818935,0.019256914725104844
East of 170,20240611181501,56.96067345,-161.52608220000002,6.396186191015404,0.009933044325438354
East of 170,20240611181726,56.96897225,-161.5254504,17.511775896720522,0.024883676966471847
East of 170,20240611181950,56.977259950000004,-161.52481475000002,1.154393063636467,0.0016252258757679355
East of 170,20240611182216,56.985594649999996,-161.52422124999998,31.764079988810757,0.04492206923028406
East of 170,20240611182440,56.9938533,-161.52365745,2.660130528991795,0.004042002120162034
East of 170,20240611182703,57.00215095,-161.52301545,7.410808294424011,0.010296966366185871
East of 170,20240611182929,57.01047735,-161.5223643,31.43381639704382,0.043503462968068986
East of 170,20240611183155,57.01881765,-161.52177964999998,2.724818090282967,0.0037506180008302875
East of 170,20240611183419,57.0271081,-161.52118860000002,1.508660235837752,0.0023444235073794176
East of 170,20240611183906,57.043689099999995,-161.51992535,7.7423953335464,0.011721030688673511
East of 170,20240611184131,57.05198745,-161.51929925000002,0.3033555867102474,4.106984664710597e-4
East of 170,20240611184355,57.06030305,-161.51867485,12.746525842287827,0.017205226095897384
East of 170,20240611184620,57.068600700000005,-161.5180874,57.65277872335956,0.07747613635966578
East of 170,20240611184844,57.0768706,-161.5174796,33.45730117797307,0.05088262449238508
East of 170,20240611185107,57.085165950000004,-161.51685155,47.54103003907285,0.07034324435487928
East of 170,20240611185332,57.0935563,-161.5162459,16.95813545589844,0.026259069347373633
East of 170,20240611185557,57.1018818,-161.51562625,19.700149431419426,0.025718988724719352
East of 170,20240611185821,57.1101754,-161.51495785,33.27205720510364,0.04562316277302811
East of 170,20240611190043,57.11847285,-161.51430695,44.716460747517566,0.06818964392231415
East of 170,20240611190310,57.12683855,-161.51368155,33.98983215368127,0.04596201680511572
East of 170,20240611190534,57.1351074,-161.51308865,31.12051537102895,0.04511996940187931
East of 170,20240611190759,57.14342905,-161.51251094999998,26.477451020132754,0.037175270699594476
East of 170,20240611191021,57.15171695,-161.51194279999999,5.418233619595279,0.00701350682309487
East of 170,20240611191245,57.159986599999996,-161.51132235,67.29757564722333,0.08762078768849156
East of 170,20240611191507,57.16715815,-161.51199445,0.865956619209232,0.0013456767840888883
East of 170,20240611222313,57.1656645,-162.73805985,214.67390159459447,0.3844500238195225
East of 170,20240611222554,57.15733265,-162.73843595,205.17875005857374,0.3932336123746474
East of 170,20240611222822,57.149029,-162.7388008,548.073883020989,0.9095630999501069
East of 170,20240611223048,57.1406934,-162.73923695000002,306.3256507692542,0.5758580770322173
East of 170,20240611223314,57.13235865,-162.7397353,318.9062043019283,0.6091642909087573
East of 170,20240611223540,57.124030000000005,-162.74021514999998,139.22825809051793,0.22827591014901125
East of 170,20240611223806,57.115709499999994,-162.74064435,305.368487626146,0.48603640579002166
East of 170,20240611224032,57.10740765,-162.74107,125.46574423115482,0.19660563878798681
East of 170,20240611224258,57.099100699999994,-162.7415021,296.0723842545141,0.46788797575416
East of 170,20240611224522,57.090815500000005,-162.7419195,83.58656582217381,0.14958935074086463
East of 170,20240611224748,57.0824946,-162.74233565,132.018611665139,0.2386958323656636
East of 170,20240611225013,57.0741883,-162.74277385,501.1158609501004,0.869546384981811
East of 170,20240611225238,57.065868249999994,-162.7432097,184.90335020982064,0.2953420420662044
East of 170,20240611225503,57.0575857,-162.74363879999999,176.71620633145426,0.30115275999907765
East of 170,20240611225728,57.049285499999996,-162.74410799999998,78.28122509539804,0.154815739739416
East of 170,20240611225953,57.0409656,-162.7446226,32.14119621341461,0.05577687931440846
East of 170,20240611230218,57.032709049999994,-162.74509485,70.86710812772387,0.12566275083100956
East of 170,20240611230442,57.0243586,-162.74550399999998,39.76815219858703,0.0629642206861282
East of 170,20240611230708,57.016044199999996,-162.74597605,155.2611809661624,0.2941439888859484
East of 170,20240611230932,57.00776545,-162.74642319999998,267.0229530327055,0.43319604634835135
East of 170,20240611231157,56.9993915,-162.74682810000002,71.487695265111,0.13652064047427948
East of 170,20240611231422,56.99105875,-162.74731625,35.92156950084306,0.07084399781171119
East of 170,20240611231646,56.98273465,-162.7477895,235.48179549218,0.36623803165198066
East of 170,20240611231911,56.974419049999995,-162.74821155,49.200410615671004,0.09238552203272554
East of 170,20240611232135,56.96615345,-162.7486343,94.555042653007,0.16062915509147668
East of 170,20240611232359,56.95780685,-162.7491415,39.6717248452345,0.0744700172410175
East of 170,20240611232624,56.94952355,-162.74961335,12.022125920201773,0.023476636277179955
East of 170,20240611232847,56.9411943,-162.75001315,121.03002463462022,0.21953539234752106
East of 170,20240611233111,56.9328862,-162.75047765,123.9539734691945,0.1934216550374114
East of 170,20240611233336,56.92452315,-162.75090065,78.49437568954718,0.12372807633072996
East of 170,20240611233600,56.91622995,-162.7513278,47.761942017649794,0.08305514356994242
East of 170,20240611233823,56.907895499999995,-162.75181775,92.58243691308,0.14433212014876876
East of 170,20240611234048,56.8995573,-162.75230585,9.815957757041529,0.01692635097092423
East of 170,20240611234312,56.89125225,-162.75271895,102.26263659159726,0.1618203184403594
East of 170,20240611234537,56.88293525,-162.75316655,113.5645720798404,0.17795940842827157
East of 170,20240611234801,56.87464675,-162.7536224,31.693338676015806,0.049799378515430724
East of 170,20240611235025,56.86629755,-162.7540093,5.895804301522797,0.00992204140784518
East of 170,20240611235248,56.85800125,-162.75449215,14.83726732985677,0.027011761279885818
East of 170,20240611235511,56.84972195,-162.75499115,0.22027209152852403,3.422977931888963e-4
East of 170,20240612002532,56.8546942,-162.7539616,42.75705968262578,0.0668026848246625
East of 170,20240612002724,56.847414900000004,-162.75481539999998,4.588712096879505,0.007764000605500292
East of 170,20240612002945,56.8390815,-162.75515745,36.52970266357167,0.07234894551818305
East of 170,20240612003205,56.83075805,-162.75553095,1.0604746316586435,0.0021310217302970354
East of 170,20240612003425,56.822436249999996,-162.75600029999998,81.55262014480455,0.14520801000554312
East of 170,20240612003646,56.8141402,-162.7564477,54.362296131459246,0.08848899295299578
East of 170,20240612003907,56.8058437,-162.75686315000002,59.45479518196805,0.0964444697045908
East of 170,20240612004132,56.797494900000004,-162.75725545,17.950121679385568,0.03451598782745035
East of 170,20240612004355,56.7891651,-162.75765905,3.83358614477164,0.007792160603878416
East of 170,20240612004616,56.78087415,-162.75811645,26.858042794388023,0.0547340034008837
East of 170,20240612004839,56.7725224,-162.758544,100.66460929975922,0.16806628225836742
East of 170,20240612005101,56.7641977,-162.75893255,32.99494064813936,0.05299378684689343
East of 170,20240612005326,56.75590805,-162.7594056,66.7688263657035,0.12032849869564796
East of 170,20240612005548,56.74755765,-162.7598769,40.76581248362252,0.06341342801402286
East of 170,20240612005812,56.73921045,-162.76028044999998,22.660005073451128,0.03601544240250537
East of 170,20240612010036,56.73087755,-162.760684,48.869376579816176,0.08785725922088042
East of 170,20240612010259,56.72254125,-162.76108825,15.029964237338271,0.023991516073252464
East of 170,20240612010523,56.71419,-162.761561,27.133951892288696,0.04253580728144242
East of 170,20240612010746,56.7058703,-162.76207499999998,66.59069356962279,0.11596674260451251
East of 170,20240612011009,56.697561050000004,-162.76261115,113.3298711413588,0.18171362451360912
East of 170,20240612011232,56.68924115,-162.763155,41.54379432066533,0.064887673092053
East of 170,20240612011455,56.680945300000005,-162.76368555,27.305226660256906,0.04254736053463468
East of 170,20240612011718,56.6725622,-162.76417745,9.956525781724206,0.015510669346272413
East of 170,20240612011941,56.6642267,-162.7646293,15.3587412606444,0.02389534454786193
East of 170,20240612012202,56.6558977,-162.7650484,2.21276012608749,0.003777708648683116
East of 170,20240612012424,56.64758195,-162.7654584,34.71964683015831,0.0612000120942699
East of 170,20240612012646,56.63924265,-162.7658711,17.052737574678925,0.029366458142524168
East of 170,20240612012908,56.63093675,-162.7662692,75.09644211171651,0.11716621475612528
East of 170,20240612013130,56.6226101,-162.766717,207.76606299341006,0.3235352086437651
East of 170,20240612013352,56.61427845,-162.76718555000002,138.59364295473011,0.21559843022293187
East of 170,20240612013613,56.6059185,-162.7676026,161.16723638844564,0.2546690651994901
East of 170,20240612013836,56.597596100000004,-162.7679918,101.36395170825074,0.1589690507996299
East of 170,20240612014057,56.58929185,-162.7684268,433.3886417884331,0.6999677620956997
East of 170,20240612014319,56.58097885,-162.76886615,92.82603380623706,0.14429267737362855
East of 170,20240612014539,56.5726381,-162.76926014999998,391.31313942109637,0.6083193123392487
East of 170,20240612014801,56.56429145,-162.76966225,394.5766491207599,0.6135097242398938
East of 170,20240612015022,56.555997399999995,-162.77012954999998,115.7950662623423,0.1803937783061662
East of 170,20240612015244,56.54764075,-162.770549,190.14954198726122,0.29966079671290863
East of 170,20240612015504,56.53929235,-162.77093665,109.81826320191846,0.17174530784808312
East of 170,20240612015726,56.5308964,-162.7713667,185.55799487173383,0.29233647529185225
East of 170,20240612015948,56.522536,-162.7718065,443.5536015979188,0.6903245105761099
East of 170,20240612020209,56.51418225,-162.7722415,164.75053470379433,0.25699506136457495
East of 170,20240612020431,56.50585815,-162.7726467,825.7507307187531,1.28508260894409
East of 170,20240612020652,56.49752865,-162.77302329999998,138.47071651221214,0.21528663258626737
East of 170,20240612020913,56.48919795,-162.77343515,223.0776824408739,0.3474662554681759
East of 170,20240612021135,56.480838649999995,-162.77387825,189.1057549510892,0.29602291839634964
East of 170,20240612021356,56.47252335,-162.774289,304.97164235581533,0.48210431775728524
East of 170,20240612021616,56.46420175,-162.7747023,259.533762678201,0.40712140744407027
East of 170,20240612021838,56.455880300000004,-162.77514155,77.25143197630244,0.12147883657047856
East of 170,20240612022059,56.447567899999996,-162.77557055,80.52984638424292,0.12616786540967967
East of 170,20240612022321,56.439200400000004,-162.77598165,35.93214155906655,0.05593866678248131
East of 170,20240612022541,56.430898549999995,-162.7764297,171.54610069228332,0.26952674691561335
East of 170,20240612022802,56.422569800000005,-162.77684635,64.92901832327402,0.10127097760426686
East of 170,20240612023022,56.4142147,-162.77722590000002,55.639703568253616,0.0857971461143853
East of 170,20240612023243,56.40586935,-162.77765290000002,72.64495211880477,0.1125502891167393
East of 170,20240612023504,56.39753315,-162.77809555,46.37077696255413,0.07204254143398464
East of 170,20240612023725,56.3892028,-162.77851214999998,7.380278487803735,0.011454589778223025
East of 170,20240612023945,56.38088155,-162.7789212,71.60312817588132,0.10990855047687727
East of 170,20240612024206,56.37255135,-162.7793215,43.797960423923165,0.06767449777228944
East of 170,20240612024428,56.364174899999995,-162.77972720000002,32.125487374089715,0.04991784172292807
East of 170,20240612024648,56.35591015,-162.7801189,174.04672002879687,0.26793800665396367
East of 170,20240612024909,56.34754145,-162.780554,19.972377349453243,0.030908561283646187
East of 170,20240612025130,56.33923235,-162.78100940000002,14.309336107041515,0.022225787789969177
East of 170,20240612025349,56.3309148,-162.7814244,44.74785992560919,0.06952441173280521
East of 170,20240612025610,56.3225692,-162.7818073,16.491856837445987,0.025611330841728293
East of 170,20240612025829,56.31424765,-162.78222085,84.62274310112413,0.13143100682591294
East of 170,20240612030049,56.30592125,-162.78267295,2.7040770156603426,0.004197437268348103
East of 170,20240612030308,56.297607400000004,-162.78308479999998,36.900690170598914,0.05656845650545684
East of 170,20240612030528,56.289277049999995,-162.78346585,65.66692933016753,0.10200671644575546
East of 170,20240612030748,56.2809352,-162.78390915,254.23735410631684,0.39457076485316134
East of 170,20240612031008,56.27258275,-162.78438115,408.1951566434294,0.6341404181476091
East of 170,20240612031229,56.2642723,-162.7848539,745.3042745673007,1.1580847237981295
East of 170,20240612031449,56.25595725,-162.78530215,288.6586605500334,0.446571313307001
East of 170,20240612031709,56.24763525,-162.78572175,149.24530054611364,0.22867147958778378
East of 170,20240612031929,56.239318999999995,-162.78614134999998,555.4043490711489,0.8578462077054531
East of 170,20240612032150,56.2309973,-162.78660639999998,260.42190033916955,0.4014415109350289
East of 170,20240612032411,56.222678349999995,-162.7870989,98.87843002691129,0.15064797966914373
East of 170,20240612032630,56.214332299999995,-162.7875053,187.39810631240834,0.2885852858467075
East of 170,20240612032851,56.2060369,-162.78791840000002,122.66088190352286,0.1869250898529484
East of 170,20240612033111,56.19773105,-162.78831624999998,383.5216165450882,0.5946991709174214
East of 170,20240612033332,56.1894126,-162.78876839999998,410.6486785985302,0.6373466149213215
East of 170,20240612033551,56.181105599999995,-162.7892597,606.4832755270174,0.9391336791952981
