region,INTERVAL,lat,lon,biomass_ton,numbers_millions
East of 170,20240617073031,57.88162695,-167.75489190000002,101.91768514795554,0.16607282260070436
East of 170,20240617073254,57.87341465,-167.7541277,182.9015581504682,0.29456791993814474
East of 170,20240617073519,57.86515885,-167.75333734999998,70.4547540340195,0.11435822157146265
East of 170,20240617073743,57.85690535,-167.7525698,96.17710968084035,0.15757941431101577
East of 170,20240617074007,57.84863025,-167.75183575,179.90053513314297,0.29310944872672545
East of 170,20240617074233,57.84035345,-167.75106495,327.2908828612901,0.5254872401935891
East of 170,20240617074457,57.83210305,-167.75026105,151.38480149154427,0.24967536263856846
East of 170,20240617074722,57.82377785,-167.7494782,200.4334148274322,0.33326883734671725
East of 170,20240617074946,57.815527849999995,-167.7487398,466.94523041266166,0.7520919592662973
East of 170,20240617075212,57.807232049999996,-167.7479963,340.33141212949596,0.5495553896428825
East of 170,20240617075437,57.79898645,-167.74717794999998,304.2642113496243,0.5026068449634092
East of 170,20240617075704,57.790696749999995,-167.74638395,315.74120403247946,0.5159501373323049
East of 170,20240617075930,57.78240385,-167.7456279,477.9817864047394,0.7761392826964758
East of 170,20240617080157,57.77415365,-167.74480035,258.7994447272178,0.4212906989689288
East of 170,20240617080422,57.765895,-167.74397829999998,312.4926363386694,0.5098886692015449
East of 170,20240617080649,57.757626200000004,-167.74320775,136.9102169108471,0.22430469693893354
East of 170,20240617080915,57.749313349999994,-167.74248125000003,96.21521179405774,0.1627100461448796
East of 170,20240617081140,57.741029049999995,-167.7417134,215.8425915784918,0.36141590432950227
East of 170,20240617081407,57.73271325,-167.7413162,0.05502566338001449,9.275909337106893e-5
East of 170,20240617141022,57.73161335,-167.74067875,89.762516795019,0.15073298243115818
East of 170,20240617141244,57.723288249999996,-167.73992375,140.0628987862782,0.22636741157947263
East of 170,20240617141507,57.71493195,-167.73920364999998,170.57333448826944,0.2743250103190659
East of 170,20240617141726,57.7066447,-167.73843004999998,194.0704361011913,0.31083903675306646
East of 170,20240617141947,57.6983328,-167.73764665,55.6276116504814,0.08962281108931217
East of 170,20240617142208,57.69002525,-167.73692814999998,33.63179923558611,0.054499296184966545
East of 170,20240617142427,57.6817452,-167.73616644999998,20.685723666577484,0.033097837873509166
East of 170,20240617142646,57.673468299999996,-167.73537879999998,46.74691200058689,0.07479934559748365
East of 170,20240617142908,57.665162300000006,-167.73462475,31.51493266078328,0.051219624679061763
East of 170,20240617143128,57.65691595,-167.73386945,31.906633425312478,0.05141706752068162
East of 170,20240617143349,57.648606400000006,-167.73308885,278.82119070267726,0.4592055244658159
East of 170,20240617143609,57.64029495,-167.73232715,67.0450723633657,0.10722598585566184
East of 170,20240617143830,57.6319965,-167.73153639999998,380.93593368463945,0.6094938162991546
East of 170,20240617144050,57.623738700000004,-167.73065305,277.9869817003275,0.4447929241900135
East of 170,20240617144308,57.61548305,-167.7298116,175.14215058769764,0.28223893597306154
East of 170,20240617144528,57.60720285,-167.72905295,30.799661484567846,0.049454447592049505
East of 170,20240617144746,57.598917900000004,-167.7282697,197.79745190041214,0.33012323036584645
East of 170,20240617145005,57.59061795,-167.72749385,275.68944784940084,0.4554111683354612
East of 170,20240617145224,57.5823439,-167.7267512,33.92243654777281,0.054393969561342556
East of 170,20240617145442,57.574073,-167.72603229999999,81.37070771383519,0.13378244453228588
East of 170,20240617145701,57.5657643,-167.725253,164.5420646832038,0.2744785912498322
East of 170,20240617145920,57.5574797,-167.72440955000002,60.480909629920156,0.0968571082868497
East of 170,20240617150140,57.549219449999995,-167.72362345,97.10807301587525,0.15697410162478062
East of 170,20240617150358,57.54091865,-167.7228983,213.9155933865426,0.35251544370848303
East of 170,20240617150618,57.532627500000004,-167.72212615,42.50270013466261,0.0707209280956522
East of 170,20240617150836,57.52438155,-167.7213129,40.358325402600656,0.06504463323614698
East of 170,20240617151057,57.51604925,-167.7205487,55.82718595585971,0.0910916226810046
East of 170,20240617151316,57.5077335,-167.71979679999998,182.75213491740342,0.2941409912006835
East of 170,20240617151536,57.49941975,-167.7189919,277.8213741606757,0.44963888393099505
East of 170,20240617151756,57.491156000000004,-167.71820365000002,260.6010340000958,0.42726518335707087
East of 170,20240617152014,57.48286615,-167.7174564,47.30543643076504,0.07720705020384021
East of 170,20240617152234,57.4745718,-167.71670515,176.70066941610764,0.2893504848389835
East of 170,20240617152453,57.46630915,-167.71590305,257.78491970820727,0.4183223131464411
East of 170,20240617152711,57.4580452,-167.71507895000002,245.16696185869475,0.39503635283188937
East of 170,20240617152930,57.4497761,-167.71430850000002,424.2291997633992,0.6816576646345558
East of 170,20240617153149,57.44148655,-167.71355284999999,298.4491634401395,0.4808737958180935
East of 170,20240617153409,57.43318805,-167.7128038,587.5014779164107,0.9417731213150269
East of 170,20240617153629,57.4249151,-167.712045,257.0237615337247,0.4168307580583056
East of 170,20240617153847,57.41665075,-167.71127565,128.04212370756215,0.2096147873789447
East of 170,20240617154106,57.40835905,-167.71051154999998,176.98419859547775,0.31071026787917583
East of 170,20240617154324,57.400071100000005,-167.70972935,349.147002123859,0.58381398482798
East of 170,20240617154543,57.3917819,-167.70890889999998,436.32965417375203,0.7485900646119042
East of 170,20240617154800,57.383493099999995,-167.70811379999998,282.8584746068452,0.5168739816736811
East of 170,20240617155017,57.3751945,-167.7073449,555.1828019904073,1.011305932940899
East of 170,20240617155234,57.3669072,-167.7065915,526.8000419341665,0.8961038413415825
East of 170,20240617155450,57.35862395,-167.70585065,705.7256813750917,1.1838155764712255
East of 170,20240617155707,57.3503728,-167.70506045000002,527.5165573794768,0.8951766530501829
East of 170,20240617155923,57.344205599999995,-167.70446005000002,3.6134394375697187,0.007077869872159624
East of 170,20240617183804,57.3449442,-167.7049356,660.013921925359,1.0748093137924923
East of 170,20240617184029,57.3366098,-167.70396535,805.3847395163294,1.320547846542091
East of 170,20240617184254,57.32831255000001,-167.70316359999998,557.9542162382184,0.9178770977808597
East of 170,20240617184516,57.320037,-167.7023995,301.6946044570444,0.5303339316392456
East of 170,20240617184738,57.31171785,-167.701527,338.34558160391725,0.5999693840443013
East of 170,20240617185001,57.303407899999996,-167.70061145,996.717687276588,1.6422342016109792
East of 170,20240617185218,57.2951136,-167.69980085,465.8926919850997,0.7581725789181017
East of 170,20240617185435,57.28683305,-167.6990255,401.72667704345514,0.6616813139748069
East of 170,20240617185652,57.2786137,-167.69815185,417.3413447847505,0.6859362541368987
East of 170,20240617185909,57.2703248,-167.69728945,485.6056396602286,0.8006806667843537
East of 170,20240617190128,57.262012399999996,-167.6965352,1135.703530422469,1.9614803337012674
East of 170,20240617190346,57.25370785,-167.69590055,769.0380367861605,1.3030468836492592
East of 170,20240617190604,57.24541465,-167.6952362,491.7712514102506,0.7974119557371266
East of 170,20240617190823,57.2371138,-167.69450725000002,744.0932589291384,1.2312842309167527
East of 170,20240617191041,57.22880645,-167.6937428,766.4056683212472,1.2388611495254827
East of 170,20240617191259,57.220517,-167.6929706,437.4010749806639,0.8051159082279935
East of 170,20240617191518,57.21222435,-167.6923232,351.45101097207333,0.5772597239462331
East of 170,20240617191736,57.203944,-167.6916604,380.39989344109705,0.6228423027805537
East of 170,20240617191955,57.19562405,-167.69088485,366.17743530188375,0.6394132460904085
East of 170,20240617192214,57.1873261,-167.69011295,100.56199833033708,0.16699265199885896
East of 170,20240617192434,57.17902410000001,-167.6893918,476.0532083096082,0.8722947766631961
East of 170,20240617192654,57.1707082,-167.68868575,373.5673907502829,0.6083545643726592
East of 170,20240617192913,57.16237165,-167.68798015,175.34356134343807,0.3339515711374474
East of 170,20240617193134,57.154025149999995,-167.68726594999998,826.4062616393788,1.335081464069395
East of 170,20240617193353,57.145727449999995,-167.68653734999998,478.8882217406881,0.8500344863520864
East of 170,20240617193613,57.137456900000004,-167.6857571,407.62389363843056,0.7002076173381142
East of 170,20240617193833,57.12912035,-167.68497305,1004.1750716781664,1.6127564202130131
East of 170,20240617194053,57.1208417,-167.6841821,1289.2915558002385,2.080870761340602
East of 170,20240617194313,57.1125469,-167.6833393,678.3309890200687,1.1042360848144146
East of 170,20240617194534,57.104229700000005,-167.6825085,504.74695256138676,0.8471368328074806
East of 170,20240617194754,57.09589445,-167.68172715,510.30641326643735,0.8470100345369619
East of 170,20240617195015,57.08757795,-167.68094100000002,858.250002554995,1.4058188226037287
East of 170,20240617195235,57.0792959,-167.68017145,637.2931087230495,1.1670756398482356
East of 170,20240617195456,57.07096775,-167.67943974999997,708.9543803775967,1.1484311108235343
East of 170,20240617195716,57.0626496,-167.67864200000002,1026.659245713179,1.6678884294836536
East of 170,20240617195937,57.05433175,-167.677865,703.0144308285373,1.1522678107091913
East of 170,20240617200156,57.046029950000005,-167.67712655,632.0548713263578,1.1150781059107742
East of 170,20240617200418,57.037690749999996,-167.67636505000002,473.66769094127847,1.1358421382810022
East of 170,20240617200641,57.02932325,-167.6755994,945.5146498599181,2.2978636813312483
East of 170,20240617200902,57.0210524,-167.67480755,538.4926203373176,1.3387747496274738
East of 170,20240617201125,57.012761749999996,-167.6739874,323.3648946078724,0.8269184464136574
East of 170,20240617201347,57.0044567,-167.67319220000002,206.99160807340834,0.523784527202398
East of 170,20240617201610,56.996165649999995,-167.6723798,457.77900661053593,1.0877730382647333
East of 170,20240617201832,56.987863399999995,-167.6716073,306.9248581517179,0.8075263046064484
East of 170,20240617202056,56.9795393,-167.6708347,56.693616355771724,0.1805382867600657
East of 170,20240617202320,56.971240050000006,-167.67003975,58.2746528533798,0.18568004204590025
East of 170,20240617202545,56.9629142,-167.669336,68.84259617104516,0.19629056068739031
East of 170,20240617202811,56.95462355,-167.6685943,145.4960703882056,0.3958969955843716
East of 170,20240617203035,56.9463394,-167.66785215,86.99096374807849,0.25268288256350313
East of 170,20240617203259,56.93798945,-167.66715325,277.7091162248248,0.6923816633957143
East of 170,20240617203525,56.929663250000004,-167.66640735,411.5559902812871,0.9846802004135129
East of 170,20240617203749,56.92135639999999,-167.6656546,326.3777851247965,0.7915957318327025
East of 170,20240617204015,56.91302215,-167.664919,221.9927423963415,0.5700607179418672
East of 170,20240617204240,56.90471015,-167.66416040000001,360.44459216746867,0.8837042975022813
East of 170,20240617204504,56.8964401,-167.6633811,287.76427537083083,0.6888151981471055
East of 170,20240617204728,56.88810365,-167.66256685,374.88094261421526,0.8984069988694864
East of 170,20240617204952,56.8797863,-167.66182815000002,31.969166622089343,0.09072820530303653
East of 170,20240617205219,56.87142905,-167.66111115,82.4664479980117,0.2599937487482938
East of 170,20240617205443,56.8631556,-167.6603206,32.01378014762647,0.10118304915330614
East of 170,20240617205710,56.85481445,-167.6594837,378.0412832180906,0.9345608493740166
East of 170,20240617205935,56.846532499999995,-167.65871835000002,503.0934194112522,1.2326958802902268
East of 170,20240617210201,56.8382227,-167.65800309999997,447.1651958099987,1.0702446922624065
East of 170,20240617210427,56.82993835,-167.6572541,476.76611691550625,1.131696981480456
East of 170,20240617210651,56.821574850000005,-167.6564838,286.30114705161907,0.683494248904988
East of 170,20240617210916,56.8132479,-167.65569514999999,183.47822498386498,0.4597584308291124
East of 170,20240617211142,56.8049028,-167.65492465,417.04909461745126,0.9860822949272807
East of 170,20240617211406,56.79663365,-167.65415215000002,166.45493447900623,0.4074933342549346
East of 170,20240617211633,56.78829145,-167.65332765,141.93985441589217,0.3386369319868668
East of 170,20240617211858,56.7800225,-167.65257880000001,661.2299421481796,1.563341841348097
East of 170,20240617212124,56.77165455,-167.6518235,350.601923228901,0.8468496432280689
East of 170,20240617212351,56.763333700000004,-167.6510159,348.17782254176643,0.8201992527529618
East of 170,20240617212617,56.755029199999996,-167.65023705,1187.2922615891616,2.7972307665418383
East of 170,20240617212844,56.74667815,-167.64950535,373.6066253314597,0.8937436386205735
East of 170,20240617213109,56.7383329,-167.64875925,2201.4588133479283,5.22150966388545
East of 170,20240617213333,56.73003205,-167.648015,1683.6174102564955,4.095855423997824
East of 170,20240617213554,56.721723350000005,-167.64724625,2991.4717770862308,7.1598626841867885
East of 170,20240617213817,56.71345775,-167.6464383,1817.9702104697367,4.396352881618172
East of 170,20240617214040,56.7051287,-167.64569805000002,3415.495253373355,8.078807813883524
East of 170,20240617214304,56.69685755,-167.64494925,641.3289278013227,1.51983755577513
East of 170,20240617214526,56.68859155,-167.6441758,336.5752015894287,0.7989712451299855
East of 170,20240617214750,56.68028604999999,-167.64345465,375.49025582607595,0.9312663023904254
East of 170,20240617215015,56.67197185,-167.64278615,40.426800120987984,0.10614644616205951
East of 170,20240618003258,56.66937055,-167.64256035,158.37288947274257,0.3784803238233282
East of 170,20240618003534,56.661014,-167.64181335,760.6501467872747,1.7873120650520071
East of 170,20240618003810,56.6526493,-167.64102709999997,396.87332395991814,0.9364711673528341
East of 170,20240618004041,56.6443024,-167.64022815,156.63050946098346,0.37074325943566505
East of 170,20240618004312,56.6359858,-167.6394587,177.45599625187836,0.42969969849793443
East of 170,20240618004543,56.627654899999996,-167.63872279999998,164.08502880982522,0.3874500452851349
East of 170,20240618004814,56.61926615,-167.6379783,320.41032951473494,0.7568542217316508
East of 170,20240618005043,56.6109492,-167.6372046,55.357137056423284,0.13178955322959385
East of 170,20240618005313,56.60260465,-167.6364173,153.8863702274629,0.3624451012526583
East of 170,20240618005543,56.59426455,-167.63564605,452.2804372285605,1.0633335407647722
East of 170,20240618005811,56.5859355,-167.63490754999998,509.6625670610418,1.1974374045502723
East of 170,20240618010040,56.577580999999995,-167.6341827,130.46615388204225,0.3049776995413185
East of 170,20240618010310,56.5692014,-167.63340649999998,65.25877935708738,0.1531184411642704
East of 170,20240618010536,56.56088935,-167.63262379999998,54.71901759185003,0.12347241613682809
East of 170,20240618010804,56.55250965,-167.6318607,128.35397066477663,0.30143372358982873
East of 170,20240618011031,56.54420315,-167.63111385000002,42.01331666794029,0.09780432016259474
East of 170,20240618011259,56.535835649999996,-167.6303577,29.936186445507605,0.07004997390967857
East of 170,20240618011526,56.527550399999996,-167.6295336,63.19202329153867,0.14844018467188408
East of 170,20240618011754,56.519163750000004,-167.62878535,241.6596303984452,0.5662931056018242
East of 170,20240618012021,56.510839849999996,-167.6280866,218.79632332602458,0.5138441479800316
East of 170,20240618012247,56.5024937,-167.6272737,125.6845635329935,0.29517517042922586
East of 170,20240618012514,56.4941427,-167.62647479999998,68.04476339196204,0.15965516378468028
East of 170,20240618012741,56.4858411,-167.6257353,60.3805415491943,0.14165306743749645
East of 170,20240618013007,56.47750635,-167.6249755,229.54796590082228,0.5358760541552361
East of 170,20240618013234,56.4691237,-167.62418455,87.10946514480383,0.20452824355139546
East of 170,20240618013501,56.46075665,-167.623479,67.5645790103068,0.1585569305060119
East of 170,20240618013730,56.45238145,-167.62293005,366.42146272278933,0.8605360011358288
East of 170,20240618013957,56.44400015,-167.62244135,132.83147357956733,0.3119437115063454
East of 170,20240618014226,56.43563495,-167.62181125,157.12928363730813,0.36901189232524
East of 170,20240618014454,56.42727765,-167.62101135,97.52542254972359,0.22908659917515414
East of 170,20240618014722,56.418904749999996,-167.62025745,280.6501783702407,0.6592566582244085
East of 170,20240618014950,56.4105877,-167.619497,1127.7502740532755,2.6473004411316987
East of 170,20240618015216,56.402273550000004,-167.61867035,189.2440782650667,0.44452601158248445
East of 170,20240618015444,56.3939141,-167.61782065,104.60624840448291,0.24571833532227283
East of 170,20240618015711,56.385611350000005,-167.61697985,212.00303574215704,0.49798667155078324
East of 170,20240618015936,56.377298499999995,-167.61615925,80.28665344695501,0.18849913215767589
East of 170,20240618020201,56.368955,-167.61531695000002,110.2982724939631,0.2590564206116817
East of 170,20240618020426,56.360623700000005,-167.61447114999999,140.85498471002862,0.33084629856953124
East of 170,20240618020651,56.35229045,-167.6136404,157.74036998009618,0.3703217881122715
East of 170,20240618020919,56.3439607,-167.61289545,69.56224161650303,0.16337476764440328
East of 170,20240618021145,56.335668299999995,-167.61218815,192.19211116406973,0.451468352004503
East of 170,20240618021410,56.3273599,-167.61139045,300.3481081496236,0.7054776410442469
East of 170,20240618021636,56.319041549999994,-167.61065505,459.35038609016897,1.0780434125003486
East of 170,20240618021903,56.3106899,-167.60993115,330.27981496224083,0.7758120537836027
East of 170,20240618022131,56.30232745,-167.60910819999998,116.76831710206012,0.274294295271063
East of 170,20240618022356,56.294048200000006,-167.60834649999998,68.84483588596112,0.16171915738239848
East of 170,20240618022623,56.285712700000005,-167.60756650000002,119.0296532166096,0.27960555701242373
East of 170,20240618022852,56.27739475,-167.6068414,53.36728989804847,0.12525211444091697
East of 170,20240618023119,56.26910465,-167.60612585,20.69148316712771,0.04857810011044151
East of 170,20240618023346,56.260794450000006,-167.60533455,48.78131795540608,0.11423267068120878
East of 170,20240618023613,56.25244825,-167.6045532,176.50454258929676,0.4145966726320532
East of 170,20240618023841,56.24407655,-167.6037744,293.50270826631305,0.6891928672221653
East of 170,20240618024107,56.23577815,-167.60304989999997,125.2591490240458,3.305134033717515
East of 170,20240618024334,56.22744075,-167.60235799999998,36.777766292086355,0.9742272809741965
East of 170,20240618024600,56.2191004,-167.60163795,38.437813062084984,0.9252863159400472
East of 170,20240618024825,56.210815600000004,-167.600876,58.6681570088858,1.5588009022578688
East of 170,20240618025050,56.2024979,-167.6001037,92.3143623819036,2.4413735168717343
East of 170,20240618025316,56.1941695,-167.59933869999998,44.3788554073226,1.1738966495356442
East of 170,20240618025543,56.18584235,-167.59852124999998,108.28930976835139,2.8766427931333474
East of 170,20240618025808,56.17753705,-167.59771645,164.03937421933796,4.358303630575649
East of 170,20240618030034,56.1692037,-167.59700435000002,246.2637871099694,6.541533125497183
East of 170,20240618030301,56.16085665,-167.5962811,9.787575753428042,0.2593275418394422
East of 170,20240618030525,56.152564350000006,-167.59551435,515.2778617370988,13.692399659931835
East of 170,20240618030752,56.1442506,-167.5947472,264.8657440752933,6.971763698591868
East of 170,20240618031016,56.13593515,-167.59400879999998,54.87840686252495,1.4581778466669004
East of 170,20240618031241,56.1276047,-167.5932848,87.17177808904579,2.3160139880060986
East of 170,20240618031505,56.11934705,-167.5925379,203.0462554351495,5.393898660323861
East of 170,20240618031730,56.110977500000004,-167.59178595,120.55829841113321,3.200463440190978
East of 170,20240618031953,56.102684499999995,-167.59107085,429.05146350606947,11.401227884312991
East of 170,20240618032217,56.0943463,-167.59037335,286.63418169634133,7.613479256111
East of 170,20240618032441,56.08599545,-167.58970720000002,136.87433514775014,3.605264845011084
East of 170,20240618032703,56.0776728,-167.58901445,129.5069366942573,3.4162783105140617
East of 170,20240618032927,56.06939765,-167.58827209999998,176.53883513971118,4.639760637999945
East of 170,20240618033150,56.0611483,-167.58758175,241.56449340736452,6.41648774974724
East of 170,20240618033413,56.0528033,-167.58690719999998,196.9642812030863,5.232575297391455
East of 170,20240618033634,56.04452105,-167.5862163,1069.2941097954501,28.393902766555797
East of 170,20240618033858,56.03624445,-167.5854756,909.2187287978306,24.141879860496314
East of 170,20240618034122,56.02787605,-167.5847104,294.8644138455063,7.775999955649304
East of 170,20240618034344,56.01956415,-167.5839856,95.75253207970607,2.5043157659218465
East of 170,20240618034607,56.01122355,-167.58321915,290.47857403933654,7.682513166456103
East of 170,20240618034830,56.002909700000004,-167.5824159,75.81491310970337,2.0003150347143577
East of 170,20240618035053,55.9946263,-167.5816608,47.68171763950638,1.2361888532334049
East of 170,20240618035315,55.9863529,-167.58096485,403.4474369414674,10.717746702205693
East of 170,20240618035538,55.978055299999994,-167.58019365,22.12113759304936,0.5643700527288829
East of 170,20240618035800,55.96973605,-167.57939985,124.60582915109403,3.2777127402344206
East of 170,20240618040023,55.961529600000006,-167.5786809,303.0271171503469,8.038900947730898
East of 170,20240618040242,55.953196649999995,-167.57796815,75.72792675647304,1.9953475061338029
East of 170,20240618040506,55.9448512,-167.57717005,60.83227983935776,1.6116010950250519
East of 170,20240618040728,55.936611400000004,-167.57634935,44.22979547680115,1.1713857153728873
East of 170,20240618040949,55.92820915,-167.57559774999999,58.09797800213335,1.5432504819573438
East of 170,20240618041213,55.919819000000004,-167.57481005,28.757880866663463,0.7639552234536967
East of 170,20240618041436,55.9115578,-167.57398945,17.755545678241404,0.46572033565388077
East of 170,20240618041657,55.90318255,-167.57321574999997,49.014402255694655,1.3016421026805287
East of 170,20240618041919,55.89491005,-167.57249145,15.516388469256144,0.4113485954970818
East of 170,20240618042139,55.88658985,-167.57173745,32.98034969513366,0.7711017341029275
East of 170,20240618042404,55.878278,-167.5710328,14.182567202125004,0.37443536976785324
East of 170,20240618042625,55.8699362,-167.570314,21.295512705986145,0.5659727313743269
East of 170,20240618042849,55.8616862,-167.56957975,19.509375920309928,0.5171596448475195
East of 170,20240618043109,55.853329,-167.56891975000002,61.5197238848895,1.6340829327858248
East of 170,20240618043333,55.8450009,-167.56826195000002,18.002285426388685,0.4739688721409943
East of 170,20240618043554,55.83674965,-167.5675308,15.432918625375368,0.40914467740252225
East of 170,20240618043816,55.8283996,-167.56676134999998,89.98367096222067,2.3765797933488177
East of 170,20240618044037,55.8201096,-167.5660439,30.322797791557264,0.7954912433082093
East of 170,20240618044259,55.8118233,-167.56532885000001,90.14542693409545,2.3752687431087627
East of 170,20240618044523,55.80346485,-167.56458544999998,300.6131591336116,7.983163362995662
East of 170,20240618044744,55.79521575,-167.56385725,1288.8010570034528,34.224409391939346
East of 170,20240618045007,55.78696135,-167.56311825,407.9799956075486,10.842920555520735
East of 170,20240618045231,55.7786207,-167.56233874999998,51.20867384465376,1.3595804935622111
East of 170,20240618045452,55.77039165,-167.5615927,164.96249626501228,4.383500250182372
East of 170,20240618045714,55.7621341,-167.56084855,125.49699275404757,3.3353447155234046
East of 170,20240618045938,55.7537317,-167.56012525,144.7938578455476,3.841371820535705
East of 170,20240618050200,55.74546785,-167.55943050000002,35.167985089596684,0.9344431841649984
East of 170,20240618142425,55.745831749999994,-167.55939275,145.2676008406535,3.852234576954753
East of 170,20240618142735,55.73747765,-167.5584837,129.07226868682338,3.408737086644354
East of 170,20240618143002,55.72921915,-167.55770685,229.80117768305143,6.090482178284779
East of 170,20240618143226,55.720915700000006,-167.5569886,77.30743738801388,2.04157207586688
East of 170,20240618143453,55.71270695,-167.55623305,135.7278955441688,3.5850402947815727
East of 170,20240618143717,55.704387350000005,-167.55549825,118.29853787363065,3.13668635418444
East of 170,20240618143944,55.696109549999996,-167.55478635,111.17787273326128,2.659683001730216
East of 170,20240618144209,55.687850499999996,-167.55402305,80.14105793250961,2.1210611949404012
East of 170,20240618144434,55.6795267,-167.55325705,188.53919158725435,4.996368295774178
East of 170,20240618144701,55.6713191,-167.55253405000002,105.88631079080662,2.809774063380379
East of 170,20240618144926,55.66298075,-167.55183495,208.86118930991125,5.5479346256301225
East of 170,20240618145153,55.65468385,-167.55113945,82.85518308661324,2.199424981508227
East of 170,20240618145418,55.64640505,-167.5503822,320.45422731457774,8.509085823226116
East of 170,20240618145644,55.63809465,-167.54960725,314.8361612211802,8.365016138562307
East of 170,20240618145910,55.62988215,-167.54887155,292.2016848303038,7.76013021322431
East of 170,20240618150136,55.6215814,-167.54811575,210.39257265201866,5.5880837740511025
East of 170,20240618150400,55.6133065,-167.54735285,88.95446144714768,2.356226559670029
East of 170,20240618150626,55.60502935,-167.54663779999998,60.886737535309386,1.5826364125930594
East of 170,20240618150849,55.5968194,-167.545946,76.04451509890856,2.0154759062009937
East of 170,20240618151114,55.58844205,-167.54519265,92.0177456480858,2.4046548701202837
East of 170,20240618151338,55.580191799999994,-167.5444594,105.77181846288173,2.803655577445201
East of 170,20240618151601,55.57200715,-167.54373405,62.53227788231397,1.6581506345128991
East of 170,20240618151822,55.56364235,-167.54299025,41.0151497131329,1.0869917762290675
East of 170,20240618152043,55.55535845,-167.5422571,51.81964382431628,1.3756790156500964
East of 170,20240618152304,55.547092649999996,-167.54162595,13.489574719738277,0.31498080587225014
East of 170,20240618152523,55.538801050000004,-167.5410291,248.7766742927576,6.607283136814974
East of 170,20240618152744,55.530500399999994,-167.54039595,11.161864748041488,0.2903615071365801
East of 170,20240618153007,55.5221502,-167.5397422,46.23777300457642,1.207874824291323
East of 170,20240618153226,55.51389145,-167.53900265,77.02011405224998,2.0274706886161895
East of 170,20240618153449,55.505604500000004,-167.53815975,74.37870781192866,1.9560717757431296
East of 170,20240619000353,55.5728603,-168.74469245,1278.5312078060037,33.979637392147595
East of 170,20240619000615,55.581112950000005,-168.7459302,1431.4335091511693,38.04333542658928
East of 170,20240619000840,55.58952025,-168.74697435000002,1945.6761318072627,51.71040725303811
East of 170,20240619001109,55.59789575,-168.74795325,248.83538579376724,6.613320134842047
East of 170,20240619001334,55.60628465,-168.7488261,304.05906484330313,8.081004754589156
East of 170,20240619001603,55.614831300000006,-168.74977525000003,602.6641499178689,16.001804887364145
East of 170,20240619001820,55.62297805,-168.75070440000002,365.4224346558444,9.645775313134692
East of 170,20240619002039,55.6310457,-168.75148665,1208.187507078905,2.1567114071687206
East of 170,20240619002304,55.6395131,-168.75244385,721.6650262893506,1.290628909143652
East of 170,20240619002528,55.647734,-168.75337904999998,593.7531995103075,1.061615587222871
East of 170,20240619002750,55.65611875,-168.7542907,91.28053021191391,0.1632437941346396
East of 170,20240619003013,55.664501349999995,-168.7552321,148.1541709626403,0.26483320579055386
East of 170,20240619003241,55.67286505,-168.7561864,2271.8681947440814,4.05142841581785
East of 170,20240619003506,55.68119015,-168.75710285,2116.418941102342,3.7751932058570286
East of 170,20240619003733,55.6895488,-168.75805350000002,1548.2436984102249,2.761700613578495
East of 170,20240619004001,55.69786555,-168.7590158,912.4099622915896,1.62731365953611
East of 170,20240619004232,55.7062942,-168.75990000000002,1171.3368890584409,2.089534479335212
East of 170,20240619004500,55.71454335,-168.76084350000002,1456.6733927902483,2.5985779663153736
East of 170,20240619004721,55.72284795,-168.76178685000002,1147.6896774905954,2.047928005740018
East of 170,20240619004947,55.7312821,-168.76270305,1047.8363247390616,1.882842729376683
East of 170,20240619005206,55.73948235,-168.76367065,855.802193874529,1.5561511087431894
East of 170,20240619005429,55.74795585,-168.76467975,708.6401213421439,1.3299346462087562
East of 170,20240619005652,55.75625865,-168.7655656,936.7014987010859,1.768347935210635
East of 170,20240619005913,55.7645811,-168.76650345000002,1983.9162365988975,3.752538706533969
East of 170,20240619010134,55.77293985,-168.76751315,778.5933813575808,1.4119838802648608
East of 170,20240619010354,55.78124285,-168.76839015000002,258.45879360363904,0.4672384480991445
East of 170,20240619010612,55.7894165,-168.76925075,710.6233166828627,1.2820597072369055
East of 170,20240619010830,55.797849150000005,-168.77023615000002,406.6935245507942,0.7713338102161493
East of 170,20240619011052,55.80619595,-168.771175,837.4251845090913,1.495786320874671
East of 170,20240619011314,55.814560549999996,-168.77211475000001,112.44148282255478,0.20095571912496116
East of 170,20240619011533,55.822780449999996,-168.7730454,56.88410088354231,0.1020887400532732
East of 170,20240619011755,55.8311801,-168.77395765,451.6418390876997,0.8079449599509635
East of 170,20240619012015,55.83945205,-168.77491594999998,383.40025656984693,0.6840144671890848
East of 170,20240619012237,55.8477968,-168.7758824,866.1369138065189,1.5449965512368788
East of 170,20240619012501,55.85616915,-168.77679545,271.9815572955922,0.4853220539682786
East of 170,20240619012723,55.864477449999995,-168.77778435,112.63800245414933,0.20086249513999513
East of 170,20240619012944,55.87275945,-168.77882979999998,217.42534471921275,0.38778265009147767
East of 170,20240619013207,55.8811617,-168.7797956,1751.0612377078119,3.125078885815297
East of 170,20240619013431,55.889556299999995,-168.78075125,475.7506548216779,0.8484674820171918
East of 170,20240619013653,55.89787895,-168.7817033,163.82486867320404,0.29277668924431
East of 170,20240619013915,55.90622995,-168.78259880000002,919.782390777769,1.6405956474677146
East of 170,20240619014138,55.91462085,-168.78352619999998,40.46277859292938,0.07349892429423777
East of 170,20240619014401,55.922975550000004,-168.7844337,2103.6335277142894,3.7541322612343295
